,A,Sfa2
mexZ_knockout:del_mexZ:1,-0.7033047002,-0.507024444
mexZ_knockout:del_mexZ:2,-0.19808519900000002,-0.286628524
mexZ_knockout:del_mexZ:3,-1.9721951123,-0.22318937600000002
mexZ_knockout:wt_LB:1,2.9556069655,1.143403577
mexZ_knockout:wt_LB:2,0.4153332341,-0.233494159
mexZ_knockout:wt_LB:3,-3.3709401996,-0.9099094190000001
n-alkanes_treatment:PA_alkane:1,-7.7761586066,-0.24549849
n-alkanes_treatment:PA_alkane:2,-6.4373065309,-0.41431114900000005
n-alkanes_treatment:PA_Glycerol:1,0.2750802901,-0.12352695300000001
n-alkanes_treatment:PA_Glycerol:2,-0.6576944406,0.069183346
n-alkanes_treatment:PA_Glycerol:3,0.3826141505,0.054343607
natural_RNA_aptamers:PA_Water_rep_wt:1,0.3134951467,0.37756226400000004
natural_RNA_aptamers:PA_Water_rep_wt:2,-0.3134951467,-0.37756226400000004
natural_RNA_aptamers:PA_FMN_rep:1,1.0471340811,0.23604819500000002
natural_RNA_aptamers:PA_FMN_rep:2,1.1870744467,0.343700814
NC_002516.2:Planktonic_total_RNA_Rep:1,-0.0613986491,-0.21965946600000003
NC_002516.2:Planktonic_total_RNA_Rep:2,0.178942721,0.29428753300000005
NC_002516.2:Planktonic_total_RNA_Rep:3,-0.1175440719,-0.074628068
NC_002516.2:Biofilm_total_RNA_Rep:1,-10.8284814226,-2.9251552050000003
NC_002516.2:Biofilm_total_RNA_Rep:2,-11.3358449549,-2.452817481
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:1,0.4156710779,0.24398000300000003
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:1,0.7578411751,0.328593295
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:2,0.8602433015000001,0.377474488
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:1,1.8187979849,0.669690804
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:2,1.8806851422,0.601623098
p-anisaldehyde_epigallocatechin_gallate:Combination:1,-0.7047191581000001,-0.1430592
p-anisaldehyde_epigallocatechin_gallate:Combination:2,-0.7519872914,-0.111860872
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:2,0.018226786000000002,-0.15515267600000002
p-anisaldehyde_epigallocatechin_gallate:Combination:3,-0.8966968518,0.182064729
p-anisaldehyde_epigallocatechin_gallate:Combination:4,-0.8845259223,0.185876754
p-anisaldehyde_epigallocatechin_gallate:Combination:5,0.8160311214,0.8439005570000001
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:3,-0.1861970152,-0.042515754
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:4,-0.2477008487,-0.046311573
p-anisaldehyde_epigallocatechin_gallate:pA_1:1,-2.1597987006,-0.490103983
p-anisaldehyde_epigallocatechin_gallate:pA_1:2,-2.1314251537,-0.478578881
p-anisaldehyde_epigallocatechin_gallate:pA_2:1,-2.031951216,-0.150693997
p-anisaldehyde_epigallocatechin_gallate:pA_2:2,-2.115247103,-0.052898809000000005
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:1,0.5339395595,0.208961942
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:1,-2.1678507345,-0.24910753400000002
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:2,-2.196849171,-0.319024219
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:2,0.3049443973,-0.062598781
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:1,-3.1318946351,-0.6588916690000001
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:2,-4.0445053641,0.3475775
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:3,-3.8450719482,-0.36597028800000003
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:1,0.1871613815,-0.31227847000000003
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:2,-1.0499147361,-0.12007255600000001
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:3,0.8627533546,0.432351026
relA-spoT_double-mutant:plank_WT_1:1,0.16249882670000002,0.144553853
relA-spoT_double-mutant:plank_WT_1:2,-0.3761576076,-0.214321105
relA-spoT_double-mutant:plank_WT_1:3,0.2136587809,0.069767252
relA-spoT_double-mutant:plank_rel-spot:1,-0.7896652882,-0.99565232
relA-spoT_double-mutant:plank_rel-spot:2,-0.8590964898000001,-0.9966179570000001
sRNA_PA0805.1_overexpression:EmptyVector_1:1,1.5861749144,0.229629241
sRNA_PA0805.1_overexpression:EmptyVector_1:2,-0.0229281357,0.196154667
sRNA_PA0805.1_overexpression:EmptyVector_1:3,-0.28405033690000003,-0.15291861
sRNA_PA0805.1_overexpression:EmptyVector_1:4,-1.8619814799999999,-0.272473986
sRNA_PA0805.1_overexpression:EmptyVector_1:5,0.5827850382,-0.00039131200000000005
sRNA_PA0805.1_overexpression:PA08051:1,4.4732380355,0.8370799940000001
sRNA_PA0805.1_overexpression:PA08051:2,0.8430532177000001,0.22248537300000001
sRNA_PA0805.1_overexpression:PA08051:3,0.9432545116000001,0.27219930200000003
sRNA_PA0805.1_overexpression:PA08051:4,1.4152364087,0.258274161
sRNA_PA0805.1_overexpression:PA08051:5,1.7975248293,0.44050244600000005
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:1,-0.1082308386,0.013219188000000002
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:2,0.199863849,-0.02265645
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:1,-0.1570379485,-0.018339106
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:2,0.1570379485,0.018339106
sRNA_ReaL_represses_RpoS:sRNA_wt:1,0.3191551438,0.11651187700000001
sRNA_ReaL_represses_RpoS:sRNA_wt:2,-0.3191551438,-0.11651187700000001
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:1,28.8579348179,4.749796405
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:2,28.8208374993,4.673950807
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:3,29.1766537189,4.695022872
yhjH_knockout:PA_delyhjH_wt:1,-0.0598548853,0.06435964
yhjH_knockout:PA_delyhjH_wt:2,0.0598548853,-0.06435964
yhjH_knockout:PA_delyhjH:1,0.5605127222,1.236029629
yhjH_knockout:PA_delyhjH:2,0.61693569,1.124750149
yhjH_knockout:PA_delwspF:1,0.7100347827,1.029705332
yhjH_knockout:PA_delwspF:2,-0.2276724102,0.30568713200000003
