,A,mprA
mrsI:ko_sds_atc:2,4.2047103959,1.9632657591
mrsI:ko_sds_no_atc:1,-2.2792605547,0.25726506
mrsI:ko_sds_no_atc:2,-4.3538086674,0.3717687375
mrsI:wt_iron_atc:1,-0.5446247427,0.030004895400000002
mrsI:wt_iron_atc:2,0.6937869667000001,-0.042876792500000004
mrsI:wt_iron_no_atc:1,-0.983398842,0.5993084798
mrsI:wt_iron_no_atc:2,-0.9775051359,0.4036621045
mrsI:wt_ox_atc:1,-1.4174450432,0.5416134818
mrsI:wt_ox_atc:2,-1.4244487596,0.4289633653
mrsI:wt_ox_noatc:1,5.6858188312,2.3253317124
mrsI:wt_ox_noatc:2,5.2141023183,2.2227307525
mrsI:wt_sds_atc:1,5.4437141379,2.44175159
mrsI:wt_sds_atc:2,5.6190709216,2.2670232615
mrsI:wt_sds_no_atc:1,-0.823882808,-0.0045746336
mrsI:wt_sds_no_atc:2,0.823882808,0.0045746336
nitrate:control:1,0.268183532,-0.0576813242
nitrate:control:2,-0.268183532,0.0576813242
p218:0_days_.1:1,-0.47987139840000004,0.5624728717
p218:0_days_.1:2,0.5597641222,-0.0043817482000000005
p218:0_days_.1:3,-0.42351469999999997,0.6318989571
p218:0_days_.1:4,-0.500603447,0.5428160411
p218:0_days_control:1,0.1963995379,-0.0176871858
p218:0_days_control:2,-0.2157983511,0.026770563400000003
p218:0_days_control:3,-0.1537513761,-0.0331413315
p218:0_days_control:4,0.1731501893,0.0240579539
p218:1_days_.1:1,-0.9179582685000001,-0.7955032692
p218:1_days_.1:2,-1.0477157076,-0.735254419
p218:1_days_.1:3,-0.5767531284,-0.8349578975
p218:1_days_.1:4,-0.8486711151,-0.7692880421
p218:1_days_control:1,5.0161212671,-0.565179163
p218:1_days_control:2,6.4383284803,-0.6702592654
p218:1_days_control:3,5.9966935792000005,-0.5992812001
p218:1_days_control:4,5.5360926662,-0.7497394121000001
patH-Cap:post_path_ctrl:1,0.7818241690000001,-0.1552116219
patH-Cap:post_path_ctrl:2,0.9688457016,-0.1935557996
patH-Cap:post_path_inh:1,3.1157298567,-0.2047241082
patH-Cap:post_path_inh:2,3.4155785982999998,-0.706433241
patH-Cap:pre_path_ctrl:1,0.268561353,0.0126772641
patH-Cap:pre_path_ctrl:2,-0.268561353,-0.0126772641
patH-Cap:pre_path_inh:1,1.2437457483,-0.1017758279
patH-Cap:pre_path_inh:2,0.9391888941000001,0.0386938676
ppxx:double_mutant:1,0.8042946161000001,0.025718950600000002
ppxx:double_mutant:2,-0.8042946161000001,-0.025718950600000002
reactivation:day_1_reactivation:1,6.1705327585,-0.8002027784
reactivation:day_1_reactivation:2,5.5317696049,-0.8363201574
reactivation:day_1_reactivation:3,5.8685890311,-0.8026040523
reactivation:day_2_reactivation:1,5.4405679837,-0.7075227995000001
reactivation:day_2_reactivation:2,5.7441108098,-0.7138907546000001
reactivation:day_2_reactivation:3,5.6029766396,-0.7401042286
reactivation:day_3_reactivation:1,6.6871651984,-0.1483991366
reactivation:day_3_reactivation:2,5.8877768538,-0.13658105980000002
reactivation:day_3_reactivation:3,6.7437996637,-0.15824922730000002
reactivation:day_4_reactivation:1,6.1808554939,0.3791441312
reactivation:day_4_reactivation:2,6.3929559827,0.21303504480000002
reactivation:day_4_reactivation:3,6.2952997243,0.26672682410000004
reactivation:days_0_persistence:1,0.1287039959,-0.033577825400000004
reactivation:days_0_persistence:2,0.0302377668,0.0186868063
reactivation:days_0_persistence:3,-0.15894176270000002,0.0148910191
redox:intra_basal:1,2.117002965,0.0840836952
redox:intra_basal:2,2.5760775754000003,0.6022352775
redox:whib3_comp_4.5:1,-11.1615307015,1.080289546
redox:whib3_comp_4.5:2,-11.097239579,2.3071145098
redox:whib3_comp_6.6:1,0.7666703993,-0.12772075130000002
redox:whib3_comp_6.6:2,1.5193398148,0.2724604672
redox:whib3_ko_4.5:1,-7.1451404081,1.8279749003
redox:whib3_ko_4.5:2,-6.9475665248,1.421282093
redox:wt_4.5:1,-1.5839114056999999,0.5563019102
redox:wt_4.5:2,-1.6375116545,0.3060051455
redox:wt_6.6:1,0.3484368382,0.1503736137
redox:wt_6.6:2,-0.3484368382,-0.1503736137
resus:day_1_run_1:1,0.1620447922,-0.0217482126
resus:day_1_run_1:2,-0.1620447922,0.0217482126
resus:day_4_run_1:1,-0.0118444389,0.1113051505
resus:day_4_run_1:2,0.6811601643,-0.0799767866
rho:00h_DUC:1,-0.3951822493,0.030295251500000002
rho:00h_DUC:2,0.3951822493,-0.030295251500000002
rho:00h_DUC_1:1,7.7357915003,0.20932856900000002
rho:00h_DUC_1:2,8.5466517643,0.2106085644
rho:01.5_DUC:1,7.3162240480000005,0.0472147159
rho:01.5_DUC:2,8.1010570132,0.3716998892
rho:01.5h_DUC_ATC:1,-1.3821798098,-0.2340390696
rho:01.5h_DUC_ATC:2,-1.8142438992,-0.0824397198
rho:03_DUC:1,8.5247141497,0.17591330530000002
rho:03_DUC:2,7.6250207052,-0.08395746100000001
rho:03h_DUC_ATC:1,-2.9563696573,0.1521278802
rho:03h_DUC_ATC:2,-1.5695082404,-0.2308979345
rho:06h_DUC_ATC:1,-3.3041204956,0.2664099568
rho:06h_DUC_ATC:2,-2.5015462959,0.43815624070000003
rho:06h_WT_ATC:1,-2.4410251801,0.2558895439
rho:06h_WT_ATC:2,-0.3583623011,0.2207736746
rho:09_DUC:1,3.8530845831000002,0.4902839171
rho:09_DUC:2,4.3288032429,0.3818376847
rho:09h_DUC_ATC:1,-1.3478737295,-0.0119868491
smx:0_days_12.5:1,0.2992986655,0.0402921417
smx:0_days_12.5:2,-0.0356399087,-0.0059751427
smx:0_days_12.5:3,-0.3484799078,0.0295607282
smx:0_days_control:1,-0.0598946251,0.0206822257
smx:0_days_control:2,-0.0100817473,-0.0119750697
smx:0_days_control:3,0.0699763724,-0.008707156
smx:1_days_12.5:1,0.09407411160000001,-1.3055222584
smx:1_days_12.5:2,-0.200434996,-1.2640047979
smx:1_days_12.5:3,0.026872852200000002,-1.1657672396
smx:1_days_control:1,-1.851709314,-0.5161106636
smx:1_days_control:2,-2.0394089183,-0.5762316056
smx:1_days_control:3,-1.3867606442,-0.6594242103
sq109:0_days_3:1,4.0794587254,0.1334634234
sq109:0_days_3:2,-2.7508645444,-0.44059825080000004
sq109:0_days_3:3,-2.794961085,-0.35757196760000004
sq109:0_days_3:4,3.6467280253,0.2345176776
sq109:0_days_control:1,3.3495088915,0.3802733
sq109:0_days_control:2,-3.4999387176,-0.27890150620000004
sq109:0_days_control:3,-3.7295117726,-0.33703305710000003
sq109:0_days_control:4,3.8799415988,0.2356612633
sq109:1_days_3:1,4.0518956314,0.1467233031
sq109:1_days_3:2,-2.4295574542000002,-0.4616861224
sq109:1_days_3:3,-2.4812921464,-0.5580160498
sq109:1_days_3:4,4.221834523,0.15330070910000002
sq109:1_days_control:1,3.8744377371,0.3123926631
sq109:1_days_control:2,-3.3581842547000003,-0.4153830244
sq109:1_days_control:3,3.6784457029,0.2233790356
sq109:1_days_control:4,-3.5895709237,-0.3856888584
stress:.1_butyrate:1,1.9435760426000002,0.1339135803
stress:.1_butyrate:2,1.9515892414,0.2536696808
stress:.1_butyrate:3,-0.2196487677,0.1180926255
stress:.4_gluc:1,-1.0035866719,-0.1381785193
stress:.4_gluc:2,-0.2328367604,0.07651075460000001
stress:.4_gluc:3,1.2364234323,0.0616677647
stress:1_days_low_iron:1,6.8868436665,0.5303046181000001
stress:1_days_low_iron:2,5.5878045638,0.4172768759
stress:1_days_low_iron:3,5.5889479997,0.1186451828
stress:7_days_low_iron:1,-3.4368036714,0.2604294479
stress:7_days_low_iron:2,-3.2800422333,0.6085290152
stress:7_days_low_iron:3,-3.0302654636,0.3455516839
stress:gluc_butyrate:1,0.9995159054,0.2135353767
stress:gluc_butyrate:2,1.5860525998,0.0257745069
stress:gluc_butyrate:3,1.0367890407,0.47588594440000004
stress:high_iron:1,1.018046677,0.24782248510000002
stress:high_iron:2,0.9759935927000001,0.0603139803
stress:high_iron:3,1.3057284448,0.0940228852
stress:tolox_ph_7:1,1.6126244833,0.0140418884
stress:tolox_ph_7:2,1.4856036214000001,-0.0418420518
sutez:0_days_5.6:1,-0.2275710106,0.0095727559
sutez:0_days_5.6:2,0.8915201285000001,0.1048799426
sutez:0_days_5.6:3,-0.30550394880000004,0.1539269204
sutez:0_days_5.6:4,0.318465763,-0.07119293680000001
sutez:0_days_control:1,0.1323619101,-0.0271176523
sutez:0_days_control:2,-0.21001757810000002,0.0008417979
sutez:0_days_control:3,0.0089778711,0.0050500123
sutez:0_days_control:4,0.0686777969,0.0212258421
sutez:1_days_5.6:1,-7.3117619039,-1.1615002251
sutez:1_days_5.6:2,-7.3019523896,-1.0999880432
sutez:1_days_control:1,0.9064565669,-0.9967259156
sutez:1_days_control:2,1.2817969722,-0.9379211215000001
sutez:1_days_control:3,1.2163474104,-0.8306813077
sutez:1_days_control:4,0.5479427711,-0.8223390146
thrB:0_days_starve:1,-0.287174545,0.2602121121
thrB:0_days_starve:2,0.287174545,-0.2602121121
tss:expression_library:1,-3.0603495321,-1.3730312741000001
tss:expression_library:2,-4.5848068072,-1.3680106473
tss:mapping_triphosphate:1,-5.3501083163,-1.3302790917
tss:mapping_triphosphate:2,-7.5671920139,-1.4784283091
tss:mapping_wo_triphosphate:1,-6.2809178583,-1.3415167942
tss:mapping_wo_triphosphate:2,-5.6022789221,-1.8020192765
tss:wt_experiment_2:1,-0.1584764858,0.036043261800000004
tss:wt_experiment_2:2,0.3814746216,0.06497151300000001
tss:wt_experiment_2:3,-0.2229981359,-0.1010147749
vera:0_days_176:1,0.3034279968,-0.08676837100000001
vera:0_days_176:2,1.9940834885,0.1671932642
vera:0_days_176:3,1.6594274937,0.1062164523
vera:0_days_176:4,1.4580334442,0.14624865
vera:0_days_control:1,-0.1641224821,-0.0039622184
vera:0_days_control:2,-0.2105515907,0.0521486054
vera:0_days_control:3,0.2019187834,-0.1646935101
vera:0_days_control:4,0.1727552894,0.1165071231
vera:1_days_176:1,0.8287678357,1.6265607647
vera:1_days_176:2,0.46212585310000004,1.5701411977
vera:1_days_176:3,0.1503103133,1.6260652363
vera:1_days_control:1,-1.5001172948,0.1258297085
vera:1_days_control:2,-1.3025232127,0.14088905570000002
vera:1_days_control:3,-1.3129742959000001,0.2018972782
vera:1_days_control:4,-1.1367048881,0.1975034383
