,A,LaoR,AtuR
Paeru_PRECISE:M9GlcNAcAA_8:1,3.704231902,0.345244918,1.16909238
Paeru_PRECISE:M9GlcNAcAA_8:2,2.112951573,0.60596601,1.101893022
Paeru_PRECISE:M9GlcNAcAA_4:1,3.825327874,0.60753832,1.6812442980000002
Paeru_PRECISE:M9GlcNAcAA_4:2,-0.302365716,0.141000082,0.894120702
Paeru_PRECISE:M9GlcNAcAA_2:1,4.655331791,0.610045293,1.637092256
Paeru_PRECISE:M9GlcNAcAA_2:2,4.475334473,0.209865515,1.6285728970000002
Paeru_PRECISE:M9GlcNAcAA_1:1,5.812280795,0.075471275,1.880015506
Paeru_PRECISE:M9GlcNAcAA_1:2,4.656231824,-0.110673773,1.702090878
Paeru_PRECISE:M9glucAA_NaOCl:2,1.826672284,-0.113142298,0.697324862
Paeru_PRECISE:M9glucAA_Cu:2,0.532354054,0.41400403500000005,-0.153294952
Paeru_PRECISE:M9glucAA_Fe:1,-1.175177756,-0.293728506,0.741582535
Paeru_PRECISE:M9glucAA_Fe:2,0.07235912600000001,0.443471163,0.291185007
Paeru_PRECISE:M9glucAA_Zn:2,-0.61400633,0.099477199,0.406536349
Paeru_PRECISE:M9glucAA_wt:4,-1.20753723,0.00915958,0.619875363
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:1,3.985785588,0.54183503,1.659422512
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:2,4.053912266,0.500905938,1.9084119670000002
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:3,4.042250779,0.620954612,1.64520176
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:1,0.07115735200000001,0.024581437,-0.32172473500000004
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:2,-0.04292833,0.240195612,-0.050652965
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:3,-0.028229022000000003,-0.26477704900000004,0.372377699
relA-spoT_double-mutant:plank_WT_1:1,-0.527855881,-0.206792113,0.099701432
relA-spoT_double-mutant:plank_WT_1:2,0.222788956,-0.151328119,0.036089623
relA-spoT_double-mutant:plank_WT_1:3,0.30506692500000004,0.35812023200000004,-0.13579105400000002
relA-spoT_double-mutant:plank_rel-spot:1,1.575605376,-0.125631864,-0.03064228
relA-spoT_double-mutant:plank_rel-spot:2,1.358852702,-0.018805492,0.049507772000000005
Rosmarinic_acid:PAO1-100UMRA:1,-0.023580337,-0.321630077,-0.20183573600000002
Rosmarinic_acid:PAO1-100UMRA:2,0.13312432500000002,-0.200366557,-0.11059697700000001
Rosmarinic_acid:PAO1_DMSO_Control:1,0.153033667,0.122530699,0.049052014000000005
Rosmarinic_acid:PAO1_DMSO_Control:2,-0.37674522600000004,-0.149841221,0.130804538
Rosmarinic_acid:PAO1_DMSO_Control:3,0.223711559,0.027310522,-0.179856551
Tf_toxin_expression:PAO1_WT:1,0.259111503,-0.067037554,0.294908979
Tf_toxin_expression:PAO1_WT:2,-0.259111503,0.067037553,-0.294908979
Tf_toxin_expression:PAO1_derfA:1,0.5449495910000001,0.278643489,-0.074971441
Tf_toxin_expression:PAO1_derfA:2,1.061436433,0.16795038,0.180055346
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:1,0.49765977600000005,0.30055991400000004,0.00537828
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:2,-0.864351657,0.38317964200000004,0.045281134
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:1,-0.39203829,0.161307861,0.49590876300000003
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:2,0.435500015,0.443357353,0.144286684
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:1,2.914161906,1.199887978,-0.30547681800000004
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:2,1.7325264370000002,0.638987979,1.270182523
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:1,0.08096679200000001,0.39331115400000005,0.16116579
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:2,-0.08096679200000001,-0.393311153,-0.16116579
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:1,-1.318651448,-0.24479255500000002,-0.615786665
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:2,1.139833591,-0.6796887570000001,0.26959221
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:1,1.3699423880000001,0.756950569,2.142193337
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:2,1.99005595,0.377519445,1.210530915
natural_RNA_aptamers:PA_Water_rep_wt:1,-0.645121238,0.085602051,-0.053534589
natural_RNA_aptamers:PA_Water_rep_wt:2,0.645121238,-0.085602051,0.053534589
natural_RNA_aptamers:PA_FMN_rep:1,0.0138877,0.33435194300000004,0.16148277
natural_RNA_aptamers:PA_FMN_rep:2,0.11483254300000001,0.19649068700000002,0.19608435200000002
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:1,-0.177978038,0.21539369900000002,0.195892649
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:1,0.183091361,0.25443613400000004,0.140247604
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:2,0.218092329,0.100334931,0.15890241600000002
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:1,-0.9236718580000001,-0.39497615500000005,-0.027023985
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:2,-1.36976779,-0.425082245,-0.014535638000000002
p-anisaldehyde_epigallocatechin_gallate:Combination:1,2.124711887,1.5698532630000002,0.34941222800000005
p-anisaldehyde_epigallocatechin_gallate:Combination:2,2.13991137,1.5606818040000001,0.448599978
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:2,-0.12315951500000001,-0.166557792,-0.29458885500000004
p-anisaldehyde_epigallocatechin_gallate:Combination:3,3.789016122,1.51842275,0.7011822440000001
p-anisaldehyde_epigallocatechin_gallate:Combination:4,3.64936785,1.569947368,0.697807633
p-anisaldehyde_epigallocatechin_gallate:Combination:5,2.431694125,1.445814297,0.42537991900000005
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:3,-0.002181189,-0.16579970600000002,-0.00041448300000000005
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:4,0.30331874200000003,0.11696379900000001,0.099110689
p-anisaldehyde_epigallocatechin_gallate:pA_1:1,3.587587574,0.64954066,0.9666546250000001
p-anisaldehyde_epigallocatechin_gallate:pA_1:2,3.602428971,0.672469466,0.963364333
p-anisaldehyde_epigallocatechin_gallate:pA_2:1,3.423190451,1.024178664,1.025337863
p-anisaldehyde_epigallocatechin_gallate:pA_2:2,3.193973903,1.036682812,0.9978369910000001
sRNA_PA0805.1_overexpression:EmptyVector_1:1,-0.280123544,-0.25936182900000004,-0.136000277
sRNA_PA0805.1_overexpression:EmptyVector_1:2,0.21126657000000001,-0.025217443000000003,0.014474506000000002
sRNA_PA0805.1_overexpression:EmptyVector_1:3,0.04276865,0.050298569,0.11436554600000001
sRNA_PA0805.1_overexpression:EmptyVector_1:4,-0.143024589,0.16774909000000002,-0.054612115
sRNA_PA0805.1_overexpression:EmptyVector_1:5,0.169112912,0.066531614,0.061772338
sRNA_PA0805.1_overexpression:PA08051:1,2.118785752,-0.120698601,0.216001031
sRNA_PA0805.1_overexpression:PA08051:2,2.710788696,0.038835064,0.419970479
sRNA_PA0805.1_overexpression:PA08051:3,3.4677507800000003,-0.014234328000000001,0.377204978
sRNA_PA0805.1_overexpression:PA08051:4,2.772504323,-0.172043851,-0.113244917
sRNA_PA0805.1_overexpression:PA08051:5,2.778885477,0.31985301200000005,-0.01230187
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:1,1.464738321,-0.17514284,0.29797684
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:2,0.696507874,0.23194551100000002,0.43473757300000004
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:1,0.47831589999999996,-0.10806251400000001,0.205355283
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:2,-0.47831589999999996,0.10806251400000001,-0.205355282
