,A,blaI
mrsI:ko_ox_atc:2,-12.4371310085,-2.1678619885
mrsI:ko_ox_no_atc:1,-7.8113320778,-1.2648920997
mrsI:ko_ox_no_atc:2,-8.64858106,-1.4790503814
mrsI:ko_sds_atc:1,-8.2100476167,-1.4906260937
mrsI:ko_sds_atc:2,-8.4832524643,-1.1670412940000001
mrsI:ko_sds_no_atc:1,-1.1966471911,0.1369515541
mrsI:ko_sds_no_atc:2,0.3060083726,0.0834501302
mrsI:wt_iron_atc:1,0.9768473988,0.1839821798
mrsI:wt_iron_atc:2,-0.7215015859,0.034701492300000004
mrsI:wt_iron_no_atc:1,-11.9031572854,-1.8089765443
mrsI:wt_iron_no_atc:2,-11.6454891931,-1.0604409403
mrsI:wt_ox_atc:1,-11.8919446722,-1.7889863886000001
mrsI:wt_ox_atc:2,-11.3425828266,-1.135554139
mrsI:wt_ox_noatc:1,-8.9161097748,-0.7785387507
mrsI:wt_ox_noatc:2,-8.5433246022,-0.9685925307000001
mrsI:wt_sds_atc:1,-8.8265816596,-0.9110339166
mrsI:wt_sds_atc:2,-8.7534714977,-0.8071613815
mrsI:wt_sds_no_atc:1,0.4470561706,0.0388661837
mrsI:wt_sds_no_atc:2,-0.4470561706,-0.0388661837
nitrate:control:1,-0.0957199442,-0.0531957619
nitrate:control:2,0.0957199442,0.0531957619
p218:0_days_.1:1,1.5835668604,0.6253832833
p218:0_days_.1:2,0.4320947781,0.009211956
p218:0_days_.1:3,1.2795975165,0.7517729881
p218:0_days_.1:4,1.3871538086,0.6094408562
p218:0_days_control:1,0.0040483271000000005,-0.0090371683
p218:0_days_control:2,-0.0472060412,-0.012136586500000001
p218:0_days_control:3,-0.060627526200000004,0.0416982642
p218:0_days_control:4,0.1037852403,-0.0205245094
p218:1_days_.1:1,-0.023882369400000002,-0.0787153393
p218:1_days_.1:2,-0.0434645246,-0.0024268497000000003
p218:1_days_.1:3,-0.46030902640000004,-0.17229724100000002
p218:1_days_.1:4,0.0286260261,-0.0627616519
p218:1_days_control:1,-2.1811601049,-0.2686894602
p218:1_days_control:2,-2.1491017791,-0.4944619065
p218:1_days_control:3,-2.1643222805,-0.4665869057
p218:1_days_control:4,-2.1375696267,-0.3980380787
patH-Cap:post_path_ctrl:1,2.3611057798,-0.8353655304000001
patH-Cap:post_path_ctrl:2,1.6028323247,-1.1252862229
patH-Cap:post_path_inh:1,2.5473839015,-1.8222863671
patH-Cap:post_path_inh:2,2.9209932999,-1.9921954306
patH-Cap:pre_path_ctrl:1,0.014946224900000001,-0.0908490604
patH-Cap:pre_path_ctrl:2,-0.014946224900000001,0.0908490604
patH-Cap:pre_path_inh:1,1.3902772097,-0.2513387157
patH-Cap:pre_path_inh:2,1.3685819765,-0.2255501863
ppxx:double_mutant:1,0.0826980105,-0.12759931160000001
ppxx:double_mutant:2,-0.0826980105,0.12759931160000001
reactivation:day_1_reactivation:1,-4.0505829438,-2.168892969
reactivation:day_1_reactivation:2,-3.9591081078,-2.213767032
reactivation:day_1_reactivation:3,-4.0186973411,-2.1556544977
reactivation:day_2_reactivation:1,-3.5318684435,-2.5509432294
reactivation:day_2_reactivation:2,-3.6470442032,-2.5931097849
reactivation:day_2_reactivation:3,-3.3038696924,-2.5214376953
reactivation:day_3_reactivation:1,-2.7800211964,-2.3860291743
reactivation:day_3_reactivation:2,-2.811929358,-2.2927109355
reactivation:day_3_reactivation:3,-2.6692485561,-2.4522972225
reactivation:day_4_reactivation:1,-1.8992398095,-2.0654752443
reactivation:day_4_reactivation:2,-1.8902534267000002,-2.1294115841
reactivation:day_4_reactivation:3,-1.8815526683,-1.9750858182000002
reactivation:days_0_persistence:1,-0.1276756292,-0.043463513700000005
reactivation:days_0_persistence:2,0.1062410397,0.0576570423
reactivation:days_0_persistence:3,0.0214345895,-0.0141935285
redox:intra_basal:1,-11.3692034431,0.2796695718
redox:intra_basal:2,-10.694158936600001,0.5678789068
redox:whib3_comp_4.5:1,-8.6802418599,1.3564700174
redox:whib3_comp_4.5:2,-9.0728358215,1.6804566172
redox:whib3_comp_6.6:1,-0.014013008200000001,-0.2227566128
redox:whib3_comp_6.6:2,-3.0271639029,0.20489949870000002
redox:whib3_ko_4.5:1,-11.2299460933,1.5607388542
redox:whib3_ko_4.5:2,-12.3033870737,1.335060006
redox:wt_4.5:1,-3.5190914029,0.1909841629
redox:wt_4.5:2,-3.4045507514,-0.021986663400000002
redox:wt_6.6:1,0.7016031402,0.265195756
redox:wt_6.6:2,-0.7016031402,-0.265195756
resus:day_1_run_1:1,-0.07047870540000001,-0.0161061165
resus:day_1_run_1:2,0.07047870540000001,0.0161061165
resus:day_4_run_1:1,3.5552079338,-0.3915689341
resus:day_4_run_1:2,3.4894077307,-0.0198568593
rho:00h_DUC:1,0.26189152450000003,-0.0006733263
rho:00h_DUC:2,-0.26189152450000003,0.0006733263
rho:00h_DUC_1:1,-5.0779442514,-1.0240040652
rho:00h_DUC_1:2,-4.6753670071,-1.0708636862
rho:01.5_DUC:1,-3.0306304302,-0.6101675947
rho:01.5_DUC:2,-4.9829713459,-0.7337305755
rho:01.5h_DUC_ATC:1,-5.0140146343,-0.1413739759
rho:01.5h_DUC_ATC:2,-3.9058446697,-0.6245228732
rho:03_DUC:1,-2.3872700357,-0.4896008733
rho:03_DUC:2,-3.5602060576,-0.6915973022
rho:03h_DUC_ATC:1,-7.0543885096,-0.6699360595
rho:03h_DUC_ATC:2,-6.8376256948,-0.45537841040000004
rho:06h_DUC_ATC:1,-2.3794964005,0.0833768894
rho:06h_DUC_ATC:2,-7.8622145641,-0.5963416727
rho:06h_WT_ATC:1,1.7948688456,0.1933744231
rho:06h_WT_ATC:2,1.2284057903,0.39736980980000003
rho:09_DUC:1,-12.9472751924,-0.7598589024
rho:09_DUC:2,-12.8488515919,-0.7820468384
rho:09h_DUC_ATC:1,-12.9959192736,-0.7991829937
smx:0_days_12.5:1,-0.5578894716,0.032869402
smx:0_days_12.5:2,-0.3163681457,-0.0439406165
smx:0_days_12.5:3,-0.263372466,0.0520109018
smx:0_days_control:1,-0.022736768600000002,0.015255146700000001
smx:0_days_control:2,-0.0439104426,0.0231675224
smx:0_days_control:3,0.0666472112,-0.0384226691
smx:1_days_12.5:1,-4.018346438,-0.8005441790000001
smx:1_days_12.5:2,-3.8843000698,-0.8856967137
smx:1_days_12.5:3,-3.9849832624,-0.8984361540000001
smx:1_days_control:1,-0.5147177779000001,-0.3794571829
smx:1_days_control:2,-0.3518689242,-0.3507872704
smx:1_days_control:3,-0.5240725341,-0.47420572320000004
sq109:0_days_3:1,-0.1467804799,0.1629929914
sq109:0_days_3:2,-2.2508642881,-0.4765846962
sq109:0_days_3:3,-2.0994465513,-0.46943051820000004
sq109:0_days_3:4,-0.9221412647,0.2199609784
sq109:0_days_control:1,0.2883113133,0.4371160633
sq109:0_days_control:2,0.0758876674,-0.41995816210000003
sq109:0_days_control:3,-0.1388722792,-0.2987369046
sq109:0_days_control:4,-0.2253267015,0.2815790034
sq109:1_days_3:1,-0.0854697445,0.2091494156
sq109:1_days_3:2,-1.9925633368,-0.40281941330000004
sq109:1_days_3:3,-2.198528869,-0.4429673579
sq109:1_days_3:4,-0.3910846074,0.1776723259
sq109:1_days_control:1,-0.0399225749,0.35277936060000004
sq109:1_days_control:2,-0.2022991302,-0.4086088751
sq109:1_days_control:3,-0.0800997678,0.2732016109
sq109:1_days_control:4,-0.1319166614,-0.41862804670000003
stress:.1_butyrate:1,3.2346468369,0.9288700085
stress:.1_butyrate:2,5.6303237346,1.4666796259
stress:.1_butyrate:3,4.1796108853,0.9558146891
stress:.4_gluc:1,-0.0195876874,-0.063800539
stress:.4_gluc:2,-1.5759338685,-0.236097824
stress:.4_gluc:3,1.5955215559,0.299898363
stress:1_days_low_iron:1,-1.1747668059,0.1280973584
stress:1_days_low_iron:2,-1.6114170557,-0.2766020617
stress:1_days_low_iron:3,-1.6355522932,-0.23790404880000002
stress:7_days_low_iron:1,1.6830970224000001,0.2601002369
stress:7_days_low_iron:2,1.3922507894,0.1676170588
stress:7_days_low_iron:3,0.6966055882000001,0.0676833517
stress:gluc_butyrate:1,0.28017139080000003,0.5433006404
stress:gluc_butyrate:2,0.4205424481,0.3321935891
stress:gluc_butyrate:3,0.07846113040000001,0.563253179
stress:high_iron:1,-0.2172811661,-0.1160748233
stress:high_iron:2,-0.1796084494,-0.1177987655
stress:high_iron:3,-0.1927958507,-0.1172205828
stress:tolox_ph_7:1,7.2653895751,1.1776974294
stress:tolox_ph_7:2,7.3202882117,1.1818636152
sutez:0_days_5.6:1,0.14949364340000001,-0.0217600083
sutez:0_days_5.6:2,-0.5927730633,-0.0021489561
sutez:0_days_5.6:3,-0.5521759105,0.0311803197
sutez:0_days_5.6:4,-0.144849625,-0.0293560588
sutez:0_days_control:1,0.0063961546000000005,-0.0013562983
sutez:0_days_control:2,0.11019253150000001,0.048540290900000005
sutez:0_days_control:3,-0.0612051307,-0.0714788058
sutez:0_days_control:4,-0.0553835555,0.0242948132
sutez:1_days_5.6:1,-3.3303738495,0.4285099406
sutez:1_days_5.6:2,-3.5249388295,0.46954850410000004
sutez:1_days_control:1,-0.3385551577,-0.5778599082
sutez:1_days_control:2,0.018869909100000002,-0.43642472330000004
sutez:1_days_control:3,-0.20244235100000002,-0.41954072400000003
sutez:1_days_control:4,-0.508582517,-0.3812092442
thrB:0_days_starve:1,-0.35229175620000003,0.23222287900000002
thrB:0_days_starve:2,0.35229175620000003,-0.23222287900000002
tss:expression_library:1,-0.024927561900000002,-0.6070703741
tss:expression_library:2,-0.48510131,-0.5992185337
tss:mapping_triphosphate:1,0.291368834,-1.7739755786
tss:mapping_triphosphate:2,-0.0893599588,-1.5700266664
tss:mapping_wo_triphosphate:1,2.1440304013,-2.0775803438000002
tss:mapping_wo_triphosphate:2,2.2795107261,-1.9035284987
tss:wt_experiment_2:1,0.2004973411,0.036540212100000004
tss:wt_experiment_2:2,-0.1488999752,0.0245582979
tss:wt_experiment_2:3,-0.051597365900000004,-0.06109851
vera:0_days_176:1,0.8177735193000001,0.019677773500000002
vera:0_days_176:2,0.5030701764000001,-0.1947572357
vera:0_days_176:3,0.0816071714,-0.23852150400000002
vera:0_days_176:4,0.0864539034,-0.1181652723
vera:0_days_control:1,0.10359880090000001,-0.1206388754
vera:0_days_control:2,-0.20581467350000002,0.1022016431
vera:0_days_control:3,0.047656561,-0.043000276000000004
vera:0_days_control:4,0.0545593115,0.0614375083
vera:1_days_176:1,0.7588474460000001,0.7136996627000001
vera:1_days_176:2,0.4435380875,0.5998046753
vera:1_days_176:3,0.9554700928000001,0.5904083407
vera:1_days_control:1,2.2705788666,0.3684462411
vera:1_days_control:2,2.3668126325,0.2990833128
vera:1_days_control:3,2.7350710884,0.2511198459
vera:1_days_control:4,2.3428318134,0.3638076436
