,A,iniR
mrsI:ko_ox_no_atc:2,-5.5077274992,-0.1930580402
mrsI:ko_sds_atc:1,-5.5312423589,-0.2468955791
mrsI:ko_sds_atc:2,-5.4467305757,0.1835362596
mrsI:ko_sds_no_atc:1,-1.1905545331,0.14701764050000002
mrsI:ko_sds_no_atc:2,-0.324797133,0.0451911314
mrsI:wt_iron_atc:1,0.3105181557,0.1065120239
mrsI:wt_iron_atc:2,-0.24317412160000001,-0.0608178173
mrsI:wt_iron_no_atc:1,-3.2865755039,0.5340991257000001
mrsI:wt_iron_no_atc:2,-2.4127623608,1.0799029046
mrsI:wt_ox_atc:1,-3.3297208052,0.6242535046000001
mrsI:wt_ox_atc:2,-2.4202178736,1.0453105549
mrsI:wt_ox_noatc:1,-5.6955595652,0.1859598449
mrsI:wt_ox_noatc:2,-6.4419223479,-0.1511592994
mrsI:wt_sds_atc:1,-6.0350116147,0.0289439813
mrsI:wt_sds_atc:2,-5.8668075983,0.2756587967
mrsI:wt_sds_no_atc:1,0.1639591622,-0.018386697100000002
mrsI:wt_sds_no_atc:2,-0.1639591622,0.018386697100000002
nitrate:control:1,0.1265137037,0.0401904068
nitrate:control:2,-0.1265137037,-0.0401904068
p218:0_days_.1:1,1.0285581006,-0.198753844
p218:0_days_.1:2,0.0418592345,-0.0167533519
p218:0_days_.1:3,1.2665427733,-0.23638586820000002
p218:0_days_.1:4,1.3257552009,-0.1770919203
p218:0_days_control:1,0.28265476170000003,-0.0665531363
p218:0_days_control:2,-0.3848816178,0.1462976567
p218:0_days_control:3,-0.1867272761,0.0569533721
p218:0_days_control:4,0.2889541322,-0.1366978924
p218:1_days_.1:1,1.2853049496,0.458099085
p218:1_days_.1:2,0.853958261,0.451050428
p218:1_days_.1:3,1.2771663656,0.41244848500000003
p218:1_days_.1:4,0.8601593390000001,0.4124226139
p218:1_days_control:1,1.2214757015,0.1786277449
p218:1_days_control:2,1.2622092314,-0.12172128410000001
p218:1_days_control:3,1.5308736483,0.056745450200000006
p218:1_days_control:4,1.2555984865,0.056685641200000005
patH-Cap:post_path_ctrl:1,1.0146806277,0.07034195310000001
patH-Cap:post_path_ctrl:2,1.1189583220000001,0.34248088720000003
patH-Cap:post_path_inh:1,5.2846421208,0.0357048131
patH-Cap:post_path_inh:2,4.6962197022000005,-0.18418608120000002
patH-Cap:pre_path_ctrl:1,-0.2257956748,-0.0441392698
patH-Cap:pre_path_ctrl:2,0.2257956748,0.0441392698
patH-Cap:pre_path_inh:1,3.8801274311,-0.2059163803
patH-Cap:pre_path_inh:2,4.3378690266,-0.2038071596
ppxx:double_mutant:1,-0.0868741725,-0.0899807739
ppxx:double_mutant:2,0.0868741725,0.0899807739
reactivation:day_1_reactivation:1,4.6380731977,1.2181288177
reactivation:day_1_reactivation:2,4.7011763531,1.2213860438
reactivation:day_1_reactivation:3,4.8121309584,1.2019361736
reactivation:day_2_reactivation:1,2.4782712374,0.8870101504000001
reactivation:day_2_reactivation:2,2.5768294005,0.8990100578
reactivation:day_2_reactivation:3,2.6761574296,0.8071968263
reactivation:day_3_reactivation:1,2.0836953131,0.6202635629000001
reactivation:day_3_reactivation:2,1.8815422765,0.7094246491
reactivation:day_3_reactivation:3,1.9694477675000002,0.709392949
reactivation:day_4_reactivation:1,1.1912941689,0.6421505049
reactivation:day_4_reactivation:2,1.453457533,0.5346968058
reactivation:day_4_reactivation:3,1.2653060581,0.5545325552
reactivation:days_0_persistence:1,-0.0974612623,0.0778516134
reactivation:days_0_persistence:2,0.12275168580000001,-0.0026768346
reactivation:days_0_persistence:3,-0.025290423500000003,-0.0751747789
redox:intra_basal:1,2.007001571,1.5157673604
redox:intra_basal:2,3.8834862128000003,1.1405572258
redox:whib3_comp_4.5:1,3.0714563336,1.6419950933
redox:whib3_comp_4.5:2,1.2100346952,1.0049519221
redox:whib3_comp_6.6:1,3.3688965981,-0.2864472594
redox:whib3_comp_6.6:2,6.2597857392,0.9350518696000001
redox:whib3_ko_4.5:1,4.5211205956,1.1320661632
redox:whib3_ko_4.5:2,2.4965760473,0.9732341061
redox:wt_4.5:1,-0.1757593466,-0.445982549
redox:wt_4.5:2,-0.5990473,-0.6707673401
redox:wt_6.6:1,0.8563427342000001,0.1058077981
redox:wt_6.6:2,-0.8563427342000001,-0.1058077981
resus:day_1_run_1:1,-0.15907241060000002,-0.0136508635
resus:day_1_run_1:2,0.15907241060000002,0.0136508635
resus:day_4_run_1:1,0.0353834777,0.4198205944
resus:day_4_run_1:2,-0.9938225111000001,0.097375573
rho:00h_DUC:1,-0.026490792500000002,0.0018136905000000001
rho:00h_DUC:2,0.026490792500000002,-0.0018136905000000001
rho:00h_DUC_1:1,1.1429627081,-0.5083015447
rho:00h_DUC_1:2,1.0864570797,-0.8758694916
rho:01.5_DUC:1,-0.274396493,-0.6162368417
rho:01.5_DUC:2,1.1990937442,-0.6099410997
rho:01.5h_DUC_ATC:1,0.4839659618,0.1339510561
rho:01.5h_DUC_ATC:2,1.0336688629,-0.1302021987
rho:03_DUC:1,1.9051179473,-0.8269114598
rho:03_DUC:2,1.889233436,-0.4169785815
rho:03h_DUC_ATC:1,0.7461165427,0.06596441630000001
rho:03h_DUC_ATC:2,0.8342728376,0.1701150362
rho:06h_DUC_ATC:1,0.0968232512,0.49111576040000005
rho:06h_DUC_ATC:2,-0.0354510871,0.6890379616
rho:06h_WT_ATC:1,-1.8579486402,-0.2604021852
rho:06h_WT_ATC:2,-1.9098140274,-0.33447866940000004
rho:09_DUC:1,0.1444866048,1.1279514968
rho:09_DUC:2,-0.14553614310000001,1.0796427325
rho:09h_DUC_ATC:1,1.0071638238,1.1429968504
smx:0_days_12.5:1,0.4403278789,-0.0207232147
smx:0_days_12.5:2,0.0931385124,-0.060118721400000005
smx:0_days_12.5:3,-0.31524136350000004,0.056817797600000004
smx:0_days_control:1,-0.014868094200000001,0.0230777621
smx:0_days_control:2,0.0339899019,0.012467317700000001
smx:0_days_control:3,-0.0191218077,-0.035545079800000004
smx:1_days_12.5:1,-1.1786928054999999,-0.365809086
smx:1_days_12.5:2,-1.1792882816,-0.42927489080000003
smx:1_days_12.5:3,-1.5044703556,-0.3958368325
smx:1_days_control:1,-1.5803570191,0.12754649
smx:1_days_control:2,-0.9608877739,0.048486133800000004
smx:1_days_control:3,-0.5484235749,0.0135038686
sq109:0_days_3:1,0.4756744912,-0.6569579011000001
sq109:0_days_3:2,1.8432052828,0.5101313586
sq109:0_days_3:3,1.6616806593,0.5409283731
sq109:0_days_3:4,0.5625766356,-0.39627183520000003
sq109:0_days_control:1,0.7579915309,-0.45719212950000004
sq109:0_days_control:2,-0.9708909746000001,0.44937628970000004
sq109:0_days_control:3,-0.8607656641,0.4667144227
sq109:0_days_control:4,1.0736651078,-0.4588985828
sq109:1_days_3:1,0.4152906984,-0.5549298753
sq109:1_days_3:2,1.9316431822000002,0.3829254945
sq109:1_days_3:3,1.8673826036,0.46231517510000003
sq109:1_days_3:4,0.652309887,-0.5281155108
sq109:1_days_control:1,0.9017737536,-0.3997540794
sq109:1_days_control:2,-0.5334751284,0.4954626614
sq109:1_days_control:3,0.8489095022,-0.3350904743
sq109:1_days_control:4,-0.556408382,0.33143808620000004
stress:.1_butyrate:1,1.1119876347,0.1664932768
stress:.1_butyrate:2,1.673175258,-0.043460648500000004
stress:.1_butyrate:3,-0.0367316659,0.3807658538
stress:.4_gluc:1,-0.39940484870000004,0.030106338000000003
stress:.4_gluc:2,0.13360213140000002,0.10622076770000001
stress:.4_gluc:3,0.2658027173,-0.1363271057
stress:1_days_low_iron:1,7.4595358560000005,0.12229914100000001
stress:1_days_low_iron:2,6.4017097175,0.4539259613
stress:1_days_low_iron:3,6.0408973867,0.0306429966
stress:7_days_low_iron:1,7.7256098186,-0.042232544600000005
stress:7_days_low_iron:2,7.7890872603,-0.0063372151
stress:7_days_low_iron:3,7.521268636,-0.0965815966
stress:gluc_butyrate:1,0.2307298496,0.385305742
stress:gluc_butyrate:2,-0.2183506932,0.3779067856
stress:gluc_butyrate:3,0.5591333759,0.3544756248
stress:high_iron:1,1.3897002904,0.4226161261
stress:high_iron:2,1.6131650917,0.24084411120000002
stress:high_iron:3,1.5381445893999999,0.3216111165
stress:tolox_ph_7:1,4.0878938562,-0.0066072611
stress:tolox_ph_7:2,4.1148490668,0.10320007590000001
sutez:0_days_5.6:1,-0.2311798545,0.0515174465
sutez:0_days_5.6:2,-0.0148636943,-0.1321809934
sutez:0_days_5.6:3,0.3070335965,0.15425761840000002
sutez:0_days_5.6:4,-0.2290243073,-0.11190483920000001
sutez:0_days_control:1,-0.1026461402,-0.1437090095
sutez:0_days_control:2,-0.0077569882,0.0475672617
sutez:0_days_control:3,0.17003136030000002,0.0803053875
sutez:0_days_control:4,-0.0596282319,0.0158363602
sutez:1_days_5.6:1,0.4645418384,-0.2034166615
sutez:1_days_5.6:2,0.8600396337,-0.4106695207
sutez:1_days_control:1,0.1946786446,0.5889269932
sutez:1_days_control:2,0.4422512689,0.5442484916
sutez:1_days_control:3,-0.1588305599,0.4064676692
sutez:1_days_control:4,-0.2476185571,0.5704836649
thrB:0_days_starve:1,-0.38005990770000003,0.6264251911000001
thrB:0_days_starve:2,0.38005990770000003,-0.6264251911000001
tss:expression_library:1,-3.0850458885,-0.9676665706
tss:expression_library:2,-3.3658550529,-0.5523132218
tss:mapping_triphosphate:1,-1.0518684061,-0.9472734214
tss:mapping_triphosphate:2,-1.5162394792,-0.7595582868
tss:mapping_wo_triphosphate:1,-1.1610012928,-0.8420145183000001
tss:mapping_wo_triphosphate:2,-0.6732208404000001,-1.3475600701000001
tss:wt_experiment_2:1,-0.12357235670000001,0.008423209000000001
tss:wt_experiment_2:2,0.0700380904,0.068924996
tss:wt_experiment_2:3,0.0535342664,-0.077348205
vera:0_days_176:1,0.1607571606,0.31948855530000003
vera:0_days_176:2,1.2491154636,0.14171819360000001
vera:0_days_176:3,1.1889964100000001,0.1461702036
vera:0_days_176:4,1.2007999416,0.0251093811
vera:0_days_control:1,-0.2102875908,0.17331890490000001
vera:0_days_control:2,-0.0826603332,-0.34879041580000003
vera:0_days_control:3,-0.24928968510000002,0.0038094681000000003
vera:0_days_control:4,0.5422376092,0.1716620428
vera:1_days_176:1,-1.3373003207,0.0831902601
vera:1_days_176:2,-1.3323857976,0.1908623208
vera:1_days_176:3,-0.6572407004,0.6196089252
vera:1_days_control:1,-1.0254633335,0.6510131541
vera:1_days_control:2,-0.7518835316,0.7371506688
vera:1_days_control:3,-0.5432331785,0.7687406745
vera:1_days_control:4,-0.9297835799,0.6787761033
