,A,FleN
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:2,-0.519630829,-0.091946176
p-anisaldehyde_epigallocatechin_gallate:Combination:1,4.578207055,0.35189916800000004
p-anisaldehyde_epigallocatechin_gallate:Combination:2,4.588461242,0.34236281900000004
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:2,0.26946422400000003,0.05882984300000001
p-anisaldehyde_epigallocatechin_gallate:Combination:3,4.373611002,0.17945381400000002
p-anisaldehyde_epigallocatechin_gallate:Combination:4,4.379466524,0.225073919
p-anisaldehyde_epigallocatechin_gallate:Combination:5,2.975701772,0.204883066
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:3,0.130286224,0.07165851200000001
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:4,0.227634675,0.103329631
p-anisaldehyde_epigallocatechin_gallate:pA_1:1,9.521807902,0.647646446
p-anisaldehyde_epigallocatechin_gallate:pA_1:2,9.497802817,0.669490416
p-anisaldehyde_epigallocatechin_gallate:pA_2:1,8.819609775,0.924901
p-anisaldehyde_epigallocatechin_gallate:pA_2:2,8.548773985,0.948928885
sRNA_PA0805.1_overexpression:EmptyVector_1:1,0.024452279,-0.07039914500000001
sRNA_PA0805.1_overexpression:EmptyVector_1:2,0.227599187,0.059094279000000006
sRNA_PA0805.1_overexpression:EmptyVector_1:3,-0.198520256,0.039166597000000004
sRNA_PA0805.1_overexpression:EmptyVector_1:4,0.26672748300000004,0.086847215
sRNA_PA0805.1_overexpression:EmptyVector_1:5,-0.32025869300000004,-0.114708945
sRNA_PA0805.1_overexpression:PA08051:1,3.119696058,0.214568682
sRNA_PA0805.1_overexpression:PA08051:2,4.184818356,0.433309496
sRNA_PA0805.1_overexpression:PA08051:3,4.557616504,0.4870718
sRNA_PA0805.1_overexpression:PA08051:4,3.4364708520000002,0.022648552000000002
sRNA_PA0805.1_overexpression:PA08051:5,4.214435576,0.415715702
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:1,1.5434783090000002,0.184279031
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:2,0.442291307,0.204622361
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:1,0.09819214500000001,0.017876585
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:2,-0.09819214500000001,-0.017876585
