,A,Anr
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:2,-0.127177316,-0.550343449
p-anisaldehyde_epigallocatechin_gallate:Combination:1,0.17024972200000002,-0.178611185
p-anisaldehyde_epigallocatechin_gallate:Combination:2,0.19897339500000003,-0.25558173700000003
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:2,-0.317743488,-0.05257081
p-anisaldehyde_epigallocatechin_gallate:Combination:3,1.5702767880000001,0.020870301
p-anisaldehyde_epigallocatechin_gallate:Combination:4,1.44904705,0.067141504
p-anisaldehyde_epigallocatechin_gallate:Combination:5,1.630792703,-0.21523646300000002
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:3,0.029439662000000002,0.18058911
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:4,0.15493164,0.18641521300000002
p-anisaldehyde_epigallocatechin_gallate:pA_1:1,1.93077516,-0.40491258700000005
p-anisaldehyde_epigallocatechin_gallate:pA_1:2,1.8776836280000002,-0.45916488400000005
p-anisaldehyde_epigallocatechin_gallate:pA_2:1,1.9193255690000002,-0.040519158
p-anisaldehyde_epigallocatechin_gallate:pA_2:2,1.8795136650000002,-0.019221903000000002
sRNA_PA0805.1_overexpression:EmptyVector_1:1,-0.7629581390000001,0.027229317000000003
sRNA_PA0805.1_overexpression:EmptyVector_1:2,0.3998943,-0.15826224700000002
sRNA_PA0805.1_overexpression:EmptyVector_1:3,0.640955774,0.027842587000000002
sRNA_PA0805.1_overexpression:EmptyVector_1:4,0.10214503400000001,0.19620518
sRNA_PA0805.1_overexpression:EmptyVector_1:5,-0.38003697000000003,-0.093014839
sRNA_PA0805.1_overexpression:PA08051:1,1.6918561730000001,0.07177340900000001
sRNA_PA0805.1_overexpression:PA08051:2,2.202736763,0.36215521700000003
sRNA_PA0805.1_overexpression:PA08051:3,2.450550341,0.44415336200000005
sRNA_PA0805.1_overexpression:PA08051:4,3.384418726,0.35152368100000003
sRNA_PA0805.1_overexpression:PA08051:5,2.439892434,0.30489306600000005
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:1,-0.875884482,0.21707712
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:2,-1.237863047,-0.011881699
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:1,-0.310336526,-0.062509141
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:2,0.310336526,0.062509141
