,A,RoxR
p-anisaldehyde_epigallocatechin_gallate:Combination:1,4.583029243,-0.286570245
p-anisaldehyde_epigallocatechin_gallate:Combination:2,4.429210677,-0.21512541000000002
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:2,-0.468294647,0.029141141000000002
p-anisaldehyde_epigallocatechin_gallate:Combination:3,4.694861023,0.27125756
p-anisaldehyde_epigallocatechin_gallate:Combination:4,4.7850102240000005,0.257833101
p-anisaldehyde_epigallocatechin_gallate:Combination:5,5.653824753,0.005984007
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:3,-0.053167894,0.153133396
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:4,0.144731408,0.19146768800000002
p-anisaldehyde_epigallocatechin_gallate:pA_1:1,7.695034135,0.11376300700000001
p-anisaldehyde_epigallocatechin_gallate:pA_1:2,7.558584971,-0.039557667000000005
p-anisaldehyde_epigallocatechin_gallate:pA_2:1,8.032516267,0.364264488
p-anisaldehyde_epigallocatechin_gallate:pA_2:2,8.042682157,0.334856321
sRNA_PA0805.1_overexpression:EmptyVector_1:1,0.256595903,-0.186910962
sRNA_PA0805.1_overexpression:EmptyVector_1:2,0.6255308270000001,-0.054366819000000004
sRNA_PA0805.1_overexpression:EmptyVector_1:3,0.423147794,0.013948822000000001
sRNA_PA0805.1_overexpression:EmptyVector_1:4,-0.40547196100000005,0.276511546
sRNA_PA0805.1_overexpression:EmptyVector_1:5,-0.8998025620000001,-0.049182586
sRNA_PA0805.1_overexpression:PA08051:1,-0.08040231,-0.16501928600000002
sRNA_PA0805.1_overexpression:PA08051:2,0.8378901780000001,-0.142793158
sRNA_PA0805.1_overexpression:PA08051:3,1.117885102,-0.403097464
sRNA_PA0805.1_overexpression:PA08051:4,0.621484667,-0.53670711
sRNA_PA0805.1_overexpression:PA08051:5,0.20868328300000002,-0.007197151000000001
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:1,-2.117227336,0.093758218
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:2,-1.953308182,0.19360743100000002
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:1,0.44888297200000005,-0.030952791
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:2,-0.44888297200000005,0.030952791
