,A,SoxR
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:2,1.2186267960000001,0.086354231
p-anisaldehyde_epigallocatechin_gallate:Combination:1,2.736574821,0.050037160000000004
p-anisaldehyde_epigallocatechin_gallate:Combination:2,2.910461237,0.166845873
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:2,0.143903267,-0.21461054400000001
p-anisaldehyde_epigallocatechin_gallate:Combination:3,2.320012851,0.722737905
p-anisaldehyde_epigallocatechin_gallate:Combination:4,2.199115947,0.67364958
p-anisaldehyde_epigallocatechin_gallate:Combination:5,2.795677433,0.7261454140000001
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:3,-0.072594906,0.096794744
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:4,-0.071773791,0.214521814
p-anisaldehyde_epigallocatechin_gallate:pA_1:1,5.157007892,0.566243004
p-anisaldehyde_epigallocatechin_gallate:pA_1:2,5.192566671,0.39487797300000005
p-anisaldehyde_epigallocatechin_gallate:pA_2:1,5.7425478309999995,1.086830146
p-anisaldehyde_epigallocatechin_gallate:pA_2:2,5.68288184,1.120492402
sRNA_PA0805.1_overexpression:EmptyVector_1:1,-0.781474788,-0.50974554
sRNA_PA0805.1_overexpression:EmptyVector_1:2,0.042708714,0.278410608
sRNA_PA0805.1_overexpression:EmptyVector_1:3,-0.033933396000000005,-0.009487891
sRNA_PA0805.1_overexpression:EmptyVector_1:4,0.697327439,-0.13274724100000002
sRNA_PA0805.1_overexpression:EmptyVector_1:5,0.075372031,0.37357006600000003
sRNA_PA0805.1_overexpression:PA08051:1,2.649294104,1.097535686
sRNA_PA0805.1_overexpression:PA08051:2,2.126919792,1.390585042
sRNA_PA0805.1_overexpression:PA08051:3,1.902797003,1.464694451
sRNA_PA0805.1_overexpression:PA08051:4,1.7347775699999999,0.465351726
sRNA_PA0805.1_overexpression:PA08051:5,2.317282436,0.82968368
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:1,0.777492925,-0.001745383
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:2,-0.241284822,0.100428023
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:1,-0.123643294,0.029343468
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:2,0.123643294,-0.029343468
