,A,marR
novobiocin:0_Novobiocin_20min:2.0,-4.3050136878,0.9138019309000001
novobiocin:500_Novobiocin_60min:3.0,-2.045783972,0.9081364993000001
novobiocin:0_Novobiocin_0min:2.0,-0.1466555517,0.009945566000000001
novobiocin:100_Novobiocin_60min:3.0,-1.4627839041000001,0.9149007166
novobiocin:500_Novobiocin_20min:2.0,-1.899251825,1.0425500526
novobiocin:500_Novobiocin_10min:2.0,-3.1209300108,-0.228474384
novobiocin:0_Novobiocin_0min:3.0,0.3657397254,0.1774277182
novobiocin:500_Novobiocin_20min:3.0,-0.8067720586,1.1061862432
novobiocin:0_Novobiocin_10min:3.0,-3.4161086233,0.7777515381000001
novobiocin:0_Novobiocin_20min:3.0,-4.1711970712,0.4269350127
starvation:Glucose_6h:1.0,0.3311570146,0.2989899334
starvation:Low_3d:1.0,-4.4435611209,1.3433887646
starvation:Low_3d:2.0,0.1961575224,2.2300960435
starvation:Glucose_24h:1.0,4.8574586381,-0.0539084442
starvation:High_4d:1.0,11.8520370957,7.175564087
starvation:High_4h:1.0,-4.0586056492,0.9307266702
starvation:High_4d:2.0,12.5458276054,7.5915420108
starvation:High_4h:2.0,-4.6575539384999995,0.8749339694
starvation:Low_24h:1.0,1.9506722743,3.3966046615
starvation:Glucose_6h:2.0,-0.3311570146,-0.2989899334
starvation:Low_24h:2.0,0.7187991218,3.5758952029
starvation:Glucose_24h:2.0,6.3577223481,0.7508926995
18_mutants:phoB/R_InSPI2:1.0,-0.5147234046,-0.5473462985
18_mutants:hfq_ESP:1.0,-6.1839247137,-0.8807527505
18_mutants:ompR/envZ_InSPI2:1.0,-1.6654970339,-0.1994111721
18_mutants:dam_MEP:1.0,0.5320472237,0.44628043640000004
18_mutants:WT_IEP:1.0,-5.4419295073,-1.3100989344
18_mutants:ssrA/B_InSPI2:1.0,-2.5582070549,-0.1739858916
18_mutants:WT_InSPI2:1.0,-3.5387430591999998,-0.4585732046
18_mutants:hilC_IEP:1.0,-2.5258227021,-0.379822594
18_mutants:fliZ_ESP:1.0,-4.9303052171,-0.6496769868000001
18_mutants:hilD_InSPI2:1.0,-2.2652507916,-0.5438050302
18_mutants:phoP/Q_InSPI2:1.0,-4.9056798286,-0.6491358937
18_mutants:ssrB_InSPI2:1.0,-3.2046605762,-0.516833881
18_mutants:fur_ESP:1.0,-6.1901812931,-0.8587361242
18_mutants:WT_MEP:1.0,-1.1098439669999999e-20,0.0
18_mutants:hilD_IEP:1.0,-2.5254059642,-0.6117759429
18_mutants:hilE_IEP:1.0,-5.5815775957,-1.1651725062
18_mutants:slyA_InSPI2:1.0,15.1097192238,2.3316960374
18_mutants:ssrA_InSPI2:1.0,-2.3103727955,-0.48226575530000004
18_mutants:WT_lnSPI2:1.0,-1.3292598035,-1.2676468195
18_mutants:hilA_IEP:1.0,-4.8185205407,-1.5997980732000001
Infection_conditions:pH3_shock:1.0,1.2215552457,0.42781573840000003
Infection_conditions:Peroxide_shock_InSPI2:1.0,1.0367262533,-0.8761181535
Infection_conditions:MEP:1.0,1.9312584204,-0.1111400985
Infection_conditions:Oxygen_shock:1.0,-0.2811799413,-0.9145196007
Infection_conditions:MEP:2.0,1.6281250719,-0.3588893597
Infection_conditions:Anaerobic_shock:1.0,1.8805047786,0.4970165762
Infection_conditions:Bile_shock:1.0,5.8266561809,1.0665547711
Infection_conditions:LowFe2+_shock:1.0,4.1537090968,1.0389754702
Infection_conditions:MEP:3.0,3.1852159866,-0.4079159399
Infection_conditions:pH5.8_shock:1.0,8.2698147858,1.0103154987
Infection_conditions:ESP:1.0,-4.0822988534,-0.6838114954000001
Infection_conditions:inSPI2_dRNA_seq:1.0,2.297425427,-0.7151565898000001
Infection_conditions:LEP:1.0,-2.4258798499,-0.9290236363000001
Infection_conditions:Temp20:1.0,-0.8493879381,-0.9051648238000001
Infection_conditions:25C:1.0,1.8213054496,-1.468373583
Infection_conditions:Nitric_oxide_shock_InSPI2:1.0,7.8873090283,1.7161395037
Infection_conditions:ESP:2.0,-5.5101146737,-1.2519224997
Infection_conditions:EEP:1.0,4.0721529635,0.2637182702
Infection_conditions:ESP:3.0,-4.2846389941,-1.309388549
Infection_conditions:Anaerobic_growth:1.0,0.1804431681,-0.2890638323
Infection_conditions:NaCl_shock:1.0,6.5539632661,2.3482474045
Infection_conditions:Pool_RNA_seq:1.0,1.994575673e-20,0.0
Infection_conditions:Cold_shock_15C:1.0,4.2418005927,1.0143430066
Infection_conditions:Pool_dRNA_seq:1.0,1.2118159512,-0.6595407087
Infection_conditions:InSPI2_LowMg2+:1.0,4.2470159901,0.1501840142
Infection_conditions:Temp10:1.0,0.8082883639,-0.6400568151
Infection_conditions:NonSPI2:1.0,0.23653563400000002,-1.179513279
Macrophage:Intra_macrophage_dRNA:1.0,-0.633071978,-1.5006514541
Macrophage:Intra_macrophage_RNA:1.0,-0.0359619927,0.2038381719
Macrophage:Intra_macrophage_RNA:2.0,0.0359619927,-0.2038381719
Macrophage:Intra_macrophage_dRNA:2.0,-0.46913800520000004,-0.40416858510000003
comparative_st474:st474_InSPI2:1.0,-3.006367643,-1.0947109806
comparative_st474:st474_LEP:1.0,-4.3471956407,-0.8275921804
comparative_st474:st474_InSPI2:2.0,-2.5280665425,-0.6836547606000001
comparative_st474:st474_EEP:1.0,2.1186323895,0.38527370790000004
comparative_st474:st474_ESP:1.0,-8.582606231,-1.1973590188
comparative_st474:st474_NaCl_shock:1.0,4.6282950345,2.4217270872
comparative_st474:st474_NO_shock_InSPI2:1.0,5.9444534911,1.7218035245
comparative_st474:st474_Peroxide_shock_InSPI2:1.0,-0.9161496835,-0.9030718565
comparative_st474:st474_Oxygen_shock:1.0,-2.2189250173,-0.8128197627
comparative_st474:st474_MEP:1.0,2.55198663e-28,0.0
comparative_st474:st474_ESP:2.0,-9.0131792983,-1.2837593813
comparative_st474:st474_ESP:3.0,-8.3534315353,-2.6038233323
comparative_st474:st474_NonSPI2:1.0,-2.4104504789,-1.1574831563
comparative_st474:st474_Bile_shock:1.0,3.8666873123,1.1822860812
comparative_st474:st474_NonSPI2:2.0,-3.0526891667,-1.1480612463
comparative_st474:st474_Anaerobic_growth:1.0,-2.996464698,0.9853052907000001
comparative_st474:st474_Macrophage:1.0,-1.601953664,0.9257173828
comparative_st474:st474_Anaerobic_shock:1.0,-0.0552801827,0.5813584878
comparative_st474:st474_InSPI2:3.0,-3.2051819473,-0.7836537943
comparative_st474:st474_InSPI2:4.0,-3.5352169831999998,-0.5190135413
comparative_st474:st474_Anaerobic_growth:2.0,-3.9342674572,-0.3942828686
comparative_st474:st474_Anaerobic_growth:3.0,-3.4512163245,0.8907996091
comparative_st474:st474_ESP:4.0,-9.5810707447,-1.4976562665
comparative_st474:st474_Macrophage:2.0,-1.5258725081,0.5180350634
comparative_st474:st474_25C:1.0,-0.09454434860000001,-1.3487896303
comparative_st474:st474_Low_Fe2+_shock:1.0,2.1975931244,1.1419833348
comparative_st474:st474_NonSPI2:3.0,-2.4506445340000003,-0.8563191555
comparative_D23580:D23580_NonSPI2:1.0,-0.5598573090000001,0.1357402154
comparative_D23580:D23580_InSPI2:1.0,0.8743011449,0.1060929676
comparative_D23580:D23580_Anaerobic_growth:1.0,-1.9698986067000002,1.3480633874
comparative_D23580:D23580_pBT1 deletion:1.0,-8.445743572,-2.1143309921
comparative_D23580:D23580_InSPI2:2.0,-0.46335835700000005,-0.4259124839
comparative_D23580:D23580_25C:1.0,0.3165379063,-1.4402809351
comparative_D23580:D23580_pBT1 deletion:2.0,-8.382954851000001,-2.2043918082
comparative_D23580:D23580_Oxygen_shock:1.0,-2.435292348,-0.6540249253
comparative_D23580:D23580_Macrophage_dRNA_2:1.0,-2.0370934414,-1.1035860877
comparative_D23580:D23580_LEP:1.0,-6.8446092565,-0.9054932639000001
comparative_D23580:D23580_ESP:1.0,-9.2367471974,-1.4262105268
comparative_D23580:D23580_Macrophage:1.0,-2.1426086844,-0.32020127530000003
comparative_D23580:D23580_ESP:2.0,-8.0489314217,-1.5461380934
comparative_D23580:D23580_Low_Fe2+_shock:1.0,-0.09020492120000001,-0.1186940149
comparative_D23580:D23580_Bile_shock:1.0,9.6849071436,2.7148055452
comparative_D23580:D23580_NaCl_shock:1.0,5.8386472495,2.7898696789
comparative_D23580:D23580_MEP:1.0,0.0,0.0
comparative_D23580:D23580_Macrophage_dRNA_1:1.0,-1.9031308289000002,-0.2263109526
comparative_D23580:D23580_InSPI2:3.0,0.0698655908,0.1390239962
comparative_D23580:D23580_EEP:1.0,2.9240442175,0.12391659740000001
comparative_D23580:D23580_NO_shock_InSPI2:1.0,3.3562078826,1.2299818522
comparative_D23580:D23580_Anaerobic_shock:1.0,-0.5692759394,-0.7052603725000001
comparative_D23580:D23580_InSPI2:4.0,0.8545689927000001,0.3303207489
comparative_D23580:D23580_NonSPI2:2.0,-0.6507179728,-0.7146228109
comparative_D23580:D23580_NonSPI2:3.0,0.3221304343,0.3099391919
comparative_D23580:D23580_ESP:3.0,-9.1670892412,-1.2343631213
comparative_D23580:D23580_Macrophage:2.0,-2.7299637803,-0.2529845372
comparative_D23580:D23580_NonSPI2:4.0,-3.1096890173,-1.0924384023
comparative_D23580:D23580_ESP:4.0,-8.783552765,-1.2766589013
comparative_D23580:D23580_Peroxide_shock_InSPI2:1.0,-1.5306038442,-1.1492787930000001
comparative_D23580:D23580_Anaerobic_growth:2.0,-2.5517482622000003,0.8714187825
comparative_D23580:D23580_Anaerobic_growth:3.0,-0.5461250453000001,1.5072355822999999
pgtE:ESP_tex:1.0,-5.2207457871,-3.2554076038
pgtE:Pooled_tex:1.0,0.7668499265000001,0.07701454740000001
pgtE:ESP:1.0,-8.0770878133,-2.5911137056999998
pgtE:InSPI2:1.0,0.8527790024,-0.9388364805
pgtE:Pooled:1.0,0.0,0.0
pgtE:InSPI2_tex:1.0,3.8742458798,-1.7751483808000001
aroA:SF101:1.0,-2.0706941572,0.6544124924
aroA:SF101:2.0,-1.5770260937,0.1854543566
aroA:SF100:1.0,-2.1954625918,-0.0881757377
aroA:SF100:2.0,0.2601895502,0.6752097709
aroA:WT_vivo:1.0,-1.448565158,-0.39179638980000003
aroA:WT_vivo:2.0,1.448565158,0.39179638980000003
flagella_mutants:SF102:1.0,-0.0516542575,-0.1135034912
flagella_mutants:SF102:2.0,0.0516542575,0.1135034912
flagella_mutants:del_fliHIJ:1.0,0.7108064912000001,0.522346058
flagella_mutants:del_fliHIJ:2.0,0.7204019001,0.5199500364
flagella_mutants:del_fliF:1.0,1.3417361994,0.5759988804
flagella_mutants:del_fliF:2.0,1.5527857754,0.7624739496
myricanol:Control:1.0,-0.2084742486,-0.3629067093
myricanol:Control:2.0,-0.3658471465,0.18190119500000002
myricanol:Control:3.0,0.5743213951,0.1810055142
myricanol:Myricanol:1.0,2.3860102061,-0.4551606721
myricanol:Myricanol:2.0,1.5464112391,-0.3429242619
myricanol:Myricanol:3.0,1.9703015242,0.0877001796
