,A,sigD
mrsI:ko_sds_no_atc:1,-0.6623106787,-0.2923279388
mrsI:ko_sds_no_atc:2,-1.8232681095,-0.2718158872
mrsI:wt_iron_atc:1,-0.2616438086,-0.1578879843
mrsI:wt_iron_atc:2,-0.1311393142,-0.0250972663
mrsI:wt_iron_no_atc:1,0.9156462928,-3.0055006353
mrsI:wt_iron_no_atc:2,0.2708453803,-2.0899230039
mrsI:wt_ox_atc:1,0.17007667410000002,-3.0357032193
mrsI:wt_ox_atc:2,1.2946716027,-2.3176792277000002
mrsI:wt_ox_noatc:1,1.2336529419,-1.828579801
mrsI:wt_ox_noatc:2,-1.1100274574,-1.7999224950000001
mrsI:wt_sds_atc:1,0.8913829451,-1.9705643405000002
mrsI:wt_sds_atc:2,0.7002990969,-1.7526512063
mrsI:wt_sds_no_atc:1,0.378292126,-0.041178312200000004
mrsI:wt_sds_no_atc:2,-0.378292126,0.041178312200000004
nitrate:control:1,1.8584306931999999,-0.0134690646
nitrate:control:2,-1.8584306931999999,0.0134690646
p218:0_days_.1:1,-0.7768300924,-0.3966981942
p218:0_days_.1:2,0.9084488414,-0.10358678610000001
p218:0_days_.1:3,-0.5347307210000001,-0.3255667633
p218:0_days_.1:4,0.0065791452,-0.34892450480000003
p218:0_days_control:1,1.1727912791,-0.0605149322
p218:0_days_control:2,-1.3140010739,0.0056097083
p218:0_days_control:3,-0.3368302744,0.07528014250000001
p218:0_days_control:4,0.47804006920000003,-0.0203749187
p218:1_days_.1:1,5.0127375557,0.5357966972
p218:1_days_.1:2,3.3964978169,0.570423293
p218:1_days_.1:3,4.4474705415999995,0.5115472235
p218:1_days_.1:4,2.6409590183000002,0.505280433
p218:1_days_control:1,2.3643335129,-0.16917218850000001
p218:1_days_control:2,3.4589103726,-0.2620178154
p218:1_days_control:3,3.6163053871,-0.3268641047
p218:1_days_control:4,3.8136492137999998,-0.20641851100000003
patH-Cap:post_path_ctrl:1,-3.2741261583,0.3665916919
patH-Cap:post_path_ctrl:2,-2.9670140724,0.3995701116
patH-Cap:post_path_inh:1,-5.3927163047,1.9767474238
patH-Cap:post_path_inh:2,-4.9873103558,1.9910499748000001
patH-Cap:pre_path_ctrl:1,0.32822665430000003,-0.002577953
patH-Cap:pre_path_ctrl:2,-0.32822665430000003,0.002577953
patH-Cap:pre_path_inh:1,-1.6970293687,1.497528441
patH-Cap:pre_path_inh:2,-1.5377240062,1.5473333814
ppxx:double_mutant:1,1.0577656736,0.0061170282
ppxx:double_mutant:2,-1.0577656736,-0.0061170282
reactivation:day_1_reactivation:1,4.3368429726,0.0783909418
reactivation:day_1_reactivation:2,4.8028431867,0.0299939019
reactivation:day_1_reactivation:3,4.8802682423,0.0920080962
reactivation:day_2_reactivation:1,6.3746345609,2.3419361531
reactivation:day_2_reactivation:2,4.8835559089,2.4413067649
reactivation:day_2_reactivation:3,6.6285200339,2.2363527024
reactivation:day_3_reactivation:1,6.3913030619,2.6395284606000002
reactivation:day_3_reactivation:2,4.5749474878,2.6785050483
reactivation:day_3_reactivation:3,8.3396719133,2.6329479452999998
reactivation:day_4_reactivation:1,6.2436833514,2.3704119687
reactivation:day_4_reactivation:2,5.8367674068,2.3909491842
reactivation:day_4_reactivation:3,3.5084762007,2.3926060552
reactivation:days_0_persistence:1,-0.3403341219,-0.0593820992
reactivation:days_0_persistence:2,0.19026153510000002,0.0515512879
reactivation:days_0_persistence:3,0.15007258680000002,0.0078308113
redox:intra_basal:1,3.1551115235,-0.1564637624
redox:intra_basal:2,-7.2757493999000005,-0.29831307890000003
redox:whib3_comp_4.5:1,7.3473780356,2.8582623012
redox:whib3_comp_4.5:2,8.0178575818,2.4083241179
redox:whib3_comp_6.6:1,3.1913747948,-0.310117127
redox:whib3_comp_6.6:2,0.6195919785,0.2010464063
redox:whib3_ko_4.5:1,9.4087628379,2.6223573991
redox:whib3_ko_4.5:2,13.1034091845,2.1218490194
redox:wt_4.5:1,3.8500119484,0.2376273016
redox:wt_4.5:2,3.6785462371,0.0549896652
redox:wt_6.6:1,0.4741958926,0.038271357400000004
redox:wt_6.6:2,-0.4741958926,-0.038271357400000004
resus:day_1_run_1:1,-0.44585949,0.0062297717
resus:day_1_run_1:2,0.44585949,-0.0062297717
resus:day_4_run_1:1,2.6229753243,0.5431821917
resus:day_4_run_1:2,-3.0472793703,0.24636069300000002
rho:00h_DUC:1,-0.7821766937,0.008943381200000001
rho:00h_DUC:2,0.7821766937,-0.008943381200000001
rho:00h_DUC_1:1,-4.1786247281,-0.0265314161
rho:00h_DUC_1:2,-2.1400560642,-0.1345178048
rho:01.5_DUC:1,-3.5663971559,0.0399116817
rho:01.5_DUC:2,-2.8653935722,-0.025550367900000003
rho:01.5h_DUC_ATC:1,2.4010775731000003,0.0662981666
rho:01.5h_DUC_ATC:2,2.347598975,0.2314514637
rho:03_DUC:1,-1.3304757837,-0.07604593970000001
rho:03_DUC:2,1.1257465336,-0.09396856590000001
rho:03h_DUC_ATC:1,4.2315382276,0.32197576840000003
rho:03h_DUC_ATC:2,3.09642457,0.4750352633
rho:06h_DUC_ATC:1,-0.0146203196,0.1986305467
rho:06h_DUC_ATC:2,2.7038248491,0.3915673908
rho:06h_WT_ATC:1,-1.5210340215,-0.0566511077
rho:06h_WT_ATC:2,0.1192989447,0.07241274980000001
rho:09_DUC:1,4.0698268067,-0.5556954298
rho:09_DUC:2,2.6222104487999998,-0.3763435382
rho:09h_DUC_ATC:1,10.9029290562,-0.0007985317
smx:0_days_12.5:1,0.5160560729,0.1831445692
smx:0_days_12.5:2,-0.2450293467,0.0570084353
smx:0_days_12.5:3,-0.9044281682,0.1222009428
smx:0_days_control:1,-0.1313626485,0.037954214800000004
smx:0_days_control:2,0.4055784791,-0.0034947985
smx:0_days_control:3,-0.27421583050000004,-0.034459416300000004
smx:1_days_12.5:1,-0.035322064,0.4068534374
smx:1_days_12.5:2,-0.8927153498,0.2858834893
smx:1_days_12.5:3,0.5057582492,0.34785892630000004
smx:1_days_control:1,-0.40148055930000004,0.6210628117
smx:1_days_control:2,-0.9733365607000001,0.6226581170000001
smx:1_days_control:3,2.8054115471000003,0.57675199
sq109:0_days_3:1,-0.8765328392,-0.6442866846
sq109:0_days_3:2,0.2180682823,0.5706792323000001
sq109:0_days_3:3,0.3126949017,0.6003685144
sq109:0_days_3:4,0.6995396718,-0.5190127749
sq109:0_days_control:1,-0.43175123790000003,-0.566955697
sq109:0_days_control:2,-1.7516195452,0.5503458457
sq109:0_days_control:3,-0.0696077398,0.6693922016
sq109:0_days_control:4,2.252978523,-0.6527823504
sq109:1_days_3:1,-0.5141790875,-0.5987372465
sq109:1_days_3:2,0.7397168024,0.5993138306
sq109:1_days_3:3,-0.8541448138000001,0.6275120101
sq109:1_days_3:4,0.32776019500000003,-0.5107807524
sq109:1_days_control:1,0.421472834,-0.5992405323000001
sq109:1_days_control:2,-0.1406583072,0.5877384523
sq109:1_days_control:3,0.7708790282,-0.5954453255000001
sq109:1_days_control:4,-0.8497650547000001,0.645053777
stress:.1_butyrate:1,-1.543645781,-0.07974580440000001
stress:.1_butyrate:2,-0.27124576510000004,0.4422177376
stress:.1_butyrate:3,-2.9801214544,0.2521440776
stress:.4_gluc:1,-1.2263902234,0.0330458441
stress:.4_gluc:2,0.7479381610000001,-0.19824445400000001
stress:.4_gluc:3,0.47845206240000004,0.16519860990000002
stress:1_days_low_iron:1,4.5174297247,-0.38925834460000003
stress:1_days_low_iron:2,4.4817024379,-0.3148315994
stress:1_days_low_iron:3,2.5616291188,-0.7134634586
stress:7_days_low_iron:1,6.6893380787000005,-0.8427269150000001
stress:7_days_low_iron:2,7.458786742,-0.7167097155000001
stress:7_days_low_iron:3,5.767535742,-1.1571284045999999
stress:gluc_butyrate:1,0.7522724953000001,0.9118596856000001
stress:gluc_butyrate:2,-0.0949015255,0.8056226449
stress:gluc_butyrate:3,1.8309090860000001,0.6313692218
stress:high_iron:1,4.4575253023,1.5830497346999999
stress:high_iron:2,1.2578237441,1.257839018
stress:high_iron:3,1.5505706595,1.3476159915
stress:tolox_ph_7:1,-6.3541632401,1.8751494088
stress:tolox_ph_7:2,-6.989823193,1.7405081231000001
sutez:0_days_5.6:1,-0.1458805859,0.12118905020000001
sutez:0_days_5.6:2,0.6822745059,0.07561904430000001
sutez:0_days_5.6:3,0.5679081380000001,0.0932182943
sutez:0_days_5.6:4,-1.8041535297,-0.0463099537
sutez:0_days_control:1,-0.8926487023,0.012047911500000001
sutez:0_days_control:2,-0.0291960794,0.053117858100000005
sutez:0_days_control:3,1.3449026692000001,-0.0016809598000000002
sutez:0_days_control:4,-0.4230578874,-0.0634848098
sutez:1_days_5.6:1,7.8851552555,-1.006852402
sutez:1_days_5.6:2,7.407789834,-0.7923130979
sutez:1_days_control:1,4.4359086668,0.4725319639
sutez:1_days_control:2,3.7970680568,0.5838687731000001
sutez:1_days_control:3,-0.5256555699000001,0.38183626670000004
sutez:1_days_control:4,2.7164268946,0.4320279205
thrB:0_days_starve:1,-0.24109624710000002,0.2403660611
thrB:0_days_starve:2,0.24109624710000002,-0.2403660611
tss:expression_library:1,2.9520800293000002,1.3577648658
tss:expression_library:2,4.5237215041,1.4429718728
tss:mapping_triphosphate:1,10.8180149271,1.1065202281
tss:mapping_triphosphate:2,12.9229427325,1.2488135832
tss:mapping_wo_triphosphate:1,14.923839187,0.44475449720000004
tss:mapping_wo_triphosphate:2,13.6471281253,0.3414659559
tss:wt_experiment_2:1,1.5543829233,0.0056615515000000005
tss:wt_experiment_2:2,-1.808086456,0.0246535388
tss:wt_experiment_2:3,0.2537035328,-0.0303150903
vera:0_days_176:1,3.6846978816,0.0657068906
vera:0_days_176:2,6.7264987865,0.1275797034
vera:0_days_176:3,4.5856019284,-0.1139427353
vera:0_days_176:4,6.87563792,-0.228022778
vera:0_days_control:1,-0.32173513400000003,0.0604005856
vera:0_days_control:2,-0.1826737897,0.0022070233
vera:0_days_control:3,-0.27972983960000003,-0.11304805400000001
vera:0_days_control:4,0.7841387633,0.0504404451
vera:1_days_176:1,4.115001494,-0.1529060415
vera:1_days_176:2,5.1533414127,-0.0247387212
vera:1_days_176:3,6.3992788823,-0.3026106085
vera:1_days_control:1,6.2583911492,-0.31146092270000003
vera:1_days_control:2,9.6193089277,-0.3342029509
vera:1_days_control:3,4.9537919405,0.004426533
vera:1_days_control:4,4.9826267307,-0.31434420890000003
