,A,birA
novobiocin:0_Novobiocin_20min:2.0,2.055785492,0.1694730468
novobiocin:500_Novobiocin_60min:3.0,-3.456026724,0.0251317128
novobiocin:0_Novobiocin_0min:2.0,-0.42299605160000003,-0.0129660044
novobiocin:100_Novobiocin_60min:3.0,-0.8107075661,0.2626532689
novobiocin:500_Novobiocin_20min:2.0,-0.0082826004,-0.5308430024
novobiocin:500_Novobiocin_10min:2.0,2.6793447154,-0.3971421209
novobiocin:0_Novobiocin_0min:3.0,0.32310815670000004,0.0030763574
novobiocin:500_Novobiocin_20min:3.0,0.658536097,-1.26470084
novobiocin:0_Novobiocin_10min:3.0,1.311535871,0.0914641031
novobiocin:0_Novobiocin_20min:3.0,0.8689268643,0.2352740851
starvation:Glucose_6h:1.0,-0.4692536305,-0.1254183433
starvation:Low_3d:1.0,13.9780633342,-0.5675903783
starvation:Low_3d:2.0,15.0076360365,-1.4177393673
starvation:Glucose_24h:1.0,-4.4330097493,-0.2696144529
starvation:High_4d:1.0,11.495890332,0.6728625663000001
starvation:High_4h:1.0,3.5665698234,1.0104696337
starvation:High_4d:2.0,12.5632152537,0.5226118789
starvation:High_4h:2.0,3.9909130226,0.9827289281
starvation:Low_24h:1.0,10.1267335145,-0.5103206506
starvation:Glucose_6h:2.0,0.4692536305,0.1254183433
starvation:Low_24h:2.0,11.8010906357,-0.42868485170000004
starvation:Glucose_24h:2.0,-4.3262843089,-0.38157741310000004
18_mutants:phoB/R_InSPI2:1.0,7.8147944296,-0.7637073343
18_mutants:hfq_ESP:1.0,-2.1857332314,-0.7739003285
18_mutants:ompR/envZ_InSPI2:1.0,5.6517931423,-0.6693326303
18_mutants:dam_MEP:1.0,-0.8463207252,-0.19598243170000001
18_mutants:WT_IEP:1.0,-3.2174431855,-0.33992671080000003
18_mutants:ssrA/B_InSPI2:1.0,5.1484510581,-1.1364181741000001
18_mutants:WT_InSPI2:1.0,9.673789206,-1.0460718265
18_mutants:hilC_IEP:1.0,-3.2756907443,-0.4052140328
18_mutants:fliZ_ESP:1.0,-0.6974484348000001,-0.5067201199
18_mutants:hilD_InSPI2:1.0,7.3569432398,-0.7265885107000001
18_mutants:phoP/Q_InSPI2:1.0,4.3462176828,-0.9570969081
18_mutants:ssrB_InSPI2:1.0,6.0307805309,-0.7320259942
18_mutants:fur_ESP:1.0,-1.7686497441,-0.8500750881
18_mutants:WT_MEP:1.0,3.693953711e-21,0.0
18_mutants:hilD_IEP:1.0,-2.0705540799,-0.3660134136
18_mutants:hilE_IEP:1.0,-2.4435297401,-0.5272188524
18_mutants:slyA_InSPI2:1.0,4.5378931596,-0.41330113900000004
18_mutants:ssrA_InSPI2:1.0,5.7083579962,-0.7621040462
18_mutants:WT_lnSPI2:1.0,8.435493066,-0.8073321052
18_mutants:hilA_IEP:1.0,-2.3588841916,-0.366375265
Infection_conditions:pH3_shock:1.0,-5.3557009907,-0.3800511375
Infection_conditions:Peroxide_shock_InSPI2:1.0,0.20922771510000002,-1.3313213067
Infection_conditions:MEP:1.0,-3.6607416194,0.31344129260000003
Infection_conditions:Oxygen_shock:1.0,-5.2181856109,-0.3624629035
Infection_conditions:MEP:2.0,-3.8842433006,0.2195021345
Infection_conditions:Anaerobic_shock:1.0,-5.5873818041,0.4547540863
Infection_conditions:Bile_shock:1.0,-4.9034500527,0.5471820243000001
Infection_conditions:LowFe2+_shock:1.0,-4.5620942106,0.21212077940000001
Infection_conditions:MEP:3.0,-4.1193128057,0.3081508187
Infection_conditions:pH5.8_shock:1.0,-3.9430088277,-0.30726538070000003
Infection_conditions:ESP:1.0,-6.7830162518,-0.6057777318
Infection_conditions:inSPI2_dRNA_seq:1.0,1.9730199831,-2.2074526437
Infection_conditions:LEP:1.0,-3.8157691145,-0.2295495387
Infection_conditions:Temp20:1.0,-4.158179937,-0.590027647
Infection_conditions:25C:1.0,-2.9452157487,0.059012164400000004
Infection_conditions:Nitric_oxide_shock_InSPI2:1.0,3.4266489913,0.2663385086
Infection_conditions:ESP:2.0,-6.5244208672,-0.14981441480000002
Infection_conditions:EEP:1.0,-4.6869832343999995,0.12984409830000002
Infection_conditions:ESP:3.0,-7.5400077144,-0.5875408114
Infection_conditions:Anaerobic_growth:1.0,-8.7130276496,0.1531604897
Infection_conditions:NaCl_shock:1.0,-8.3789782731,-0.4392701285
Infection_conditions:Pool_RNA_seq:1.0,-6.638654522999999e-21,0.0
Infection_conditions:Cold_shock_15C:1.0,-4.9291128651000005,0.5120714821
Infection_conditions:Pool_dRNA_seq:1.0,1.0664923597,-0.5845192074000001
Infection_conditions:InSPI2_LowMg2+:1.0,5.3369716855,-0.0364673957
Infection_conditions:Temp10:1.0,-5.3907384719,0.1318336312
Infection_conditions:NonSPI2:1.0,3.0427096291,-0.4263971713
Macrophage:Intra_macrophage_dRNA:1.0,2.7764573418,-0.5404488291
Macrophage:Intra_macrophage_RNA:1.0,-0.48184708880000005,0.087722723
Macrophage:Intra_macrophage_RNA:2.0,0.48184708880000005,-0.087722723
Macrophage:Intra_macrophage_dRNA:2.0,2.4984288074,-0.2442540604
comparative_st474:st474_InSPI2:1.0,10.2955996252,-1.1741704688
comparative_st474:st474_LEP:1.0,-0.1534998022,-0.5539836143
comparative_st474:st474_InSPI2:2.0,9.8112763315,-1.2420554426
comparative_st474:st474_EEP:1.0,-1.0120701987,-0.1726814559
comparative_st474:st474_ESP:1.0,-2.1199232384,-0.6342873855000001
comparative_st474:st474_NaCl_shock:1.0,-4.7236461329,-0.7886343838000001
comparative_st474:st474_NO_shock_InSPI2:1.0,7.0667203,-0.1515044594
comparative_st474:st474_Peroxide_shock_InSPI2:1.0,3.8800992333,-1.7864290117000001
comparative_st474:st474_Oxygen_shock:1.0,-1.5460741692000002,-0.6865154596
comparative_st474:st474_MEP:1.0,-2.250465298e-28,0.0
comparative_st474:st474_ESP:2.0,-1.4503565623,-0.46802487810000004
comparative_st474:st474_ESP:3.0,-2.1644221304,-1.0026159002
comparative_st474:st474_NonSPI2:1.0,9.281963255600001,-0.8161560867000001
comparative_st474:st474_Bile_shock:1.0,-1.221260568,0.2390431047
comparative_st474:st474_NonSPI2:2.0,9.2678919395,-0.8570889651
comparative_st474:st474_Anaerobic_growth:1.0,-2.9618274501,-0.14163338720000002
comparative_st474:st474_Macrophage:1.0,9.5869537528,-0.7440430277000001
comparative_st474:st474_Anaerobic_shock:1.0,-1.9209157825,0.1146203004
comparative_st474:st474_InSPI2:3.0,10.2506513751,-1.1781628843
comparative_st474:st474_InSPI2:4.0,9.6563489236,-1.1079736973
comparative_st474:st474_Anaerobic_growth:2.0,-2.5327674033000003,-0.3010987504
comparative_st474:st474_Anaerobic_growth:3.0,-3.1591670071,-0.3179055968
comparative_st474:st474_ESP:4.0,-3.0005749063,-0.4655827977
comparative_st474:st474_Macrophage:2.0,10.5492518287,-0.9194944721
comparative_st474:st474_25C:1.0,0.7105201130000001,-0.2475213751
comparative_st474:st474_Low_Fe2+_shock:1.0,-0.8902367942,-0.1087217769
comparative_st474:st474_NonSPI2:3.0,9.2541478577,-0.6264781985
comparative_D23580:D23580_NonSPI2:1.0,8.0267722752,-0.0012590696
comparative_D23580:D23580_InSPI2:1.0,7.9566795037,-0.3751290491
comparative_D23580:D23580_Anaerobic_growth:1.0,-2.4867657519,0.3876752861
comparative_D23580:D23580_pBT1 deletion:1.0,-2.5784855115000003,-0.21519445510000001
comparative_D23580:D23580_InSPI2:2.0,9.6789494549,-0.36285387080000003
comparative_D23580:D23580_25C:1.0,0.020357078100000002,0.1633500051
comparative_D23580:D23580_pBT1 deletion:2.0,-1.7668884571999999,-0.2292922627
comparative_D23580:D23580_Oxygen_shock:1.0,-0.8550988144,-0.1991670057
comparative_D23580:D23580_Macrophage_dRNA_2:1.0,12.693889156800001,-0.006937916200000001
comparative_D23580:D23580_LEP:1.0,-0.1220982525,-0.2052050525
comparative_D23580:D23580_ESP:1.0,-2.8855089869,-0.3004328985
comparative_D23580:D23580_Macrophage:1.0,10.5492091958,0.042005142200000005
comparative_D23580:D23580_ESP:2.0,-0.8112241765,-0.24902098820000002
comparative_D23580:D23580_Low_Fe2+_shock:1.0,-0.20819878860000002,0.3881755303
comparative_D23580:D23580_Bile_shock:1.0,-0.096824977,0.6562121764000001
comparative_D23580:D23580_NaCl_shock:1.0,-4.5231440727,-0.4929658619
comparative_D23580:D23580_MEP:1.0,0.0,0.0
comparative_D23580:D23580_Macrophage_dRNA_1:1.0,10.8624336361,0.053103681900000005
comparative_D23580:D23580_InSPI2:3.0,7.186863063,-0.3363830131
comparative_D23580:D23580_EEP:1.0,1.2275314517,0.1986003832
comparative_D23580:D23580_NO_shock_InSPI2:1.0,9.7403641166,0.2133565984
comparative_D23580:D23580_Anaerobic_shock:1.0,-4.3102104455,1.2784330838
comparative_D23580:D23580_InSPI2:4.0,8.7053477987,-0.1644558288
comparative_D23580:D23580_NonSPI2:2.0,7.7649176703,-0.1065992722
comparative_D23580:D23580_NonSPI2:3.0,7.8417666504,-0.011518421800000001
comparative_D23580:D23580_ESP:3.0,-2.0939038697,-0.4219484761
comparative_D23580:D23580_Macrophage:2.0,10.3710193732,-0.0183574652
comparative_D23580:D23580_NonSPI2:4.0,8.4419258636,-0.07816387350000001
comparative_D23580:D23580_ESP:4.0,-3.3286973577,-0.38449896100000003
comparative_D23580:D23580_Peroxide_shock_InSPI2:1.0,5.9836787939,-0.17145652990000002
comparative_D23580:D23580_Anaerobic_growth:2.0,-2.6252036584000003,0.3222040489
comparative_D23580:D23580_Anaerobic_growth:3.0,-3.4093853732,0.6376063035
pgtE:ESP_tex:1.0,-1.7376425434,-1.3025041185
pgtE:Pooled_tex:1.0,-0.6305980933,-1.9835778773000001
pgtE:ESP:1.0,-4.6122097485,-0.29394119560000004
pgtE:InSPI2:1.0,4.1610732802,-0.4200008455
pgtE:Pooled:1.0,0.0,0.0
pgtE:InSPI2_tex:1.0,2.4544122258,-1.9441997106
aroA:SF101:1.0,-0.29952469060000003,0.43086777660000003
aroA:SF101:2.0,-1.6144788657,0.6460224374
aroA:SF100:1.0,-2.4656972017,0.2870630226
aroA:SF100:2.0,-2.0500466142,0.7970734768000001
aroA:WT_vivo:1.0,-0.0931541125,0.16515157060000002
aroA:WT_vivo:2.0,0.0931541125,-0.16515157060000002
flagella_mutants:SF102:1.0,-0.1768730897,0.08726132880000001
flagella_mutants:SF102:2.0,0.1768730897,-0.08726132880000001
flagella_mutants:del_fliHIJ:1.0,0.1137834753,0.046398939
flagella_mutants:del_fliHIJ:2.0,0.2205177499,0.09972251500000001
flagella_mutants:del_fliF:1.0,-0.164684839,0.1337639156
flagella_mutants:del_fliF:2.0,0.3496154574,-0.0102402265
myricanol:Control:1.0,-0.035415536000000004,-0.1464076694
myricanol:Control:2.0,-0.3435879855,0.1332249053
myricanol:Control:3.0,0.3790035215,0.013182764100000001
myricanol:Myricanol:1.0,-1.8565469183,0.0209826129
myricanol:Myricanol:2.0,0.1878279821,-0.2783918788
myricanol:Myricanol:3.0,-0.9245769762,0.0695454786
