,A,AauR
mexZ_knockout:del_mexZ:3,-0.2187835541,0.19428498
mexZ_knockout:wt_LB:1,-0.1657565695,0.24932885700000001
mexZ_knockout:wt_LB:2,0.2625897004,-0.425222201
mexZ_knockout:wt_LB:3,-0.09683313090000001,0.175893344
n-alkanes_treatment:PA_alkane:1,3.1528472523,0.9356051930000001
n-alkanes_treatment:PA_alkane:2,4.7898422028,0.8140438510000001
n-alkanes_treatment:PA_Glycerol:1,-0.8720627030000001,0.36701994800000004
n-alkanes_treatment:PA_Glycerol:2,-0.0098956621,-0.436726057
n-alkanes_treatment:PA_Glycerol:3,0.8819583651,0.069706109
natural_RNA_aptamers:PA_Water_rep_wt:1,-0.1800637656,-0.000556839
natural_RNA_aptamers:PA_Water_rep_wt:2,0.1800637656,0.000556839
natural_RNA_aptamers:PA_FMN_rep:1,-0.1283123165,0.00019211
natural_RNA_aptamers:PA_FMN_rep:2,0.3066405896,-0.24844193900000003
NC_002516.2:Planktonic_total_RNA_Rep:1,-1.5059727266,0.002155344
NC_002516.2:Planktonic_total_RNA_Rep:2,0.8893857676,0.303659881
NC_002516.2:Planktonic_total_RNA_Rep:3,0.616586959,-0.305815226
NC_002516.2:Biofilm_total_RNA_Rep:1,-1.4326272461,-1.047301434
NC_002516.2:Biofilm_total_RNA_Rep:2,0.1794257143,0.114219808
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:1,-0.4463241938,0.225365703
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:1,-0.2094487306,0.371327674
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:2,-0.1216775971,0.34139048800000005
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:1,-0.2914283406,0.36951493900000004
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:2,-0.2872339107,0.349317645
p-anisaldehyde_epigallocatechin_gallate:Combination:1,0.7415558984,-0.048931340000000004
p-anisaldehyde_epigallocatechin_gallate:Combination:2,0.6176192407000001,-0.001469803
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:2,0.0854240207,-0.24209613300000002
p-anisaldehyde_epigallocatechin_gallate:Combination:3,0.4682333803,0.09684550500000001
p-anisaldehyde_epigallocatechin_gallate:Combination:4,0.37779912060000004,0.05432549800000001
p-anisaldehyde_epigallocatechin_gallate:Combination:5,-0.6007309771,0.673702396
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:3,0.2111992211,-0.013955502000000002
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:4,0.1497009521,0.030685933000000002
p-anisaldehyde_epigallocatechin_gallate:pA_1:1,0.5518401851,-0.669701466
p-anisaldehyde_epigallocatechin_gallate:pA_1:2,0.6792493636,-0.736541267
p-anisaldehyde_epigallocatechin_gallate:pA_2:1,0.6682277738,-0.17090764
p-anisaldehyde_epigallocatechin_gallate:pA_2:2,0.736767574,-0.105604502
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:1,-0.28594344580000003,0.288750106
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:1,0.9698439483,-0.21329398200000002
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:2,1.2299413849,-0.257705466
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:2,0.1463015082,-0.223733228
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:1,-0.7616924735,-1.7352696810000001
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:2,-0.4088848652,-1.591805423
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:3,-0.6842870346000001,-1.351766049
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:1,0.2817441524,0.045718455000000005
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:2,0.1565143713,0.21557172900000002
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:3,-0.4382585238,-0.26129018400000004
relA-spoT_double-mutant:plank_WT_1:1,0.1123094639,0.08181179
relA-spoT_double-mutant:plank_WT_1:2,-0.552975235,-0.042428796000000005
relA-spoT_double-mutant:plank_WT_1:3,0.4406657712,-0.039382995000000004
relA-spoT_double-mutant:plank_rel-spot:1,-0.4337166012,-0.768181725
relA-spoT_double-mutant:plank_rel-spot:2,-1.7010454742,-0.8831732600000001
sRNA_PA0805.1_overexpression:EmptyVector_1:1,-0.2746770899,0.146378381
sRNA_PA0805.1_overexpression:EmptyVector_1:2,0.4545654195,-0.0031248290000000004
sRNA_PA0805.1_overexpression:EmptyVector_1:3,-0.010571176600000001,0.14880547500000002
sRNA_PA0805.1_overexpression:EmptyVector_1:4,-0.3449651044,-0.14770876600000002
sRNA_PA0805.1_overexpression:EmptyVector_1:5,0.1756479514,-0.144350262
sRNA_PA0805.1_overexpression:PA08051:1,-0.5666554153000001,-0.304782204
sRNA_PA0805.1_overexpression:PA08051:2,-0.379983285,-0.38074527500000005
sRNA_PA0805.1_overexpression:PA08051:3,-0.3769724973,-0.578701664
sRNA_PA0805.1_overexpression:PA08051:4,-0.0495152731,-0.615066385
sRNA_PA0805.1_overexpression:PA08051:5,-0.3075937615,0.154120487
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:1,4.5893097283,-0.27665828600000003
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:2,2.8502717364,0.06826407300000001
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:1,-0.03618271,0.09262091700000001
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:2,0.03618271,-0.09262091700000001
sRNA_ReaL_represses_RpoS:sRNA_wt:1,-0.34295833070000004,-0.15056302800000002
sRNA_ReaL_represses_RpoS:sRNA_wt:2,0.34295833070000004,0.15056302800000002
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:1,-6.3151105953,1.116336949
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:2,-6.3000046229,0.76499525
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:3,-4.5444504869,0.827392882
yhjH_knockout:PA_delyhjH_wt:1,0.3295877559,0.019540562
yhjH_knockout:PA_delyhjH_wt:2,-0.3295877559,-0.019540562
yhjH_knockout:PA_delyhjH:1,-1.8390531238,0.12199925800000001
yhjH_knockout:PA_delyhjH:2,-1.950265318,0.023531596000000002
yhjH_knockout:PA_delwspF:1,1.2736210461,0.232213893
yhjH_knockout:PA_delwspF:2,1.0046089907,-0.11166403800000001
