,A,dsdC
novobiocin:500_Novobiocin_60min:2.0,-6.9662503075,-0.9792075461
novobiocin:0_Novobiocin_60min:3.0,-8.4698334632,-0.5963301147
novobiocin:500_Novobiocin_10min:1.0,-3.5073462876,-2.8423625889
novobiocin:0_Novobiocin_20min:2.0,-6.7250030596,-1.5960885714000002
novobiocin:500_Novobiocin_60min:3.0,-7.0008042015,-1.09927008
novobiocin:0_Novobiocin_0min:2.0,-0.39911497570000004,-0.2400518868
novobiocin:100_Novobiocin_60min:3.0,-6.6527133912,-1.0314674332
novobiocin:500_Novobiocin_20min:2.0,-9.1870666767,-1.870863544
novobiocin:500_Novobiocin_10min:2.0,-6.5887999406,-2.8340946941
novobiocin:0_Novobiocin_0min:3.0,-0.053867427100000004,0.1745219107
novobiocin:500_Novobiocin_20min:3.0,-7.2427877016,-3.5169621592
novobiocin:0_Novobiocin_10min:3.0,-6.3064449155,-2.0705594173
novobiocin:0_Novobiocin_20min:3.0,-8.0253582457,-1.1003525348
starvation:Glucose_6h:1.0,-0.2703685715,-0.2613699966
starvation:Low_3d:1.0,-0.0981045287,-0.7135934857
starvation:Low_3d:2.0,0.0708922345,-0.856073284
starvation:Glucose_24h:1.0,1.9677338058,-1.3301501403
starvation:High_4d:1.0,2.8869645543,0.514779746
starvation:High_4h:1.0,0.8660722662,0.0477597529
starvation:High_4d:2.0,2.2207879278,0.43593116
starvation:High_4h:2.0,0.8652802436,0.0427248981
starvation:Low_24h:1.0,-1.7751208201000002,-0.5921176179000001
starvation:Glucose_6h:2.0,0.2703685715,0.2613699966
starvation:Low_24h:2.0,-1.1918991534,-0.46076660760000004
starvation:Glucose_24h:2.0,2.3661210179,-0.9380489150000001
18_mutants:phoB/R_InSPI2:1.0,-2.3190904318,0.0321241632
18_mutants:hfq_ESP:1.0,-2.2521502396,0.7339171753
18_mutants:ompR/envZ_InSPI2:1.0,-4.069236678,0.09045593
18_mutants:dam_MEP:1.0,-1.5773753868,-0.5236116209
18_mutants:WT_IEP:1.0,-3.6851101509,-0.7413804587
18_mutants:ssrA/B_InSPI2:1.0,-3.598515255,-0.49366415550000003
18_mutants:WT_InSPI2:1.0,-4.6906531792,-0.15765667090000002
18_mutants:hilC_IEP:1.0,-4.3889718228,-0.0203972943
18_mutants:fliZ_ESP:1.0,-2.744655014,0.19386444290000002
18_mutants:hilD_InSPI2:1.0,-2.1789053468,-0.0366320372
18_mutants:phoP/Q_InSPI2:1.0,-6.0818119193,-0.23231971010000002
18_mutants:ssrB_InSPI2:1.0,-3.5826601636,-0.3083886203
18_mutants:fur_ESP:1.0,-1.9450206841000002,0.026653769100000002
18_mutants:WT_MEP:1.0,6.725736451e-21,0.0
18_mutants:hilD_IEP:1.0,-4.9129077977,-0.6290517347
18_mutants:hilE_IEP:1.0,-2.4671839996,-0.6198604907
18_mutants:slyA_InSPI2:1.0,-3.7013122859000003,0.1322188042
18_mutants:ssrA_InSPI2:1.0,-3.560173283,-0.061947217000000006
18_mutants:WT_lnSPI2:1.0,-2.5344726593,-0.27063858690000003
18_mutants:hilA_IEP:1.0,-3.624235457,-0.7710210663
Infection_conditions:pH3_shock:1.0,-0.7156486037,-0.0476750145
Infection_conditions:Peroxide_shock_InSPI2:1.0,-1.3708942379,-0.594072742
Infection_conditions:MEP:1.0,-2.1267936546,-0.562726116
Infection_conditions:Oxygen_shock:1.0,-4.2158512419,-1.1664174488
Infection_conditions:MEP:2.0,-1.3959853355,-0.7853911139
Infection_conditions:Anaerobic_shock:1.0,5.2682137651,1.8539084813
Infection_conditions:Bile_shock:1.0,0.0127653789,1.6162785905
Infection_conditions:LowFe2+_shock:1.0,-2.7499012593,-0.1294934912
Infection_conditions:MEP:3.0,-1.7838080425,-0.5320056846
Infection_conditions:pH5.8_shock:1.0,-4.2810194539,-1.5773162161
Infection_conditions:ESP:1.0,-3.6315730133,-0.4215798946
Infection_conditions:inSPI2_dRNA_seq:1.0,2.6227981818,0.9684612715
Infection_conditions:LEP:1.0,-3.7091955777,-0.9021377619000001
Infection_conditions:Temp20:1.0,-2.5876284258,-0.8608323437000001
Infection_conditions:25C:1.0,-4.3082396012,-0.6135263176
Infection_conditions:Nitric_oxide_shock_InSPI2:1.0,-4.8316528677,0.11042801860000001
Infection_conditions:ESP:2.0,-4.8408109422,-1.3313917444
Infection_conditions:EEP:1.0,-4.2608788336,-0.48549303190000004
Infection_conditions:ESP:3.0,-3.5815750859,-0.38993824860000004
Infection_conditions:Anaerobic_growth:1.0,-2.7500370973,-0.6358250483
Infection_conditions:NaCl_shock:1.0,-5.538210186,-0.2257232795
Infection_conditions:Pool_RNA_seq:1.0,-1.208727478e-20,0.0
Infection_conditions:Cold_shock_15C:1.0,-1.4117969844,0.042261428100000005
Infection_conditions:Pool_dRNA_seq:1.0,1.4208018603,0.7076893561
Infection_conditions:InSPI2_LowMg2+:1.0,-4.1750979898,-0.0868400738
Infection_conditions:Temp10:1.0,3.2298137556,0.8423101371
Infection_conditions:NonSPI2:1.0,-5.7309687749,-0.5965574036
Macrophage:Intra_macrophage_dRNA:1.0,2.4705707341,1.2547798818
Macrophage:Intra_macrophage_RNA:1.0,0.0015128247,0.2021257746
Macrophage:Intra_macrophage_RNA:2.0,-0.0015128247,-0.2021257746
Macrophage:Intra_macrophage_dRNA:2.0,1.6325688775,1.0116225493
comparative_st474:st474_InSPI2:1.0,-4.8586674037,-0.7355271324
comparative_st474:st474_LEP:1.0,-1.5524974186,-0.34967637690000003
comparative_st474:st474_InSPI2:2.0,-4.9072813238,-0.9219531908
comparative_st474:st474_EEP:1.0,-2.1396792208,0.08769004200000001
comparative_st474:st474_ESP:1.0,-2.6306635043,-0.3179709188
comparative_st474:st474_NaCl_shock:1.0,-3.3599411502,0.3010595749
comparative_st474:st474_NO_shock_InSPI2:1.0,-2.6716587271,0.5698393091
comparative_st474:st474_Peroxide_shock_InSPI2:1.0,0.7850418885,-0.1718199567
comparative_st474:st474_Oxygen_shock:1.0,-2.0579750535,-0.6130867994
comparative_st474:st474_MEP:1.0,2.488164465e-28,0.0
comparative_st474:st474_ESP:2.0,-3.3303444623000003,-0.2620057803
comparative_st474:st474_ESP:3.0,-3.0356608149,-0.2991428121
comparative_st474:st474_NonSPI2:1.0,-5.3064828513,-0.7414285361
comparative_st474:st474_Bile_shock:1.0,2.1235497597,2.182962748
comparative_st474:st474_NonSPI2:2.0,-5.2561560235,-0.3242124992
comparative_st474:st474_Anaerobic_growth:1.0,-3.3222399633,-0.7825889473000001
comparative_st474:st474_Macrophage:1.0,-2.4906652141,-0.8272843413000001
comparative_st474:st474_Anaerobic_shock:1.0,7.4103166273,2.3885028348
comparative_st474:st474_InSPI2:3.0,-4.7047529682,-1.2483405113
comparative_st474:st474_InSPI2:4.0,-4.6418594172,-0.2178391604
comparative_st474:st474_Anaerobic_growth:2.0,-2.1477704995,-1.532880579
comparative_st474:st474_Anaerobic_growth:3.0,-2.3803504475,-0.6135519437
comparative_st474:st474_ESP:4.0,-5.3753733804,-0.9150213418
comparative_st474:st474_Macrophage:2.0,-2.4917677732,-1.2315414079
comparative_st474:st474_25C:1.0,-2.1632074237,-0.0441228592
comparative_st474:st474_Low_Fe2+_shock:1.0,-0.6136619272,0.42549072520000003
comparative_st474:st474_NonSPI2:3.0,-4.8319538223,-0.8165589389
comparative_D23580:D23580_NonSPI2:1.0,-0.2296435906,0.4314116127
comparative_D23580:D23580_InSPI2:1.0,0.4418074327,0.059211863100000005
comparative_D23580:D23580_Anaerobic_growth:1.0,8.8944903202,0.8014187190000001
comparative_D23580:D23580_pBT1 deletion:1.0,0.9897862541,0.0818726906
comparative_D23580:D23580_InSPI2:2.0,0.833725151,-0.3388395971
comparative_D23580:D23580_25C:1.0,-2.6084135022,-0.47039091710000003
comparative_D23580:D23580_pBT1 deletion:2.0,0.8621849359,-0.39112584970000003
comparative_D23580:D23580_Oxygen_shock:1.0,1.571425059,-0.5564215167000001
comparative_D23580:D23580_Macrophage_dRNA_2:1.0,4.0752340709,-0.30985782030000003
comparative_D23580:D23580_LEP:1.0,0.2628249943,-0.4372505533
comparative_D23580:D23580_ESP:1.0,0.4150265891,0.3134372326
comparative_D23580:D23580_Macrophage:1.0,2.4081839868,-0.8423681606000001
comparative_D23580:D23580_ESP:2.0,3.75595382,0.5676042366
comparative_D23580:D23580_Low_Fe2+_shock:1.0,9.2467202485,2.6519363313
comparative_D23580:D23580_Bile_shock:1.0,2.8076042673,1.0979544053999999
comparative_D23580:D23580_NaCl_shock:1.0,0.1816664727,0.9749589264
comparative_D23580:D23580_MEP:1.0,0.0,0.0
comparative_D23580:D23580_Macrophage_dRNA_1:1.0,2.4155638079,0.0024465786000000002
comparative_D23580:D23580_InSPI2:3.0,1.157626007,0.5118214937000001
comparative_D23580:D23580_EEP:1.0,4.8697830777,0.0825384467
comparative_D23580:D23580_NO_shock_InSPI2:1.0,0.1947348647,1.1329144356
comparative_D23580:D23580_Anaerobic_shock:1.0,13.7409681154,2.7787776607
comparative_D23580:D23580_InSPI2:4.0,0.2215024345,-0.2537521227
comparative_D23580:D23580_NonSPI2:2.0,-0.1376127164,0.14182394850000002
comparative_D23580:D23580_NonSPI2:3.0,0.3649945048,0.6797613044
comparative_D23580:D23580_ESP:3.0,0.6761004896,0.5848765046000001
comparative_D23580:D23580_Macrophage:2.0,1.6153343615,-0.4770221792
comparative_D23580:D23580_NonSPI2:4.0,0.3653709785,0.2526962259
comparative_D23580:D23580_ESP:4.0,-0.4607332263,-0.1471544702
comparative_D23580:D23580_Peroxide_shock_InSPI2:1.0,4.947861284,0.36481721110000004
comparative_D23580:D23580_Anaerobic_growth:2.0,8.2998767994,0.6585104070000001
comparative_D23580:D23580_Anaerobic_growth:3.0,7.6701719688,0.5792157533
pgtE:ESP_tex:1.0,-0.9640275499000001,-0.2796123626
pgtE:Pooled_tex:1.0,0.7307870895,1.0508460196
pgtE:ESP:1.0,-1.3211598347,-0.3726847968
pgtE:InSPI2:1.0,-4.6370283263,-0.8810304224000001
pgtE:Pooled:1.0,0.0,0.0
pgtE:InSPI2_tex:1.0,-0.0830790502,1.1982123324
aroA:SF101:1.0,2.8819588493,-0.0944644786
aroA:SF101:2.0,2.5582276551,-0.2169487123
aroA:SF100:1.0,1.5103874523,-0.5329003848
aroA:SF100:2.0,2.0353369418,-0.2592880571
aroA:WT_vivo:1.0,-0.4539051291,-0.0493933864
aroA:WT_vivo:2.0,0.4539051291,0.0493933864
flagella_mutants:SF102:1.0,-0.3337435305,-0.15078908230000002
flagella_mutants:SF102:2.0,0.3337435305,0.15078908230000002
flagella_mutants:del_fliHIJ:1.0,0.6473391113,0.1318947563
flagella_mutants:del_fliHIJ:2.0,1.0575328524,0.2134968709
flagella_mutants:del_fliF:1.0,1.2374930775,0.18452311230000001
flagella_mutants:del_fliF:2.0,1.0376201199,0.3700849715
myricanol:Control:1.0,-0.2930484712,0.0058163938
myricanol:Control:2.0,-0.0173054623,0.073704062
myricanol:Control:3.0,0.3103539335,-0.0795204558
myricanol:Myricanol:1.0,-1.8887887909,-0.17363764180000002
myricanol:Myricanol:2.0,-0.3911516692,0.6414085004
myricanol:Myricanol:3.0,-1.202162721,0.1163964733
