,A,whiB7
mrsI:ko_sds_no_atc:2,-1.1309835643,-0.45742618960000003
mrsI:wt_iron_atc:1,-0.8884049427,-0.702747974
mrsI:wt_iron_atc:2,0.7116753489000001,0.0389966609
mrsI:wt_iron_no_atc:1,-1.5932239766,1.21511862
mrsI:wt_iron_no_atc:2,0.5614193671000001,0.8815736688
mrsI:wt_ox_atc:1,-1.7335524391,1.4521153579
mrsI:wt_ox_atc:2,1.0949024589,1.0011071222
mrsI:wt_ox_noatc:1,1.5726139065,1.8939920757
mrsI:wt_ox_noatc:2,0.0566282511,1.2264927529
mrsI:wt_sds_atc:1,0.3514964922,1.2080306423
mrsI:wt_sds_atc:2,1.9434243718,1.957381872
mrsI:wt_sds_no_atc:1,-0.7545564490000001,-0.32626084510000003
mrsI:wt_sds_no_atc:2,0.7545564490000001,0.32626084510000003
nitrate:control:1,0.1065738383,-0.1091748828
nitrate:control:2,-0.1065738383,0.1091748828
p218:0_days_.1:1,-1.1782505476,0.12582230360000002
p218:0_days_.1:2,-0.23746669680000002,-0.0438061191
p218:0_days_.1:3,-1.188804369,0.1563969556
p218:0_days_.1:4,-1.3381476079,0.19176662360000002
p218:0_days_control:1,-0.020901876,-0.0016841098
p218:0_days_control:2,0.228101505,0.045486335600000004
p218:0_days_control:3,-0.000514996,-0.0230089835
p218:0_days_control:4,-0.2066846329,-0.0207932423
p218:1_days_.1:1,0.6780524913,-0.7305053038
p218:1_days_.1:2,0.24752657960000002,-0.4112529629
p218:1_days_.1:3,0.1819970347,-0.4807452458
p218:1_days_.1:4,-0.023910643800000003,-0.4485408194
p218:1_days_control:1,0.8879872868,0.2833689819
p218:1_days_control:2,0.8854025481000001,0.2397201079
p218:1_days_control:3,1.2026577782,0.1350945734
p218:1_days_control:4,0.7921059679,-0.0860686569
patH-Cap:post_path_ctrl:1,0.8142930220000001,-0.3304952883
patH-Cap:post_path_ctrl:2,0.4802610416,-0.43954549140000004
patH-Cap:post_path_inh:1,0.3122105392,-4.0773113818
patH-Cap:post_path_inh:2,1.4030249421,-1.7560659561
patH-Cap:pre_path_ctrl:1,-0.0966245924,-0.0117390188
patH-Cap:pre_path_ctrl:2,0.0966245924,0.0117390188
patH-Cap:pre_path_inh:1,0.1753391356,-0.9859927677
patH-Cap:pre_path_inh:2,0.0352673027,-0.9895516833
ppxx:double_mutant:1,-0.3284101052,-0.029581973900000003
ppxx:double_mutant:2,0.3284101052,0.029581973900000003
reactivation:day_1_reactivation:1,-2.6442384366000002,-0.3002277202
reactivation:day_1_reactivation:2,-2.7809118767000003,-0.17025444110000001
reactivation:day_1_reactivation:3,-2.5600890952,-0.10860354750000001
reactivation:day_2_reactivation:1,-4.1939336809,-1.1373009472
reactivation:day_2_reactivation:2,-4.2235152778,-0.900287057
reactivation:day_2_reactivation:3,-4.2861537839,-0.9484561884
reactivation:day_3_reactivation:1,-4.2540544587,-1.598110873
reactivation:day_3_reactivation:2,-4.1061914648,-1.276292475
reactivation:day_3_reactivation:3,-4.3253210368,-1.6962332500000001
reactivation:day_4_reactivation:1,-4.2947550024,-1.8731695999
reactivation:day_4_reactivation:2,-4.5277452294,-2.0839148554
reactivation:day_4_reactivation:3,-4.6317252521,-2.066967482
reactivation:days_0_persistence:1,0.1163063297,0.1275403595
reactivation:days_0_persistence:2,-0.1671245664,0.0181403853
reactivation:days_0_persistence:3,0.0508182368,-0.1456807447
redox:intra_basal:1,-2.5783897018,0.45389336900000005
redox:intra_basal:2,0.24704870280000002,1.9590265607
redox:whib3_comp_4.5:1,-0.4442727493,-0.8206930881000001
redox:whib3_comp_4.5:2,-0.3201981103,-1.6204511299000002
redox:whib3_comp_6.6:1,-0.8748668694,-0.1479399253
redox:whib3_comp_6.6:2,3.3027413888,1.5107738260999999
redox:whib3_ko_4.5:1,0.3470945085,-0.2831253097
redox:whib3_ko_4.5:2,0.7136460599000001,0.2607755952
redox:wt_4.5:1,-1.4145171389,0.6561131741
redox:wt_4.5:2,-0.8333330251000001,0.8492999015
redox:wt_6.6:1,1.5220328678000001,0.3858045203
redox:wt_6.6:2,-1.5220328678000001,-0.3858045203
resus:day_1_run_1:1,-0.3653499924,0.030150094300000003
resus:day_1_run_1:2,0.3653499924,-0.030150094300000003
resus:day_4_run_1:1,-0.45074488420000003,0.0051411777
resus:day_4_run_1:2,-2.0202447754,-0.18096215440000002
rho:00h_DUC:1,0.3695872717,0.4293638924
rho:00h_DUC:2,-0.3695872717,-0.4293638924
rho:00h_DUC_1:1,1.0031335156,0.4323383538
rho:00h_DUC_1:2,1.3218182446,0.47984375490000003
rho:01.5_DUC:1,0.37837902360000003,-0.6326330813000001
rho:01.5_DUC:2,1.179708231,0.43778471700000005
rho:01.5h_DUC_ATC:1,0.1817096444,1.3216511256999999
rho:01.5h_DUC_ATC:2,0.4784525799,0.5321706421
rho:03_DUC:1,1.3306121429,0.7089166433
rho:03_DUC:2,2.3962430297,0.47796622180000004
rho:03h_DUC_ATC:1,-0.28000008730000003,0.8430288613
rho:03h_DUC_ATC:2,0.0373497337,-0.0468256342
rho:06h_DUC_ATC:1,1.0986105792,1.4221285705
rho:06h_DUC_ATC:2,1.0706006322,1.9332028512
rho:06h_WT_ATC:1,0.1858285718,0.1908840326
rho:06h_WT_ATC:2,-0.2645030265,-0.31920951880000004
rho:09_DUC:1,6.3717884162,4.4939873053
rho:09_DUC:2,6.1340761424,4.4624507093
rho:09h_DUC_ATC:1,4.6142211296,3.2761631482
smx:0_days_12.5:1,-0.14226732590000002,0.0057085341
smx:0_days_12.5:2,-0.23663968300000002,-0.0242743449
smx:0_days_12.5:3,0.0819900603,0.2147919616
smx:0_days_control:1,0.126330928,-0.0404677981
smx:0_days_control:2,0.0052075533,0.0340220443
smx:0_days_control:3,-0.1315384813,0.0064457538000000005
smx:1_days_12.5:1,-0.000691238,-0.1282956576
smx:1_days_12.5:2,0.1554338854,0.1370978336
smx:1_days_12.5:3,0.20592996730000002,0.1215707968
smx:1_days_control:1,-0.2600732452,-0.42193590280000004
smx:1_days_control:2,-0.3178425842,-0.4344715079
smx:1_days_control:3,-0.1120322874,-0.5867075714000001
sq109:0_days_3:1,-0.23106179870000002,0.3632859338
sq109:0_days_3:2,0.17305604630000002,0.1707961193
sq109:0_days_3:3,-0.0160273384,0.011386223800000001
sq109:0_days_3:4,-0.2146552937,0.18544760570000002
sq109:0_days_control:1,0.1008364392,0.3986810062
sq109:0_days_control:2,-0.21497917430000002,-0.1889961377
sq109:0_days_control:3,-0.1709464762,-0.5181501227
sq109:0_days_control:4,0.28508921130000003,0.30846525420000004
sq109:1_days_3:1,-0.2533349095,0.37796991420000003
sq109:1_days_3:2,0.3629856587,-0.0346400358
sq109:1_days_3:3,-0.0311522254,0.0667082358
sq109:1_days_3:4,-0.0397583997,0.2495390435
sq109:1_days_control:1,-0.0702136283,0.32867918620000003
sq109:1_days_control:2,0.2880751295,-0.2494201046
sq109:1_days_control:3,0.35052335,0.2763950127
sq109:1_days_control:4,0.0036407114,-0.2663710199
stress:.1_butyrate:1,-2.2537229848,-0.44327607960000004
stress:.1_butyrate:2,-1.168369611,-0.4815726061
stress:.1_butyrate:3,-1.8130677979,-1.0524105784
stress:.4_gluc:1,-0.0406483286,0.030249477400000002
stress:.4_gluc:2,0.0635794802,0.1329839422
stress:.4_gluc:3,-0.0229311516,-0.1632334195
stress:1_days_low_iron:1,-1.0795206783,-1.3951672560000001
stress:1_days_low_iron:2,-1.5181206442000001,-0.092814011
stress:1_days_low_iron:3,-0.2937263043,-0.6513721032
stress:7_days_low_iron:1,1.9391399627,-0.8222582486000001
stress:7_days_low_iron:2,1.2900459521,-1.2676145667
stress:7_days_low_iron:3,1.2006377948,-1.0707630162
stress:gluc_butyrate:1,-0.8830172569,-0.5121658608
stress:gluc_butyrate:2,-0.9462739625000001,-0.27807232200000004
stress:gluc_butyrate:3,-0.8078636477000001,-0.416835779
stress:high_iron:1,-1.2068937962,-0.8149233839000001
stress:high_iron:2,-2.1120559192,0.0798298535
stress:high_iron:3,-1.7111090397000002,0.2085189177
stress:tolox_ph_7:1,-2.2017423596,-0.1533511357
stress:tolox_ph_7:2,-1.9643086982,-0.2050796031
sutez:0_days_5.6:1,-0.1283834932,-0.22194686
sutez:0_days_5.6:2,-0.30264421,0.3673237368
sutez:0_days_5.6:3,-0.525620261,0.3020127657
sutez:0_days_5.6:4,-0.0132665661,-0.0760964459
sutez:0_days_control:1,0.011463091,0.0005986893
sutez:0_days_control:2,-0.2002207583,-0.0232813216
sutez:0_days_control:3,0.31635588800000003,0.1121011311
sutez:0_days_control:4,-0.12759822070000001,-0.08941849880000001
sutez:1_days_5.6:1,21.504026168,5.6023557743
sutez:1_days_5.6:2,21.2344056142,5.5788669675
sutez:1_days_control:1,1.0472382435,-0.7971539989
sutez:1_days_control:2,1.0368556697,-0.9772197503000001
sutez:1_days_control:3,0.09887748340000001,-0.7006608225000001
sutez:1_days_control:4,0.8837527571,-0.6553820953
thrB:0_days_starve:1,0.155495774,-0.016707623300000002
thrB:0_days_starve:2,-0.155495774,0.016707623300000002
tss:expression_library:1,1.2457702541,0.2487421417
tss:expression_library:2,1.3740884221,0.6123577282
tss:mapping_triphosphate:1,1.3520346395,0.2872072708
tss:mapping_triphosphate:2,1.4474640982,0.046002487
tss:mapping_wo_triphosphate:1,0.6036592981000001,0.9938766169000001
tss:mapping_wo_triphosphate:2,-0.2357304339,0.8348800449
tss:wt_experiment_2:1,-0.3278751028,-0.3583897922
tss:wt_experiment_2:2,0.2362328289,0.5288113618
tss:wt_experiment_2:3,0.09164227400000001,-0.17042156960000002
vera:0_days_176:1,1.0555926155,-0.000755559
vera:0_days_176:2,1.2393160898,0.1499945028
vera:0_days_176:3,0.7893239588000001,0.1757742058
vera:0_days_176:4,1.4382286767,0.2804889706
vera:0_days_control:1,-0.6794399062,-0.17969277020000002
vera:0_days_control:2,0.0757807888,-0.048247802900000004
vera:0_days_control:3,0.2942847275,0.08506058130000001
vera:0_days_control:4,0.3093743899,0.1428799918
vera:1_days_176:1,-2.0910257134,0.23155769610000002
vera:1_days_176:2,-2.213891056,0.1861379371
vera:1_days_176:3,-1.8790304782,0.2877735536
vera:1_days_control:1,-1.6028818005,-0.1106507307
vera:1_days_control:2,-0.9975473815,-0.0162660094
vera:1_days_control:3,-1.4690797844,-0.0521821686
vera:1_days_control:4,-2.1367430559,-0.2603811764
