,A,whiB6
mrsI:ko_sds_no_atc:1,0.5887142017,-0.4035936989
mrsI:ko_sds_no_atc:2,0.8285143068,0.12810564600000002
mrsI:wt_iron_atc:1,0.2687537719,-0.39916579490000004
mrsI:wt_iron_atc:2,-0.1028488483,0.09025530100000001
mrsI:wt_iron_no_atc:1,-2.6156225181,0.0172263429
mrsI:wt_iron_no_atc:2,-2.3796816953,1.7488039164
mrsI:wt_ox_atc:1,-2.6281594273,0.31622734550000003
mrsI:wt_ox_atc:2,-2.5110078337,1.5737101214
mrsI:wt_ox_noatc:1,1.4944402083,4.018612046
mrsI:wt_ox_noatc:2,1.8091196462,3.7925398319
mrsI:wt_sds_atc:1,1.7363597164,4.051344755
mrsI:wt_sds_atc:2,1.5506183481,4.2906214009
mrsI:wt_sds_no_atc:1,0.2168023672,-0.2042446297
mrsI:wt_sds_no_atc:2,-0.2168023672,0.2042446297
nitrate:control:1,-0.0375937163,-0.32936359260000003
nitrate:control:2,0.0375937163,0.32936359260000003
p218:0_days_.1:1,1.0607312879,-0.3337531334
p218:0_days_.1:2,0.4545190747,0.1697300168
p218:0_days_.1:3,0.8014561132,0.030961272100000003
p218:0_days_.1:4,1.027793304,0.23269446770000002
p218:0_days_control:1,-0.0489282183,-0.0212454012
p218:0_days_control:2,0.0479291394,-0.09566185960000001
p218:0_days_control:3,-0.0467527587,0.12757275270000001
p218:0_days_control:4,0.0477518376,-0.0106654919
p218:1_days_.1:1,-0.057425217800000004,-0.8708314906
p218:1_days_.1:2,0.0587587855,-1.2164060093
p218:1_days_.1:3,0.1771575503,-1.128243138
p218:1_days_.1:4,-0.06386898070000001,-1.1340368615
p218:1_days_control:1,0.8918098917,-0.9130078782000001
p218:1_days_control:2,1.3349911349,-1.4249357485
p218:1_days_control:3,1.2599516058,-0.7494854545
p218:1_days_control:4,1.5652526727,-0.8607872230000001
patH-Cap:post_path_ctrl:1,0.226274567,-1.6458918767
patH-Cap:post_path_ctrl:2,0.4732893315,-0.5226919096
patH-Cap:post_path_inh:1,1.9046012268,0.8525002824
patH-Cap:post_path_inh:2,1.6580161804,1.1066719703
patH-Cap:pre_path_ctrl:1,-0.0974310877,0.0725199077
patH-Cap:pre_path_ctrl:2,0.0974310877,-0.0725199077
patH-Cap:pre_path_inh:1,1.2818759158,0.8233513537
patH-Cap:pre_path_inh:2,1.3328575502,0.9194367254
ppxx:double_mutant:1,0.0347682272,-0.1505106457
ppxx:double_mutant:2,-0.0347682272,0.1505106457
reactivation:day_1_reactivation:1,2.8550261225,1.9410958737000001
reactivation:day_1_reactivation:2,2.6039605084,2.2188937213
reactivation:day_1_reactivation:3,2.6996712231,2.0532872308
reactivation:day_2_reactivation:1,1.3820725415,-1.3814342205
reactivation:day_2_reactivation:2,1.5102044813000002,-1.2617443895
reactivation:day_2_reactivation:3,1.411877793,-1.1601140656
reactivation:day_3_reactivation:1,1.1447626186,-2.3089173221
reactivation:day_3_reactivation:2,1.1768360037,-1.818745539
reactivation:day_3_reactivation:3,1.2248818928,-2.1378990088
reactivation:day_4_reactivation:1,1.1995551376,-2.6521740425
reactivation:day_4_reactivation:2,1.2080311218,-2.7992295122
reactivation:day_4_reactivation:3,1.3988958987,-2.6459337122
reactivation:days_0_persistence:1,-0.025249055000000003,-0.0459907484
reactivation:days_0_persistence:2,0.0899249968,0.0092998076
reactivation:days_0_persistence:3,-0.0646759418,0.0366909408
redox:intra_basal:1,0.7062239712,4.2261444211
redox:intra_basal:2,1.1835198231,4.4588749266
redox:whib3_comp_4.5:1,-1.2758577199,1.0549987831
redox:whib3_comp_4.5:2,-2.8253288217,0.0529500833
redox:whib3_comp_6.6:1,-0.5980265479,0.9930954849
redox:whib3_comp_6.6:2,0.6892088166,2.9842337155000003
redox:whib3_ko_4.5:1,-1.5722936618,0.8627698736
redox:whib3_ko_4.5:2,-3.2386273704,-0.1764546987
redox:wt_4.5:1,-0.0044399682,0.1831144828
redox:wt_4.5:2,-0.8078628787000001,-0.8114248266
redox:wt_6.6:1,0.1179610821,0.8756267287
redox:wt_6.6:2,-0.1179610821,-0.8756267287
resus:day_1_run_1:1,0.0361512777,-0.0674024096
resus:day_1_run_1:2,-0.0361512777,0.0674024096
resus:day_4_run_1:1,0.2338049328,1.9702097858
resus:day_4_run_1:2,0.2740866669,1.6717174731000002
rho:00h_DUC:1,0.1742981935,-0.7022810812
rho:00h_DUC:2,-0.1742981935,0.7022810812
rho:00h_DUC_1:1,1.1856011649,-0.9381431381
rho:00h_DUC_1:2,1.7006408627,0.15460774100000002
rho:01.5_DUC:1,1.3608527654,-1.8393777377
rho:01.5_DUC:2,1.5762040914000002,-0.35179781200000004
rho:01.5h_DUC_ATC:1,-0.022199018900000003,1.3800637633
rho:01.5h_DUC_ATC:2,-0.4274292622,-1.2137638173
rho:03_DUC:1,1.8333474427,-0.5089512522
rho:03_DUC:2,1.8721037567,-0.9276013769
rho:03h_DUC_ATC:1,0.1258407932,-0.1717511018
rho:03h_DUC_ATC:2,-0.2922882323,0.2228386094
rho:06h_DUC_ATC:1,-0.271655397,1.7461707727
rho:06h_DUC_ATC:2,-0.3108679214,1.5991595472
rho:06h_WT_ATC:1,0.5621858273,-1.5314490501
rho:06h_WT_ATC:2,0.5587832513000001,0.1372172189
rho:09_DUC:1,-2.4691741071,2.641957998
rho:09_DUC:2,-1.7625584041,2.9553407845
rho:09h_DUC_ATC:1,-2.3518690147,2.7202325827
smx:0_days_12.5:1,-0.5162950103,0.0162135037
smx:0_days_12.5:2,-0.4125111743,0.0424597083
smx:0_days_12.5:3,-0.5401615467,-0.2942047038
smx:0_days_control:1,-0.0883928492,-0.059250497900000004
smx:0_days_control:2,0.0204474688,0.16540870970000002
smx:0_days_control:3,0.0679453804,-0.1061582117
smx:1_days_12.5:1,-1.3319997651,-1.2626889191
smx:1_days_12.5:2,-1.1759006266,-0.7500335219
smx:1_days_12.5:3,-1.294905361,-0.8776135942000001
smx:1_days_control:1,-1.0604266452,-1.4081735304
smx:1_days_control:2,-1.0050594807,-1.3305181379
smx:1_days_control:3,-1.1517457561,-1.036121801
sq109:0_days_3:1,0.8903401362000001,1.1054697567
sq109:0_days_3:2,-1.2466574082,-0.493512459
sq109:0_days_3:3,-1.1060172628,-0.6951820608
sq109:0_days_3:4,0.4757621246,0.9436710601
sq109:0_days_control:1,0.6936123027000001,0.8111842927
sq109:0_days_control:2,-0.6480410792,-0.7653968143000001
sq109:0_days_control:3,-0.6930537514,-1.0332421153
sq109:0_days_control:4,0.6474825279,0.9874546368
sq109:1_days_3:1,0.8596210108000001,0.8457628462000001
sq109:1_days_3:2,-1.1985481585,-0.1102327318
sq109:1_days_3:3,-1.0517957135,-0.3531083879
sq109:1_days_3:4,0.8521705497000001,1.0102362446
sq109:1_days_control:1,0.9516496928,1.33861862
sq109:1_days_control:2,-0.6257772069,-0.6208275038000001
sq109:1_days_control:3,0.6824427048,1.2105454284000001
sq109:1_days_control:4,-0.525516161,-0.3929379516
stress:.1_butyrate:1,1.5982553503,2.5720665004
stress:.1_butyrate:2,1.9572663921000002,1.8413346491
stress:.1_butyrate:3,1.6229640766,1.5063786961
stress:.4_gluc:1,-0.2634245522,-0.22673726360000002
stress:.4_gluc:2,-0.0833316104,-0.15190752130000001
stress:.4_gluc:3,0.34675616260000003,0.37864478490000003
stress:1_days_low_iron:1,-0.2294622351,1.2620258716000001
stress:1_days_low_iron:2,-0.8456032546000001,0.7746327303
stress:1_days_low_iron:3,-0.8228837166,1.225278104
stress:7_days_low_iron:1,0.4843710249,3.427034104
stress:7_days_low_iron:2,0.2830252878,3.7544066328
stress:7_days_low_iron:3,0.1736464351,3.7261474218
stress:gluc_butyrate:1,0.4389760418,0.1451183081
stress:gluc_butyrate:2,0.18381698840000002,0.9545068307000001
stress:gluc_butyrate:3,0.896588597,1.6207396572000001
stress:high_iron:1,-0.6295658079,1.0391951882
stress:high_iron:2,-0.4634179303,1.9026115124
stress:high_iron:3,-0.6223499874,2.2802108349
stress:tolox_ph_7:1,0.6365235717000001,2.9748204133
stress:tolox_ph_7:2,0.4910661546,2.9472617548
sutez:0_days_5.6:1,0.027635211700000002,0.3066718477
sutez:0_days_5.6:2,0.0173436845,0.0081082971
sutez:0_days_5.6:3,-0.3261625977,0.1666977349
sutez:0_days_5.6:4,-0.08773248360000001,0.3455319845
sutez:0_days_control:1,0.08040607770000001,0.1041430559
sutez:0_days_control:2,-0.1023514291,-0.08620495710000001
sutez:0_days_control:3,0.1107911788,-0.09078340380000001
sutez:0_days_control:4,-0.08884582740000001,0.072845305
sutez:1_days_5.6:1,1.2080753326,-1.2243321428
sutez:1_days_5.6:2,1.3257155351,-1.1896042024
sutez:1_days_control:1,-0.2175420067,-0.0720605817
sutez:1_days_control:2,-0.1638649857,0.33409935080000003
sutez:1_days_control:3,-0.2282470779,-0.21654170150000002
sutez:1_days_control:4,-0.3173056423,-0.19964718480000002
thrB:0_days_starve:1,-0.3126520548,0.1747903106
thrB:0_days_starve:2,0.3126520548,-0.1747903106
tss:expression_library:1,-0.3989013061,-2.6058544192
tss:expression_library:2,-1.4339230816000001,-2.2518759332
tss:mapping_triphosphate:1,-0.812212036,-1.3717664259
tss:mapping_triphosphate:2,-1.4903457194,-1.6715548082
tss:mapping_wo_triphosphate:1,0.0212511883,-2.1313307003
tss:mapping_wo_triphosphate:2,0.1984798965,-3.3465239612
tss:wt_experiment_2:1,0.4650827718,0.3026172532
tss:wt_experiment_2:2,-0.43302075300000004,-0.2515930663
tss:wt_experiment_2:3,-0.0320620188,-0.051024186900000004
vera:0_days_176:1,-0.0288261759,-3.3040775897
vera:0_days_176:2,0.11828042770000001,-0.9724945807
vera:0_days_176:3,0.24053961570000001,-0.3993962226
vera:0_days_176:4,0.2431402329,-0.0990309833
vera:0_days_control:1,-0.37590729580000004,0.5133501583
vera:0_days_control:2,0.1394234393,-0.2767437253
vera:0_days_control:3,0.22066411190000002,-0.5879237865
vera:0_days_control:4,0.0158197446,0.3513173536
vera:1_days_176:1,1.1373818036,1.1709987072
vera:1_days_176:2,0.8551595112,0.9555154250000001
vera:1_days_176:3,0.9670857228,1.4670571483
vera:1_days_control:1,0.061550923900000006,0.2894801154
vera:1_days_control:2,-0.1159291133,0.3610454641
vera:1_days_control:3,-0.1007461137,0.7599393304000001
vera:1_days_control:4,0.024020284500000003,0.3154525842
