,A,kstR2
mrsI:ko_sds_atc:2,8.794631345300001,1.4120042796
mrsI:ko_sds_no_atc:1,-1.4499850253,0.09365203300000001
mrsI:ko_sds_no_atc:2,-0.662837502,-0.0890862459
mrsI:wt_iron_atc:1,0.7226777174,0.1595473097
mrsI:wt_iron_atc:2,-0.5171656031,0.1155322799
mrsI:wt_iron_no_atc:1,-6.7465997366,-0.2210208524
mrsI:wt_iron_no_atc:2,-6.1997278163,-0.6224348298
mrsI:wt_ox_atc:1,-6.5413215955,-0.46870400830000003
mrsI:wt_ox_atc:2,-6.4801783512,-0.640817979
mrsI:wt_ox_noatc:1,9.3543206248,1.6622748011000001
mrsI:wt_ox_noatc:2,9.0401280391,1.4831311421
mrsI:wt_sds_atc:1,8.7920581645,1.6384323243
mrsI:wt_sds_atc:2,8.7643682536,1.6658260930000002
mrsI:wt_sds_no_atc:1,0.30550676060000004,-0.0138882276
mrsI:wt_sds_no_atc:2,-0.30550676060000004,0.0138882276
nitrate:control:1,0.0115996002,-0.2167083223
nitrate:control:2,-0.0115996002,0.2167083223
p218:0_days_.1:1,3.6229406037,0.502818355
p218:0_days_.1:2,0.7411361639,-0.0193130962
p218:0_days_.1:3,3.1325418503,0.5530928581
p218:0_days_.1:4,3.6370475661,0.4642699716
p218:0_days_control:1,-0.0162922418,-0.0453705898
p218:0_days_control:2,-0.0353600049,-0.0813408691
p218:0_days_control:3,-0.0867321583,0.0372315448
p218:0_days_control:4,0.1383844049,0.0894799141
p218:1_days_.1:1,2.4240347921,-0.1544146901
p218:1_days_.1:2,2.3622924572,-0.1743998549
p218:1_days_.1:3,2.2742347816,-0.28746921670000003
p218:1_days_.1:4,2.1027019419,-0.145625732
p218:1_days_control:1,-1.288539021,-0.8032736978
p218:1_days_control:2,-1.1838467612999999,-0.8294628844
p218:1_days_control:3,-0.9077137278,-0.7775963176
p218:1_days_control:4,-0.9955275653000001,-0.7160342379
patH-Cap:post_path_ctrl:1,-2.0260453264,1.1385870593
patH-Cap:post_path_ctrl:2,-2.0350627304,0.3359256355
patH-Cap:post_path_inh:1,-2.2902226411,0.3432345208
patH-Cap:post_path_inh:2,-2.0590161967,-0.25634472140000003
patH-Cap:pre_path_ctrl:1,0.13615538,-0.1432225175
patH-Cap:pre_path_ctrl:2,-0.13615538,0.1432225175
patH-Cap:pre_path_inh:1,-0.4663189211,-0.1544706172
patH-Cap:pre_path_inh:2,-0.13086101490000002,0.1850980177
ppxx:double_mutant:1,-0.3079374507,-0.028354554400000002
ppxx:double_mutant:2,0.3079374507,0.028354554400000002
reactivation:day_1_reactivation:1,1.1850890132,-0.3460897458
reactivation:day_1_reactivation:2,1.2575214012,-0.2716294785
reactivation:day_1_reactivation:3,1.3389778251,-0.3489441446
reactivation:day_2_reactivation:1,0.9875850617,-0.5427593561
reactivation:day_2_reactivation:2,0.8414955270000001,-0.7346824702
reactivation:day_2_reactivation:3,0.8896205812,-0.7419992766
reactivation:day_3_reactivation:1,1.4883144042,-0.3833653615
reactivation:day_3_reactivation:2,1.5105745726,-0.3182081767
reactivation:day_3_reactivation:3,1.2299015007,-0.4322876526
reactivation:day_4_reactivation:1,4.1675766415,0.0175867714
reactivation:day_4_reactivation:2,4.1213006991,-0.0424464247
reactivation:day_4_reactivation:3,4.4284376594,0.0051013702
reactivation:days_0_persistence:1,-0.3177201887,-0.035258935000000005
reactivation:days_0_persistence:2,0.2556731309,0.07837661480000001
reactivation:days_0_persistence:3,0.062047057700000005,-0.0431176798
redox:intra_basal:1,19.6568765092,3.298332063
redox:intra_basal:2,17.2590959185,3.4370895927
redox:whib3_comp_4.5:1,6.1792398757,1.3523580320000002
redox:whib3_comp_4.5:2,4.2389827251,2.219662472
redox:whib3_comp_6.6:1,5.5428016043,0.7495205468
redox:whib3_comp_6.6:2,6.2992010448,0.6906210267
redox:whib3_ko_4.5:1,4.3488140494,2.2457779907
redox:whib3_ko_4.5:2,3.111407534,1.7299647377
redox:wt_4.5:1,4.2705144804,0.4947149079
redox:wt_4.5:2,5.089472426,0.5251537958
redox:wt_6.6:1,1.0253040322,0.10201415920000001
redox:wt_6.6:2,-1.0253040322,-0.10201415920000001
resus:day_1_run_1:1,0.008621924500000001,-0.0754113616
resus:day_1_run_1:2,-0.008621924500000001,0.0754113616
resus:day_4_run_1:1,2.7137435632,0.3331068636
resus:day_4_run_1:2,1.3413768911,0.3674109131
rho:00h_DUC:1,-0.0997295711,-0.3794205279
rho:00h_DUC:2,0.0997295711,0.3794205279
rho:00h_DUC_1:1,0.2719513463,0.5984528044
rho:00h_DUC_1:2,0.6124279036,0.6214060387
rho:01.5_DUC:1,0.6002288457,0.7852282988
rho:01.5_DUC:2,0.1376273294,0.8214371571
rho:01.5h_DUC_ATC:1,0.3628399583,0.3145326775
rho:01.5h_DUC_ATC:2,-0.06308021280000001,0.8583428041000001
rho:03_DUC:1,0.5045187907,0.3901184077
rho:03_DUC:2,0.5805122483,0.22013376040000002
rho:03h_DUC_ATC:1,-1.0019395139,0.3604377476
rho:03h_DUC_ATC:2,0.9976385397,1.0230303697
rho:06h_DUC_ATC:1,0.09544339090000001,0.9111639874
rho:06h_DUC_ATC:2,-0.0174156336,0.3691139565
rho:06h_WT_ATC:1,0.3573281867,0.5173648195
rho:06h_WT_ATC:2,0.6710942697000001,0.8234260643
rho:09_DUC:1,3.1196337995,1.8604554597
rho:09_DUC:2,2.7681267177,1.7506378274
rho:09h_DUC_ATC:1,3.0203085578,1.7086191081000002
smx:0_days_12.5:1,-0.6659893129000001,-0.0700361555
smx:0_days_12.5:2,-0.990191875,-0.1644973408
smx:0_days_12.5:3,-0.9064471438,-0.08821556300000001
smx:0_days_control:1,0.0189227052,-0.0304641315
smx:0_days_control:2,0.0564645738,0.0295268612
smx:0_days_control:3,-0.075387279,0.0009372703
smx:1_days_12.5:1,-4.2237253504,-0.39965793510000003
smx:1_days_12.5:2,-4.0133078593,-0.48580779830000004
smx:1_days_12.5:3,-4.1905037305,-0.43168483750000003
smx:1_days_control:1,-3.3137085804,-0.6041169866
smx:1_days_control:2,-3.7013676235,-0.6134413444
smx:1_days_control:3,-3.2062975091,-0.6809992986000001
sq109:0_days_3:1,-0.9318126521000001,0.0441017651
sq109:0_days_3:2,-0.8477487869,-0.16819546970000002
sq109:0_days_3:3,-0.8561206337,-0.0090980153
sq109:0_days_3:4,-0.8771831544,-0.0285608251
sq109:0_days_control:1,0.1497670884,0.096559554
sq109:0_days_control:2,-0.122056121,0.0211156653
sq109:0_days_control:3,-0.029160694900000002,-0.09607913850000001
sq109:0_days_control:4,0.0014497275,-0.0215960807
sq109:1_days_3:1,-1.0702560532,0.0870906864
sq109:1_days_3:2,-0.8292340928,0.0638600384
sq109:1_days_3:3,-1.0168437776,0.1147604322
sq109:1_days_3:4,-1.048369874,0.13001199260000001
sq109:1_days_control:1,-0.6917736827000001,-0.0652432657
sq109:1_days_control:2,0.0560809644,0.0406272748
sq109:1_days_control:3,-0.3310919473,-0.16389605200000001
sq109:1_days_control:4,-0.3767760676,-0.19078682700000002
stress:.1_butyrate:1,3.9316845964000002,0.8967705825000001
stress:.1_butyrate:2,3.2116870946000002,0.912193927
stress:.1_butyrate:3,5.2812318493,1.4853484622
stress:.4_gluc:1,-0.2606897126,-0.0206933595
stress:.4_gluc:2,0.1563914553,0.1361660071
stress:.4_gluc:3,0.1042982573,-0.1154726476
stress:1_days_low_iron:1,3.827677908,0.20666213730000002
stress:1_days_low_iron:2,2.2534284867,-0.14188338420000002
stress:1_days_low_iron:3,2.8921173841,0.32044201920000004
stress:7_days_low_iron:1,8.3083196339,0.7314891198
stress:7_days_low_iron:2,8.8266913919,0.9448891573
stress:7_days_low_iron:3,8.2381611958,0.8660600896
stress:gluc_butyrate:1,2.0446009733,0.9583284694
stress:gluc_butyrate:2,0.3274443769,0.7923491854
stress:gluc_butyrate:3,1.9037933716,0.8988007575
stress:high_iron:1,0.5497207816,0.2106482345
stress:high_iron:2,0.3915943568,0.3813769333
stress:high_iron:3,0.5757678002000001,0.6027019407
stress:tolox_ph_7:1,0.7271103855000001,0.5372983456
stress:tolox_ph_7:2,0.8409061761000001,0.5752071797
sutez:0_days_5.6:1,-0.7638587053,0.14309805350000002
sutez:0_days_5.6:2,-0.3134691074,-0.09834699999999999
sutez:0_days_5.6:3,-0.444312319,-0.0537471896
sutez:0_days_5.6:4,-0.7291493713,-0.102122896
sutez:0_days_control:1,-0.21298763440000001,-0.0273245176
sutez:0_days_control:2,0.07893506110000001,-0.0101659582
sutez:0_days_control:3,0.37060837960000004,0.02752212
sutez:0_days_control:4,-0.2365558064,0.0099683558
sutez:1_days_5.6:1,-8.4188644774,-2.6067851892
sutez:1_days_5.6:2,-9.2131011842,-2.5699204019
sutez:1_days_control:1,-2.6739133087,-1.2936343071
sutez:1_days_control:2,-2.7125649826,-1.4568089907
sutez:1_days_control:3,-3.6267920847,-1.3735771331
sutez:1_days_control:4,-2.7754855559,-1.247467753
thrB:0_days_starve:1,0.2852210338,-0.06390620600000001
thrB:0_days_starve:2,-0.2852210338,0.06390620600000001
tss:expression_library:1,-6.9138412432,-0.6776210547
tss:expression_library:2,-6.1651565248,-0.3711473353
tss:mapping_triphosphate:1,-5.2391763295,-0.38074203170000004
tss:mapping_triphosphate:2,-4.9183625012,-0.4727683245
tss:mapping_wo_triphosphate:1,-3.3337311981,-0.055590481100000005
tss:mapping_wo_triphosphate:2,-3.9532608082,0.0429388718
tss:wt_experiment_2:1,0.6777271082,0.2925529814
tss:wt_experiment_2:2,-0.5832447259,-0.07758797020000001
tss:wt_experiment_2:3,-0.0944823823,-0.2149650112
vera:0_days_176:1,0.3481064544,-0.3066937864
vera:0_days_176:2,0.9724788320000001,-0.4081817714
vera:0_days_176:3,1.1637851254,-0.2225582079
vera:0_days_176:4,1.4609323977,-0.11016597160000001
vera:0_days_control:1,0.5311302032,0.1266690325
vera:0_days_control:2,-0.06433039730000001,0.0549423538
vera:0_days_control:3,-0.2714549029,0.0907549582
vera:0_days_control:4,-0.19534490300000001,-0.2723663445
vera:1_days_176:1,0.6445138616,0.043601548000000004
vera:1_days_176:2,0.4546033995,-0.030417569000000002
vera:1_days_176:3,1.1039655932,-0.2210803215
vera:1_days_control:1,3.575517082,0.40926356280000004
vera:1_days_control:2,3.5403531243,0.6070065675
vera:1_days_control:3,3.0868275209,0.3916536939
vera:1_days_control:4,3.3283732709000002,0.6466740455000001
