,A,RsmA
mexZ_knockout:del_mexZ:1,-2.0711322772,-0.003830467
mexZ_knockout:del_mexZ:2,-0.6347146679,-0.160001374
mexZ_knockout:del_mexZ:3,0.142192125,0.261188992
mexZ_knockout:wt_LB:1,2.0910752677,0.280940071
mexZ_knockout:wt_LB:2,-1.0987772569,-0.205769943
mexZ_knockout:wt_LB:3,-0.9922980108,-0.075170127
n-alkanes_treatment:PA_alkane:1,-2.4604760663,-0.584835788
n-alkanes_treatment:PA_alkane:2,-3.9377916782,-0.572407263
n-alkanes_treatment:PA_Glycerol:1,-1.5094528567,-0.025324333
n-alkanes_treatment:PA_Glycerol:2,1.4191984586,-0.08411476500000001
n-alkanes_treatment:PA_Glycerol:3,0.09025439810000001,0.10943909900000001
natural_RNA_aptamers:PA_Water_rep_wt:1,-0.0519374046,0.23955052000000002
natural_RNA_aptamers:PA_Water_rep_wt:2,0.0519374046,-0.23955052000000002
natural_RNA_aptamers:PA_FMN_rep:1,-0.0695057437,0.237401779
natural_RNA_aptamers:PA_FMN_rep:2,-0.4955402336,0.426098291
NC_002516.2:Planktonic_total_RNA_Rep:1,-0.4934742589,0.024941101
NC_002516.2:Planktonic_total_RNA_Rep:2,0.14128660510000002,-0.030480604
NC_002516.2:Planktonic_total_RNA_Rep:3,0.3521876538,0.005539504000000001
NC_002516.2:Biofilm_total_RNA_Rep:1,-3.6647714973000003,0.18263256900000002
NC_002516.2:Biofilm_total_RNA_Rep:2,-2.905504196,0.08937259
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:1,0.1151717876,-0.45309173900000005
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:1,-0.2758240044,-1.8592791750000002
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:2,-0.19921760360000001,-1.853550805
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:1,-0.3614990127,0.162431285
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:2,-0.42191993250000004,0.169733021
p-anisaldehyde_epigallocatechin_gallate:Combination:1,-1.5105014745,0.9714701790000001
p-anisaldehyde_epigallocatechin_gallate:Combination:2,-1.6140159056,0.9711909320000001
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:2,0.15433347490000002,0.552512843
p-anisaldehyde_epigallocatechin_gallate:Combination:3,-1.1838911659,-0.144059674
p-anisaldehyde_epigallocatechin_gallate:Combination:4,-1.4842798764,-0.148576963
p-anisaldehyde_epigallocatechin_gallate:Combination:5,-1.6821168553999999,-0.5876866150000001
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:3,-0.1105909836,-0.053365618000000004
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:4,-0.1589142789,-0.046055486
p-anisaldehyde_epigallocatechin_gallate:pA_1:1,-1.1870027061,1.368876365
p-anisaldehyde_epigallocatechin_gallate:pA_1:2,-1.0085220481,1.369588893
p-anisaldehyde_epigallocatechin_gallate:pA_2:1,-1.0995799026,0.445564008
p-anisaldehyde_epigallocatechin_gallate:pA_2:2,-1.1275035734,0.44801506900000004
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:1,0.3165577476,-0.454753726
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:1,-1.281217872,0.6856374740000001
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:2,-1.2197217504,0.685688167
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:2,0.1676602009,0.549854955
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:1,-0.074997743,2.632428649
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:2,1.0111612682,2.59550101
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:3,0.8841195589,2.415498276
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:1,-0.7564132105,-0.09801573
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:2,0.2722115637,-0.015782884
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:3,0.4842016468,0.113798613
relA-spoT_double-mutant:plank_WT_1:1,0.24056273930000002,-0.15357430800000002
relA-spoT_double-mutant:plank_WT_1:2,0.7879243690000001,0.12442048
relA-spoT_double-mutant:plank_WT_1:3,-1.0284871083,0.029153828000000003
relA-spoT_double-mutant:plank_rel-spot:1,-1.0748752898,-0.479491129
relA-spoT_double-mutant:plank_rel-spot:2,-0.8822112010000001,-0.44715113100000003
sRNA_PA0805.1_overexpression:EmptyVector_1:1,1.422960885,-0.438891181
sRNA_PA0805.1_overexpression:EmptyVector_1:2,-0.2204904677,-0.169024598
sRNA_PA0805.1_overexpression:EmptyVector_1:3,0.9080745853000001,-0.13105814100000002
sRNA_PA0805.1_overexpression:EmptyVector_1:4,-0.5580704343,0.23752624800000002
sRNA_PA0805.1_overexpression:EmptyVector_1:5,-1.5524745682,0.501447671
sRNA_PA0805.1_overexpression:PA08051:1,-3.3290324806,-0.23595574400000002
sRNA_PA0805.1_overexpression:PA08051:2,-1.7968078489,0.18499431700000002
sRNA_PA0805.1_overexpression:PA08051:3,-0.7164487592000001,0.327311933
sRNA_PA0805.1_overexpression:PA08051:4,-2.1693683315,0.48313246800000004
sRNA_PA0805.1_overexpression:PA08051:5,-2.1154817166,0.591143847
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:1,-0.5223498776000001,-0.213535581
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:2,-0.9309653806,-0.23967721400000003
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:1,-0.1002561727,0.111740931
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:2,0.1002561727,-0.111740931
sRNA_ReaL_represses_RpoS:sRNA_wt:1,0.2484357381,0.5765024630000001
sRNA_ReaL_represses_RpoS:sRNA_wt:2,-0.2484357381,-0.5765024630000001
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:1,0.912095537,0.594621842
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:2,1.1621816031,0.9121736450000001
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:3,0.7765904440000001,1.074814285
yhjH_knockout:PA_delyhjH_wt:1,-0.3523107875,-0.021149274000000003
yhjH_knockout:PA_delyhjH_wt:2,0.3523107875,0.021149274000000003
yhjH_knockout:PA_delyhjH:1,0.7062937339,-0.680584568
yhjH_knockout:PA_delyhjH:2,0.7056880949000001,-0.51351218
yhjH_knockout:PA_delwspF:1,-0.1948929183,-0.39620669700000005
yhjH_knockout:PA_delwspF:2,-1.0777494811,0.007495987000000001
