,A,RsmA
p-anisaldehyde_epigallocatechin_gallate:Combination:2,-1.591552299,0.9711909280000001
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:2,0.11332012,0.552512848
p-anisaldehyde_epigallocatechin_gallate:Combination:3,-1.757801124,-0.144059673
p-anisaldehyde_epigallocatechin_gallate:Combination:4,-1.876994908,-0.148576962
p-anisaldehyde_epigallocatechin_gallate:Combination:5,-2.061550486,-0.587686613
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:3,-0.084434693,-0.053365623
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:4,-0.134664751,-0.046055482
p-anisaldehyde_epigallocatechin_gallate:pA_1:1,-1.449401849,1.368876368
p-anisaldehyde_epigallocatechin_gallate:pA_1:2,-1.286856076,1.369588897
p-anisaldehyde_epigallocatechin_gallate:pA_2:1,-1.311621009,0.44556400700000004
p-anisaldehyde_epigallocatechin_gallate:pA_2:2,-1.3607208100000001,0.44801506700000004
sRNA_PA0805.1_overexpression:EmptyVector_1:1,1.333838669,-0.43889118
sRNA_PA0805.1_overexpression:EmptyVector_1:2,-0.268462837,-0.1690246
sRNA_PA0805.1_overexpression:EmptyVector_1:3,0.855613456,-0.13105814
sRNA_PA0805.1_overexpression:EmptyVector_1:4,-0.5351536290000001,0.23752625
sRNA_PA0805.1_overexpression:EmptyVector_1:5,-1.385835659,0.50144767
sRNA_PA0805.1_overexpression:PA08051:1,-3.775926052,-0.23595575
sRNA_PA0805.1_overexpression:PA08051:2,-2.043830593,0.18499431
sRNA_PA0805.1_overexpression:PA08051:3,-0.9621451230000001,0.32731193000000003
sRNA_PA0805.1_overexpression:PA08051:4,-2.097272777,0.48313247000000004
sRNA_PA0805.1_overexpression:PA08051:5,-2.320911045,0.59114384
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:1,-0.517020795,-0.213535575
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:2,-0.7562421460000001,-0.23967721500000003
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:1,-0.15899584700000002,0.11174093500000001
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:2,0.15899584700000002,-0.11174093500000001
