,A,PhnF
mexZ_knockout:wt_LB:3,-2.8322270746,-1.233070857
n-alkanes_treatment:PA_alkane:1,0.3123902247,0.24858669100000003
n-alkanes_treatment:PA_alkane:2,-1.7356698158000001,-1.4087911850000001
n-alkanes_treatment:PA_Glycerol:1,0.6489839875,0.6062600880000001
n-alkanes_treatment:PA_Glycerol:2,-0.8302026210000001,-0.6887394490000001
n-alkanes_treatment:PA_Glycerol:3,0.1812186335,0.08247936
natural_RNA_aptamers:PA_Water_rep_wt:1,0.9462581567,-0.469185061
natural_RNA_aptamers:PA_Water_rep_wt:2,-0.9462581567,0.469185061
natural_RNA_aptamers:PA_FMN_rep:1,1.9182123938000002,-0.226508113
natural_RNA_aptamers:PA_FMN_rep:2,-0.3071908223,0.26779114400000004
NC_002516.2:Planktonic_total_RNA_Rep:1,0.5778723716,0.26022116900000003
NC_002516.2:Planktonic_total_RNA_Rep:2,-0.9139161298,-0.8315802010000001
NC_002516.2:Planktonic_total_RNA_Rep:3,0.3360437582,0.571359032
NC_002516.2:Biofilm_total_RNA_Rep:1,0.30340060620000003,-1.006142406
NC_002516.2:Biofilm_total_RNA_Rep:2,-2.5615456716000002,-3.136868271
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:1,0.8105526057,-0.11733886600000001
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:1,-1.1613410402,0.21985689500000002
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:2,-1.2036603655,0.16817529
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:1,-0.5601062905,0.35460228400000005
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:2,-0.5190847622,0.35212668700000005
p-anisaldehyde_epigallocatechin_gallate:Combination:1,-0.9497156590000001,0.041667424
p-anisaldehyde_epigallocatechin_gallate:Combination:2,-0.7123764281,-0.150309982
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:2,-0.21417634600000002,0.297414016
p-anisaldehyde_epigallocatechin_gallate:Combination:3,-1.1453496474,0.004252189
p-anisaldehyde_epigallocatechin_gallate:Combination:4,-1.4602826996,0.180545583
p-anisaldehyde_epigallocatechin_gallate:Combination:5,-1.3577695491,-0.266089069
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:3,-0.22380701360000002,-0.134405475
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:4,-0.372569246,-0.045669674
p-anisaldehyde_epigallocatechin_gallate:pA_1:1,-3.0589108746,-0.426682771
p-anisaldehyde_epigallocatechin_gallate:pA_1:2,-2.762617902,-0.133342114
p-anisaldehyde_epigallocatechin_gallate:pA_2:1,-3.5070113336,0.113638973
p-anisaldehyde_epigallocatechin_gallate:pA_2:2,-3.463083162,0.37901835700000003
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:1,0.4788236091,0.545258754
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:1,-2.9105116829,-0.15283780200000002
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:2,-3.0595216954,0.12127431400000001
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:2,-0.146936683,0.554124398
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:1,1.7801018882,0.10988259800000001
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:2,3.4494149972,2.028884592
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:3,3.5997243794,1.092132134
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:1,-1.4782045213,-1.3692319990000001
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:2,-0.0142031636,0.405349304
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:3,1.4924076849,0.963882695
relA-spoT_double-mutant:plank_WT_1:1,0.33463646890000004,0.255092944
relA-spoT_double-mutant:plank_WT_1:2,-0.5332046268,-0.34805006600000005
relA-spoT_double-mutant:plank_WT_1:3,0.19856815790000001,0.092957122
relA-spoT_double-mutant:plank_rel-spot:1,0.7296529925,-0.009098699
relA-spoT_double-mutant:plank_rel-spot:2,0.16704661310000002,0.8951093550000001
sRNA_PA0805.1_overexpression:EmptyVector_1:1,0.6794798663,-0.325412625
sRNA_PA0805.1_overexpression:EmptyVector_1:2,-0.028699956500000002,-0.45654566700000004
sRNA_PA0805.1_overexpression:EmptyVector_1:3,0.1210575425,0.09163248
sRNA_PA0805.1_overexpression:EmptyVector_1:4,-0.4626294584,0.19887447800000002
sRNA_PA0805.1_overexpression:EmptyVector_1:5,-0.3092079938,0.491451334
sRNA_PA0805.1_overexpression:PA08051:1,0.47318655470000004,-0.34356919
sRNA_PA0805.1_overexpression:PA08051:2,0.5336485661,0.33929169600000003
sRNA_PA0805.1_overexpression:PA08051:3,0.9070049924,0.675996728
sRNA_PA0805.1_overexpression:PA08051:4,0.6936376205,-0.198273731
sRNA_PA0805.1_overexpression:PA08051:5,-0.17029053730000002,0.48904628200000005
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:1,-1.1847709227,-0.080248107
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:2,0.8896082167,-0.058200488
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:1,-0.10520223640000001,-0.121041096
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:2,0.10520223640000001,0.121041096
sRNA_ReaL_represses_RpoS:sRNA_wt:1,0.23965475160000002,-0.07345163
sRNA_ReaL_represses_RpoS:sRNA_wt:2,-0.23965475160000002,0.07345163
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:1,0.1723007647,0.522191265
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:2,-1.4356202236,0.144408019
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:3,-2.22766312,-0.219327705
yhjH_knockout:PA_delyhjH_wt:1,-0.3145605712,-0.25624444900000004
yhjH_knockout:PA_delyhjH_wt:2,0.3145605712,0.25624444900000004
yhjH_knockout:PA_delyhjH:1,-0.3057582176,0.150290376
yhjH_knockout:PA_delyhjH:2,-0.6794042356000001,-0.10358299400000001
yhjH_knockout:PA_delwspF:1,1.4156384638000001,0.9494260870000001
yhjH_knockout:PA_delwspF:2,-0.4665119191,-0.515975976
