,A,rtcR
novobiocin:0_Novobiocin_60min:3.0,0.709748809,-0.5487538078
novobiocin:500_Novobiocin_10min:1.0,11.8131145788,0.43275327700000005
novobiocin:0_Novobiocin_20min:2.0,1.2840775607000001,-0.145957214
novobiocin:500_Novobiocin_60min:3.0,11.9806830458,0.43222657750000004
novobiocin:0_Novobiocin_0min:2.0,0.0154268654,-0.1124048703
novobiocin:100_Novobiocin_60min:3.0,9.0604856555,-0.7515168628000001
novobiocin:500_Novobiocin_20min:2.0,13.4213652969,0.2982721888
novobiocin:500_Novobiocin_10min:2.0,10.6195821495,-0.4601959358
novobiocin:0_Novobiocin_0min:3.0,0.26191364,0.1539907867
novobiocin:500_Novobiocin_20min:3.0,12.8176208717,0.46645091920000004
novobiocin:0_Novobiocin_10min:3.0,0.3067816652,-0.43710082370000003
novobiocin:0_Novobiocin_20min:3.0,0.3923653794,-0.3263314628
starvation:Glucose_6h:1.0,-0.7320608033,-0.0464136319
starvation:Low_3d:1.0,5.6444193471,-1.106654336
starvation:Low_3d:2.0,4.5535709024,-1.1456063468
starvation:Glucose_24h:1.0,5.5398551525,-1.1619784363
starvation:High_4d:1.0,4.7816124547,-0.5769416390000001
starvation:High_4h:1.0,2.32592644,-1.6885003345
starvation:High_4d:2.0,5.9621839111,-0.7593839657
starvation:High_4h:2.0,0.5091513113,-1.8266937085000001
starvation:Low_24h:1.0,1.5219979161000001,0.6293768128
starvation:Glucose_6h:2.0,0.7320608033,0.0464136319
starvation:Low_24h:2.0,1.828085243,0.3689975777
starvation:Glucose_24h:2.0,5.3632781751,-1.3689034296
18_mutants:phoB/R_InSPI2:1.0,-1.7438898189,-0.8680195759
18_mutants:hfq_ESP:1.0,-1.6428743183,-1.4918168443
18_mutants:ompR/envZ_InSPI2:1.0,-1.9339397989,-2.5120587541
18_mutants:dam_MEP:1.0,1.461657082,-0.3405876074
18_mutants:WT_IEP:1.0,-0.9038196319,-2.0676676957
18_mutants:ssrA/B_InSPI2:1.0,-2.3725974891,-1.8205995201
18_mutants:WT_InSPI2:1.0,-1.7335544191,-2.7726818363
18_mutants:hilC_IEP:1.0,-1.1373020999999999,-1.9738827915
18_mutants:fliZ_ESP:1.0,0.1829044974,-1.2167609507
18_mutants:hilD_InSPI2:1.0,0.166340757,-1.5542310777
18_mutants:phoP/Q_InSPI2:1.0,-1.2493072675,-2.468330323
18_mutants:ssrB_InSPI2:1.0,-0.9837613951,-1.268570063
18_mutants:fur_ESP:1.0,-0.5104500356,-1.4645375938
18_mutants:WT_MEP:1.0,-1.273038085e-21,0.0
18_mutants:hilD_IEP:1.0,-0.5393711348,-2.0688801334
18_mutants:hilE_IEP:1.0,-0.8677687583,-1.3436597492
18_mutants:slyA_InSPI2:1.0,-0.9526019382,-0.7038710882
18_mutants:ssrA_InSPI2:1.0,-1.565058754,-1.4923225554
18_mutants:WT_lnSPI2:1.0,-2.6661259175,-0.9777401917
18_mutants:hilA_IEP:1.0,-1.5771731143,-2.2251871961
Infection_conditions:pH3_shock:1.0,3.1675802073,1.3554193009
Infection_conditions:Peroxide_shock_InSPI2:1.0,1.7166744559,-0.4717956453
Infection_conditions:MEP:1.0,1.2203014394,0.5596796209
Infection_conditions:Oxygen_shock:1.0,-0.8934657646,0.0250400263
Infection_conditions:MEP:2.0,1.0825060257,0.41006008580000003
Infection_conditions:Anaerobic_shock:1.0,0.8458388541,-0.2957574911
Infection_conditions:Bile_shock:1.0,0.8734705502000001,-1.2188307167
Infection_conditions:LowFe2+_shock:1.0,0.6031526384,0.643115733
Infection_conditions:MEP:3.0,1.9472743943,0.5461106862
Infection_conditions:pH5.8_shock:1.0,-0.1545920924,-0.2306192276
Infection_conditions:ESP:1.0,0.9633348725,-0.7397096627
Infection_conditions:inSPI2_dRNA_seq:1.0,-2.1209020162,0.194386104
Infection_conditions:LEP:1.0,-0.1198602321,-0.5988158811000001
Infection_conditions:Temp20:1.0,0.5285730835,0.2003035752
Infection_conditions:25C:1.0,1.1833242204,0.3341143003
Infection_conditions:Nitric_oxide_shock_InSPI2:1.0,1.5656558704,0.1860917528
Infection_conditions:ESP:2.0,1.5419870516,-0.950441269
Infection_conditions:EEP:1.0,1.1901462870000001,-0.2375987208
Infection_conditions:ESP:3.0,1.0441224984,-0.8426606543
Infection_conditions:Anaerobic_growth:1.0,-0.32652181280000003,0.0929454073
Infection_conditions:NaCl_shock:1.0,3.0167651192,-0.0350070144
Infection_conditions:Pool_RNA_seq:1.0,2.2878619829999998e-21,0.0
Infection_conditions:Cold_shock_15C:1.0,1.1430712529,0.5341368187000001
Infection_conditions:Pool_dRNA_seq:1.0,-0.6276372474,0.6036374131000001
Infection_conditions:InSPI2_LowMg2+:1.0,-1.5242871401,-0.4341325918
Infection_conditions:Temp10:1.0,1.0839862066000001,0.4941948948
Infection_conditions:NonSPI2:1.0,1.241032953,-0.2738524217
Macrophage:Intra_macrophage_dRNA:1.0,0.4243208123,1.8339342043
Macrophage:Intra_macrophage_RNA:1.0,0.0007633996,0.2810061212
Macrophage:Intra_macrophage_RNA:2.0,-0.0007633996,-0.2810061212
Macrophage:Intra_macrophage_dRNA:2.0,-0.12304131880000001,1.5806581806
comparative_st474:st474_InSPI2:1.0,-2.2593642439,-2.2276819919
comparative_st474:st474_LEP:1.0,-1.3326623184,-1.1687887924
comparative_st474:st474_InSPI2:2.0,-1.8549934743,-1.9812965441000001
comparative_st474:st474_EEP:1.0,-0.0264413211,-0.7861291677000001
comparative_st474:st474_ESP:1.0,-1.2032898149,-2.3729947449
comparative_st474:st474_NaCl_shock:1.0,1.7976335534,-0.6304378728000001
comparative_st474:st474_NO_shock_InSPI2:1.0,0.34027010490000004,-0.4770238646
comparative_st474:st474_Peroxide_shock_InSPI2:1.0,0.5359926314,-1.1737301965
comparative_st474:st474_Oxygen_shock:1.0,-2.0940350237,-0.5451890335
comparative_st474:st474_MEP:1.0,-2.682249503e-28,0.0
comparative_st474:st474_ESP:2.0,-0.7756671966,-2.4418332972
comparative_st474:st474_ESP:3.0,-0.5940060956000001,-2.5417192719
comparative_st474:st474_NonSPI2:1.0,-1.1503521829,-2.2548171595
comparative_st474:st474_Bile_shock:1.0,-0.3302206459,-1.7719568588999999
comparative_st474:st474_NonSPI2:2.0,-1.4319956863,-2.0902357658
comparative_st474:st474_Anaerobic_growth:1.0,-3.3641957571,-2.4676531431
comparative_st474:st474_Macrophage:1.0,-2.348425399,-1.3026524355
comparative_st474:st474_Anaerobic_shock:1.0,-0.37080057990000004,-0.8812139823
comparative_st474:st474_InSPI2:3.0,-1.6257662885,-2.3753750489
comparative_st474:st474_InSPI2:4.0,-1.7239136231,-2.8300550336
comparative_st474:st474_Anaerobic_growth:2.0,-3.5002458632,-2.0594450944
comparative_st474:st474_Anaerobic_growth:3.0,-3.3608979332,-2.2594752386
comparative_st474:st474_ESP:4.0,-0.1674993707,-3.3799215512
comparative_st474:st474_Macrophage:2.0,-2.3520089637,-1.8646704923000001
comparative_st474:st474_25C:1.0,-0.0193144612,-0.2186681254
comparative_st474:st474_Low_Fe2+_shock:1.0,-0.6180456521000001,0.0759917039
comparative_st474:st474_NonSPI2:3.0,-1.1700491413,-1.809332494
comparative_D23580:D23580_NonSPI2:1.0,-2.8300439879,-0.0003752912
comparative_D23580:D23580_InSPI2:1.0,0.5788830464,0.2851588658
comparative_D23580:D23580_Anaerobic_growth:1.0,-4.3292171042,0.4517582241
comparative_D23580:D23580_pBT1 deletion:1.0,-1.6733955667,-0.21846563200000002
comparative_D23580:D23580_InSPI2:2.0,-1.048352844,0.2685318718
comparative_D23580:D23580_25C:1.0,-1.0998964451,-0.7562061886
comparative_D23580:D23580_pBT1 deletion:2.0,-0.4311766086,-0.5529950318
comparative_D23580:D23580_Oxygen_shock:1.0,-0.9802183672,-1.4689397779
comparative_D23580:D23580_Macrophage_dRNA_2:1.0,-3.7162946789999998,0.7100271882
comparative_D23580:D23580_LEP:1.0,-2.3186836759,-0.6673680711000001
comparative_D23580:D23580_ESP:1.0,-1.5142220814,-0.3364751849
comparative_D23580:D23580_Macrophage:1.0,-2.7275722115,-0.6362749326
comparative_D23580:D23580_ESP:2.0,-1.4491366025999999,-0.6591968781
comparative_D23580:D23580_Low_Fe2+_shock:1.0,-1.5670966489,0.41877413360000004
comparative_D23580:D23580_Bile_shock:1.0,-0.2014218321,-0.0164373652
comparative_D23580:D23580_NaCl_shock:1.0,1.9646390133,-0.213533364
comparative_D23580:D23580_MEP:1.0,0.0,0.0
comparative_D23580:D23580_Macrophage_dRNA_1:1.0,0.1877845017,0.2712736303
comparative_D23580:D23580_InSPI2:3.0,-1.9100573021,0.8068095550000001
comparative_D23580:D23580_EEP:1.0,-2.2892178383,-0.0293798992
comparative_D23580:D23580_NO_shock_InSPI2:1.0,0.11353105840000001,0.3891033557
comparative_D23580:D23580_Anaerobic_shock:1.0,0.1611828684,0.2658158395
comparative_D23580:D23580_InSPI2:4.0,-0.4081039556,0.2280188025
comparative_D23580:D23580_NonSPI2:2.0,-2.3704129753,0.07430167850000001
comparative_D23580:D23580_NonSPI2:3.0,-2.4581149746,0.5298690135
comparative_D23580:D23580_ESP:3.0,-1.2475001826,-0.5223784536
comparative_D23580:D23580_Macrophage:2.0,1.4935768258,-0.444924399
comparative_D23580:D23580_NonSPI2:4.0,-1.05712405,-0.3313012862
comparative_D23580:D23580_ESP:4.0,-1.1558970095,-0.2913401613
comparative_D23580:D23580_Peroxide_shock_InSPI2:1.0,4.0751138059,1.3913971412000001
comparative_D23580:D23580_Anaerobic_growth:2.0,-4.34165332,0.5478323667
comparative_D23580:D23580_Anaerobic_growth:3.0,-4.3385065448,0.39227799420000004
pgtE:ESP_tex:1.0,0.0986254778,1.0565008368
pgtE:Pooled_tex:1.0,-0.9025773703000001,1.8988133559
pgtE:ESP:1.0,-0.0386775867,-0.5184801633
pgtE:InSPI2:1.0,1.994232674,0.42592126960000004
pgtE:Pooled:1.0,0.0,0.0
pgtE:InSPI2_tex:1.0,-0.5288658756,2.825223496
aroA:SF101:1.0,-0.2360452435,-0.0156365896
aroA:SF101:2.0,0.3522863378,0.4247313527
aroA:SF100:1.0,0.5338034131,0.7467488757
aroA:SF100:2.0,-0.36653645830000003,0.6548073648
aroA:WT_vivo:1.0,0.5581267118000001,-0.0786961748
aroA:WT_vivo:2.0,-0.5581267118000001,0.0786961748
flagella_mutants:SF102:1.0,0.159517752,0.051798852900000004
flagella_mutants:SF102:2.0,-0.159517752,-0.051798852900000004
flagella_mutants:del_fliHIJ:1.0,-1.1490549707,0.0301398186
flagella_mutants:del_fliHIJ:2.0,-0.9296204177,0.0355687139
flagella_mutants:del_fliF:1.0,-0.6564496187000001,0.1603955215
flagella_mutants:del_fliF:2.0,0.0483151026,0.4120178681
myricanol:Control:1.0,0.1245149044,0.06537036140000001
myricanol:Control:2.0,-0.2694485767,-0.0012682277
myricanol:Control:3.0,0.1449336723,-0.0641021336
myricanol:Myricanol:1.0,-0.9157988547,0.4413749356
myricanol:Myricanol:2.0,-0.4351064411,-0.0356419176
myricanol:Myricanol:3.0,-0.0874317576,0.23841722780000002
