,A,phoP
mrsI:ko_sds_atc:2,-6.4242099933,0.2212169813
mrsI:ko_sds_no_atc:1,-1.1391082336,-0.0214372492
mrsI:ko_sds_no_atc:2,-1.6547346603,0.0185425444
mrsI:wt_iron_atc:1,0.3470081088,0.0128480298
mrsI:wt_iron_atc:2,0.6247358041000001,-0.025305469900000002
mrsI:wt_iron_no_atc:1,8.3694004469,-0.18351688870000002
mrsI:wt_iron_no_atc:2,6.5928524835,-0.2214288184
mrsI:wt_ox_atc:1,8.583200886,-0.1861549966
mrsI:wt_ox_atc:2,6.4997709025,-0.264813102
mrsI:wt_ox_noatc:1,-5.2281307456,0.4688190206
mrsI:wt_ox_noatc:2,-4.8793295553,0.3518039731
mrsI:wt_sds_atc:1,-4.2482946258,0.257327203
mrsI:wt_sds_atc:2,-5.100497924,0.41147887710000003
mrsI:wt_sds_no_atc:1,-0.3767025043,0.040212476000000004
mrsI:wt_sds_no_atc:2,0.3767025043,-0.040212476000000004
nitrate:control:1,-0.1566879427,-0.0208798519
nitrate:control:2,0.1566879427,0.0208798519
p218:0_days_.1:1,0.7826422702,0.10229477890000001
p218:0_days_.1:2,0.4464934983,-0.06430147580000001
p218:0_days_.1:3,0.7545898237,0.2035147773
p218:0_days_.1:4,0.8566914975000001,0.1579746287
p218:0_days_control:1,-0.0159456366,-0.0066010481000000005
p218:0_days_control:2,0.0012200704,-0.09528857
p218:0_days_control:3,0.0740328193,0.0946518611
p218:0_days_control:4,-0.059307253000000004,0.007237757
p218:1_days_.1:1,-2.9917990748000003,0.10626514100000001
p218:1_days_.1:2,-2.9439823638,0.1305632358
p218:1_days_.1:3,-3.0194239301,0.1789618007
p218:1_days_.1:4,-2.780580924,0.1515087172
p218:1_days_control:1,1.1879872327,0.3102787214
p218:1_days_control:2,0.8121104227,0.32778539
p218:1_days_control:3,0.5114109196000001,0.314010977
p218:1_days_control:4,1.3272934244,0.2560307061
patH-Cap:post_path_ctrl:1,-0.1352510564,1.0134991913
patH-Cap:post_path_ctrl:2,0.027903925200000002,1.2815073978
patH-Cap:post_path_inh:1,1.4669631277000001,0.8938018271
patH-Cap:post_path_inh:2,2.1812133631,0.9229947709
patH-Cap:pre_path_ctrl:1,-0.106413108,0.0505397593
patH-Cap:pre_path_ctrl:2,0.106413108,-0.0505397593
patH-Cap:pre_path_inh:1,1.2868211014,-0.0174537116
patH-Cap:pre_path_inh:2,1.2217522525,-0.0747439314
ppxx:double_mutant:1,-0.018287338400000002,0.13248136870000002
ppxx:double_mutant:2,0.018287338400000002,-0.13248136870000002
reactivation:day_1_reactivation:1,6.9612376082,-1.3759754651
reactivation:day_1_reactivation:2,7.0336438531,-1.3775373406
reactivation:day_1_reactivation:3,7.0761579222,-1.3036477298
reactivation:day_2_reactivation:1,9.0402276054,-1.3634798485
reactivation:day_2_reactivation:2,9.0424811949,-1.2867807638
reactivation:day_2_reactivation:3,8.7984612483,-1.3587200915
reactivation:day_3_reactivation:1,10.453383223,-1.1983134353
reactivation:day_3_reactivation:2,10.7088855737,-1.3181627179
reactivation:day_3_reactivation:3,10.5509125422,-1.2410653454
reactivation:day_4_reactivation:1,11.9257972,-1.2741845107
reactivation:day_4_reactivation:2,12.2738951247,-1.2942078622
reactivation:day_4_reactivation:3,12.2970317044,-1.3462078469
reactivation:days_0_persistence:1,-0.0780173024,0.0271625352
reactivation:days_0_persistence:2,0.0891502541,-0.0014324744000000001
reactivation:days_0_persistence:3,-0.011132951700000001,-0.0257300608
redox:intra_basal:1,-1.3462179038,0.38117527640000004
redox:intra_basal:2,-2.0792608087,0.23992044070000001
redox:whib3_comp_4.5:1,-2.9472894596,-0.9835517682
redox:whib3_comp_4.5:2,-0.4220061319,-1.4735351215
redox:whib3_comp_6.6:1,-0.6702245149,-0.1289837361
redox:whib3_comp_6.6:2,-4.6364479591,0.0642001989
redox:whib3_ko_4.5:1,-16.2971708251,-0.2881591705
redox:whib3_ko_4.5:2,-16.8379501363,-0.1885548824
redox:wt_4.5:1,6.0465914162,-0.17276960500000002
redox:wt_4.5:2,6.8927169448,-0.1802463433
redox:wt_6.6:1,-0.6254817574,0.0206411609
redox:wt_6.6:2,0.6254817574,-0.0206411609
resus:day_1_run_1:1,-0.14240398540000002,0.08876754220000001
resus:day_1_run_1:2,0.14240398540000002,-0.08876754220000001
resus:day_4_run_1:1,-1.6001496495,0.40281982400000005
resus:day_4_run_1:2,-2.0109871425,0.5315223154000001
rho:00h_DUC:1,0.4835205963,-0.0479676462
rho:00h_DUC:2,-0.4835205963,0.0479676462
rho:00h_DUC_1:1,0.0443264549,0.6642600972
rho:00h_DUC_1:2,-0.1232801354,0.7487100999
rho:01.5_DUC:1,-0.9542371829,0.5377380056000001
rho:01.5_DUC:2,-1.0960505511,0.6356618541
rho:01.5h_DUC_ATC:1,0.43223159800000005,-0.18810782950000002
rho:01.5h_DUC_ATC:2,-0.41918410100000003,-0.1082795387
rho:03_DUC:1,-0.21699583220000002,0.8460740058
rho:03_DUC:2,-1.5647125892,0.6533176295
rho:03h_DUC_ATC:1,-0.7177205675,-0.001631162
rho:03h_DUC_ATC:2,0.8550675309,0.3673696428
rho:06h_DUC_ATC:1,-0.5061365333,-0.0865215034
rho:06h_DUC_ATC:2,-1.1121846866,0.33458776100000004
rho:06h_WT_ATC:1,0.42272873310000003,0.4384755782
rho:06h_WT_ATC:2,-0.6215357113000001,0.40990818560000003
rho:09_DUC:1,-10.2451283584,-0.6635720892
rho:09_DUC:2,-9.7219459606,-0.4250890067
rho:09h_DUC_ATC:1,-7.2272535409,-0.9577753159
smx:0_days_12.5:1,-0.30933725570000004,0.052557704600000005
smx:0_days_12.5:2,0.0461990741,0.0160450863
smx:0_days_12.5:3,-0.28408914620000003,-0.095693708
smx:0_days_control:1,-0.045400917900000004,-0.0302420921
smx:0_days_control:2,0.0813581865,0.029882057700000002
smx:0_days_control:3,-0.0359572686,0.0003600344
smx:1_days_12.5:1,-4.1078605004,0.1733201523
smx:1_days_12.5:2,-3.807218117,0.1163787565
smx:1_days_12.5:3,-4.0139734572,0.0904622536
smx:1_days_control:1,-4.0908538529,-0.0349432131
smx:1_days_control:2,-3.9870326305,0.0485767525
smx:1_days_control:3,-3.8903613921,0.2182218349
sq109:0_days_3:1,3.3949549825,-0.1748062233
sq109:0_days_3:2,-3.3412839538,0.14227258880000002
sq109:0_days_3:3,-3.2320129059,0.1931546355
sq109:0_days_3:4,2.7787039569000003,-0.0943239991
sq109:0_days_control:1,3.6692829907,-0.131139204
sq109:0_days_control:2,-3.6408262359,0.1090851748
sq109:0_days_control:3,-3.4206307353,0.20653336860000002
sq109:0_days_control:4,3.3921739805,-0.18447933930000002
sq109:1_days_3:1,3.5886377586,-0.1374006835
sq109:1_days_3:2,-3.4081529456,0.0484115979
sq109:1_days_3:3,-3.3647740305,0.1534164575
sq109:1_days_3:4,3.4690104743,-0.1459586397
sq109:1_days_control:1,3.3696903579,-0.1905696785
sq109:1_days_control:2,-3.909451473,0.12807802170000002
sq109:1_days_control:3,3.4570516558,-0.21228988640000002
sq109:1_days_control:4,-4.0623263993,0.2097032372
stress:.1_butyrate:1,-5.4555782329,0.4662120692
stress:.1_butyrate:2,-4.3725469948,0.28717351280000003
stress:.1_butyrate:3,-6.372243783,0.3107131114
stress:.4_gluc:1,-0.1803808928,-0.13343796330000002
stress:.4_gluc:2,0.6714058659000001,0.014859826000000001
stress:.4_gluc:3,-0.49102497310000004,0.11857813730000001
stress:1_days_low_iron:1,-6.9646916697000005,-0.028178231800000002
stress:1_days_low_iron:2,-8.0450464834,0.3150954452
stress:1_days_low_iron:3,-7.0662824626,-0.044962154000000004
stress:7_days_low_iron:1,-16.7971313043,0.42543610400000004
stress:7_days_low_iron:2,-16.4987754003,0.2745238023
stress:7_days_low_iron:3,-16.7881679013,0.3522395148
stress:gluc_butyrate:1,-4.6133980787,-0.1957369759
stress:gluc_butyrate:2,-3.4211817038,-0.0554225982
stress:gluc_butyrate:3,-4.4228142733,-0.29934738580000003
stress:high_iron:1,-13.092858981,0.2980114247
stress:high_iron:2,-12.4218040683,0.0275785659
stress:high_iron:3,-13.087736333,0.1204212394
stress:tolox_ph_7:1,-13.9291970897,0.2431905774
stress:tolox_ph_7:2,-13.8341401303,0.2570328959
sutez:0_days_5.6:1,0.4633489222,-0.0468120839
sutez:0_days_5.6:2,0.4087980768,-0.031116332700000002
sutez:0_days_5.6:3,0.5212439011000001,-0.1101790309
sutez:0_days_5.6:4,0.8972681277000001,-0.0148885239
sutez:0_days_control:1,0.08219183120000001,0.0143472079
sutez:0_days_control:2,-0.2493083379,0.0406131505
sutez:0_days_control:3,0.0104540115,-0.0831224368
sutez:0_days_control:4,0.1566624953,0.028162078400000002
sutez:1_days_5.6:1,0.7084395086,0.135488244
sutez:1_days_5.6:2,1.0422247455,0.0060848834
sutez:1_days_control:1,-4.1313360975,-0.050236900200000004
sutez:1_days_control:2,-3.9285216267000003,-0.0424928394
sutez:1_days_control:3,-3.8174859022,0.053799229000000004
sutez:1_days_control:4,-3.6842211225,0.0709622516
thrB:0_days_starve:1,-0.33598216280000004,0.1341236245
thrB:0_days_starve:2,0.33598216280000004,-0.1341236245
tss:expression_library:1,-1.6624490463,0.2833393808
tss:expression_library:2,-1.0698669275000001,0.0251342706
tss:mapping_triphosphate:1,-1.9235245937,0.10642083690000001
tss:mapping_triphosphate:2,-0.9549647967,0.1269283906
tss:mapping_wo_triphosphate:1,-1.0282892414,0.21162806280000002
tss:mapping_wo_triphosphate:2,-1.9838159216000002,-0.0399600618
tss:wt_experiment_2:1,0.2328258776,0.11427054910000001
tss:wt_experiment_2:2,-0.0418357648,0.023018220500000002
tss:wt_experiment_2:3,-0.1909901128,-0.1372887697
vera:0_days_176:1,0.7105086922,-0.28436059210000003
vera:0_days_176:2,0.1302727265,-0.0731901667
vera:0_days_176:3,0.2136206461,-0.2399293431
vera:0_days_176:4,0.07599608690000001,-0.1494898254
vera:0_days_control:1,0.3158201425,-0.0460335605
vera:0_days_control:2,-0.167975018,-0.007667054800000001
vera:0_days_control:3,-0.11151944180000001,0.0888944252
vera:0_days_control:4,-0.0363256827,-0.035193809900000005
vera:1_days_176:1,-5.9599916673,-0.3615787569
vera:1_days_176:2,-5.9756086577000005,-0.35084475860000003
vera:1_days_176:3,-7.0821209266,-0.5098305606
vera:1_days_control:1,-7.9595155605,-0.6168456290000001
vera:1_days_control:2,-8.0784141943,-0.6601836665
vera:1_days_control:3,-7.8674600556000005,-0.3684864295
vera:1_days_control:4,-7.8323774522,-0.37355025810000003
