,sample,study,project,condition,rep_id,contact,creator,run_date,Strain Description,Strain,Base Media,Carbon Source (g/L),Nitrogen Source (g/L),Electron Acceptor,Trace Element Mixture,Temperature (C),pH,Antibiotic for selection,Culture Type,Growth Rate (1/hr),Evolved Sample,Isolate Type,Sequencing Machine,Additional Details,R1,R2,BAM,alignment,doi,GEO,Published,SRX,Run,Notes,LibraryLayout,Platform,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,full_name,passed_similar_replicates,passed_number_replicates,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,Model,SRAStudy,BioProject,ProjectID,SRS_Sample,BioSample_1,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,Biosample_2,GEO Series,GEO Sample,PMID,biosample_strain,biosample_genotype,swift,Claimed by,precise2_id,precise1_id,reference_condition,strain_description,base_media,carbon_source,nitrogen_source,aerobicity,supplement,temperature,approx_OD,growth_phase,dilution_rate,culture_type,time,additional_notes,original_order,drop,passed_number_conditions,n_replicates
ERX2874146,ddp__pNT3_yqjD__1,,ddp,pNT3_yqjD,1,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,ERR2868186,,PAIRED,ILLUMINA,True,,True,True,ddp:pNT3_yqjD,True,True,2019-01-24 11:11:22,511145.0,Escherichia coli str. K-12 substr. MG1655,562.0,1236.0,511145.0,Escherichia coli,Illumina MiSeq,ERP111806,PRJEB29500,514852.0,ERS2876702,SAMEA5065540,ERA1646432,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,,Devon M Fitzgerald,150.0,50.0,7132752.0,10727818.0,,,30633903,K-12,pNT3_yqjD,,Anand,,,pNT3_empty,MG1655 pNT3_yqjD,M9,glycerol(.1%),NH4Cl,aerobic,,37.0,,,,batch,,,51.0,,1.0,2
ERX2874147,ddp__pNT3_yqjD__2,,ddp,pNT3_yqjD,2,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,ERR2868187,,PAIRED,ILLUMINA,True,,True,True,ddp:pNT3_yqjD,True,True,2019-01-24 11:11:22,511145.0,Escherichia coli str. K-12 substr. MG1655,562.0,1236.0,511145.0,Escherichia coli,Illumina MiSeq,ERP111806,PRJEB29500,514852.0,ERS2876703,SAMEA5065541,ERA1646432,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,,Devon M Fitzgerald,150.0,50.0,7132753.0,10806853.0,,,30633903,K-12,pNT3_yqjD,,Anand,,,pNT3_empty,MG1655 pNT3_yqjD,M9,glycerol(.1%),NH4Cl,aerobic,,37.0,,,,batch,,,52.0,,1.0,2
SRX1300292,ecomics__del_gabT__1,,ecomics,del_gabT,1,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,SRR2547509,,SINGLE,ILLUMINA,True,,True,True,ecomics:del_gabT,True,True,2016-09-03 11:21:00,679895.0,Escherichia coli BW25113,562.0,1236.0,679895.0,Escherichia coli,Illumina HiSeq 2500,SRP064399,PRJNA297600,297600.0,SRS1097123,SAMN04126714,SRA302440,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0.0,0.0,1857165.0,4126714.0,GSE73672,GSM1900512,27713404,,,,Anand,,,del_gabT,MG1655 del_gabT,M9,glucose(0.4%),NH4Cl,aerobic,,37.0,,late exponential,,batch,,,114.0,,1.0,2
SRX1300293,ecomics__del_gabT__2,,ecomics,del_gabT,2,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,SRR2547510,,SINGLE,ILLUMINA,True,,True,True,ecomics:del_gabT,True,True,2016-09-03 11:21:00,679895.0,Escherichia coli BW25113,562.0,1236.0,679895.0,Escherichia coli,Illumina HiSeq 2500,SRP064399,PRJNA297600,297600.0,SRS1097124,SAMN04126779,SRA302440,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0.0,0.0,1857166.0,4126779.0,GSE73672,GSM1900513,27713404,,,,Anand,,,del_gabT,MG1655 del_gabT,M9,glucose(0.4%),NH4Cl,aerobic,,37.0,,late exponential,,batch,,,115.0,,1.0,2
SRX1300299,ecomics__del_putP__1,,ecomics,del_putP,1,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,SRR2547516,,SINGLE,ILLUMINA,True,,True,True,ecomics:del_putP,True,True,2016-09-03 11:21:00,679895.0,Escherichia coli BW25113,562.0,1236.0,679895.0,Escherichia coli,Illumina HiSeq 2500,SRP064399,PRJNA297600,297600.0,SRS1097117,SAMN04126710,SRA302440,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0.0,0.0,1857172.0,4126710.0,GSE73672,GSM1900519,27713404,,,,Anand,,,del_gabT,MG1655 del_putP,M9,glucose(0.4%),NH4Cl,aerobic,,37.0,,late exponential,,batch,,,117.0,,1.0,2
SRX1300300,ecomics__del_putP__2,,ecomics,del_putP,2,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,SRR2547517,,SINGLE,ILLUMINA,True,,True,True,ecomics:del_putP,True,True,2016-09-03 11:21:00,679895.0,Escherichia coli BW25113,562.0,1236.0,679895.0,Escherichia coli,Illumina HiSeq 2500,SRP064399,PRJNA297600,297600.0,SRS1097115,SAMN04126713,SRA302440,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0.0,0.0,1857173.0,4126713.0,GSE73672,GSM1900520,27713404,,,,Anand,,,del_gabT,MG1655 del_putP,M9,glucose(0.4%),NH4Cl,aerobic,,37.0,,late exponential,,batch,,,118.0,,1.0,2
SRX1300304,ecomics__del_entF__1,,ecomics,del_entF,1,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,SRR2547521,,SINGLE,ILLUMINA,True,,True,True,ecomics:del_entF,True,True,2016-09-03 11:21:00,679895.0,Escherichia coli BW25113,562.0,1236.0,679895.0,Escherichia coli,Illumina HiSeq 2500,SRP064399,PRJNA297600,297600.0,SRS1097112,SAMN04126717,SRA302440,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0.0,0.0,1857177.0,4126717.0,GSE73672,GSM1900524,27713404,,,,Anand,,,del_gabT,MG1655 del_entF,M9,glucose(0.4%),NH4Cl,aerobic,,37.0,,late exponential,,batch,,,120.0,,1.0,3
SRX1300305,ecomics__del_entF__2,,ecomics,del_entF,2,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,SRR2547522,,SINGLE,ILLUMINA,True,,True,True,ecomics:del_entF,True,True,2016-09-03 11:21:00,679895.0,Escherichia coli BW25113,562.0,1236.0,679895.0,Escherichia coli,Illumina HiSeq 2500,SRP064399,PRJNA297600,297600.0,SRS1097111,SAMN04126719,SRA302440,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0.0,0.0,1857178.0,4126719.0,GSE73672,GSM1900525,27713404,,,,Anand,,,del_gabT,MG1655 del_entF,M9,glucose(0.4%),NH4Cl,aerobic,,37.0,,late exponential,,batch,,,121.0,,1.0,3
SRX1300306,ecomics__del_entF__3,,ecomics,del_entF,3,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,SRR2547523,,SINGLE,ILLUMINA,True,,True,True,ecomics:del_entF,True,True,2016-09-03 11:21:00,679895.0,Escherichia coli BW25113,562.0,1236.0,679895.0,Escherichia coli,Illumina HiSeq 2500,SRP064399,PRJNA297600,297600.0,SRS1097110,SAMN04126720,SRA302440,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0.0,0.0,1857179.0,4126720.0,GSE73672,GSM1900526,27713404,,,,Anand,,,del_gabT,MG1655 del_entF,M9,glucose(0.4%),NH4Cl,aerobic,,37.0,,late exponential,,batch,,,122.0,,1.0,3
SRX1300310,ecomics__del_cysA__1,,ecomics,del_cysA,1,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,SRR2547527,,SINGLE,ILLUMINA,True,,True,True,ecomics:del_cysA,True,True,2016-09-03 11:21:00,679895.0,Escherichia coli BW25113,562.0,1236.0,679895.0,Escherichia coli,Illumina HiSeq 2500,SRP064399,PRJNA297600,297600.0,SRS1097105,SAMN04126724,SRA302440,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0.0,0.0,1857183.0,4126724.0,GSE73672,GSM1900530,27713404,,,,Anand,,,del_gabT,MG1655 del_cysA,M9,glucose(0.4%),NH4Cl,aerobic,,37.0,,late exponential,,batch,,,124.0,,1.0,2
SRX1300311,ecomics__del_cysA__2,,ecomics,del_cysA,2,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,SRR2547528,,SINGLE,ILLUMINA,True,,True,True,ecomics:del_cysA,True,True,2016-09-03 11:21:00,679895.0,Escherichia coli BW25113,562.0,1236.0,679895.0,Escherichia coli,Illumina HiSeq 2500,SRP064399,PRJNA297600,297600.0,SRS1097104,SAMN04126725,SRA302440,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0.0,0.0,1857184.0,4126725.0,GSE73672,GSM1900531,27713404,,,,Anand,,,del_gabT,MG1655 del_cysA,M9,glucose(0.4%),NH4Cl,aerobic,,37.0,,late exponential,,batch,,,125.0,,1.0,2
SRX7291195,elyC__wt_21C__1,,elyC,wt_21C,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR10612034,,PAIRED,ILLUMINA,True,,True,True,elyC:wt_21C,True,True,2020-03-20 16:28:16,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,Illumina HiSeq 2000,SRP235283,PRJNA594383,594383.0,SRS5784359,SAMN13514102,SRA1008533,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0.0,0.0,9568007.0,13514102.0,GSE141694,GSM4211191,,MG 1655,WT,,John Luke,,,wt_37C,MG1655,LB,,,,NaCl(1%),21.0,0.3-0.35,early-log,,,,,1693.0,,1.0,3
SRX7291196,elyC__wt_21C__2,,elyC,wt_21C,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR10612035,,PAIRED,ILLUMINA,True,,True,True,elyC:wt_21C,True,True,2020-03-20 16:28:16,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,Illumina HiSeq 2000,SRP235283,PRJNA594383,594383.0,SRS5784357,SAMN13514101,SRA1008533,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0.0,0.0,9568008.0,13514101.0,GSE141694,GSM4211192,,MG 1655,WT,,John Luke,,,wt_37C,MG1655,LB,,,,NaCl(1%),21.0,0.3-0.35,early-log,,,,,1694.0,,1.0,3
SRX7291197,elyC__wt_21C__3,,elyC,wt_21C,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR10612036,,PAIRED,ILLUMINA,True,,True,True,elyC:wt_21C,True,True,2020-03-20 16:28:16,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,Illumina HiSeq 2000,SRP235283,PRJNA594383,594383.0,SRS5784358,SAMN13514100,SRA1008533,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0.0,0.0,9568009.0,13514100.0,GSE141694,GSM4211193,,MG 1655,WT,,John Luke,,,wt_37C,MG1655,LB,,,,NaCl(1%),21.0,0.3-0.35,early-log,,,,,1695.0,,1.0,3
SRX7291198,elyC__wt_37C__1,,elyC,wt_37C,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR10612037,,PAIRED,ILLUMINA,True,,True,True,elyC:wt_37C,True,True,2020-03-20 16:28:16,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,Illumina HiSeq 2000,SRP235283,PRJNA594383,594383.0,SRS5784360,SAMN13514099,SRA1008533,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0.0,0.0,9568010.0,13514099.0,GSE141694,GSM4211194,,MG 1655,WT,,John Luke,,,wt_37C,MG1655,LB,,,,NaCl(1%),37.0,0.3-0.35,early-log,,,,,1696.0,,1.0,3
SRX7291199,elyC__wt_37C__2,,elyC,wt_37C,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR10612038,,PAIRED,ILLUMINA,True,,True,True,elyC:wt_37C,True,True,2020-03-20 16:28:16,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,Illumina HiSeq 2000,SRP235283,PRJNA594383,594383.0,SRS5784361,SAMN13514097,SRA1008533,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0.0,0.0,9568011.0,13514097.0,GSE141694,GSM4211195,,MG 1655,WT,,John Luke,,,wt_37C,MG1655,LB,,,,NaCl(1%),37.0,0.3-0.35,early-log,,,,,1697.0,,1.0,3
SRX7291200,elyC__wt_37C__3,,elyC,wt_37C,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR10612039,,PAIRED,ILLUMINA,True,,True,True,elyC:wt_37C,True,True,2020-03-20 16:28:16,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,Illumina HiSeq 2000,SRP235283,PRJNA594383,594383.0,SRS5784362,SAMN13514096,SRA1008533,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0.0,0.0,9568012.0,13514096.0,GSE141694,GSM4211196,,MG 1655,WT,,John Luke,,,wt_37C,MG1655,LB,,,,NaCl(1%),37.0,0.3-0.35,early-log,,,,,1698.0,,1.0,3
SRX7291201,elyC__delelyC_21C__1,,elyC,delelyC_21C,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR10612040,,PAIRED,ILLUMINA,True,,True,True,elyC:delelyC_21C,True,True,2020-03-20 16:28:16,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,Illumina HiSeq 2000,SRP235283,PRJNA594383,594383.0,SRS5784363,SAMN13514095,SRA1008533,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0.0,0.0,9568013.0,13514095.0,GSE141694,GSM4211197,,MG 1655,delta-elyC,,John Luke,,,wt_37C,MG1655 del_elyC,LB,,,,NaCl(1%),21.0,0.3-0.35,early-log,,,,,1699.0,,1.0,3
SRX7291202,elyC__delelyC_21C__2,,elyC,delelyC_21C,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR10612041,,PAIRED,ILLUMINA,True,,True,True,elyC:delelyC_21C,True,True,2020-03-20 16:28:16,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,Illumina HiSeq 2000,SRP235283,PRJNA594383,594383.0,SRS5784365,SAMN13514094,SRA1008533,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0.0,0.0,9568014.0,13514094.0,GSE141694,GSM4211198,,MG 1655,delta-elyC,,John Luke,,,wt_37C,MG1655 del_elyC,LB,,,,NaCl(1%),21.0,0.3-0.35,early-log,,,,,1700.0,,1.0,3
SRX7291203,elyC__delelyC_21C__3,,elyC,delelyC_21C,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR10612043,,PAIRED,ILLUMINA,True,,True,True,elyC:delelyC_21C,True,True,2020-03-20 16:28:17,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,Illumina HiSeq 2000,SRP235283,PRJNA594383,594383.0,SRS5784364,SAMN13514092,SRA1008533,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0.0,0.0,9568015.0,13514092.0,GSE141694,GSM4211199,,MG 1655,delta-elyC,,John Luke,,,wt_37C,MG1655 del_elyC,LB,,,,NaCl(1%),21.0,0.3-0.35,early-log,,,,,1701.0,,1.0,3
SRX7291204,elyC__delelyC_37C__1,,elyC,delelyC_37C,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR10612044,,PAIRED,ILLUMINA,True,,True,True,elyC:delelyC_37C,True,True,2020-03-20 16:28:17,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,Illumina HiSeq 2000,SRP235283,PRJNA594383,594383.0,SRS5784366,SAMN13514091,SRA1008533,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0.0,0.0,9568016.0,13514091.0,GSE141694,GSM4211200,,MG 1655,delta-elyC,,John Luke,,,wt_37C,MG1655 del_elyC,LB,,,,NaCl(1%),37.0,0.3-0.35,early-log,,,,,1702.0,,1.0,3
SRX7291205,elyC__delelyC_37C__2,,elyC,delelyC_37C,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR10612045,,PAIRED,ILLUMINA,True,,True,True,elyC:delelyC_37C,True,True,2020-03-20 16:28:17,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,Illumina HiSeq 2000,SRP235283,PRJNA594383,594383.0,SRS5784367,SAMN13514090,SRA1008533,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0.0,0.0,9568017.0,13514090.0,GSE141694,GSM4211201,,MG 1655,delta-elyC,,John Luke,,,wt_37C,MG1655 del_elyC,LB,,,,NaCl(1%),37.0,0.3-0.35,early-log,,,,,1703.0,,1.0,3
SRX7291206,elyC__delelyC_37C__3,,elyC,delelyC_37C,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR10612046,,PAIRED,ILLUMINA,True,,True,True,elyC:delelyC_37C,True,True,2020-03-20 16:28:17,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,Illumina HiSeq 2000,SRP235283,PRJNA594383,594383.0,SRS5784368,SAMN13514103,SRA1008533,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0.0,0.0,9568018.0,13514103.0,GSE141694,GSM4211202,,MG 1655,delta-elyC,,John Luke,,,wt_37C,MG1655 del_elyC,LB,,,,NaCl(1%),37.0,0.3-0.35,early-log,,,,,1704.0,,1.0,3
SRX2436955,evo_acid_w__F9_2__1,,evo_acid_w,F9_2,1,,,,,,,,,,,,4.8,,,,,,,,,,,,,,,,SRR5121784,,PAIRED,ILLUMINA,True,,True,True,evo_acid_w:F9_2,True,True,2016-12-25 12:54:41,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,NextSeq 550,SRP095404,PRJNA358085,358085.0,SRS1871791,SAMN06165992,SRA505731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,KENYON COLLEGE,0.0,0.0,3536221.0,6165992.0,,,28389540,K-12,,,Anand,,,wt,W3110 Acid Evolved,LBKmal,,,aerobic,HOMOPIPES(100mM),,0.2,,,Batch,,,341.0,,1.0,3
SRX2436956,evo_acid_w__F11_1__1,,evo_acid_w,F11_1,1,,,,,,,,,,,,4.8,,,,,,,,,,,,,,,,SRR5121785,,PAIRED,ILLUMINA,True,,True,True,evo_acid_w:F11_1,True,True,2016-12-25 12:51:34,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,NextSeq 550,SRP095404,PRJNA358085,358085.0,SRS1871792,SAMN06165991,SRA505731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,KENYON COLLEGE,0.0,0.0,3536222.0,6165991.0,,,28389540,K-12,,,Anand,,,wt,W3110 Acid Evolved,LBKmal,,,aerobic,HOMOPIPES(100mM),,0.2,,,Batch,,,342.0,,1.0,3
SRX2436957,evo_acid_w__F11_1__2,,evo_acid_w,F11_1,2,,,,,,,,,,,,4.8,,,,,,,,,,,,,,,,SRR5121786,,PAIRED,ILLUMINA,True,,True,True,evo_acid_w:F11_1,True,True,2016-12-25 12:54:25,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,NextSeq 550,SRP095404,PRJNA358085,358085.0,SRS1871792,SAMN06165991,SRA505731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,KENYON COLLEGE,0.0,0.0,3536223.0,6165991.0,,,28389540,K-12,,,Anand,,,wt,W3110 Acid Evolved,LBKmal,,,aerobic,HOMOPIPES(100mM),,0.2,,,Batch,,,343.0,,1.0,3
SRX2436958,evo_acid_w__F11_1__3,,evo_acid_w,F11_1,3,,,,,,,,,,,,4.8,,,,,,,,,,,,,,,,SRR5121787,,PAIRED,ILLUMINA,True,,True,True,evo_acid_w:F11_1,True,True,2016-12-25 13:00:52,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,NextSeq 550,SRP095404,PRJNA358085,358085.0,SRS1871792,SAMN06165991,SRA505731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,KENYON COLLEGE,0.0,0.0,3536224.0,6165991.0,,,28389540,K-12,,,Anand,,,wt,W3110 Acid Evolved,LBKmal,,,aerobic,HOMOPIPES(100mM),,0.2,,,Batch,,,344.0,,1.0,3
SRX2436959,evo_acid_w__wt__1,,evo_acid_w,wt,1,,,,,,,,,,,,4.8,,,,,,,,,,,,,,,,SRR5121788,,PAIRED,ILLUMINA,True,,True,True,evo_acid_w:wt,True,True,2016-12-25 12:52:17,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,NextSeq 550,SRP095404,PRJNA358085,358085.0,SRS1871793,SAMN06165881,SRA505731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,KENYON COLLEGE,0.0,0.0,3536225.0,6165881.0,,,28389540,K-12,,,Anand,,,wt,W3110,LBKmal,,,aerobic,HOMOPIPES(100mM),,0.2,,,Batch,,,345.0,,1.0,9
SRX2436960,evo_acid_w__F11_2__1,,evo_acid_w,F11_2,1,,,,,,,,,,,,4.8,,,,,,,,,,,,,,,,SRR5121789,,PAIRED,ILLUMINA,True,,True,True,evo_acid_w:F11_2,True,True,2016-12-25 13:04:28,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,NextSeq 550,SRP095404,PRJNA358085,358085.0,SRS1871792,SAMN06165991,SRA505731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,KENYON COLLEGE,0.0,0.0,3536226.0,6165991.0,,,28389540,K-12,,,Anand,,,wt,W3110 Acid Evolved,LBKmal,,,aerobic,HOMOPIPES(100mM),,0.2,,,Batch,,,346.0,,1.0,3
SRX2436961,evo_acid_w__B11_2__1,,evo_acid_w,B11_2,1,,,,,,,,,,,,4.8,,,,,,,,,,,,,,,,SRR5121790,,PAIRED,ILLUMINA,True,,True,True,evo_acid_w:B11_2,True,True,2016-12-25 12:54:28,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,NextSeq 550,SRP095404,PRJNA358085,358085.0,SRS1871794,SAMN06165989,SRA505731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,KENYON COLLEGE,0.0,0.0,3536227.0,6165989.0,,,28389540,K-12,,,Anand,,,wt,W3110 Acid Evolved,LBKmal,,,aerobic,HOMOPIPES(100mM),,0.2,,,Batch,,,347.0,,1.0,3
SRX2436962,evo_acid_w__F11_2__2,,evo_acid_w,F11_2,2,,,,,,,,,,,,4.8,,,,,,,,,,,,,,,,SRR5121791,,PAIRED,ILLUMINA,True,,True,True,evo_acid_w:F11_2,True,True,2016-12-25 12:59:23,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,NextSeq 550,SRP095404,PRJNA358085,358085.0,SRS1871792,SAMN06165991,SRA505731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,KENYON COLLEGE,0.0,0.0,3536228.0,6165991.0,,,28389540,K-12,,,Anand,,,wt,W3110 Acid Evolved,LBKmal,,,aerobic,HOMOPIPES(100mM),,0.2,,,Batch,,,348.0,,1.0,3
SRX2436963,evo_acid_w__wt__2,,evo_acid_w,wt,2,,,,,,,,,,,,4.8,,,,,,,,,,,,,,,,SRR5121792,,PAIRED,ILLUMINA,True,,True,True,evo_acid_w:wt,True,True,2016-12-25 12:51:50,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,NextSeq 550,SRP095404,PRJNA358085,358085.0,SRS1871793,SAMN06165881,SRA505731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,KENYON COLLEGE,0.0,0.0,3536229.0,6165881.0,,,28389540,K-12,,,Anand,,,wt,W3110,LBKmal,,,aerobic,HOMOPIPES(100mM),,0.2,,,Batch,,,349.0,,1.0,9
SRX2436964,evo_acid_w__B11_1__1,,evo_acid_w,B11_1,1,,,,,,,,,,,,4.8,,,,,,,,,,,,,,,,SRR5121793,,PAIRED,ILLUMINA,True,,True,True,evo_acid_w:B11_1,True,True,2016-12-25 12:48:57,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,NextSeq 550,SRP095404,PRJNA358085,358085.0,SRS1871794,SAMN06165989,SRA505731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,KENYON COLLEGE,0.0,0.0,3536230.0,6165989.0,,,28389540,K-12,,,Anand,,,wt,W3110 Acid Evolved,LBKmal,,,aerobic,HOMOPIPES(100mM),,0.2,,,Batch,,,350.0,,1.0,3
SRX2436965,evo_acid_w__H9_1__1,,evo_acid_w,H9_1,1,,,,,,,,,,,,4.8,,,,,,,,,,,,,,,,SRR5121794,,PAIRED,ILLUMINA,True,,True,True,evo_acid_w:H9_1,True,True,2016-12-25 12:51:36,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,NextSeq 550,SRP095404,PRJNA358085,358085.0,SRS1871795,SAMN06165990,SRA505731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,KENYON COLLEGE,0.0,0.0,3536231.0,6165990.0,,,28389540,K-12,,,Anand,,,wt,W3110 Acid Evolved,LBKmal,,,aerobic,HOMOPIPES(100mM),,0.2,,,Batch,,,351.0,,1.0,2
SRX2436966,evo_acid_w__H9_2__1,,evo_acid_w,H9_2,1,,,,,,,,,,,,4.8,,,,,,,,,,,,,,,,SRR5121795,,PAIRED,ILLUMINA,True,,True,True,evo_acid_w:H9_2,True,True,2016-12-25 13:01:09,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,NextSeq 550,SRP095404,PRJNA358085,358085.0,SRS1871795,SAMN06165990,SRA505731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,KENYON COLLEGE,0.0,0.0,3536232.0,6165990.0,,,28389540,K-12,,,Anand,,,wt,W3110 Acid Evolved,LBKmal,,,aerobic,HOMOPIPES(100mM),,0.2,,,Batch,,,352.0,,1.0,3
SRX2436967,evo_acid_w__B11_2__2,,evo_acid_w,B11_2,2,,,,,,,,,,,,4.8,,,,,,,,,,,,,,,,SRR5121796,,PAIRED,ILLUMINA,True,,True,True,evo_acid_w:B11_2,True,True,2016-12-25 13:03:27,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,NextSeq 550,SRP095404,PRJNA358085,358085.0,SRS1871794,SAMN06165989,SRA505731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,KENYON COLLEGE,0.0,0.0,3536233.0,6165989.0,,,28389540,K-12,,,Anand,,,wt,W3110 Acid Evolved,LBKmal,,,aerobic,HOMOPIPES(100mM),,0.2,,,Batch,,,353.0,,1.0,3
SRX2436969,evo_acid_w__wt__3,,evo_acid_w,wt,3,,,,,,,,,,,,4.8,,,,,,,,,,,,,,,,SRR5121798,,PAIRED,ILLUMINA,True,,True,True,evo_acid_w:wt,True,True,2016-12-25 12:51:40,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,NextSeq 550,SRP095404,PRJNA358085,358085.0,SRS1871793,SAMN06165881,SRA505731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,KENYON COLLEGE,0.0,0.0,3536235.0,6165881.0,,,28389540,K-12,,,Anand,,,wt,W3110,LBKmal,,,aerobic,HOMOPIPES(100mM),,0.2,,,Batch,,,355.0,,1.0,9
SRX2436970,evo_acid_w__H9_2__2,,evo_acid_w,H9_2,2,,,,,,,,,,,,4.8,,,,,,,,,,,,,,,,SRR5121799,,PAIRED,ILLUMINA,True,,True,True,evo_acid_w:H9_2,True,True,2016-12-25 13:05:57,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,NextSeq 550,SRP095404,PRJNA358085,358085.0,SRS1871795,SAMN06165990,SRA505731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,KENYON COLLEGE,0.0,0.0,3536236.0,6165990.0,,,28389540,K-12,,,Anand,,,wt,W3110 Acid Evolved,LBKmal,,,aerobic,HOMOPIPES(100mM),,0.2,,,Batch,,,356.0,,1.0,3
