k,name,regulator_readable,function,category,n_genes,exp_var,precision,recall,category_num
312,SG_yeeW,,,Unknown,,0.00036205239399999997,,,26
313,GadWX,GadW and GadX,,Redox Stress,13.0,0.001274294882,0.5384615385,0.5384615385,18
314,Fnr-2,CsgD or Fnr,,Anaerobiosis,62.0,0.011169583635,0.2903225806,0.1417322835,5
315,Fnr+NarLP,Fnr and NarL and NarP and ModE,,Nitrogen Metabolism,16.0,0.004011937076,0.9375,1.0,6
316,DksA-related,,,Stringent Response,,0.0055150189620000005,,,15
317,SG_yceK,,,Unknown,,0.0011063851,,,26
318,SG_afuB,,,Unknown,,0.000479747222,,,26
319,IS1-1,,,Unknown,,0.001700983463,,,26
320,Curlin,RpoS and FliZ and CpxR and CsgD and BtsR,,Extracellular Structures,4.0,0.0007038221700000001,0.5,0.2857142857,12
321,MarAR,Cra and Crp and CpxR and AcrR and MarA and Rob and Fis and SoxS and MarR,,Membrane Homeostasis,3.0,0.00141364936,1.0,1.0,11
322,NrdR+H-NS,NrdR and H-NS,,Metal Homeostasis,5.0,0.0010277481280000001,1.0,1.0,9
323,Tryptophan-2,TrpR or Trp-tRNA,,Amino Acid Metabolism,4.0,0.001155723691,1.0,0.3636363636,2
324,SG_yahH,,,Unknown,,0.000496904521,,,26
325,SG_ydfX,,,Unknown,,0.000543311703,,,26
326,McbR+H-NS,McbR and H-NS,,Extracellular Structures,5.0,0.002550950811,0.6000000000000001,1.0,12
327,LexA+MraZ+PdhR,LexA and MraZ and PdhR,,Extracellular Structures,10.0,0.001543517361,1.0,0.7142857143,12
328,KpLE2,,,Prophage,,0.0007746266740000001,,,23
329,Resistance,,,Membrane Homeostasis,,0.001193950653,,,11
330,IS1-2,,,Unknown,,0.001630893304,,,26
331,Qin Prophage,,,Prophage,,0.001507493308,,,23
332,FliA+FlhDC+CsgD,FliA and FlhDC and CsgD,,Motility,7.0,0.001073562455,0.8571428571,0.5,13
333,Methionine,,,Amino Acid Metabolism,,0.0009537362020000001,,,2
334,SG_yfiF,,,Unknown,,0.0007317863940000001,,,26
335,IS2,,,Unknown,,0.0013212663230000002,,,26
336,SG_essD,,,Unknown,,0.001039397615,,,26
337,Cold Shock-2,,,Cold Shock,,0.005083443188,,,21
338,ATP Synthase,,,Energy Metabolism,,0.004033573222,,,4
339,SG_yqhH,,,Unknown,,0.00039169320800000007,,,26
340,Crp+Fur,Crp and Fur,,Metal Homeostasis,9.0,0.00064491052,0.7777777778,0.1707317073,9
341,TdcAR-2,Crp and IHF and TdcA and TdcR,,Carbon Metabolism,7.0,0.001083455792,0.8571428571,0.8571428571,0
