ica_id,creator,creator-email,project_id,harvest-date,COM,taxonomy-id,strain,OD600 growth-stage,sample-time,antibody,Temperature (degrees C),base-media,isolate-type,carbon-source,nitrogen-source,phosphorous-source,Sulfur-source,electron-acceptor,antibiotic,biological-replicate-number,technical-replicate-number,experiment-details,notes,accession,study,library_ID,mapped reads,mean phred scores,percent aligned,total reads,condition_id,biosample
USA300_TCH1516_BK-Set001_TSB_2.5ug/mLNafcillin_2,Saugat Poudel,sapoudel@ucsd.edu,BK-Set001,2018,BK-Set001,,USA300 TCH1516,0.8,UNKNOWN,,37.0,TSB,,,,,,,2.5 ug-mL Nafcillin,,2,,,ERX2284920,PRJEB23980,,10863655.0,36.4,99.76,10890292.0,2.5 ug-mL Nafcillin,
USA300_TCH1516_BK-Set001_TSB_0.5ug/mLVancomycin_1,Saugat Poudel,sapoudel@ucsd.edu,BK-Set001,2018,BK-Set001,,USA300 TCH1516,0.8,UNKNOWN,,37.0,TSB,,,,,,,0.5ug-mL Vancomycin,,1,,,ERX228492,PRJEB23980,,15382600.0,36.3,99.82,15410680.0,0.5ug-mL Vancomycin,
USA300_TCH1516_BK-Set001_TSB_0.5ug/mLVancomycin_2,Saugat Poudel,sapoudel@ucsd.edu,BK-Set001,2018,BK-Set001,,USA300 TCH1516,0.8,UNKNOWN,,37.0,TSB,,,,,,,0.5ug-mL Vancomycin,,2,,,ERX2284922,PRJEB23980,,11809809.0,36.3,99.75,11838908.0,0.5ug-mL Vancomycin,
USA300_LAC_ICA-Set002_CAMHB_25mMNaCHO3_1,Saugat Poudel,sapoudel@ucsd.edu,ICA-Set002,2018-10-25,,,USA300 LAC,,,,37.0,CA-MHB,,,,,,,,1.0,,,,,,,22217026.0,34.4,99.66,22293438.0,25mMNaCHO3,
USA300_LAC_ICA-Set002_CAMHB_25mMNaCHO3_2,Saugat Poudel,sapoudel@ucsd.edu,ICA-Set002,2018-10-25,,,USA300 LAC,,,,37.0,CA-MHB,,,,,,,,2.0,,,,,,,15668108.0,34.5,99.65,15722366.0,25mMNaCHO3,
USA300_LAC_ICA-Set002_CAMHB_2gLglucose_1,Saugat Poudel,sapoudel@ucsd.edu,ICA-Set002,2018-12-05,,,USA300 LAC,,,,37.0,CA-MHB,,,,,,,,1.0,,,,,,,18799259.0,33.8,99.51,18891478.0,2gLglucose,
USA300_LAC_ICA-Set002_CAMHB_2gLglucose_2,Saugat Poudel,sapoudel@ucsd.edu,ICA-Set002,2018-12-05,,,USA300 LAC,,,,37.0,CA-MHB,,,,,,,,2.0,,,,,,,18789822.0,34.5,99.59,18866722.0,2gLglucose,
USA300_LAC_ICA-Set002_CAMHB_Control_1,Saugat Poudel,sapoudel@ucsd.edu,ICA-Set002,2018-10-25,,,USA300 LAC,,,,37.0,CA-MHB,,,,,,,,1.0,,,,,,,17910051.0,34.5,99.6,17981390.0,None,
USA300_LAC_ICA-Set002_CAMHB_Control_2,Saugat Poudel,sapoudel@ucsd.edu,ICA-Set002,2018-10-25,,,USA300 LAC,,,,37.0,CA-MHB,,,,,,,,2.0,,,,,,,18896608.0,34.5,99.65,18963148.0,None,
USA300_LAC_ICA-Set002_R10LB_25ugmLadenine_1,Saugat Poudel,sapoudel@ucsd.edu,ICA-Set002,2018-12-05,,,USA300 LAC,,,,37.0,RPMI+10%LB,,,,,,,,1.0,,,,,,,18663515.0,34.5,99.61,18735714.0,25ugmLadenine,
USA300_LAC_ICA-Set002_R10LB_25ugmLadenine_2,Saugat Poudel,sapoudel@ucsd.edu,ICA-Set002,2018-12-05,,,USA300 LAC,,,,37.0,RPMI+10%LB,,,,,,,,2.0,,,,,,,19842514.0,34.5,99.68,19905674.0,25ugmLadenine,
USA300_LAC_ICA-Set002_R10LB_25ugmLguanine_1,Saugat Poudel,sapoudel@ucsd.edu,ICA-Set002,2018-12-05,,,USA300 LAC,,,,37.0,RPMI+10%LB,,,,,,,,1.0,,,,,,,22463134.0,34.5,99.58,22558968.0,25ugmLguanine,
USA300_LAC_ICA-Set002_R10LB_25ugmLguanine_2,Saugat Poudel,sapoudel@ucsd.edu,ICA-Set002,2018-12-05,,,USA300 LAC,,,,37.0,RPMI+10%LB,,,,,,,,2.0,,,,,,,21570723.0,34.5,99.57,21664576.0,25ugmLguanine,
USA300_SNFM1_ICA-Set002_CAMHB_None_1,Saugat Poudel,sapoudel@ucsd.edu,ICA-Set002,2018-10-25,,,USA300 SNFM1,,,,37.0,CA-MHB,,,,,,,,1.0,,,,,,,17842482.0,34.5,99.54,17925406.0,None,
USA300_SNFM1_ICA-Set002_CAMHB_None_2,Saugat Poudel,sapoudel@ucsd.edu,ICA-Set002,2018-10-25,,,USA300 SNFM1,,,,37.0,CA-MHB,,,,,,,,2.0,,,,,,,14141935.0,34.4,99.53,14208984.0,None,
USA300_SNFM1_ICA-Set002_R10LB_None_1,Saugat Poudel,sapoudel@ucsd.edu,ICA-Set002,2018-10-25,,,USA300 SNFM1,,,,37.0,RPMI+10%LB,,,,,,,,1.0,,,,,,,15502800.0,33.5,99.56,15571224.0,None,
USA300_SNFM1_ICA-Set002_R10LB_None_2,Saugat Poudel,sapoudel@ucsd.edu,ICA-Set002,2018-10-25,,,USA300 SNFM1,,,,37.0,RPMI+10%LB,,,,,,,,2.0,,,,,,,16348863.0,34.4,99.61,16412728.0,None,
USA300_SNFR19_ICA-Set002_CAMHB_None_1,Saugat Poudel,sapoudel@ucsd.edu,ICA-Set002,2018-10-25,,,USA300 SNFR19,,,,37.0,CA-MHB,,,,,,,,1.0,,,,,,,19017617.0,34.5,99.64,19085460.0,None,
USA300_SNFR19_ICA-Set002_CAMHB_None_2,Saugat Poudel,sapoudel@ucsd.edu,ICA-Set002,2018-10-25,,,USA300 SNFR19,,,,37.0,CA-MHB,,,,,,,,2.0,,,,,,,19409703.0,34.5,99.64,19479256.0,None,
USA300_SNFR19_ICA-Set002_R10LB_None_1,Saugat Poudel,sapoudel@ucsd.edu,ICA-Set002,2018-10-25,,,USA300 SNFR19,,,,37.0,RPMI+10%LB,,,,,,,,1.0,,,,,,,21508064.0,34.5,99.64,21585584.0,None,
USA300_SNFR19_ICA-Set002_R10LB_None_2,Saugat Poudel,sapoudel@ucsd.edu,ICA-Set002,2018-10-25,,,USA300 SNFR19,,,,37.0,RPMI+10%LB,,,,,,,,2.0,,,,,,,21806069.0,34.5,99.59,21895434.0,None,
USA300_TCH1516_ICA-Set002_CAMHB_Control_1,Saugat Poudel,sapoudel@ucsd.edu,ICA-Set002,2018-10-25,,,USA300 TCH1516,,,,37.0,CA-MHB,,,,,,,,1.0,,,,,,,16342529.0,34.5,99.63,16403066.0,None,
USA300_TCH1516_ICA-Set002_CAMHB_Control_2,Saugat Poudel,sapoudel@ucsd.edu,ICA-Set002,2018-10-25,,,USA300 TCH1516,,,,37.0,CA-MHB,,,,,,,,2.0,,,,,,,16876029.0,34.4,99.62,16940844.0,None,
USA300_TCH1516_ICA-Set002_R10LB_Control_1,Saugat Poudel,sapoudel@ucsd.edu,ICA-Set002,2018-10-25,,,USA300 TCH1516,,,,37.0,RPMI+10%LB,,,,,,,,1.0,,,,,,,14755506.0,34.3,99.46,14836008.0,None,
USA300_TCH1516_ICA-Set002_R10LB_Control_2,Saugat Poudel,sapoudel@ucsd.edu,ICA-Set002,2018-10-25,,,USA300 TCH1516,,,,37.0,RPMI+10%LB,,,,,,,,2.0,,,,,,,15907702.0,34.6,99.49,15989772.0,None,
USA300_LAC_ICA-Set002_R10LBnoGlu_1gLmaltose_2,Saugat Poudel,Sapoudel@ucsd.edu,ICA-Set002,,,,USA300 LAC,,,,37.0,R10LBnoGlu,,,,,,,,2.0,,,,,,,20622050.0,34.9,99.75,20673708.0,1gLmaltose,
USA300_LAC_ICA-Set002_CAMHB_0.0195ug/mLMupirocin_1,Saugat Poudel,Sapoudel@ucsd.edu,ICA-Set002,,,,USA300 LAC,,,,37.0,CAMHB,,,,,,,,1.0,,,,,,,16013885.0,34.8,99.72,16059464.0,0.0195ug/mLMupirocin,
USA300_LAC_ICA-Set002_R10LBnoGlu_1gLmaltose_1,Saugat Poudel,Sapoudel@ucsd.edu,ICA-Set002,,,,USA300 LAC,,,,37.0,R10LBnoGlu,,,,,,,,1.0,,,,,,,18121200.0,34.6,99.74,18167686.0,1gLmaltose,
USA300_LAC_ICA-Set002_CAMHB_0.0195ug/mLMupirocin_2,Saugat Poudel,Sapoudel@ucsd.edu,ICA-Set002,,,,USA300 LAC,,,,37.0,CAMHB,,,,,,,,2.0,,,,,,,15387627.0,34.6,99.68,15437318.0,0.0195ug/mLMupirocin,
