,A,CbrB
mexZ_knockout:del_mexZ:3,-0.7522479021,0.233158882
mexZ_knockout:wt_LB:1,0.1029327629,0.039352708
mexZ_knockout:wt_LB:2,0.2533408748,-0.160075101
mexZ_knockout:wt_LB:3,-0.35627363770000003,0.12072239300000001
n-alkanes_treatment:PA_alkane:1,1.3186262832,0.536156301
n-alkanes_treatment:PA_alkane:2,1.6915844567,0.540627473
n-alkanes_treatment:PA_Glycerol:1,-0.0784751207,0.043423304
n-alkanes_treatment:PA_Glycerol:2,0.4012017545,0.090362181
n-alkanes_treatment:PA_Glycerol:3,-0.3227266339,-0.133785484
natural_RNA_aptamers:PA_Water_rep_wt:1,0.3791892915,-0.144649204
natural_RNA_aptamers:PA_Water_rep_wt:2,-0.3791892915,0.144649204
natural_RNA_aptamers:PA_FMN_rep:1,-0.1253175966,0.013434339
natural_RNA_aptamers:PA_FMN_rep:2,0.5282653614,-0.17908974700000002
NC_002516.2:Planktonic_total_RNA_Rep:1,-0.8921824077,0.10175768800000001
NC_002516.2:Planktonic_total_RNA_Rep:2,0.0327435635,-0.191940245
NC_002516.2:Planktonic_total_RNA_Rep:3,0.8594388442,0.09018255800000001
NC_002516.2:Biofilm_total_RNA_Rep:1,3.0178178521,0.182592263
NC_002516.2:Biofilm_total_RNA_Rep:2,1.7172261508000002,0.199561595
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:1,-1.4104062921,0.017664115
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:1,-0.1749177186,-0.635458705
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:2,-0.06436632020000001,-0.62328335
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:1,-0.7558407004000001,0.524754967
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:2,-0.8216239554,0.49548570300000006
p-anisaldehyde_epigallocatechin_gallate:Combination:1,-0.7860535274,0.901327745
p-anisaldehyde_epigallocatechin_gallate:Combination:2,-1.0308549861,0.924505156
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:2,0.0707348592,0.376478686
p-anisaldehyde_epigallocatechin_gallate:Combination:3,-1.3643128801,0.38903721700000005
p-anisaldehyde_epigallocatechin_gallate:Combination:4,-1.6846708261,0.39348182
p-anisaldehyde_epigallocatechin_gallate:Combination:5,-2.865975158,0.5535633790000001
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:3,0.8629427687000001,-0.173208424
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:4,0.47672866420000004,-0.22093437800000001
p-anisaldehyde_epigallocatechin_gallate:pA_1:1,1.3840786466,0.8232544770000001
p-anisaldehyde_epigallocatechin_gallate:pA_1:2,1.2681716561,0.8440188820000001
p-anisaldehyde_epigallocatechin_gallate:pA_2:1,1.1629418941,0.718454377
p-anisaldehyde_epigallocatechin_gallate:pA_2:2,1.5586687992,0.688757866
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:1,-1.352784737,0.012005076
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:1,0.9278570738,0.700169683
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:2,1.0374347776,0.7239204250000001
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:2,-0.0820571065,0.349515518
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:1,-3.0202187142,0.46126625400000004
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:2,-3.0337684958,0.367873239
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:3,-2.0848075029,0.40800815
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:1,-0.1701151452,0.14959445200000002
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:2,0.6299934738,-0.057265210000000004
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:3,-0.45987832850000004,-0.092329242
relA-spoT_double-mutant:plank_WT_1:1,-0.2316611866,0.001352316
relA-spoT_double-mutant:plank_WT_1:2,0.09249869000000001,-0.004441878000000001
relA-spoT_double-mutant:plank_WT_1:3,0.13916249660000002,0.003089562
relA-spoT_double-mutant:plank_rel-spot:1,0.7758587581,-0.6795301370000001
relA-spoT_double-mutant:plank_rel-spot:2,1.1725057842,-0.43078976700000005
sRNA_PA0805.1_overexpression:EmptyVector_1:1,1.1384642722,-0.377909414
sRNA_PA0805.1_overexpression:EmptyVector_1:2,-0.0569981281,-0.15392075100000002
sRNA_PA0805.1_overexpression:EmptyVector_1:3,-0.0412989452,-0.18411302200000002
sRNA_PA0805.1_overexpression:EmptyVector_1:4,-0.6845441571,0.460698945
sRNA_PA0805.1_overexpression:EmptyVector_1:5,-0.35562304180000004,0.25524424300000004
sRNA_PA0805.1_overexpression:PA08051:1,0.1838364223,-0.611678272
sRNA_PA0805.1_overexpression:PA08051:2,-0.9318924335000001,-0.5104350080000001
sRNA_PA0805.1_overexpression:PA08051:3,-0.8270568532,-0.6364272910000001
sRNA_PA0805.1_overexpression:PA08051:4,-0.3432966502,-0.135315131
sRNA_PA0805.1_overexpression:PA08051:5,-2.1168386811,0.12843332500000001
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:1,-1.4352053740000001,0.17884118400000001
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:2,-3.9349116907,0.147321535
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:1,0.0058762549,0.02626345
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:2,-0.0058762549,-0.02626345
sRNA_ReaL_represses_RpoS:sRNA_wt:1,-0.8598897493000001,-0.055079379000000005
sRNA_ReaL_represses_RpoS:sRNA_wt:2,0.8598897493000001,0.055079379000000005
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:1,-4.8873497399,0.09376761500000001
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:2,-4.3531111738,0.17107098
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:3,-4.4635279911,0.212265839
yhjH_knockout:PA_delyhjH_wt:1,0.3302301995,0.070866119
yhjH_knockout:PA_delyhjH_wt:2,-0.3302301995,-0.070866119
yhjH_knockout:PA_delyhjH:1,-2.0335072682,0.16380729
yhjH_knockout:PA_delyhjH:2,-1.8273190368,0.126797938
yhjH_knockout:PA_delwspF:1,-2.3313429491,-0.8865564680000001
yhjH_knockout:PA_delwspF:2,-4.7243227913,-0.919513491
