,A,EsrC
n-alkanes_treatment:PA_alkane:1,-1.4402934819,-1.006377924
n-alkanes_treatment:PA_alkane:2,-2.1925447548,-1.991300978
n-alkanes_treatment:PA_Glycerol:1,0.34514065400000005,0.35293290800000005
n-alkanes_treatment:PA_Glycerol:2,-0.3913798169,-0.6929951480000001
n-alkanes_treatment:PA_Glycerol:3,0.0462391629,0.34006224
natural_RNA_aptamers:PA_Water_rep_wt:1,0.8899551497,0.371260864
natural_RNA_aptamers:PA_Water_rep_wt:2,-0.8899551497,-0.371260864
natural_RNA_aptamers:PA_FMN_rep:1,2.8535935022,0.876773934
natural_RNA_aptamers:PA_FMN_rep:2,1.411881995,0.5888045670000001
NC_002516.2:Planktonic_total_RNA_Rep:1,3.9030836361,1.170174077
NC_002516.2:Planktonic_total_RNA_Rep:2,-2.161702317,-0.558284957
NC_002516.2:Planktonic_total_RNA_Rep:3,-1.7413813191,-0.6118891200000001
NC_002516.2:Biofilm_total_RNA_Rep:1,0.9782756853000001,0.442271921
NC_002516.2:Biofilm_total_RNA_Rep:2,-0.8033589829000001,0.531368866
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:1,0.9047913333000001,-0.09490967600000001
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:1,-2.0403606822,0.44956710400000005
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:2,-2.2904099508,0.311720063
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:1,-0.39380636700000005,0.26324461800000004
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:2,-0.734965239,0.214493921
p-anisaldehyde_epigallocatechin_gallate:Combination:1,12.5425124822,1.165677077
p-anisaldehyde_epigallocatechin_gallate:Combination:2,12.3577865489,0.975955231
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:2,0.0227137917,0.100498366
p-anisaldehyde_epigallocatechin_gallate:Combination:3,11.6887459481,1.455438899
p-anisaldehyde_epigallocatechin_gallate:Combination:4,11.6712652784,1.449872934
p-anisaldehyde_epigallocatechin_gallate:Combination:5,12.1760698797,2.032989476
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:3,-0.42300721220000004,-0.018967151
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:4,-0.5044979128,0.01337846
p-anisaldehyde_epigallocatechin_gallate:pA_1:1,14.8451433961,1.388212148
p-anisaldehyde_epigallocatechin_gallate:pA_1:2,14.795511025,1.412920314
p-anisaldehyde_epigallocatechin_gallate:pA_2:1,14.7054482048,1.412730724
p-anisaldehyde_epigallocatechin_gallate:pA_2:2,14.6499239338,1.433097075
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:1,1.0154606929,-0.133141265
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:1,14.2560303747,1.194692804
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:2,14.2130628859,1.249239654
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:2,0.0794924529,0.07693999700000001
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:1,2.8552728049000002,-0.5479661250000001
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:2,1.8579460256,-0.8936311280000001
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:3,2.462638253,-0.44734510200000005
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:1,-1.0120493335,-0.47289528300000006
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:2,-0.9250316097,1.062585253
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:3,1.9370809432,-0.5896899710000001
relA-spoT_double-mutant:plank_WT_1:1,-0.2589752611,0.339982657
relA-spoT_double-mutant:plank_WT_1:2,0.0545613155,-0.11980848200000001
relA-spoT_double-mutant:plank_WT_1:3,0.2044139456,-0.22017417500000003
relA-spoT_double-mutant:plank_rel-spot:1,2.7660470604,0.718477107
relA-spoT_double-mutant:plank_rel-spot:2,3.0287028021,1.79115533
sRNA_PA0805.1_overexpression:EmptyVector_1:1,0.20325096280000002,-0.30465866
sRNA_PA0805.1_overexpression:EmptyVector_1:2,0.18594664730000002,-0.791465941
sRNA_PA0805.1_overexpression:EmptyVector_1:3,0.2821155996,-0.16306008300000002
sRNA_PA0805.1_overexpression:EmptyVector_1:4,-0.8268214874,0.187170359
sRNA_PA0805.1_overexpression:EmptyVector_1:5,0.1555082777,1.072014325
sRNA_PA0805.1_overexpression:PA08051:1,0.6311932588,-0.07010905
sRNA_PA0805.1_overexpression:PA08051:2,0.5458897939,-0.005915318
sRNA_PA0805.1_overexpression:PA08051:3,0.9011621875,-0.046555493
sRNA_PA0805.1_overexpression:PA08051:4,-0.7740267308000001,0.7897138340000001
sRNA_PA0805.1_overexpression:PA08051:5,-0.8089776262,0.30586819200000004
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:1,-1.7956673838000001,1.317350372
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:2,-0.0829003221,1.211661758
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:1,0.2689736213,0.120645133
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:2,-0.2689736213,-0.120645133
sRNA_ReaL_represses_RpoS:sRNA_wt:1,-0.7305660334,-0.278088793
sRNA_ReaL_represses_RpoS:sRNA_wt:2,0.7305660334,0.278088793
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:1,-0.4490654022,-0.14756132700000002
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:2,-0.040441248400000004,-0.0370797
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:3,-0.1410504397,0.142058778
yhjH_knockout:PA_delyhjH_wt:1,-0.3611584494,0.21686283
yhjH_knockout:PA_delyhjH_wt:2,0.3611584494,-0.21686283
yhjH_knockout:PA_delyhjH:1,1.8431263474000001,0.298707484
yhjH_knockout:PA_delyhjH:2,1.085602151,0.26863660300000003
yhjH_knockout:PA_delwspF:1,-0.4019627123,-0.350028592
yhjH_knockout:PA_delwspF:2,0.49831445830000004,-0.21478318100000002
