,A,Rv2621c
mrsI:ko_sds_atc:1,-4.2956755094,-1.1801468404
mrsI:ko_sds_atc:2,-4.8811144218999996,-1.04776086
mrsI:ko_sds_no_atc:1,0.2736139208,0.5052269482
mrsI:ko_sds_no_atc:2,1.1011551968,0.62686809
mrsI:wt_iron_atc:1,0.3883598702,0.0343212553
mrsI:wt_iron_atc:2,-0.4132931251,0.0010790218
mrsI:wt_iron_no_atc:1,-13.4369570355,-1.0872750814
mrsI:wt_iron_no_atc:2,-11.5233195645,-0.42095662710000004
mrsI:wt_ox_atc:1,-13.8531463713,-1.1662448736
mrsI:wt_ox_atc:2,-11.5499384044,-0.5013234367
mrsI:wt_ox_noatc:1,-3.5614961151999998,-0.7828197011
mrsI:wt_ox_noatc:2,-3.3335436518,-1.1704580349
mrsI:wt_sds_atc:1,-3.1992663688,-0.8955247474
mrsI:wt_sds_atc:2,-3.9344812248,-0.706647608
mrsI:wt_sds_no_atc:1,0.32633013,0.1275038007
mrsI:wt_sds_no_atc:2,-0.32633013,-0.1275038007
nitrate:control:1,0.0857935296,0.1917045678
nitrate:control:2,-0.0857935296,-0.1917045678
p218:0_days_.1:1,-0.5144710092,0.3670934639
p218:0_days_.1:2,0.6640823273,0.22423953470000002
p218:0_days_.1:3,-0.6588554684,0.4573836777
p218:0_days_.1:4,-0.5183290829,0.5106455613
p218:0_days_control:1,0.18435225260000002,0.0728871891
p218:0_days_control:2,-0.19482613840000002,-0.27841313370000004
p218:0_days_control:3,-0.3261533394,0.06620461550000001
p218:0_days_control:4,0.3366272252,0.1393213291
p218:1_days_.1:1,1.7841298329000002,0.3042333917
p218:1_days_.1:2,1.9625998517,0.348348005
p218:1_days_.1:3,1.8887758448,0.2046063326
p218:1_days_.1:4,1.5868002684,0.1595224938
p218:1_days_control:1,7.3306487519,0.4934538296
p218:1_days_control:2,7.0980817985,0.3691683132
p218:1_days_control:3,7.6171975056,0.39596771810000003
p218:1_days_control:4,6.8635775469,0.8372664168
patH-Cap:post_path_ctrl:1,0.1628098745,-0.7499533006
patH-Cap:post_path_ctrl:2,-0.8993116113,-0.6516350734
patH-Cap:post_path_inh:1,4.1668302389,-0.5553687838
patH-Cap:post_path_inh:2,4.2951284571,-1.9513691992000002
patH-Cap:pre_path_ctrl:1,-0.2221616127,0.1191237073
patH-Cap:pre_path_ctrl:2,0.2221616127,-0.1191237073
patH-Cap:pre_path_inh:1,4.3935304898,0.1772210629
patH-Cap:pre_path_inh:2,4.0205653933,0.3047116862
ppxx:double_mutant:1,-0.1263595922,-0.1094032048
ppxx:double_mutant:2,0.1263595922,0.1094032048
reactivation:day_1_reactivation:1,-6.3167012918,0.031196805100000002
reactivation:day_1_reactivation:2,-6.7224876921,0.2703507666
reactivation:day_1_reactivation:3,-6.2528570878,0.1969643945
reactivation:day_2_reactivation:1,-5.8086195,-0.0591670559
reactivation:day_2_reactivation:2,-5.8353232278,-0.059544197300000004
reactivation:day_2_reactivation:3,-5.7849520711,-0.061648719500000004
reactivation:day_3_reactivation:1,-6.4325310892,-0.2035947696
reactivation:day_3_reactivation:2,-6.6354811826999995,-0.2850607462
reactivation:day_3_reactivation:3,-6.2949388633,-0.2770316179
reactivation:day_4_reactivation:1,-6.2426408423,-0.46050085290000004
reactivation:day_4_reactivation:2,-6.8380020616,-0.4095455313
reactivation:day_4_reactivation:3,-7.1035295579,-0.63893347
reactivation:days_0_persistence:1,-0.0008626358,0.0366763626
reactivation:days_0_persistence:2,-0.009702437000000001,-0.0717198743
reactivation:days_0_persistence:3,0.0105650728,0.0350435117
redox:intra_basal:1,-4.5853987936,1.3806096952
redox:intra_basal:2,-4.0441239841,1.1111759402
redox:whib3_comp_4.5:1,-7.5278217671,1.7444609997
redox:whib3_comp_4.5:2,-10.2810243749,1.5787831639
redox:whib3_comp_6.6:1,-0.0642224588,0.0499929569
redox:whib3_comp_6.6:2,1.2928590497,0.5092308038
redox:whib3_ko_4.5:1,-10.5578198051,2.0008092112
redox:whib3_ko_4.5:2,-14.0762199656,1.8619325203
redox:wt_4.5:1,-0.7083705382000001,0.33204515760000003
redox:wt_4.5:2,-0.1919711908,0.2156471258
redox:wt_6.6:1,-0.1138029748,0.2194078445
redox:wt_6.6:2,0.1138029748,-0.2194078445
resus:day_1_run_1:1,0.0053367480000000005,-0.0271299885
resus:day_1_run_1:2,-0.0053367480000000005,0.0271299885
resus:day_4_run_1:1,-0.9514136766,-0.015106453300000001
resus:day_4_run_1:2,-2.1021166412,-0.3208198591
rho:00h_DUC:1,0.0077996995,0.1439416906
rho:00h_DUC:2,-0.0077996995,-0.1439416906
rho:00h_DUC_1:1,3.5606626186,-0.6223069444
rho:00h_DUC_1:2,3.4990343305,-0.7090440867000001
rho:01.5_DUC:1,4.6244846922,-0.5178199297
rho:01.5_DUC:2,3.5887916603,-0.5049137401
rho:01.5h_DUC_ATC:1,-2.4011705561,0.22426140460000002
rho:01.5h_DUC_ATC:2,-0.2921789467,0.3148854293
rho:03_DUC:1,4.694269342,-0.5430500222
rho:03_DUC:2,4.648484098,-0.5853097424
rho:03h_DUC_ATC:1,-0.7016512514000001,0.24545191870000002
rho:03h_DUC_ATC:2,-0.068874921,0.4960112629
rho:06h_DUC_ATC:1,-3.2261532356,0.4089646582
rho:06h_DUC_ATC:2,-3.0768744957,0.4042900722
rho:06h_WT_ATC:1,0.3380794985,-0.5143557958
rho:06h_WT_ATC:2,1.1678110906,0.2243190492
rho:09_DUC:1,-4.5536939464,2.3103617262
rho:09_DUC:2,-4.2740336138,2.1073647607
rho:09h_DUC_ATC:1,-6.7741966625,2.0359729424
smx:0_days_12.5:1,-0.0003220395,0.1092100809
smx:0_days_12.5:2,-0.3225373982,-0.10425401270000001
smx:0_days_12.5:3,-0.1301702803,-0.2190202592
smx:0_days_control:1,0.0956007824,0.024334262500000002
smx:0_days_control:2,-0.0132212803,0.0040674457
smx:0_days_control:3,-0.0823795021,-0.0284017082
smx:1_days_12.5:1,3.7031267505,-0.6389921765000001
smx:1_days_12.5:2,3.4945493135,-0.7335212924000001
smx:1_days_12.5:3,3.3990227769,-0.8061559771
smx:1_days_control:1,4.3887718564,-0.6305499086
smx:1_days_control:2,4.2504813866,-0.5041500155
smx:1_days_control:3,4.3691747323,-0.2662296044
sq109:0_days_3:1,-1.5726130647,-0.4374553738
sq109:0_days_3:2,0.8039007682,0.23863287390000001
sq109:0_days_3:3,1.1035423081,0.15168892820000002
sq109:0_days_3:4,-1.5761019082,-0.2631670512
sq109:0_days_control:1,-1.2643055001999999,-0.3225379929
sq109:0_days_control:2,1.2448376991,0.1193536376
sq109:0_days_control:3,0.7240583643,0.14738932700000001
sq109:0_days_control:4,-0.7045905631,0.0557950283
sq109:1_days_3:1,-1.8790717335,-0.33133240410000003
sq109:1_days_3:2,1.182337059,0.1236820537
sq109:1_days_3:3,1.0419931953,0.1970264991
sq109:1_days_3:4,-1.6709360124,-0.4005591449
sq109:1_days_control:1,-0.9514056185,-0.39536579650000003
sq109:1_days_control:2,1.2350359532,0.1700616329
sq109:1_days_control:3,-0.8707126358,-0.0603113528
sq109:1_days_control:4,0.5845444273,0.1585880983
stress:.1_butyrate:1,0.2487511642,3.0032990544
stress:.1_butyrate:2,-0.7090335068,1.9684954237
stress:.1_butyrate:3,-0.8963559907,3.2433782339
stress:.4_gluc:1,-0.22972907720000002,0.0210361953
stress:.4_gluc:2,-0.3495831424,-0.4996466365
stress:.4_gluc:3,0.5793122196,0.4786104412
stress:1_days_low_iron:1,10.9093382437,3.374672516
stress:1_days_low_iron:2,10.7781342656,3.0255349158
stress:1_days_low_iron:3,10.9254390025,3.0541575001
stress:7_days_low_iron:1,16.8187057094,4.180291507
stress:7_days_low_iron:2,18.6165473795,4.3081166002
stress:7_days_low_iron:3,18.092614773,4.0946496747
stress:gluc_butyrate:1,1.6557430584000001,-0.1663461617
stress:gluc_butyrate:2,1.2206942495,-0.5546273637
stress:gluc_butyrate:3,2.0295733757,-0.21377325860000002
stress:high_iron:1,0.0910630414,-0.1014924146
stress:high_iron:2,-0.35289091380000004,-0.1814279675
stress:high_iron:3,-0.5493375027,-0.3278358978
stress:tolox_ph_7:1,1.8358640217,-0.4871480392
stress:tolox_ph_7:2,2.1901711019,-0.4791511107
sutez:0_days_5.6:1,-0.148515128,-0.26636712300000004
sutez:0_days_5.6:2,-0.3895417487,-0.3335347442
sutez:0_days_5.6:3,0.1410162241,-0.2237721875
sutez:0_days_5.6:4,0.6322142901000001,-0.0597534185
sutez:0_days_control:1,-0.1143734799,-0.14659672270000002
sutez:0_days_control:2,0.0275908149,0.0951161353
sutez:0_days_control:3,0.3468408273,0.0708975887
sutez:0_days_control:4,-0.2600581623,-0.0194170014
sutez:1_days_5.6:1,5.2430703038,0.8867349277000001
sutez:1_days_5.6:2,4.9772627158,0.3696014507
sutez:1_days_control:1,1.9629541277,0.1281091792
sutez:1_days_control:2,1.8265524377,-0.0125341826
sutez:1_days_control:3,0.9786954213000001,-0.11619699530000001
sutez:1_days_control:4,1.807704829,0.3502738896
thrB:0_days_starve:1,0.0704585579,0.4005792903
thrB:0_days_starve:2,-0.0704585579,-0.4005792903
tss:expression_library:1,4.2756153040000004,-0.5133343508
tss:expression_library:2,3.1292736839,-0.4090723523
tss:mapping_triphosphate:1,4.6317915677,-0.4017212893
tss:mapping_triphosphate:2,2.7058981064000003,0.18523921370000002
tss:mapping_wo_triphosphate:1,5.7698839602,0.5054665821000001
tss:mapping_wo_triphosphate:2,6.8356237202,-0.4363512927
tss:wt_experiment_2:1,-0.1835977168,0.31631998440000003
tss:wt_experiment_2:2,0.0441727211,-0.2255565965
tss:wt_experiment_2:3,0.1394249957,-0.0907633879
vera:0_days_176:1,0.5352527686,-0.1925074125
vera:0_days_176:2,1.0131495145,0.1583057819
vera:0_days_176:3,1.5473394368,-0.2714148478
vera:0_days_176:4,1.9769350243,0.0478050272
vera:0_days_control:1,-0.2990911464,0.1472586052
vera:0_days_control:2,0.01608859,-0.059434192600000005
vera:0_days_control:3,0.1228064482,-0.1466149915
vera:0_days_control:4,0.1601961083,0.0587905789
vera:1_days_176:1,9.26851038,0.8874036539
vera:1_days_176:2,9.461964010199999,0.9538161349000001
vera:1_days_176:3,10.2231591212,0.7712075453
vera:1_days_control:1,7.0864991782,0.5469008516
vera:1_days_control:2,7.600781822,0.7824165152
vera:1_days_control:3,6.8297516256,0.5298680108
vera:1_days_control:4,7.152280245,0.5870887583000001
