,A,pyrR
mrsI:ko_ox_no_atc:1,4.3999502062,0.2862070221
mrsI:ko_ox_no_atc:2,5.4807563075,0.21001682770000002
mrsI:ko_sds_atc:1,5.767789847,0.2472235664
mrsI:ko_sds_atc:2,4.8674130452,0.2499091407
mrsI:ko_sds_no_atc:1,0.5754385462,-0.2698301198
mrsI:ko_sds_no_atc:2,1.6729315954000001,-0.3107052464
mrsI:wt_iron_atc:1,0.6404419808,-0.1346695201
mrsI:wt_iron_atc:2,-0.5314878954,-0.1993488596
mrsI:wt_iron_no_atc:1,-0.8519484309,1.6800446973
mrsI:wt_iron_no_atc:2,-1.1759996901,0.5061696867000001
mrsI:wt_ox_atc:1,-0.9046272832000001,1.6981059827
mrsI:wt_ox_atc:2,-1.134442558,0.5863649341
mrsI:wt_ox_noatc:1,4.0323303089,0.8093447300000001
mrsI:wt_ox_noatc:2,5.056852291,0.7745902743
mrsI:wt_sds_atc:1,4.9886842584,0.7459338359000001
mrsI:wt_sds_atc:2,3.8417078229,0.8613443743
mrsI:wt_sds_no_atc:1,0.5030111281,0.0352526279
mrsI:wt_sds_no_atc:2,-0.5030111281,-0.0352526279
nitrate:control:1,0.1197447791,-0.0444440538
nitrate:control:2,-0.1197447791,0.0444440538
p218:0_days_.1:1,0.7393013890000001,-0.9590568239
p218:0_days_.1:2,0.3487802255,-0.1939088331
p218:0_days_.1:3,0.8120892423,-0.75751063
p218:0_days_.1:4,0.8124045801,-1.0047821206
p218:0_days_control:1,0.0138431002,0.048437357800000004
p218:0_days_control:2,-0.1503262021,0.0266133736
p218:0_days_control:3,0.0872516425,-0.0218063966
p218:0_days_control:4,0.049231459400000004,-0.0532443348
p218:1_days_.1:1,0.1580086481,-0.0838549822
p218:1_days_.1:2,0.13309626500000002,0.0737551602
p218:1_days_.1:3,0.17576783470000001,-0.0119668489
p218:1_days_.1:4,-0.19727967270000002,0.0907829859
p218:1_days_control:1,-0.7037679256,-0.6755427886
p218:1_days_control:2,-0.5766958434,-0.6967745183
p218:1_days_control:3,-0.8680717392,-0.704232089
p218:1_days_control:4,-0.5157732285000001,-1.0178852514
patH-Cap:post_path_ctrl:1,-1.9828336084,-0.4624153465
patH-Cap:post_path_ctrl:2,-3.3612032005,-0.488607037
patH-Cap:post_path_inh:1,-3.4814591454,-1.9617579084
patH-Cap:post_path_inh:2,-3.2288694186,-1.2677766217
patH-Cap:pre_path_ctrl:1,0.0565865547,-0.0360057878
patH-Cap:pre_path_ctrl:2,-0.0565865547,0.0360057878
patH-Cap:pre_path_inh:1,-0.7971382275000001,-1.0378542619
patH-Cap:pre_path_inh:2,-0.7816696553,-1.5058134262
ppxx:double_mutant:1,-0.055751224700000004,-0.1356062526
ppxx:double_mutant:2,0.055751224700000004,0.1356062526
reactivation:day_1_reactivation:1,-3.4573324636000002,0.6445151683
reactivation:day_1_reactivation:2,-3.3943126049,0.5569660436
reactivation:day_1_reactivation:3,-3.2987746249,0.7731148269
reactivation:day_2_reactivation:1,-2.9794165451000003,0.6158376102
reactivation:day_2_reactivation:2,-2.9646287514000003,0.6452876916
reactivation:day_2_reactivation:3,-2.7511424902,0.635290274
reactivation:day_3_reactivation:1,-2.980234251,0.3527160224
reactivation:day_3_reactivation:2,-3.0544240725,0.44053721910000004
reactivation:day_3_reactivation:3,-3.0412457969,0.469805952
reactivation:day_4_reactivation:1,-2.02282892,0.1560174872
reactivation:day_4_reactivation:2,-2.2019368331,0.0688757076
reactivation:day_4_reactivation:3,-1.9913808359,0.0415451261
reactivation:days_0_persistence:1,-0.016835975200000002,-0.0177479073
reactivation:days_0_persistence:2,0.0473476325,0.019971625700000002
reactivation:days_0_persistence:3,-0.0305116573,-0.0022237184
redox:intra_basal:1,4.8733889145,-1.7498913376
redox:intra_basal:2,4.4345947631,-1.4247763727
redox:whib3_comp_4.5:1,2.2994117666,-0.5150732960000001
redox:whib3_comp_4.5:2,0.07208257400000001,-1.0201392595
redox:whib3_comp_6.6:1,0.3412445521,-0.1386233828
redox:whib3_comp_6.6:2,0.9912336125000001,-0.4041994291
redox:whib3_ko_4.5:1,1.4820716387,-0.7265706992000001
redox:whib3_ko_4.5:2,0.1190012684,0.0877949227
redox:wt_4.5:1,-1.4544055885,-0.3682346106
redox:wt_4.5:2,-1.5691723207,-0.1691201721
redox:wt_6.6:1,0.3301555794,-0.1802825492
redox:wt_6.6:2,-0.3301555794,0.1802825492
resus:day_1_run_1:1,0.0966961729,0.09308554050000001
resus:day_1_run_1:2,-0.0966961729,-0.09308554050000001
resus:day_4_run_1:1,0.8862563347,1.0208582009
resus:day_4_run_1:2,1.0242003739,1.0590016775
rho:00h_DUC:1,0.2776700535,0.0123144705
rho:00h_DUC:2,-0.2776700535,-0.0123144705
rho:00h_DUC_1:1,-0.6177966684,-0.8267670446000001
rho:00h_DUC_1:2,0.3090346342,-0.7134550227
rho:01.5_DUC:1,0.0988334379,-0.2511208119
rho:01.5_DUC:2,-0.520491585,-0.25883083970000004
rho:01.5h_DUC_ATC:1,-0.9991975836,0.6404692615
rho:01.5h_DUC_ATC:2,-0.4046721821,0.3274470487
rho:03_DUC:1,0.3375873968,-0.3654228197
rho:03_DUC:2,-0.22880839100000003,-0.3913341366
rho:03h_DUC_ATC:1,0.6610124837,0.111348426
rho:03h_DUC_ATC:2,-0.8816882605,0.0663328769
rho:06h_DUC_ATC:1,0.8605158687000001,-0.030209483800000003
rho:06h_DUC_ATC:2,1.6003704065000002,0.36855005080000003
rho:06h_WT_ATC:1,-0.6058486981,0.1671057634
rho:06h_WT_ATC:2,-0.2737642406,0.44414623150000004
rho:09_DUC:1,1.4325327292,0.4648385044
rho:09_DUC:2,1.2083453849,0.43917395400000003
rho:09h_DUC_ATC:1,2.228878583,0.4181792599
smx:0_days_12.5:1,-0.2910605364,0.1569146684
smx:0_days_12.5:2,-0.41589324850000003,0.2639503559
smx:0_days_12.5:3,-0.45475031720000003,0.3425474826
smx:0_days_control:1,0.037591650500000004,0.0016977155
smx:0_days_control:2,0.0286359518,-0.042092172000000004
smx:0_days_control:3,-0.06622760230000001,0.0403944565
smx:1_days_12.5:1,-2.3072445856,1.5517311021
smx:1_days_12.5:2,-2.4132245778,1.4754921882
smx:1_days_12.5:3,-2.3770001658,1.5499747768
smx:1_days_control:1,-1.6941485546,1.6559133748
smx:1_days_control:2,-1.9231349229,1.6437937183
smx:1_days_control:3,-1.6129850886,1.4744111225
sq109:0_days_3:1,0.3257689197,-0.9200463953
sq109:0_days_3:2,-1.1952830148,1.1504124249
sq109:0_days_3:3,-1.4014026371,1.1670234661
sq109:0_days_3:4,0.18568132950000002,-0.7730656985000001
sq109:0_days_control:1,1.0776798035,-1.0255242138
sq109:0_days_control:2,-1.0559724619,1.0417386631
sq109:0_days_control:3,-0.9600933746,1.0670613469
sq109:0_days_control:4,0.9383860331,-1.0832757962
sq109:1_days_3:1,0.3808855243,-0.7938426414
sq109:1_days_3:2,-1.1892373097,1.0253528029
sq109:1_days_3:3,-1.5994911154,1.1757966095
sq109:1_days_3:4,0.3283364643,-1.1104535486
sq109:1_days_control:1,0.6656773917000001,-0.9477059896000001
sq109:1_days_control:2,-1.0470775071,1.0870634855
sq109:1_days_control:3,0.7967455526,-1.0501610336
sq109:1_days_control:4,-0.7957892926,1.1090601298
stress:.1_butyrate:1,3.7804154207,-0.6806386893
stress:.1_butyrate:2,1.8305026405,-0.37041890920000003
stress:.1_butyrate:3,4.0932914551,-0.8413409838
stress:.4_gluc:1,-0.2275776398,-0.047308325000000005
stress:.4_gluc:2,0.17518319440000002,-0.0516465881
stress:.4_gluc:3,0.0523944454,0.0989549131
stress:1_days_low_iron:1,0.9767272735,-1.1419559989
stress:1_days_low_iron:2,0.27335306060000003,-0.43132230660000004
stress:1_days_low_iron:3,-0.30209680850000004,-0.1868637059
stress:7_days_low_iron:1,2.2397809137999998,0.2545676951
stress:7_days_low_iron:2,2.2497662598,0.058379849500000004
stress:7_days_low_iron:3,2.4858007274,0.0822857924
stress:gluc_butyrate:1,-0.5616730974,-0.4200077601
stress:gluc_butyrate:2,-1.0167688132,0.042695369600000005
stress:gluc_butyrate:3,-0.2701472213,-0.30036984710000003
stress:high_iron:1,-1.4222074147,0.4159433072
stress:high_iron:2,-0.9793414501000001,0.3245932944
stress:high_iron:3,-0.732527487,0.26778338360000004
stress:tolox_ph_7:1,-1.0518933203,0.3462976754
stress:tolox_ph_7:2,-1.2563602215,0.0996849845
sutez:0_days_5.6:1,0.1963502339,0.0061035732
sutez:0_days_5.6:2,-0.009949182800000001,0.0901665479
sutez:0_days_5.6:3,0.6027316427,-0.3181277051
sutez:0_days_5.6:4,0.3947844471,-0.7258363572000001
sutez:0_days_control:1,0.1245943863,0.0012361652
sutez:0_days_control:2,0.1000874014,-0.012139848
sutez:0_days_control:3,-0.0890495812,-0.0061288620000000005
sutez:0_days_control:4,-0.1356322066,0.0170325448
sutez:1_days_5.6:1,1.5912861151,1.2080057056
sutez:1_days_5.6:2,1.7996210595000002,1.2376785239
sutez:1_days_control:1,0.0126411952,0.2974576912
sutez:1_days_control:2,0.0250771576,-0.0344840503
sutez:1_days_control:3,-0.43750322900000005,0.1658027785
sutez:1_days_control:4,0.115089904,0.3103566599
thrB:0_days_starve:1,0.999572722,0.6389314817
thrB:0_days_starve:2,-0.999572722,-0.6389314817
tss:expression_library:1,-5.3539265204,-0.3175589783
tss:expression_library:2,-5.8050022349,0.4043372576
tss:mapping_triphosphate:1,-4.5728324675,0.9392253538
tss:mapping_triphosphate:2,-4.4934946275,1.4164852916
tss:mapping_wo_triphosphate:1,-3.8203217689,1.1687974825
tss:mapping_wo_triphosphate:2,-3.2070786706,0.6813828539
tss:wt_experiment_2:1,0.1620528146,-0.0456079166
tss:wt_experiment_2:2,-0.0307937157,0.0688410453
tss:wt_experiment_2:3,-0.13125909900000002,-0.0232331287
vera:0_days_176:1,1.1023752999,-0.41740723350000003
vera:0_days_176:2,0.3453624342,-0.2727174471
vera:0_days_176:3,0.2766685332,-0.3290877853
vera:0_days_176:4,0.12326025010000001,-0.2070157505
vera:0_days_control:1,-0.1511574399,0.0373788933
vera:0_days_control:2,0.09462362490000001,-0.012597472
vera:0_days_control:3,0.297912461,0.1125632963
vera:0_days_control:4,-0.241378646,-0.1373447176
vera:1_days_176:1,1.1867554349,-0.7131004344
vera:1_days_176:2,0.660441735,-0.44993732940000003
vera:1_days_176:3,0.6402160039,-0.5972951602000001
vera:1_days_control:1,1.951113725,0.09273349680000001
vera:1_days_control:2,2.2351325131,0.14760166060000002
vera:1_days_control:3,2.2415014514,0.0415163296
vera:1_days_control:4,1.7476006186,0.1728171621
