,A,FpvR
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:1,2.056600518,1.256320375
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:2,2.150395488,1.3334789790000001
p-anisaldehyde_epigallocatechin_gallate:Combination:1,0.913230673,0.026842133
p-anisaldehyde_epigallocatechin_gallate:Combination:2,0.75122766,0.008655302
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:2,0.19546360200000001,-0.079044733
p-anisaldehyde_epigallocatechin_gallate:Combination:3,0.501494057,0.479845819
p-anisaldehyde_epigallocatechin_gallate:Combination:4,0.445404728,0.399975731
p-anisaldehyde_epigallocatechin_gallate:Combination:5,2.306862476,0.918028355
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:3,-0.425801399,-0.00017601
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:4,-0.456514682,0.043979659000000004
p-anisaldehyde_epigallocatechin_gallate:pA_1:1,-1.855351426,-0.31935103200000003
p-anisaldehyde_epigallocatechin_gallate:pA_1:2,-1.9592301070000002,-0.24120465300000002
p-anisaldehyde_epigallocatechin_gallate:pA_2:1,-1.68406269,0.21543741100000002
p-anisaldehyde_epigallocatechin_gallate:pA_2:2,-1.8584160230000002,0.258334675
sRNA_PA0805.1_overexpression:EmptyVector_1:1,-1.512845395,-0.092039198
sRNA_PA0805.1_overexpression:EmptyVector_1:2,-0.415927588,-0.115488295
sRNA_PA0805.1_overexpression:EmptyVector_1:3,0.588263451,-0.133661362
sRNA_PA0805.1_overexpression:EmptyVector_1:4,0.8181561110000001,0.28361346
sRNA_PA0805.1_overexpression:EmptyVector_1:5,0.522353421,0.057575397
sRNA_PA0805.1_overexpression:PA08051:1,-0.764157866,-0.15055062300000002
sRNA_PA0805.1_overexpression:PA08051:2,2.736415169,-0.025108787
sRNA_PA0805.1_overexpression:PA08051:3,2.455746578,0.06983219
sRNA_PA0805.1_overexpression:PA08051:4,2.846565145,0.154618323
sRNA_PA0805.1_overexpression:PA08051:5,0.6096518870000001,0.23541863600000001
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:1,-1.40472004,-0.299025808
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:2,-1.133969774,-0.361929938
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:1,0.037654978000000006,0.0074288520000000005
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:2,-0.037654978000000006,-0.0074288520000000005
