,A,lysG
mrsI:ko_sds_no_atc:2,-2.2112262111,0.5503419089
mrsI:wt_iron_atc:1,-0.6124498926,0.1665639685
mrsI:wt_iron_atc:2,0.2633646787,0.0214118001
mrsI:wt_iron_no_atc:1,3.4952342796,-1.3937068375
mrsI:wt_iron_no_atc:2,2.8553677533,-1.423108466
mrsI:wt_ox_atc:1,3.2114859491,-1.4673223416
mrsI:wt_ox_atc:2,3.3827942976,-1.3146628071
mrsI:wt_ox_noatc:1,0.5220102289,-0.2576024046
mrsI:wt_ox_noatc:2,-1.8143022306,-0.3449828555
mrsI:wt_sds_atc:1,-1.1778253548,-0.2930895676
mrsI:wt_sds_atc:2,0.3344667699,-0.3382541267
mrsI:wt_sds_no_atc:1,-0.5580477213,0.19611865650000002
mrsI:wt_sds_no_atc:2,0.5580477213,-0.19611865650000002
nitrate:control:1,0.0549863227,-0.1066254405
nitrate:control:2,-0.0549863227,0.1066254405
p218:0_days_.1:1,1.0780191879,0.47132739570000004
p218:0_days_.1:2,0.3826184308,0.08702377480000001
p218:0_days_.1:3,1.6148093137,0.5412145051
p218:0_days_.1:4,1.3856282152000001,0.4532444655
p218:0_days_control:1,0.2681739643,-0.020877094000000002
p218:0_days_control:2,-0.1522532037,0.0339295435
p218:0_days_control:3,-0.2056710423,-0.1291976164
p218:0_days_control:4,0.0897502817,0.1161451669
p218:1_days_.1:1,5.3724586192,0.16778539680000001
p218:1_days_.1:2,5.3685565633,0.1039550934
p218:1_days_.1:3,5.2976329179,-0.0648072668
p218:1_days_.1:4,4.9857246493,0.0194384729
p218:1_days_control:1,3.6555591879,0.21554053480000002
p218:1_days_control:2,3.4142006286,0.17193448290000002
p218:1_days_control:3,3.5965006039,0.3552992172
p218:1_days_control:4,2.8848759174,0.24163429490000002
patH-Cap:post_path_ctrl:1,2.3093266015,-0.206388172
patH-Cap:post_path_ctrl:2,2.273193716,-0.26824260510000003
patH-Cap:post_path_inh:1,1.2573735631,0.6447995634
patH-Cap:post_path_inh:2,2.1035942946,1.1665544132
patH-Cap:pre_path_ctrl:1,0.0846539771,-0.08531787910000001
patH-Cap:pre_path_ctrl:2,-0.0846539771,0.08531787910000001
patH-Cap:pre_path_inh:1,-1.4560342725,0.2532667042
patH-Cap:pre_path_inh:2,-1.9532252074,0.229740501
ppxx:double_mutant:1,-0.1739474501,-0.0300801323
ppxx:double_mutant:2,0.1739474501,0.0300801323
reactivation:day_1_reactivation:1,4.243136365,-2.2943196201
reactivation:day_1_reactivation:2,4.2208533442,-2.3524738054
reactivation:day_1_reactivation:3,4.6097293784,-2.4191778061
reactivation:day_2_reactivation:1,1.0569150635,-2.7816874844
reactivation:day_2_reactivation:2,0.7339100559,-2.8756809581000002
reactivation:day_2_reactivation:3,1.2729756052,-2.8204397391000002
reactivation:day_3_reactivation:1,-0.4540676624,-3.2685725669
reactivation:day_3_reactivation:2,-1.0456651953,-3.2575335998
reactivation:day_3_reactivation:3,-0.5622930349,-3.144404491
reactivation:day_4_reactivation:1,0.7827732291,-3.3492811111
reactivation:day_4_reactivation:2,0.4755822075,-3.4568090546
reactivation:day_4_reactivation:3,-0.1017505565,-3.2561051734
reactivation:days_0_persistence:1,0.3198783181,-0.0034800259
reactivation:days_0_persistence:2,-0.3032105016,-0.0234608907
reactivation:days_0_persistence:3,-0.0166678165,0.0269409166
redox:intra_basal:1,3.5983355791,-0.4636346322
redox:intra_basal:2,1.8027066935,0.2911957492
redox:whib3_comp_4.5:1,5.7074626627,1.9309913039
redox:whib3_comp_4.5:2,7.3212252597,2.0573186057
redox:whib3_comp_6.6:1,1.0567567698,-0.0337059225
redox:whib3_comp_6.6:2,-0.55725384,0.2777432505
redox:whib3_ko_4.5:1,6.2012261012,1.4179062152
redox:whib3_ko_4.5:2,6.815406975,1.0787452807
redox:wt_4.5:1,0.31013882740000004,-0.0084528116
redox:wt_4.5:2,1.0425573141,-0.2322356994
redox:wt_6.6:1,0.3630940817,-0.41604788200000004
redox:wt_6.6:2,-0.3630940817,0.41604788200000004
resus:day_1_run_1:1,-0.2107662425,0.1254717943
resus:day_1_run_1:2,0.2107662425,-0.1254717943
resus:day_4_run_1:1,1.0628277134,0.22567920030000002
resus:day_4_run_1:2,-1.3248399759,0.5635576915
rho:00h_DUC:1,0.0935141006,-0.0651899751
rho:00h_DUC:2,-0.0935141006,0.0651899751
rho:00h_DUC_1:1,1.299384906,-0.5706395787
rho:00h_DUC_1:2,1.268417012,-0.5023277131
rho:01.5_DUC:1,0.8692188374,-0.6599474995
rho:01.5_DUC:2,1.7284279236,-0.5434226222
rho:01.5h_DUC_ATC:1,-0.6765823151,-0.30559423280000003
rho:01.5h_DUC_ATC:2,-1.6194204194,0.0922446942
rho:03_DUC:1,-1.9870635372,-0.6229026524
rho:03_DUC:2,1.3308688347,-0.8961745673
rho:03h_DUC_ATC:1,-3.1975935123,0.553650155
rho:03h_DUC_ATC:2,-0.9277712101000001,0.2971697699
rho:06h_DUC_ATC:1,-1.1660507624,0.7354616848000001
rho:06h_DUC_ATC:2,-1.5754555411,0.8347228562000001
rho:06h_WT_ATC:1,-3.2277154544,0.0043108175
rho:06h_WT_ATC:2,-0.8509208769000001,0.17488186600000002
rho:09_DUC:1,3.7151082271,1.3334455689
rho:09_DUC:2,3.6485509828,1.2340564373
rho:09h_DUC_ATC:1,1.8386657556000001,1.5712475543000002
smx:0_days_12.5:1,0.1434339859,0.0250055353
smx:0_days_12.5:2,-0.4338658761,0.07371174600000001
smx:0_days_12.5:3,-0.7216281549,0.21011161890000002
smx:0_days_control:1,-0.0696549935,-0.0057817983
smx:0_days_control:2,0.1618731663,0.032593648
smx:0_days_control:3,-0.0922181728,-0.0268118497
smx:1_days_12.5:1,1.7633848581,-0.5530628385
smx:1_days_12.5:2,1.1445264180999999,-0.6499398294000001
smx:1_days_12.5:3,0.7859066704000001,-0.4560311187
smx:1_days_control:1,1.7032322128000001,-0.42712347970000003
smx:1_days_control:2,2.0955047915,-0.41459522320000003
smx:1_days_control:3,2.9312110760000003,-0.5739770863
sq109:0_days_3:1,-1.5317261006,-0.2653148327
sq109:0_days_3:2,1.1349393401,-0.0872056573
sq109:0_days_3:3,0.9636308202,0.092018454
sq109:0_days_3:4,-1.1819979634,0.0128636921
sq109:0_days_control:1,-0.8316113913000001,0.055781166800000004
sq109:0_days_control:2,0.5786674314,0.0634351272
sq109:0_days_control:3,0.9405341522,-0.0172675571
sq109:0_days_control:4,-0.6875901923000001,-0.10194873700000001
sq109:1_days_3:1,-1.4972033336,-0.0643926999
sq109:1_days_3:2,1.2214967026,0.04902668
sq109:1_days_3:3,0.845287738,0.1150843046
sq109:1_days_3:4,-1.2510672075,-0.1902427843
sq109:1_days_control:1,-1.1641113221000001,-0.1963602515
sq109:1_days_control:2,1.1546716636,-0.0818604794
sq109:1_days_control:3,-0.7610149623,-0.1307962945
sq109:1_days_control:4,0.330540914,-0.0517744667
stress:.1_butyrate:1,-3.04922014,1.5332744612
stress:.1_butyrate:2,-2.3010653396,0.6643394258
stress:.1_butyrate:3,-1.8525147966,0.642205335
stress:.4_gluc:1,-1.2770355143,-0.1130143161
stress:.4_gluc:2,0.5657344367,-0.0226832581
stress:.4_gluc:3,0.7113010776,0.1356975743
stress:1_days_low_iron:1,-2.8113098082,1.1095687071
stress:1_days_low_iron:2,-3.8453338359,0.7891125851
stress:1_days_low_iron:3,-3.8609315004,1.2040738683
stress:7_days_low_iron:1,2.7511560717,1.7820429356
stress:7_days_low_iron:2,1.528388161,2.2354221352
stress:7_days_low_iron:3,0.6136474515,2.0727091133
stress:gluc_butyrate:1,-1.3135879847,0.0745311777
stress:gluc_butyrate:2,-3.5865613931,0.3835273032
stress:gluc_butyrate:3,-1.9709456914,0.4145158813
stress:high_iron:1,1.4528134009,1.0068687945
stress:high_iron:2,0.2227692759,1.0342068087
stress:high_iron:3,-0.4439263954,1.2064104568
stress:tolox_ph_7:1,-4.299749789,0.9688590365
stress:tolox_ph_7:2,-4.1614252723,1.1838277848
sutez:0_days_5.6:1,-0.013703690900000001,0.1256544084
sutez:0_days_5.6:2,-0.2850466574,0.09550190700000001
sutez:0_days_5.6:3,-0.5225127408,0.0322088537
sutez:0_days_5.6:4,0.8860923203000001,-0.2262749394
sutez:0_days_control:1,-0.2732079431,-0.050189484900000005
sutez:0_days_control:2,0.1781854056,0.0488129569
sutez:0_days_control:3,0.1990024796,-0.07002290430000001
sutez:0_days_control:4,-0.1039799421,0.0713994323
sutez:1_days_5.6:1,-2.5038232831,-0.1906458305
sutez:1_days_5.6:2,-2.3632017597,-0.450886341
sutez:1_days_control:1,2.0823291831,-0.5318459284
sutez:1_days_control:2,2.0923303266,-0.49446308840000003
sutez:1_days_control:3,0.5490424259000001,-0.44091110600000005
sutez:1_days_control:4,2.0858007831,-0.4321072318
thrB:0_days_starve:1,0.45241406240000004,-0.10033422700000001
thrB:0_days_starve:2,-0.45241406240000004,0.10033422700000001
tss:expression_library:1,4.218551599,-0.4259266721
tss:expression_library:2,4.8722477145,0.1540019863
tss:mapping_triphosphate:1,1.7026504967,-0.2563307405
tss:mapping_triphosphate:2,4.0414062605,0.0233368223
tss:mapping_wo_triphosphate:1,4.3230467132,-0.3235662589
tss:mapping_wo_triphosphate:2,2.1351833929,-0.6382997383
tss:wt_experiment_2:1,0.0052108336,0.1401743387
tss:wt_experiment_2:2,-0.0828093882,-0.3129979517
tss:wt_experiment_2:3,0.07759855460000001,0.17282361300000001
vera:0_days_176:1,1.265138564,-0.3805393226
vera:0_days_176:2,1.9678477519,-0.3486632146
vera:0_days_176:3,1.9794651935,-0.1594370608
vera:0_days_176:4,2.6618544762000003,-0.26423888100000004
vera:0_days_control:1,-1.2140714157999999,0.0846490758
vera:0_days_control:2,0.1754493118,-0.1719155746
vera:0_days_control:3,0.1540138603,0.1308134118
vera:0_days_control:4,0.8846082437,-0.043546913
vera:1_days_176:1,-5.8313263032,0.035017020100000004
vera:1_days_176:2,-5.7475650502,-0.2563473229
vera:1_days_176:3,-6.4283783996,0.25072317050000004
vera:1_days_control:1,-4.4047818873,0.2574757051
vera:1_days_control:2,-3.4617688847,0.25145507640000003
vera:1_days_control:3,-4.9550346387,0.34506841180000003
vera:1_days_control:4,-4.734156652,0.3005861993
