,A,MvfR
mexZ_knockout:del_mexZ:3,-3.3621109502,-0.38937681100000004
mexZ_knockout:wt_LB:1,-0.43496126630000004,0.13214965
mexZ_knockout:wt_LB:2,-0.445027467,0.16170604800000002
mexZ_knockout:wt_LB:3,0.8799887333,-0.293855698
n-alkanes_treatment:PA_alkane:1,1.1502636061,1.270978737
n-alkanes_treatment:PA_alkane:2,1.3782937913,1.5027898020000001
n-alkanes_treatment:PA_Glycerol:1,1.485847836,0.11391343500000001
n-alkanes_treatment:PA_Glycerol:2,-1.6421456863000001,0.011400307
n-alkanes_treatment:PA_Glycerol:3,0.1562978503,-0.125313741
natural_RNA_aptamers:PA_Water_rep_wt:1,-0.1107916182,0.116668062
natural_RNA_aptamers:PA_Water_rep_wt:2,0.1107916182,-0.116668062
natural_RNA_aptamers:PA_FMN_rep:1,-1.034880848,0.20260825200000002
natural_RNA_aptamers:PA_FMN_rep:2,0.1707141153,0.074058123
NC_002516.2:Planktonic_total_RNA_Rep:1,-0.9417630257,0.017371556
NC_002516.2:Planktonic_total_RNA_Rep:2,0.85849714,0.0044793440000000006
NC_002516.2:Planktonic_total_RNA_Rep:3,0.0832658857,-0.021850901000000002
NC_002516.2:Biofilm_total_RNA_Rep:1,-3.2532610782,-0.5351085760000001
NC_002516.2:Biofilm_total_RNA_Rep:2,-4.1059122181,-0.564209888
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:1,-0.7850651018,0.35105155600000004
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:1,-0.37223875640000004,-0.27046938
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:2,-0.41930236120000003,-0.24088229
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:1,-1.8274039914,-0.436083408
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:2,-1.7348515773000002,-0.449108084
p-anisaldehyde_epigallocatechin_gallate:Combination:1,1.5221575976000001,-0.65617544
p-anisaldehyde_epigallocatechin_gallate:Combination:2,1.5138415173,-0.681805416
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:2,-0.303172476,-0.086696808
p-anisaldehyde_epigallocatechin_gallate:Combination:3,1.8091014166,0.016419729
p-anisaldehyde_epigallocatechin_gallate:Combination:4,1.8439346975,-0.001575722
p-anisaldehyde_epigallocatechin_gallate:Combination:5,0.5277227067,-0.31879854500000004
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:3,0.5538574305,-0.14115659800000002
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:4,0.5343801474000001,-0.12319815
p-anisaldehyde_epigallocatechin_gallate:pA_1:1,0.5168212363,-0.651949871
p-anisaldehyde_epigallocatechin_gallate:pA_1:2,0.7237210460000001,-0.622310091
p-anisaldehyde_epigallocatechin_gallate:pA_2:1,0.37431533180000004,-0.18869949200000002
p-anisaldehyde_epigallocatechin_gallate:pA_2:2,0.3574390757,-0.18953867100000002
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:1,-0.9517881858,0.37082618500000003
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:1,0.4289622742,-0.31686625300000004
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:2,0.307192218,-0.30156541600000003
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:2,-0.357330115,-0.049972421
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:1,1.2819338937,0.11146438400000001
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:2,1.670206099,-0.365551251
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:3,2.0036924698,-0.277221109
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:1,0.5729805034000001,0.331837545
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:2,-0.2864461078,-0.07150780200000001
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:3,-0.2865343956,-0.260329743
relA-spoT_double-mutant:plank_WT_1:1,-0.2422510367,-0.017666825
relA-spoT_double-mutant:plank_WT_1:2,-0.46975880740000003,-0.3198465
relA-spoT_double-mutant:plank_WT_1:3,0.7120098442,0.33751332500000003
relA-spoT_double-mutant:plank_rel-spot:1,9.6933986566,-0.670579558
relA-spoT_double-mutant:plank_rel-spot:2,9.5390406918,-0.44440686100000004
sRNA_PA0805.1_overexpression:EmptyVector_1:1,0.16216264390000001,-0.16170398300000002
sRNA_PA0805.1_overexpression:EmptyVector_1:2,0.2808047407,-0.109315614
sRNA_PA0805.1_overexpression:EmptyVector_1:3,0.09090239130000001,-0.070916222
sRNA_PA0805.1_overexpression:EmptyVector_1:4,0.0884268024,0.16974634600000002
sRNA_PA0805.1_overexpression:EmptyVector_1:5,-0.6222965783000001,0.172189472
sRNA_PA0805.1_overexpression:PA08051:1,1.5433411153,-0.126766911
sRNA_PA0805.1_overexpression:PA08051:2,0.5793721328,0.23991400400000001
sRNA_PA0805.1_overexpression:PA08051:3,0.0046141305,0.375647991
sRNA_PA0805.1_overexpression:PA08051:4,-0.7981794763000001,0.5199159790000001
sRNA_PA0805.1_overexpression:PA08051:5,-0.22740326600000002,0.44789682700000005
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:1,1.1653636542,-0.09714481800000001
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:2,0.5269960117,-0.025473248
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:1,0.1677629331,-0.10455944900000001
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:2,-0.1677629331,0.10455944900000001
sRNA_ReaL_represses_RpoS:sRNA_wt:1,0.1645936767,0.029505203
sRNA_ReaL_represses_RpoS:sRNA_wt:2,-0.1645936767,-0.029505203
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:1,0.4858880933,0.16860039400000001
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:2,1.6408494778,-0.69144118
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:3,1.5463629157,-0.25566583600000004
yhjH_knockout:PA_delyhjH_wt:1,0.1688185565,0.057497531000000004
yhjH_knockout:PA_delyhjH_wt:2,-0.1688185565,-0.057497531000000004
yhjH_knockout:PA_delyhjH:1,3.2027751222,0.251955667
yhjH_knockout:PA_delyhjH:2,2.8117285805,0.35839408500000003
yhjH_knockout:PA_delwspF:1,2.0574123912,0.30615953300000004
yhjH_knockout:PA_delwspF:2,-0.48619765330000003,0.08524782900000001
