,A,devR
mrsI:wt_iron_no_atc:1,11.5137288767,0.1200375092
mrsI:wt_iron_no_atc:2,10.0300873386,0.35205609
mrsI:wt_ox_atc:1,10.2776860738,0.1914684328
mrsI:wt_ox_atc:2,9.5837335885,0.2866999585
mrsI:wt_ox_noatc:1,-0.5946172247,-0.0507627198
mrsI:wt_ox_noatc:2,-1.3374672333,-0.2806922631
mrsI:wt_sds_atc:1,-0.4550322204,-0.2536103554
mrsI:wt_sds_atc:2,0.107275538,0.012082868600000001
mrsI:wt_sds_no_atc:1,-0.3008884602,-0.1363703749
mrsI:wt_sds_no_atc:2,0.3008884602,0.1363703749
nitrate:control:1,-0.35483164970000003,0.0113203755
nitrate:control:2,0.35483164970000003,-0.0113203755
p218:0_days_.1:1,0.5282439018,0.3234100599
p218:0_days_.1:2,-0.1749135272,-0.056256904100000005
p218:0_days_.1:3,0.32760316770000003,0.13481136430000001
p218:0_days_.1:4,0.127019608,0.2247545393
p218:0_days_control:1,-0.019311507500000002,-0.017043367
p218:0_days_control:2,0.0802578164,0.0403144608
p218:0_days_control:3,0.2908233415,-0.0468800538
p218:0_days_control:4,-0.3517696504,0.0236089599
p218:1_days_.1:1,1.1240326904,0.23876339770000002
p218:1_days_.1:2,1.7704284704000002,0.1807499103
p218:1_days_.1:3,0.6459322973,0.1734407073
p218:1_days_.1:4,1.328493771,0.20324796950000001
p218:1_days_control:1,4.4238580528,0.4709122438
p218:1_days_control:2,3.7813669659,0.5493546725
p218:1_days_control:3,3.7654054164,0.4017360075
p218:1_days_control:4,3.0010686544,0.3365465481
patH-Cap:post_path_ctrl:1,0.4504240983,-0.2547688946
patH-Cap:post_path_ctrl:2,-1.2502092424,-0.21391860070000002
patH-Cap:post_path_inh:1,-0.5327554282,-0.7049837097
patH-Cap:post_path_inh:2,-1.1953041977,-1.7395633825
patH-Cap:pre_path_ctrl:1,-0.5402634302,0.0835695878
patH-Cap:pre_path_ctrl:2,0.5402634302,-0.0835695878
patH-Cap:pre_path_inh:1,-1.4902016692,0.07192021550000001
patH-Cap:pre_path_inh:2,-1.306105114,0.2341505433
ppxx:double_mutant:1,-0.0932995063,0.0512163671
ppxx:double_mutant:2,0.0932995063,-0.0512163671
reactivation:day_1_reactivation:1,-19.517275005,-1.2887913826
reactivation:day_1_reactivation:2,-19.679416415,-1.3368454954
reactivation:day_1_reactivation:3,-19.7167998249,-1.3089289093
reactivation:day_2_reactivation:1,-20.5665261101,-1.5475362612999999
reactivation:day_2_reactivation:2,-21.479965785,-1.5657054494
reactivation:day_2_reactivation:3,-21.3072800403,-1.5712549189
reactivation:day_3_reactivation:1,-11.0753563569,-0.4279539948
reactivation:day_3_reactivation:2,-11.1528809324,-0.5901875616000001
reactivation:day_3_reactivation:3,-11.0745896407,-0.4716643626
reactivation:day_4_reactivation:1,-9.5894612201,-0.3819819967
reactivation:day_4_reactivation:2,-9.8454778847,-0.4341265747
reactivation:day_4_reactivation:3,-9.2283991638,-0.5453644987
reactivation:days_0_persistence:1,-0.0002676126,0.0051834512000000004
reactivation:days_0_persistence:2,0.0023778671,0.0709453876
reactivation:days_0_persistence:3,-0.0021102545,-0.0761288388
redox:intra_basal:1,11.1125438062,0.757201091
redox:intra_basal:2,17.0411916866,1.3911764070000001
redox:whib3_comp_4.5:1,10.094474175,-0.6399403486
redox:whib3_comp_4.5:2,9.7299627262,-0.2694598264
redox:whib3_comp_6.6:1,3.8249663415,-0.1380828091
redox:whib3_comp_6.6:2,8.793862513,0.1648298779
redox:whib3_ko_4.5:1,18.7343106315,-0.5445185097
redox:whib3_ko_4.5:2,9.0248991979,-1.0700151343
redox:wt_4.5:1,5.096466378,-0.8805526376
redox:wt_4.5:2,1.6105764946,-0.8814671597
redox:wt_6.6:1,1.4937143628,0.2960239752
redox:wt_6.6:2,-1.4937143628,-0.2960239752
resus:day_1_run_1:1,-0.3212489411,-0.1632820748
resus:day_1_run_1:2,0.3212489411,0.1632820748
resus:day_4_run_1:1,0.3091820529,-0.43970198380000003
resus:day_4_run_1:2,0.8347961561,-0.5488563442000001
rho:00h_DUC:1,3.5868101082,0.4031240856
rho:00h_DUC:2,-3.5868101082,-0.4031240856
rho:00h_DUC_1:1,-7.1020180019,-0.1551416422
rho:00h_DUC_1:2,-8.0201352753,-0.3240989506
rho:01.5_DUC:1,-9.1676464026,-0.2193616169
rho:01.5_DUC:2,-9.8262891049,-0.6038031914
rho:01.5h_DUC_ATC:1,-6.3284058791,-0.23064268940000002
rho:01.5h_DUC_ATC:2,-9.7542256958,-0.6867707301
rho:03_DUC:1,-11.8434763561,-0.2092317561
rho:03_DUC:2,-7.9542722754,-0.0333694702
rho:03h_DUC_ATC:1,-6.5073503194,-0.1633422535
rho:03h_DUC_ATC:2,-7.1506018389,-0.2409768301
rho:06h_DUC_ATC:1,-0.21608176980000002,-0.20204704380000002
rho:06h_DUC_ATC:2,-4.701941486,-0.6918836714000001
rho:06h_WT_ATC:1,-6.9521092721,-0.2044633794
rho:06h_WT_ATC:2,-5.1068374473,-0.0988851513
rho:09_DUC:1,1.0561542194,-0.4320161873
rho:09_DUC:2,0.2269431279,-0.2355538398
rho:09h_DUC_ATC:1,0.1894436883,-0.3508409529
smx:0_days_12.5:1,0.1568611499,0.0622265584
smx:0_days_12.5:2,0.1647654353,-0.020916525300000002
smx:0_days_12.5:3,0.6226852787,-0.043024929100000005
smx:0_days_control:1,-0.1451901261,-0.0037094281000000003
smx:0_days_control:2,0.0307945154,0.0011543182
smx:0_days_control:3,0.11439561070000001,0.0025551098
smx:1_days_12.5:1,0.6971695141,-0.15807468460000001
smx:1_days_12.5:2,0.2964483542,-0.2535966834
smx:1_days_12.5:3,0.34906097080000004,-0.32334233700000004
smx:1_days_control:1,0.49188232400000004,-0.3022474235
smx:1_days_control:2,-0.0309553859,-0.2565402012
smx:1_days_control:3,-0.20321572940000002,-0.2863634195
sq109:0_days_3:1,-0.2133475052,-0.3970275434
sq109:0_days_3:2,-0.1712091288,0.3470840726
sq109:0_days_3:3,-0.5861033624,0.31656951
sq109:0_days_3:4,0.7833651393000001,-0.1810457853
sq109:0_days_control:1,-0.1080133278,-0.2416577791
sq109:0_days_control:2,0.2176634704,0.30507776740000003
sq109:0_days_control:3,0.3305365927,0.3603722372
sq109:0_days_control:4,-0.4401867353,-0.4237922254
sq109:1_days_3:1,-0.2624754052,-0.4497331419
sq109:1_days_3:2,-0.0391254958,0.25159001140000004
sq109:1_days_3:3,-0.0703104854,0.2066694134
sq109:1_days_3:4,-0.2980602639,-0.3380905377
sq109:1_days_control:1,-0.302209693,-0.4901185682
sq109:1_days_control:2,0.0716063547,0.2902749867
sq109:1_days_control:3,-0.5378943894,-0.1719204574
sq109:1_days_control:4,0.2587901805,0.3178340062
stress:.1_butyrate:1,-1.4606146175,-0.159012923
stress:.1_butyrate:2,-0.7246756919,0.0063043684000000004
stress:.1_butyrate:3,-0.32351863750000004,-0.006257111
stress:.4_gluc:1,-0.7386356378000001,-0.2403561515
stress:.4_gluc:2,-3.5469453864,-0.9508591986
stress:.4_gluc:3,4.2855810242,1.1912153501
stress:1_days_low_iron:1,-32.7195644539,-2.4615622090000002
stress:1_days_low_iron:2,-33.9978885773,-2.2751767595
stress:1_days_low_iron:3,-29.6215203098,-2.3539403134
stress:7_days_low_iron:1,-1.6838526882,0.2668732763
stress:7_days_low_iron:2,-5.4795458228000005,-0.4293743712
stress:7_days_low_iron:3,-9.0810953319,-0.6823986283
stress:gluc_butyrate:1,-8.287025241,-1.699718394
stress:gluc_butyrate:2,-19.4500410112,-2.4378468453
stress:gluc_butyrate:3,-8.6025131977,-1.6188181754
stress:high_iron:1,-24.0508921892,-1.936227133
stress:high_iron:2,-29.1055782102,-2.3722476854
stress:high_iron:3,-27.1519954089,-2.3590744854
stress:tolox_ph_7:1,-26.5664264677,-2.624264406
stress:tolox_ph_7:2,-26.8015001068,-2.4406192924
sutez:0_days_5.6:1,0.9035642223,0.16546341720000002
sutez:0_days_5.6:2,-0.8961036412000001,-0.2326193051
sutez:0_days_5.6:3,0.0322199602,-0.010215176000000001
sutez:0_days_5.6:4,0.44981794270000003,-0.1221546404
sutez:0_days_control:1,0.1863819608,0.0382288082
sutez:0_days_control:2,-0.1698137136,0.0316644051
sutez:0_days_control:3,-0.1940276934,-0.10294230280000001
sutez:0_days_control:4,0.17745944630000002,0.0330490894
sutez:1_days_5.6:1,3.7928553282,-1.292861259
sutez:1_days_5.6:2,3.6612440384,-1.9036474959
sutez:1_days_control:1,-0.3331265136,0.22964492190000002
sutez:1_days_control:2,0.1361051919,0.3847287131
sutez:1_days_control:3,-0.2498135937,0.2117238799
sutez:1_days_control:4,-0.4722495638,0.2955688949
thrB:0_days_starve:1,-1.6094712632000001,0.36385978210000003
thrB:0_days_starve:2,1.6094712632000001,-0.36385978210000003
tss:expression_library:1,-1.6814029325000002,0.3634587814
tss:expression_library:2,-3.3513691424,0.33898709850000003
tss:mapping_triphosphate:1,-1.9623516771,-0.6423916065
tss:mapping_triphosphate:2,-2.1400160945,-0.9740935858
tss:mapping_wo_triphosphate:1,-4.6493119188000005,-0.2649986563
tss:mapping_wo_triphosphate:2,-3.9601045123,-0.4108100764
tss:wt_experiment_2:1,-1.6887492821999999,0.0094555512
tss:wt_experiment_2:2,0.2019042285,-0.0350245132
tss:wt_experiment_2:3,1.4868450538,0.025568962100000002
vera:0_days_176:1,-0.27015724680000003,-0.3531687188
vera:0_days_176:2,-0.8528755454,-0.1643062147
vera:0_days_176:3,-0.2148443482,-0.0077209489
vera:0_days_176:4,-0.6671487490000001,-0.38336598920000003
vera:0_days_control:1,-0.27205384120000004,-0.0511124169
vera:0_days_control:2,0.2746079844,0.12296216210000001
vera:0_days_control:3,-0.0801009546,0.0548888498
vera:0_days_control:4,0.0775468115,-0.126738595
vera:1_days_176:1,-1.5208855509,-0.0598443576
vera:1_days_176:2,-1.7009135659,0.060670963700000004
vera:1_days_176:3,-1.5819910173,0.30435514
vera:1_days_control:1,-1.7316744356,-0.23463935230000002
vera:1_days_control:2,-2.3136150693,-0.48822555110000004
vera:1_days_control:3,-1.4301173968,-0.19485919140000002
vera:1_days_control:4,-1.5693250408,-0.2242619321
