,A,rstA
novobiocin:0_Novobiocin_60min:3.0,-0.672512919,-0.4731836653
novobiocin:500_Novobiocin_10min:1.0,-3.0988138851,0.3282998541
novobiocin:0_Novobiocin_20min:2.0,-3.0596309871,0.9346961343
novobiocin:500_Novobiocin_60min:3.0,-4.1514791951,0.6476160554
novobiocin:0_Novobiocin_0min:2.0,-0.4134092037,0.072624619
novobiocin:100_Novobiocin_60min:3.0,-3.2513781039,0.232581424
novobiocin:500_Novobiocin_20min:2.0,-3.9084017112,0.6864780729000001
novobiocin:500_Novobiocin_10min:2.0,-3.44596742,0.7987038255000001
novobiocin:0_Novobiocin_0min:3.0,-0.9670230722000001,-0.0505111226
novobiocin:500_Novobiocin_20min:3.0,-3.5911489165,0.5393915833
novobiocin:0_Novobiocin_10min:3.0,-2.9598542095,0.6666173106000001
novobiocin:0_Novobiocin_20min:3.0,-3.9554761959,0.7944642537000001
starvation:Glucose_6h:1.0,-2.8074783907,0.2828414359
starvation:Low_3d:1.0,-6.200752871,-1.1509996845
starvation:Low_3d:2.0,-5.876279823,-1.1237615369
starvation:Glucose_24h:1.0,-5.0668768719,-1.0917350325
starvation:High_4d:1.0,-6.3910104739,-0.5978807968000001
starvation:High_4h:1.0,-4.8512049238,-0.8267746874
starvation:High_4d:2.0,-6.916151599,-0.8676615983
starvation:High_4h:2.0,-5.1411966307,-0.8481631637
starvation:Low_24h:1.0,-6.2133290967,-0.4421103155
starvation:Glucose_6h:2.0,2.8074783907,-0.2828414359
starvation:Low_24h:2.0,-5.8709975016,1.2929887239
starvation:Glucose_24h:2.0,-4.6694377932,-0.9071690021000001
18_mutants:phoB/R_InSPI2:1.0,2.6855809689,1.6415542256
18_mutants:hfq_ESP:1.0,0.5134203606000001,-1.4447568255
18_mutants:ompR/envZ_InSPI2:1.0,-0.5475885325000001,1.1516276448
18_mutants:dam_MEP:1.0,0.956693062,0.24408015900000002
18_mutants:WT_IEP:1.0,-0.9159591882,0.5160404474
18_mutants:ssrA/B_InSPI2:1.0,2.1374370514,1.138130032
18_mutants:WT_InSPI2:1.0,0.8295143191000001,1.6645528075
18_mutants:hilC_IEP:1.0,-0.8014689970000001,0.2590549676
18_mutants:fliZ_ESP:1.0,2.0246309352,0.48967529270000004
18_mutants:hilD_InSPI2:1.0,3.5324089039,1.2089294963000001
18_mutants:phoP/Q_InSPI2:1.0,0.07203665320000001,-0.5832848967
18_mutants:ssrB_InSPI2:1.0,1.8981572155,1.3580385028
18_mutants:fur_ESP:1.0,1.3518296658,0.1564836367
18_mutants:WT_MEP:1.0,-2.9174582620000003e-22,0.0
18_mutants:hilD_IEP:1.0,-1.989783101,0.6270752366
18_mutants:hilE_IEP:1.0,0.5086460949,0.8377027758000001
18_mutants:slyA_InSPI2:1.0,3.2398102634,1.414081166
18_mutants:ssrA_InSPI2:1.0,2.4842999216,1.3086432007
18_mutants:WT_lnSPI2:1.0,2.6086819014,1.5202356401000001
18_mutants:hilA_IEP:1.0,-1.4141029595,0.888645126
Infection_conditions:pH3_shock:1.0,-3.2517845758,-0.5525543722
Infection_conditions:Peroxide_shock_InSPI2:1.0,2.3563136204,-0.7146321465000001
Infection_conditions:MEP:1.0,-2.959151031,-0.47038720450000004
Infection_conditions:Oxygen_shock:1.0,-1.4055023282,-0.0091214227
Infection_conditions:MEP:2.0,-2.8388673223,-0.5025139167
Infection_conditions:Anaerobic_shock:1.0,10.0584228605,-0.5333967029000001
Infection_conditions:Bile_shock:1.0,-5.2580332402,-0.4829965847
Infection_conditions:LowFe2+_shock:1.0,-2.3216792729,-0.3507552903
Infection_conditions:MEP:3.0,-2.8871821759,-0.45177254
Infection_conditions:pH5.8_shock:1.0,-1.2224001586,-0.0938973058
Infection_conditions:ESP:1.0,-1.4178219885,-0.21830138970000001
Infection_conditions:inSPI2_dRNA_seq:1.0,2.23105004,2.237014625
Infection_conditions:LEP:1.0,-1.8702537563,-0.10416402050000001
Infection_conditions:Temp20:1.0,-3.0921725895,-0.0947842187
Infection_conditions:25C:1.0,-2.6586734754,-1.0054638386
Infection_conditions:Nitric_oxide_shock_InSPI2:1.0,-0.0219702929,0.5059438390000001
Infection_conditions:ESP:2.0,-3.0214125287,-0.22047405720000002
Infection_conditions:EEP:1.0,-2.0446198072,-0.5542398672000001
Infection_conditions:ESP:3.0,-1.7688857939,-0.2529961609
Infection_conditions:Anaerobic_growth:1.0,0.08837210620000001,0.2249331139
Infection_conditions:NaCl_shock:1.0,-2.0649689123,-0.48457060690000003
Infection_conditions:Pool_RNA_seq:1.0,5.243170224e-22,0.0
Infection_conditions:Cold_shock_15C:1.0,-2.5069239383,-0.1314303563
Infection_conditions:Pool_dRNA_seq:1.0,-0.1830509601,0.3842651579
Infection_conditions:InSPI2_LowMg2+:1.0,0.6269675758000001,1.1736400848
Infection_conditions:Temp10:1.0,-3.0291222283,-0.46164227300000005
Infection_conditions:NonSPI2:1.0,-0.2439571865,0.7842252137
Macrophage:Intra_macrophage_dRNA:1.0,-1.4771087301,0.0207607232
Macrophage:Intra_macrophage_RNA:1.0,0.2589780639,0.0097834636
Macrophage:Intra_macrophage_RNA:2.0,-0.2589780639,-0.0097834636
Macrophage:Intra_macrophage_dRNA:2.0,-0.1552204929,0.0842345967
comparative_st474:st474_InSPI2:1.0,0.7516308023,1.6423397332
comparative_st474:st474_LEP:1.0,1.0603436691,0.3548891719
comparative_st474:st474_InSPI2:2.0,-0.586122178,1.8755191119
comparative_st474:st474_EEP:1.0,0.9022264405,-0.072910773
comparative_st474:st474_ESP:1.0,-0.005198031200000001,-0.4134403957
comparative_st474:st474_NaCl_shock:1.0,0.8836987142,-0.050819337000000006
comparative_st474:st474_NO_shock_InSPI2:1.0,2.9234929702,0.8710006811000001
comparative_st474:st474_Peroxide_shock_InSPI2:1.0,5.2979836275,-0.3905094807
comparative_st474:st474_Oxygen_shock:1.0,1.5504688121,0.4502353244
comparative_st474:st474_MEP:1.0,2.9824704209999997e-28,0.0
comparative_st474:st474_ESP:2.0,-0.5188059843,-0.35309113000000003
comparative_st474:st474_ESP:3.0,0.9629837112,-0.8939229292
comparative_st474:st474_NonSPI2:1.0,0.11285251210000001,1.3447783606
comparative_st474:st474_Bile_shock:1.0,-2.3068644754,-0.0072232435000000005
comparative_st474:st474_NonSPI2:2.0,0.6677928861,1.1633064766
comparative_st474:st474_Anaerobic_growth:1.0,2.3792072814000003,0.9656690611000001
comparative_st474:st474_Macrophage:1.0,4.3149995796,1.5336159996
comparative_st474:st474_Anaerobic_shock:1.0,13.0009909007,-0.08977762780000001
comparative_st474:st474_InSPI2:3.0,0.2738728727,1.7436250244
comparative_st474:st474_InSPI2:4.0,0.8554249433000001,1.6014975591
comparative_st474:st474_Anaerobic_growth:2.0,1.5546873292,0.0279656501
comparative_st474:st474_Anaerobic_growth:3.0,2.3233562268,0.48450497810000004
comparative_st474:st474_ESP:4.0,-0.4803342685,0.2721540309
comparative_st474:st474_Macrophage:2.0,3.8018521055,1.5140429753
comparative_st474:st474_25C:1.0,0.3062696281,-0.5281346006000001
comparative_st474:st474_Low_Fe2+_shock:1.0,0.6100819206,0.1121396823
comparative_st474:st474_NonSPI2:3.0,0.4321745648,1.4562012057
comparative_D23580:D23580_NonSPI2:1.0,-1.3162649137,1.6364319269
comparative_D23580:D23580_InSPI2:1.0,-0.625255234,2.1756903703
comparative_D23580:D23580_Anaerobic_growth:1.0,-1.3652895836,0.4828123345
comparative_D23580:D23580_pBT1 deletion:1.0,5.4474155463,0.1324588192
comparative_D23580:D23580_InSPI2:2.0,-2.9233503661,2.2707571616
comparative_D23580:D23580_25C:1.0,-2.4329686635,-0.7443654709
comparative_D23580:D23580_pBT1 deletion:2.0,0.1298582299,-0.2988461122
comparative_D23580:D23580_Oxygen_shock:1.0,-0.3057149047,1.1384692578
comparative_D23580:D23580_Macrophage_dRNA_2:1.0,0.49350818020000004,2.2073103458
comparative_D23580:D23580_LEP:1.0,2.6804278661,0.6465958017
comparative_D23580:D23580_ESP:1.0,-1.2731008772,0.7588756293000001
comparative_D23580:D23580_Macrophage:1.0,0.2624836772,1.6160057753000001
comparative_D23580:D23580_ESP:2.0,11.471287757,0.5933138748
comparative_D23580:D23580_Low_Fe2+_shock:1.0,-1.602309835,-0.4717874488
comparative_D23580:D23580_Bile_shock:1.0,-0.5902259154,0.3752842335
comparative_D23580:D23580_NaCl_shock:1.0,-1.7296436458,-0.4241703404
comparative_D23580:D23580_MEP:1.0,0.0,0.0
comparative_D23580:D23580_Macrophage_dRNA_1:1.0,1.8758774867999999,1.9714791529000002
comparative_D23580:D23580_InSPI2:3.0,-1.7847100208,2.2044907989
comparative_D23580:D23580_EEP:1.0,0.6383630385,-0.2496541663
comparative_D23580:D23580_NO_shock_InSPI2:1.0,3.4487983867,1.7948670770000001
comparative_D23580:D23580_Anaerobic_shock:1.0,17.858563698,-1.1786623604
comparative_D23580:D23580_InSPI2:4.0,-2.1995636874,2.3682014307
comparative_D23580:D23580_NonSPI2:2.0,-1.736192843,1.6226180067
comparative_D23580:D23580_NonSPI2:3.0,-0.7870505494000001,1.7986212511000002
comparative_D23580:D23580_ESP:3.0,-2.3483753458,0.6043340425
comparative_D23580:D23580_Macrophage:2.0,1.7558276734,1.3621585615
comparative_D23580:D23580_NonSPI2:4.0,-0.2350280939,1.4526574823
comparative_D23580:D23580_ESP:4.0,-2.2403676903,0.3067367823
comparative_D23580:D23580_Peroxide_shock_InSPI2:1.0,-0.8940139096,-0.2848743633
comparative_D23580:D23580_Anaerobic_growth:2.0,-0.19473851890000002,0.3954881257
comparative_D23580:D23580_Anaerobic_growth:3.0,0.2803549105,0.1938934366
pgtE:ESP_tex:1.0,0.8027422646,-0.5598364712
pgtE:Pooled_tex:1.0,-3.7802853667000003,1.371840946
pgtE:ESP:1.0,4.0139068186,-0.1161152669
pgtE:InSPI2:1.0,-8.1086256133,1.4663103629
pgtE:Pooled:1.0,0.0,0.0
pgtE:InSPI2_tex:1.0,-6.5240338828,2.3370787952
aroA:SF101:1.0,-14.6248936729,-2.0404146782
aroA:SF101:2.0,-14.0823446631,-1.2011662157
aroA:SF100:1.0,-14.3902731752,-1.0145468721
aroA:SF100:2.0,-13.449994373300001,-1.1342247376
aroA:WT_vivo:1.0,-0.4633610294,0.0435111316
aroA:WT_vivo:2.0,0.4633610294,-0.0435111316
flagella_mutants:SF102:1.0,-0.0036146637,-0.14430954370000001
flagella_mutants:SF102:2.0,0.0036146637,0.14430954370000001
flagella_mutants:del_fliHIJ:1.0,-0.9486573931000001,0.4038787687
flagella_mutants:del_fliHIJ:2.0,-0.8237959477,0.4031353675
flagella_mutants:del_fliF:1.0,-1.4212291538000001,0.6297756673
flagella_mutants:del_fliF:2.0,-1.1950289261,0.7359013231
myricanol:Control:1.0,-0.17054794110000002,0.12467475780000001
myricanol:Control:2.0,-0.1126770841,0.0019922324
myricanol:Control:3.0,0.2832250253,-0.1266669903
myricanol:Myricanol:1.0,-2.5632858076,0.0941881774
myricanol:Myricanol:2.0,0.3255809973,0.38238491300000005
myricanol:Myricanol:3.0,-0.3740713409,0.3035731431
