,A,AtsR
mexZ_knockout:del_mexZ:3,0.22920330460000002,-0.34387547
mexZ_knockout:wt_LB:1,7.0736217802,1.320319167
mexZ_knockout:wt_LB:2,-2.4521662013,-0.6508472710000001
mexZ_knockout:wt_LB:3,-4.621455579,-0.669471896
n-alkanes_treatment:PA_alkane:1,1.016598804,-0.031944626000000004
n-alkanes_treatment:PA_alkane:2,-1.2621691504,-0.50104542
n-alkanes_treatment:PA_Glycerol:1,1.3191891874000001,0.174392387
n-alkanes_treatment:PA_Glycerol:2,-2.8934167731000002,-0.221854093
n-alkanes_treatment:PA_Glycerol:3,1.5742275857,0.047461706000000006
natural_RNA_aptamers:PA_Water_rep_wt:1,0.5396649385,0.6262402890000001
natural_RNA_aptamers:PA_Water_rep_wt:2,-0.5396649385,-0.6262402890000001
natural_RNA_aptamers:PA_FMN_rep:1,-0.3002361458,-0.485847385
natural_RNA_aptamers:PA_FMN_rep:2,0.1191614154,-3.12859222
NC_002516.2:Planktonic_total_RNA_Rep:1,0.2511542902,0.10619223500000001
NC_002516.2:Planktonic_total_RNA_Rep:2,-0.5832761941,-0.20936241300000002
NC_002516.2:Planktonic_total_RNA_Rep:3,0.3321219039,0.103170178
NC_002516.2:Biofilm_total_RNA_Rep:1,-0.6964000661,-0.505898741
NC_002516.2:Biofilm_total_RNA_Rep:2,-1.1099307501,-0.589079605
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:1,0.055480572900000004,0.6195485980000001
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:1,1.154184205,-0.002551451
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:2,0.8944723541,-0.046402536
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:1,1.1273398924,0.30889483500000003
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:2,1.3433890202,0.19067061100000002
p-anisaldehyde_epigallocatechin_gallate:Combination:1,0.7342771651000001,-0.29403402500000003
p-anisaldehyde_epigallocatechin_gallate:Combination:2,0.7034797111000001,-0.342251159
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:2,-0.0021832282000000002,-0.23799787700000002
p-anisaldehyde_epigallocatechin_gallate:Combination:3,0.7216196663000001,0.17207254300000002
p-anisaldehyde_epigallocatechin_gallate:Combination:4,0.4359278666,-0.187564163
p-anisaldehyde_epigallocatechin_gallate:Combination:5,0.1111298077,0.038400804000000004
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:3,0.0131599468,-0.15450960900000002
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:4,-0.0664572915,-0.22704111200000002
p-anisaldehyde_epigallocatechin_gallate:pA_1:1,1.3702401603,0.012726312
p-anisaldehyde_epigallocatechin_gallate:pA_1:2,1.2944437789,-0.42262734700000004
p-anisaldehyde_epigallocatechin_gallate:pA_2:1,0.6319543376,-0.025418714000000002
p-anisaldehyde_epigallocatechin_gallate:pA_2:2,0.683413927,-0.109468675
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:1,-0.1757060789,0.627354472
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:1,0.6783461786,-0.11654956500000001
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:2,0.8711448730000001,-0.080884489
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:2,-0.0010100320000000001,-0.312482109
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:1,1.2132223658,0.8837876330000001
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:2,2.0880213831,1.4455861730000001
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:3,0.0218684336,0.9483990880000001
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:1,-0.7844217192,-0.33569191
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:2,-0.2697541372,0.031061507000000002
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:3,1.0541758564,0.304630403
relA-spoT_double-mutant:plank_WT_1:1,0.2810305683,0.5142350480000001
relA-spoT_double-mutant:plank_WT_1:2,-0.7983896441,-0.327856943
relA-spoT_double-mutant:plank_WT_1:3,0.5173590759,-0.18637810500000002
relA-spoT_double-mutant:plank_rel-spot:1,1.2439598812,0.020069908
relA-spoT_double-mutant:plank_rel-spot:2,2.2903662187,0.216151698
sRNA_PA0805.1_overexpression:EmptyVector_1:1,-0.4811224905,-0.10253043
sRNA_PA0805.1_overexpression:EmptyVector_1:2,0.0584648829,0.00021613400000000001
sRNA_PA0805.1_overexpression:EmptyVector_1:3,0.29416939070000003,0.064365251
sRNA_PA0805.1_overexpression:EmptyVector_1:4,-0.0549717018,-0.16888482400000002
sRNA_PA0805.1_overexpression:EmptyVector_1:5,0.1834599187,0.20683387
sRNA_PA0805.1_overexpression:PA08051:1,-0.1736443895,0.023037133
sRNA_PA0805.1_overexpression:PA08051:2,1.5145050998,0.176498555
sRNA_PA0805.1_overexpression:PA08051:3,2.2214763082,0.23216783900000001
sRNA_PA0805.1_overexpression:PA08051:4,0.8743604549,-0.654640438
sRNA_PA0805.1_overexpression:PA08051:5,0.7218484801,0.45994477400000006
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:1,-5.6547004025,-2.005986625
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:2,-1.4293154832,-0.47870323200000003
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:1,-0.1355877946,-0.16521919000000002
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:2,0.1355877946,0.16521919000000002
sRNA_ReaL_represses_RpoS:sRNA_wt:1,0.3341886683,0.170879947
sRNA_ReaL_represses_RpoS:sRNA_wt:2,-0.3341886683,-0.170879947
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:1,4.2629925443,1.764483994
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:2,-1.3311830205000001,0.23568211300000003
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:3,-1.5692334717,0.499471176
yhjH_knockout:PA_delyhjH_wt:1,0.0005260405,-0.163996327
yhjH_knockout:PA_delyhjH_wt:2,-0.0005260405,0.163996327
yhjH_knockout:PA_delyhjH:1,-1.1369308144,0.17688276800000002
yhjH_knockout:PA_delyhjH:2,-1.5681542856,-0.017795152
yhjH_knockout:PA_delwspF:1,2.5071870152,-0.342263627
yhjH_knockout:PA_delwspF:2,2.0491542191,0.07945044700000001
