,A,PmrA
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:2,-0.124567807,-0.043729111
p-anisaldehyde_epigallocatechin_gallate:Combination:1,3.422212785,-0.618756564
p-anisaldehyde_epigallocatechin_gallate:Combination:2,3.365677578,-0.694121041
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:2,-0.383130044,-0.23263992300000003
p-anisaldehyde_epigallocatechin_gallate:Combination:3,3.828296094,-0.223421638
p-anisaldehyde_epigallocatechin_gallate:Combination:4,3.763648432,-0.139483346
p-anisaldehyde_epigallocatechin_gallate:Combination:5,4.319101996,-0.021189515000000003
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:3,-0.13226353500000002,-0.25266572400000004
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:4,0.13355409999999998,-0.168440842
p-anisaldehyde_epigallocatechin_gallate:pA_1:1,8.223779221,-0.663351554
p-anisaldehyde_epigallocatechin_gallate:pA_1:2,8.317392846,-0.40775473700000003
p-anisaldehyde_epigallocatechin_gallate:pA_2:1,8.807325352,-0.447451521
p-anisaldehyde_epigallocatechin_gallate:pA_2:2,8.628354652,-0.40172049400000004
sRNA_PA0805.1_overexpression:EmptyVector_1:1,-0.69561503,-0.192665003
sRNA_PA0805.1_overexpression:EmptyVector_1:2,-0.38674895200000003,-0.151153941
sRNA_PA0805.1_overexpression:EmptyVector_1:3,-0.518241288,-0.1584657
sRNA_PA0805.1_overexpression:EmptyVector_1:4,2.7752306190000002,0.671527655
sRNA_PA0805.1_overexpression:EmptyVector_1:5,-1.17462535,-0.169243011
sRNA_PA0805.1_overexpression:PA08051:1,-0.8081233280000001,-0.5594302280000001
sRNA_PA0805.1_overexpression:PA08051:2,1.114615402,-0.06483343400000001
sRNA_PA0805.1_overexpression:PA08051:3,-0.12628476600000002,-0.37854676800000003
sRNA_PA0805.1_overexpression:PA08051:4,3.218418554,0.397730415
sRNA_PA0805.1_overexpression:PA08051:5,-1.300919975,-0.25633388100000004
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:1,1.045603899,-0.066498649
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:2,-0.32577231300000004,0.260987953
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:1,0.141474772,-0.015291976
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:2,-0.141474772,0.015291977000000002
