,A,bkaR
mrsI:ko_ox_no_atc:2,9.3284912448,0.7375222987000001
mrsI:ko_sds_atc:1,9.5712800474,0.7399401555
mrsI:ko_sds_atc:2,8.8530050719,0.6210208873
mrsI:ko_sds_no_atc:1,-0.3039950629,-0.47583812550000004
mrsI:ko_sds_no_atc:2,0.32379549220000003,-0.40863701620000004
mrsI:wt_iron_atc:1,0.27006543850000003,-0.09493800620000001
mrsI:wt_iron_atc:2,-0.0818885659,-0.2121118484
mrsI:wt_iron_no_atc:1,-11.252591801,-1.057622013
mrsI:wt_iron_no_atc:2,-8.0438220629,-1.2187307092
mrsI:wt_ox_atc:1,-11.1152449681,-1.1107983948
mrsI:wt_ox_atc:2,-7.6111933606,-1.2891464209
mrsI:wt_ox_noatc:1,7.5583091701,0.645396752
mrsI:wt_ox_noatc:2,7.8632852965,0.4932131044
mrsI:wt_sds_atc:1,7.2857522959,0.5417577442
mrsI:wt_sds_atc:2,7.4772077146,0.7353341531
mrsI:wt_sds_no_atc:1,-0.0404509913,0.0352085552
mrsI:wt_sds_no_atc:2,0.0404509913,-0.0352085552
nitrate:control:1,-0.28552752200000003,-0.0819589657
nitrate:control:2,0.28552752200000003,0.0819589657
p218:0_days_.1:1,0.5790772329,0.5155826303000001
p218:0_days_.1:2,0.2300647659,0.0022958138
p218:0_days_.1:3,0.2642907239,0.1580185541
p218:0_days_.1:4,0.5608460804000001,0.041603220600000004
p218:0_days_control:1,0.0480397271,0.0337638321
p218:0_days_control:2,-0.2221196251,0.034751694
p218:0_days_control:3,0.12038126040000001,-0.12130139070000001
p218:0_days_control:4,0.0536986377,0.0527858646
p218:1_days_.1:1,0.14406245950000002,-0.260064187
p218:1_days_.1:2,0.34708135160000003,-0.2797232807
p218:1_days_.1:3,0.3479868517,-0.3097669604
p218:1_days_.1:4,0.0877703393,-0.2925501937
p218:1_days_control:1,0.1713990077,-1.1112950881
p218:1_days_control:2,0.68086522,-0.6984932913
p218:1_days_control:3,0.2540848041,-0.8033931620000001
p218:1_days_control:4,0.7962587853,-0.34965164120000003
patH-Cap:post_path_ctrl:1,0.6851633747,-0.9951380717
patH-Cap:post_path_ctrl:2,1.4049100496,-0.9892832536
patH-Cap:post_path_inh:1,2.0093636694,-0.8358286258000001
patH-Cap:post_path_inh:2,2.8409691175000003,-0.9027756662
patH-Cap:pre_path_ctrl:1,-0.009114048000000001,-0.0297084869
patH-Cap:pre_path_ctrl:2,0.009114048000000001,0.0297084869
patH-Cap:pre_path_inh:1,1.0827675666,0.15943630420000002
patH-Cap:pre_path_inh:2,1.2801964883,0.267536351
ppxx:double_mutant:1,0.1857496492,-0.1056533005
ppxx:double_mutant:2,-0.1857496492,0.1056533005
reactivation:day_1_reactivation:1,-0.00039078530000000004,-0.8423600208
reactivation:day_1_reactivation:2,-0.0368439059,-0.7530959516
reactivation:day_1_reactivation:3,-0.0475434935,-0.6945021886
reactivation:day_2_reactivation:1,-0.1228932647,-0.5452778970000001
reactivation:day_2_reactivation:2,-0.0565074771,-0.6565322237
reactivation:day_2_reactivation:3,-0.22293454370000002,-0.5550764598
reactivation:day_3_reactivation:1,-0.5594429161,-0.6036945731000001
reactivation:day_3_reactivation:2,-0.5855010768000001,-0.4517340998
reactivation:day_3_reactivation:3,-0.4620035538,-0.4368673079
reactivation:day_4_reactivation:1,-1.5141956136,-0.37624938480000003
reactivation:day_4_reactivation:2,-1.6281370083,-0.4797172288
reactivation:day_4_reactivation:3,-1.3096097482,-0.5291637802
reactivation:days_0_persistence:1,-0.1093947355,-0.0876893082
reactivation:days_0_persistence:2,0.0890667522,0.017936962900000002
reactivation:days_0_persistence:3,0.0203279833,0.0697523453
redox:intra_basal:1,-1.3830311055,0.3267132964
redox:intra_basal:2,-1.1275410417,0.32299805600000003
redox:whib3_comp_4.5:1,3.2706833696,1.875912175
redox:whib3_comp_4.5:2,1.5877954262,2.0920689586
redox:whib3_comp_6.6:1,0.0942348875,0.0941360046
redox:whib3_comp_6.6:2,0.17251274300000002,0.5058524863
redox:whib3_ko_4.5:1,2.2162144974,1.9769862752
redox:whib3_ko_4.5:2,-0.25612714400000003,1.7468290093
redox:wt_4.5:1,3.709057968,0.6944202601
redox:wt_4.5:2,3.1423366414,1.1512168324
redox:wt_6.6:1,0.9119370141,0.0833598204
redox:wt_6.6:2,-0.9119370141,-0.0833598204
resus:day_1_run_1:1,-0.1841799064,-0.12397044680000001
resus:day_1_run_1:2,0.1841799064,0.12397044680000001
resus:day_4_run_1:1,-4.2898327169,-0.0022303274
resus:day_4_run_1:2,-3.7619571564000003,0.1344559828
rho:00h_DUC:1,-0.0127573478,-0.07863155990000001
rho:00h_DUC:2,0.0127573478,0.07863155990000001
rho:00h_DUC_1:1,-1.4992745165999999,-1.0694866570000001
rho:00h_DUC_1:2,-1.8960336439,-1.2481503413000001
rho:01.5_DUC:1,-1.1965866676,-0.9302323236000001
rho:01.5_DUC:2,-2.136750984,-0.7669210025000001
rho:01.5h_DUC_ATC:1,-0.0504506386,0.1534174698
rho:01.5h_DUC_ATC:2,0.5464899405,-0.039453593200000005
rho:03_DUC:1,-1.8301566478,-1.0861455
rho:03_DUC:2,-1.1901851329,-0.7816072054000001
rho:03h_DUC_ATC:1,0.8916377076,0.045556057600000005
rho:03h_DUC_ATC:2,1.4696879471,-0.8490088013
rho:06h_DUC_ATC:1,0.7422979092,1.0021878042
rho:06h_DUC_ATC:2,0.512008047,0.43910813740000004
rho:06h_WT_ATC:1,1.4938217067,0.0502318417
rho:06h_WT_ATC:2,2.159034987,0.5938121781
rho:09_DUC:1,-2.4626680268,0.8454984573000001
rho:09_DUC:2,-2.2201614481,0.5111912492
rho:09h_DUC_ATC:1,-1.0510772628,0.7523817901000001
smx:0_days_12.5:1,-0.1687944311,0.0193467969
smx:0_days_12.5:2,-0.262063047,0.0731669435
smx:0_days_12.5:3,-0.21127430830000002,0.0831098212
smx:0_days_control:1,-0.07164111470000001,0.0396729271
smx:0_days_control:2,-0.048845747700000004,0.051112431900000005
smx:0_days_control:3,0.1204868624,-0.09078535900000001
smx:1_days_12.5:1,-0.1073755354,-0.6789382725
smx:1_days_12.5:2,-0.1659315013,-0.40211763030000003
smx:1_days_12.5:3,0.0171588656,-0.3688350581
smx:1_days_control:1,-0.48431144210000004,-0.5397703643
smx:1_days_control:2,-0.4206451962,-0.6476846861000001
smx:1_days_control:3,-0.3017367469,-0.6063135744
sq109:0_days_3:1,-1.2442890346,-0.0337678119
sq109:0_days_3:2,0.9771943740000001,0.060020175
sq109:0_days_3:3,0.7676033645,-0.1916261532
sq109:0_days_3:4,-1.3096992937,0.0332381062
sq109:0_days_control:1,-1.053611399,0.016082450800000002
sq109:0_days_control:2,0.9952284744000001,0.0789667431
sq109:0_days_control:3,1.2817522811,0.0910014869
sq109:0_days_control:4,-1.2233693565000001,-0.18605068090000002
sq109:1_days_3:1,-1.1060565179,0.09340520070000001
sq109:1_days_3:2,0.7025685805,-0.032076522600000004
sq109:1_days_3:3,0.9679345972000001,-0.0644733673
sq109:1_days_3:4,-1.0030077232,-0.0132050872
sq109:1_days_control:1,-1.0527878056,-0.090476998
sq109:1_days_control:2,0.9541523711000001,0.0703227594
sq109:1_days_control:3,-0.8880415309,0.12863018680000002
sq109:1_days_control:4,1.2968600655,-0.1021789008
stress:.1_butyrate:1,7.9994909684,1.6878599682000002
stress:.1_butyrate:2,6.5899423874,1.4950512144
stress:.1_butyrate:3,10.2890732815,1.6728777058
stress:.4_gluc:1,-0.048294122,0.1947681907
stress:.4_gluc:2,-0.23116856360000002,0.1759829382
stress:.4_gluc:3,0.2794626856,-0.3707511289
stress:1_days_low_iron:1,13.4313762189,1.878394085
stress:1_days_low_iron:2,13.8150447002,2.1987222113
stress:1_days_low_iron:3,12.6893710527,2.3084842863
stress:7_days_low_iron:1,4.7205638496999995,0.945475923
stress:7_days_low_iron:2,7.517878868,1.5463156542
stress:7_days_low_iron:3,7.6914714445,1.6549137525000002
stress:gluc_butyrate:1,1.8461086876000001,1.6801214989000002
stress:gluc_butyrate:2,-0.5902674346,1.2746149579
stress:gluc_butyrate:3,2.1260941963,1.5748455345
stress:high_iron:1,-4.0206513046,0.2084459606
stress:high_iron:2,-4.2981680244,-0.0574501679
stress:high_iron:3,-4.0795280609,-0.0080587343
stress:tolox_ph_7:1,-3.5030740676,-0.1532481874
stress:tolox_ph_7:2,-3.691991999,-0.006776711
sutez:0_days_5.6:1,-0.040488917,-0.10389039600000001
sutez:0_days_5.6:2,0.4893343878,0.15779528010000002
sutez:0_days_5.6:3,-0.5078730472,-0.0948541631
sutez:0_days_5.6:4,0.42273339940000004,0.1042188329
sutez:0_days_control:1,0.209042221,0.0138028824
sutez:0_days_control:2,0.0260182944,0.0609735462
sutez:0_days_control:3,-0.37450660620000004,0.0181236177
sutez:0_days_control:4,0.1394460908,-0.0929000463
sutez:1_days_5.6:1,-1.2543351726,-0.31577162010000004
sutez:1_days_5.6:2,-0.5497900880000001,-0.19992314760000002
sutez:1_days_control:1,0.5791061737000001,-0.2414335002
sutez:1_days_control:2,1.4607224724,-0.2024542319
sutez:1_days_control:3,1.0114594524,-0.2120680536
sutez:1_days_control:4,0.9051844974000001,-0.6036141046
thrB:0_days_starve:1,-0.7560611034,-0.3656263562
thrB:0_days_starve:2,0.7560611034,0.3656263562
tss:expression_library:1,1.4086163331,0.5732403895
tss:expression_library:2,1.5182996029,0.777294735
tss:mapping_triphosphate:1,3.9987311251,-0.2815151238
tss:mapping_triphosphate:2,4.6189431191,0.20199124100000002
tss:mapping_wo_triphosphate:1,2.4067794033,-1.1489724339
tss:mapping_wo_triphosphate:2,3.7170978494,-0.3074232832
tss:wt_experiment_2:1,0.208820428,0.2856667654
tss:wt_experiment_2:2,-0.3993911901,0.0208113916
tss:wt_experiment_2:3,0.1905707621,-0.3064781569
vera:0_days_176:1,-0.6667633172,-0.0016251271000000001
vera:0_days_176:2,-1.0628802159,-0.08406464670000001
vera:0_days_176:3,-0.8484879037,-0.0433146031
vera:0_days_176:4,-1.1588370056,-0.026677739800000003
vera:0_days_control:1,-0.056258217000000006,0.20285359020000002
vera:0_days_control:2,0.1968610487,0.2060526108
vera:0_days_control:3,-0.10835797720000001,-0.0661411101
vera:0_days_control:4,-0.0322448545,-0.3427650908
vera:1_days_176:1,-0.0450407513,-0.2563951282
vera:1_days_176:2,-0.0965275735,-0.18030801770000002
vera:1_days_176:3,-0.557911338,-0.1676017858
vera:1_days_control:1,-0.0741133783,0.2020554045
vera:1_days_control:2,-0.6394395235,0.0186741623
vera:1_days_control:3,-0.0056694277,0.33941900880000003
vera:1_days_control:4,-0.0143418255,0.0268853465
