,A,PchR
mexZ_knockout:wt_LB:2,-2.0709903004,-0.428937502
mexZ_knockout:wt_LB:3,-0.2072617725,-0.431635496
n-alkanes_treatment:PA_alkane:1,-0.8839906674,-0.109725837
n-alkanes_treatment:PA_alkane:2,11.4205374884,1.737291377
n-alkanes_treatment:PA_Glycerol:1,-1.2099247942,0.11667012500000001
n-alkanes_treatment:PA_Glycerol:2,1.5997442754,0.299162671
n-alkanes_treatment:PA_Glycerol:3,-0.38981948120000004,-0.415832796
natural_RNA_aptamers:PA_Water_rep_wt:1,-0.2856691965,0.131162202
natural_RNA_aptamers:PA_Water_rep_wt:2,0.2856691965,-0.131162202
natural_RNA_aptamers:PA_FMN_rep:1,-1.0130894657,-0.12391995400000001
natural_RNA_aptamers:PA_FMN_rep:2,-0.5850409837,-0.044546136
NC_002516.2:Planktonic_total_RNA_Rep:1,0.1860876475,-0.008455103
NC_002516.2:Planktonic_total_RNA_Rep:2,0.1599776832,0.42920657900000003
NC_002516.2:Planktonic_total_RNA_Rep:3,-0.3460653307,-0.42075147700000004
NC_002516.2:Biofilm_total_RNA_Rep:1,13.7469320123,2.043614564
NC_002516.2:Biofilm_total_RNA_Rep:2,14.9911593736,2.213495727
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:1,0.24674314800000002,-0.257409514
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:1,2.2442745094,0.308630179
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:2,2.141035271,0.34480144700000004
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:1,0.6462466219,0.713272074
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:2,0.6728075531000001,0.635987902
p-anisaldehyde_epigallocatechin_gallate:Combination:1,0.3927965396,0.9194621030000001
p-anisaldehyde_epigallocatechin_gallate:Combination:2,0.5305467391,0.948208142
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:2,-0.3534654815,-0.204448764
p-anisaldehyde_epigallocatechin_gallate:Combination:3,2.0985307928,0.920899683
p-anisaldehyde_epigallocatechin_gallate:Combination:4,1.9835454412,0.934827257
p-anisaldehyde_epigallocatechin_gallate:Combination:5,1.6096760538,0.68850756
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:3,0.1423903909,0.28492084300000003
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:4,-0.0356680574,0.176937435
p-anisaldehyde_epigallocatechin_gallate:pA_1:1,0.7873179914,0.24963026500000002
p-anisaldehyde_epigallocatechin_gallate:pA_1:2,0.8297382430000001,0.27920579500000003
p-anisaldehyde_epigallocatechin_gallate:pA_2:1,1.2156472574000001,0.66676223
p-anisaldehyde_epigallocatechin_gallate:pA_2:2,1.2544196118,0.7464458540000001
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:1,0.2761077115,-0.33532953
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:1,1.2128926122,0.855921404
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:2,1.188093132,0.773626381
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:2,-0.3055736807,-0.286620293
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:1,-8.2369822194,0.011316859
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:2,-8.1875510711,-0.149629801
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:3,-8.6307551327,-0.227537713
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:1,-0.043853122,-0.227272734
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:2,-0.31074711600000005,0.00195724
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:3,0.3546002381,0.225315494
relA-spoT_double-mutant:plank_WT_1:1,-0.9266013261,-0.030813225000000003
relA-spoT_double-mutant:plank_WT_1:2,-2.7405429833,-0.23980762
relA-spoT_double-mutant:plank_WT_1:3,3.6671443094000002,0.270620845
relA-spoT_double-mutant:plank_rel-spot:1,1.0647015301,-0.038194362
relA-spoT_double-mutant:plank_rel-spot:2,-0.3390549967,-0.175068983
sRNA_PA0805.1_overexpression:EmptyVector_1:1,0.7880819589,0.069519404
sRNA_PA0805.1_overexpression:EmptyVector_1:2,-0.9041267301,-0.006227811000000001
sRNA_PA0805.1_overexpression:EmptyVector_1:3,0.0168264444,-0.024365716000000003
sRNA_PA0805.1_overexpression:EmptyVector_1:4,1.0666817488,0.392532641
sRNA_PA0805.1_overexpression:EmptyVector_1:5,-0.967463422,-0.43145851700000004
sRNA_PA0805.1_overexpression:PA08051:1,-0.6302339278,0.39114056700000005
sRNA_PA0805.1_overexpression:PA08051:2,-1.8804202380000001,0.36871927200000004
sRNA_PA0805.1_overexpression:PA08051:3,-1.9110324634,-0.009593537000000001
sRNA_PA0805.1_overexpression:PA08051:4,-2.3663995917,-0.10261009300000001
sRNA_PA0805.1_overexpression:PA08051:5,-0.7498529847000001,-0.195863652
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:1,-4.8423769045,-1.165531325
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:2,-3.5892996876,-1.107285121
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:1,0.1199182668,-0.139721922
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:2,-0.1199182668,0.139721922
sRNA_ReaL_represses_RpoS:sRNA_wt:1,-1.1352056208,-0.28712594
sRNA_ReaL_represses_RpoS:sRNA_wt:2,1.1352056208,0.28712594
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:1,-7.0169575406,-1.793793596
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:2,-3.9018767364,-1.520108504
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:3,-4.7035946386,-1.8422277550000001
yhjH_knockout:PA_delyhjH_wt:1,0.22024648300000002,0.035826885
yhjH_knockout:PA_delyhjH_wt:2,-0.22024648300000002,-0.035826885
yhjH_knockout:PA_delyhjH:1,0.7262110874000001,1.12228713
yhjH_knockout:PA_delyhjH:2,0.6486672973000001,1.051246413
yhjH_knockout:PA_delwspF:1,0.9001151391000001,0.34903057200000004
yhjH_knockout:PA_delwspF:2,1.3363249692,-0.33493655
