,A,AmpR
mexZ_knockout:del_mexZ:3,0.11546003710000001,-0.25005285
mexZ_knockout:wt_LB:1,0.9830899387,0.901867182
mexZ_knockout:wt_LB:2,-0.4963619261,-0.45211495
mexZ_knockout:wt_LB:3,-0.48672801260000004,-0.44975223200000003
n-alkanes_treatment:PA_alkane:1,0.7774849662000001,0.516563415
n-alkanes_treatment:PA_alkane:2,1.9999035378,0.50058855
n-alkanes_treatment:PA_Glycerol:1,-0.5286193629,0.135837268
n-alkanes_treatment:PA_Glycerol:2,0.5049883540000001,0.100885822
n-alkanes_treatment:PA_Glycerol:3,0.023631009,-0.23672309100000002
natural_RNA_aptamers:PA_Water_rep_wt:1,-0.1723362826,0.29897540100000003
natural_RNA_aptamers:PA_Water_rep_wt:2,0.1723362826,-0.29897540100000003
natural_RNA_aptamers:PA_FMN_rep:1,-0.6210883313000001,-0.565537618
natural_RNA_aptamers:PA_FMN_rep:2,-0.10072284690000001,-0.036984367000000004
NC_002516.2:Planktonic_total_RNA_Rep:1,-0.047105486700000004,0.181902324
NC_002516.2:Planktonic_total_RNA_Rep:2,-0.0569273909,-0.085946689
NC_002516.2:Planktonic_total_RNA_Rep:3,0.1040328776,-0.09595563500000001
NC_002516.2:Biofilm_total_RNA_Rep:1,0.0566980147,-0.9046483120000001
NC_002516.2:Biofilm_total_RNA_Rep:2,1.0399165136,-1.7421902340000002
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:1,0.6584958482000001,0.336312638
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:1,-0.5133270916,-0.07738144300000001
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:2,-0.6771393841000001,0.119055798
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:1,-0.9735855977000001,-0.44319962100000004
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:2,-0.8576098439000001,-0.30508806
p-anisaldehyde_epigallocatechin_gallate:Combination:1,-0.4654591293,-0.63102512
p-anisaldehyde_epigallocatechin_gallate:Combination:2,-0.45096412300000005,-0.49690987000000003
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:2,-0.4150810525,-0.37111201600000004
p-anisaldehyde_epigallocatechin_gallate:Combination:3,-0.17518278380000002,-0.203411808
p-anisaldehyde_epigallocatechin_gallate:Combination:4,0.1361656801,-0.156468894
p-anisaldehyde_epigallocatechin_gallate:Combination:5,-1.142831612,-0.10591729700000001
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:3,0.0788047434,0.054485612
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:4,-0.3222195391,-0.019686234
p-anisaldehyde_epigallocatechin_gallate:pA_1:1,-0.2099980232,-0.510389569
p-anisaldehyde_epigallocatechin_gallate:pA_1:2,-0.1791139532,-0.377657138
p-anisaldehyde_epigallocatechin_gallate:pA_2:1,-0.14027568370000001,-0.167761287
p-anisaldehyde_epigallocatechin_gallate:pA_2:2,-0.2561239249,0.025122028
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:1,0.7076850787000001,0.447368113
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:1,-0.4879302562,-0.179898948
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:2,-0.5592401463000001,-0.22651821100000002
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:2,-0.40529221990000003,-0.370984735
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:1,-0.5100703297,0.555289192
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:2,0.29651613400000004,0.762854695
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:3,-0.3634957452,1.007479305
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:1,-0.113375082,0.021770695
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:2,0.779657571,0.217610837
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:3,-0.6662824890000001,-0.239381532
relA-spoT_double-mutant:plank_WT_1:1,0.2164476733,-0.059883137
relA-spoT_double-mutant:plank_WT_1:2,0.0696364169,0.099171016
relA-spoT_double-mutant:plank_WT_1:3,-0.2860840901,-0.039287879000000005
relA-spoT_double-mutant:plank_rel-spot:1,-0.8890150706000001,-0.18236975300000002
relA-spoT_double-mutant:plank_rel-spot:2,-0.7071495473,-0.399364115
sRNA_PA0805.1_overexpression:EmptyVector_1:1,-0.1432702425,0.15605775800000002
sRNA_PA0805.1_overexpression:EmptyVector_1:2,-0.2006434179,-0.16013681200000002
sRNA_PA0805.1_overexpression:EmptyVector_1:3,0.0473847892,-0.15569922700000002
sRNA_PA0805.1_overexpression:EmptyVector_1:4,0.7215203779,0.322121787
sRNA_PA0805.1_overexpression:EmptyVector_1:5,-0.4249915067,-0.162343506
sRNA_PA0805.1_overexpression:PA08051:1,-0.0668278546,0.38807028400000004
sRNA_PA0805.1_overexpression:PA08051:2,1.3471264751,0.37696569300000005
sRNA_PA0805.1_overexpression:PA08051:3,1.1850220977,0.354469007
sRNA_PA0805.1_overexpression:PA08051:4,1.9007508627,0.309301056
sRNA_PA0805.1_overexpression:PA08051:5,1.2868512945,0.547409306
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:1,-1.865917904,0.010030667
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:2,-0.9623859936,0.063785457
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:1,-0.0894998669,-0.034973033
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:2,0.0894998669,0.034973033
sRNA_ReaL_represses_RpoS:sRNA_wt:1,0.4333815922,0.10582501200000001
sRNA_ReaL_represses_RpoS:sRNA_wt:2,-0.4333815922,-0.10582501200000001
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:1,-0.9191543377,-0.298304267
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:2,-1.3166212139,-0.666122929
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:3,-0.8766985233,-0.593807027
yhjH_knockout:PA_delyhjH_wt:1,-0.0287686446,-0.01372702
yhjH_knockout:PA_delyhjH_wt:2,0.0287686446,0.01372702
yhjH_knockout:PA_delyhjH:1,-0.6406296157,-0.44821066800000003
yhjH_knockout:PA_delyhjH:2,-0.788822224,-0.561184882
yhjH_knockout:PA_delwspF:1,0.5460893554,-0.269004683
yhjH_knockout:PA_delwspF:2,1.4342383141,-0.637941533
