,A,PvdS
n-alkanes_treatment:PA_alkane:1,-0.18183378390000002,0.293643158
n-alkanes_treatment:PA_alkane:2,6.4846785402,2.924450188
n-alkanes_treatment:PA_Glycerol:1,1.0403769758,-0.19121585800000002
n-alkanes_treatment:PA_Glycerol:2,-1.919801037,-0.318173886
n-alkanes_treatment:PA_Glycerol:3,0.8794240612,0.509389744
natural_RNA_aptamers:PA_Water_rep_wt:1,-0.0036082687000000002,0.209303658
natural_RNA_aptamers:PA_Water_rep_wt:2,0.0036082687000000002,-0.209303658
natural_RNA_aptamers:PA_FMN_rep:1,-0.0843208132,0.44888886600000005
natural_RNA_aptamers:PA_FMN_rep:2,-0.0606466536,-0.129890945
NC_002516.2:Planktonic_total_RNA_Rep:1,0.485179401,0.7634086560000001
NC_002516.2:Planktonic_total_RNA_Rep:2,-1.2684887601,-0.525558718
NC_002516.2:Planktonic_total_RNA_Rep:3,0.7833093591,-0.237849939
NC_002516.2:Biofilm_total_RNA_Rep:1,17.5449712786,1.04846869
NC_002516.2:Biofilm_total_RNA_Rep:2,17.9493146755,0.931095148
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:1,0.23539698380000001,-0.028972547
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:1,2.7589582025,0.879526483
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:2,2.6634737091,0.795453504
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:1,2.3211714007,1.013587121
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:2,2.2304349542,1.247806282
p-anisaldehyde_epigallocatechin_gallate:Combination:1,1.1066087988,0.18287465600000002
p-anisaldehyde_epigallocatechin_gallate:Combination:2,1.0941531127,0.38655205200000003
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:2,-0.0175976272,0.078317153
p-anisaldehyde_epigallocatechin_gallate:Combination:3,1.2105326195,0.38462374400000005
p-anisaldehyde_epigallocatechin_gallate:Combination:4,1.0634920714,0.30589002400000004
p-anisaldehyde_epigallocatechin_gallate:Combination:5,0.4899151459,0.20083801
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:3,-0.1686669965,-0.0009318970000000001
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:4,-0.0491323601,-0.048412708000000006
p-anisaldehyde_epigallocatechin_gallate:pA_1:1,-1.6167047123,-0.748507201
p-anisaldehyde_epigallocatechin_gallate:pA_1:2,-1.5415033452,-0.655848626
p-anisaldehyde_epigallocatechin_gallate:pA_2:1,-1.6979241992,-0.273068794
p-anisaldehyde_epigallocatechin_gallate:pA_2:2,-1.7717820991000002,-0.140327791
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:1,0.32085121710000003,0.1619324
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:1,-0.8715483297000001,0.10703900100000001
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:2,-1.0097064722,-0.119570491
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:2,-0.013399036900000001,0.163306225
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:1,-5.6774606204,-2.712143356
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:2,-6.6009410258,-2.541576358
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:3,-5.9692626660000006,-2.736949018
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:1,0.0746069978,0.057167356
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:2,-0.2002954837,0.14016846800000002
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:3,0.1256884859,-0.19733582400000002
relA-spoT_double-mutant:plank_WT_1:1,-0.4492891558,-0.050914091
relA-spoT_double-mutant:plank_WT_1:2,-2.3500896899,-0.12304318600000001
relA-spoT_double-mutant:plank_WT_1:3,2.7993788456,0.17395727700000002
relA-spoT_double-mutant:plank_rel-spot:1,1.2543678775,-0.14052266100000002
relA-spoT_double-mutant:plank_rel-spot:2,-2.2577277107000002,-0.5265506830000001
sRNA_PA0805.1_overexpression:EmptyVector_1:1,0.0102889198,0.49310097500000005
sRNA_PA0805.1_overexpression:EmptyVector_1:2,-0.3487081993,-1.278130974
sRNA_PA0805.1_overexpression:EmptyVector_1:3,-0.7788983927,0.055068372000000004
sRNA_PA0805.1_overexpression:EmptyVector_1:4,1.1543147526,1.7981068530000002
sRNA_PA0805.1_overexpression:EmptyVector_1:5,-0.0369970803,-1.068145226
sRNA_PA0805.1_overexpression:PA08051:1,-0.8439661413,-1.612396084
sRNA_PA0805.1_overexpression:PA08051:2,2.5166668535,-0.7734832930000001
sRNA_PA0805.1_overexpression:PA08051:3,1.7912034458,-0.33290289300000003
sRNA_PA0805.1_overexpression:PA08051:4,2.524671023,0.31642225900000004
sRNA_PA0805.1_overexpression:PA08051:5,0.9006725942,-0.8152541560000001
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:1,-2.5917996127,-1.805331399
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:2,-2.5464343801,-1.354815986
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:1,-0.23541015310000002,0.23330644
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:2,0.23541015310000002,-0.23330644
sRNA_ReaL_represses_RpoS:sRNA_wt:1,-2.0538203144,-0.33585940200000003
sRNA_ReaL_represses_RpoS:sRNA_wt:2,2.0538203144,0.33585940200000003
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:1,-8.4260572104,-1.338329466
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:2,-7.3881627836,-1.559531749
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:3,-9.2286467256,-1.740096426
yhjH_knockout:PA_delyhjH_wt:1,-0.3713772761,0.09161509999999999
yhjH_knockout:PA_delyhjH_wt:2,0.3713772761,-0.09161509999999999
yhjH_knockout:PA_delyhjH:1,8.1648378171,0.062125344000000006
yhjH_knockout:PA_delyhjH:2,8.6726920663,0.072536023
yhjH_knockout:PA_delwspF:1,14.2104096707,0.8427862580000001
yhjH_knockout:PA_delwspF:2,10.0713507919,-0.044011469000000004
