,A,sigC
mrsI:ko_ox_atc:2,2.8882965119,-1.7525120238
mrsI:ko_ox_no_atc:1,-2.7036122308,-2.2345449547
mrsI:ko_ox_no_atc:2,-2.4907434449,-2.1823905106
mrsI:ko_sds_atc:1,-2.5918523139,-2.1255120527
mrsI:ko_sds_atc:2,-3.0551988503,-2.1586471478
mrsI:ko_sds_no_atc:1,-0.8347284033,-0.3977155334
mrsI:ko_sds_no_atc:2,-0.5796754470000001,-0.6548085631
mrsI:wt_iron_atc:1,-0.1033565674,0.015520316000000001
mrsI:wt_iron_atc:2,0.15873384170000002,0.0380796173
mrsI:wt_iron_no_atc:1,4.2309129569,-1.2888259042999999
mrsI:wt_iron_no_atc:2,5.309738258,-1.5027462061999999
mrsI:wt_ox_atc:1,4.6660993328,-1.1798647657
mrsI:wt_ox_atc:2,5.4647357972,-1.6803287931000002
mrsI:wt_ox_noatc:1,-4.5250347281,-2.0475965867
mrsI:wt_ox_noatc:2,-3.544289032,-2.0347202464
mrsI:wt_sds_atc:1,-4.3365137399,-1.9242247598
mrsI:wt_sds_atc:2,-4.498227084,-1.9633231382
mrsI:wt_sds_no_atc:1,-0.2158431647,-0.2100586657
mrsI:wt_sds_no_atc:2,0.2158431647,0.2100586657
nitrate:control:1,-0.0184628716,-0.0270791755
nitrate:control:2,0.0184628716,0.0270791755
p218:0_days_.1:1,1.4709626235,-0.7136761413
p218:0_days_.1:2,-0.31939462750000003,-0.247859605
p218:0_days_.1:3,1.2727011559,-0.5382768349
p218:0_days_.1:4,1.3418354007,-0.6198684275
p218:0_days_control:1,-0.1019436694,-0.0656512409
p218:0_days_control:2,-0.0881176632,0.013909514900000001
p218:0_days_control:3,0.27398814990000003,0.0883275476
p218:0_days_control:4,-0.0839268173,-0.036585821500000004
p218:1_days_.1:1,-0.21258297980000002,0.0963133696
p218:1_days_.1:2,0.2173772658,0.016335348700000002
p218:1_days_.1:3,-0.0332932702,-0.0119135217
p218:1_days_.1:4,0.2614190077,-0.0338140462
p218:1_days_control:1,1.12525525,-0.7561682254000001
p218:1_days_control:2,1.3890890451,-0.8353935692000001
p218:1_days_control:3,1.0920662531,-0.9502441233000001
p218:1_days_control:4,1.1484389892,-0.7811403461
patH-Cap:post_path_ctrl:1,-0.0872490873,-1.7487760231
patH-Cap:post_path_ctrl:2,-0.8123571532,-1.3497957859
patH-Cap:post_path_inh:1,0.517327822,-1.5750951527
patH-Cap:post_path_inh:2,1.0036564045,-1.4179370356
patH-Cap:pre_path_ctrl:1,-0.014762300300000001,-0.0362880871
patH-Cap:pre_path_ctrl:2,0.014762300300000001,0.0362880871
patH-Cap:pre_path_inh:1,0.1601439721,0.034158447
patH-Cap:pre_path_inh:2,-0.1800155844,0.08099213770000001
ppxx:double_mutant:1,0.3494629627,-0.0551505695
ppxx:double_mutant:2,-0.3494629627,0.0551505695
reactivation:day_1_reactivation:1,6.3110287694,-0.1797682123
reactivation:day_1_reactivation:2,6.0098194987,-0.09343979150000001
reactivation:day_1_reactivation:3,6.2655237032,-0.0193386637
reactivation:day_2_reactivation:1,6.4707978409,-0.11713564500000001
reactivation:day_2_reactivation:2,6.6044541674,0.0027787532
reactivation:day_2_reactivation:3,6.4932178237,-0.0878454102
reactivation:day_3_reactivation:1,7.0311697347,0.2009208047
reactivation:day_3_reactivation:2,7.070311276,0.3388738483
reactivation:day_3_reactivation:3,7.0883832524,0.2943211439
reactivation:day_4_reactivation:1,7.1710238605,0.3787568766
reactivation:day_4_reactivation:2,7.3650885927,0.4519392318
reactivation:day_4_reactivation:3,7.2707991394,0.3528740544
reactivation:days_0_persistence:1,0.1363957368,-0.0765957281
reactivation:days_0_persistence:2,0.13379029350000002,-0.0702443727
reactivation:days_0_persistence:3,-0.2701860303,0.1468401008
redox:intra_basal:1,-2.7088782411,-2.8436418882
redox:intra_basal:2,-3.4257807709,-1.9045831609000001
redox:whib3_comp_4.5:1,-0.8257948711,-2.444526551
redox:whib3_comp_4.5:2,1.310098033,-2.1898864208
redox:whib3_comp_6.6:1,-1.9939072643,-0.27688674620000003
redox:whib3_comp_6.6:2,-2.9790311118,-0.5194299675
redox:whib3_ko_4.5:1,1.3198393233,-2.7950651353
redox:whib3_ko_4.5:2,2.6821381415000003,-1.9723194467
redox:wt_4.5:1,-3.5828106093,-0.6736364956
redox:wt_4.5:2,-1.5391302397,-0.38032308530000003
redox:wt_6.6:1,-0.5453593337,-0.0416708103
redox:wt_6.6:2,0.5453593337,0.0416708103
resus:day_1_run_1:1,0.3064265558,-0.1514316319
resus:day_1_run_1:2,-0.3064265558,0.1514316319
resus:day_4_run_1:1,-1.8007700152,0.8974855545
resus:day_4_run_1:2,-0.27053527450000003,0.5857424241
rho:00h_DUC:1,0.4143341055,0.1048405953
rho:00h_DUC:2,-0.4143341055,-0.1048405953
rho:00h_DUC_1:1,2.5710621291,-1.5842706557000001
rho:00h_DUC_1:2,2.724009476,-1.6764614875000001
rho:01.5_DUC:1,1.941723513,-1.187222551
rho:01.5_DUC:2,1.0546379837,-1.6876079372000001
rho:01.5h_DUC_ATC:1,-1.1221768166,-0.8488330824
rho:01.5h_DUC_ATC:2,0.2056830695,-1.1154853306999999
rho:03_DUC:1,2.4560504733,-1.0288436187
rho:03_DUC:2,0.3654232083,-1.9156472880000002
rho:03h_DUC_ATC:1,1.4980892959,-2.0844677977
rho:03h_DUC_ATC:2,0.9664108886,-1.6117950119
rho:06h_DUC_ATC:1,1.9276619202,-0.4278512544
rho:06h_DUC_ATC:2,2.8589922404,-1.9923178738
rho:06h_WT_ATC:1,2.0884702215,0.0101628824
rho:06h_WT_ATC:2,1.3157308415,-0.24740116980000001
rho:09_DUC:1,7.0320232973,-3.9114335784
rho:09_DUC:2,6.2434364226,-4.0228830985
rho:09h_DUC_ATC:1,6.4792994169,-3.7359230496
smx:0_days_12.5:1,-0.0719279998,0.183201987
smx:0_days_12.5:2,0.3235401477,0.3387706814
smx:0_days_12.5:3,0.5774255701000001,0.3100017299
smx:0_days_control:1,-0.0682049503,0.013497696
smx:0_days_control:2,-0.033534300600000004,0.0176571241
smx:0_days_control:3,0.10173925090000001,-0.0311548201
smx:1_days_12.5:1,-0.2371333475,0.1476305713
smx:1_days_12.5:2,-0.4688526275,0.1794122757
smx:1_days_12.5:3,-0.20488111920000002,0.177889499
smx:1_days_control:1,0.10201076910000001,0.6409754515
smx:1_days_control:2,-0.0350273305,0.8032240598
smx:1_days_control:3,-0.0840112025,0.7472119782000001
sq109:0_days_3:1,-1.3851951358,-0.3032676507
sq109:0_days_3:2,2.4615610106,0.39409733700000005
sq109:0_days_3:3,2.5833834766,0.4010380028
sq109:0_days_3:4,-0.9045957277000001,-0.300793813
sq109:0_days_control:1,-1.8344112198,-0.2060564608
sq109:0_days_control:2,1.8733863575,0.20351923700000002
sq109:0_days_control:3,2.1833274771,0.34676468190000004
sq109:0_days_control:4,-2.2223026148000002,-0.34422745800000004
sq109:1_days_3:1,-1.1928207063,-0.2773216597
sq109:1_days_3:2,2.118091911,0.350675854
sq109:1_days_3:3,2.4431509258,0.34479040380000003
sq109:1_days_3:4,-1.388977253,-0.26992821580000004
sq109:1_days_control:1,-1.6511492558,-0.3806098747
sq109:1_days_control:2,1.9974913442000002,0.3092143532
sq109:1_days_control:3,-1.6229169503,-0.32095884220000004
sq109:1_days_control:4,2.5724696662,0.515459077
stress:.1_butyrate:1,0.0236596195,1.0057579171
stress:.1_butyrate:2,-0.029109386900000003,1.1452296701
stress:.1_butyrate:3,-0.45730858150000003,1.1564504514
stress:.4_gluc:1,0.8622144971,-0.10996919200000001
stress:.4_gluc:2,-1.3325371813,-0.2563778946
stress:.4_gluc:3,0.4703226842,0.36634708660000004
stress:1_days_low_iron:1,-2.5224989808,-0.45002306270000003
stress:1_days_low_iron:2,-2.4861600824,-0.5248519057000001
stress:1_days_low_iron:3,-2.1092629143,-0.6152533345
stress:7_days_low_iron:1,-5.7043325625,-0.9759949336
stress:7_days_low_iron:2,-6.2504589265,-1.2647953825
stress:7_days_low_iron:3,-5.2645429842,-1.0949416423
stress:gluc_butyrate:1,-0.7421002707000001,-0.2142464132
stress:gluc_butyrate:2,0.9549813640000001,0.027300241700000002
stress:gluc_butyrate:3,-0.0118380015,-0.6103787835000001
stress:high_iron:1,2.6943745181,0.33090819800000004
stress:high_iron:2,3.648924009,0.5944071834
stress:high_iron:3,4.0998777526,0.7646006268000001
stress:tolox_ph_7:1,2.0565745429,2.2395681997
stress:tolox_ph_7:2,2.0995937605,2.2915133502
sutez:0_days_5.6:1,0.4766450156,0.1184494393
sutez:0_days_5.6:2,0.8937487451,0.3085610259
sutez:0_days_5.6:3,-0.0232089378,0.27308531
sutez:0_days_5.6:4,0.6240197094000001,0.200652517
sutez:0_days_control:1,0.2585256205,0.0383130443
sutez:0_days_control:2,-0.25498294860000004,0.0230518412
sutez:0_days_control:3,-0.0644252697,-0.0794336781
sutez:0_days_control:4,0.0608825979,0.0180687926
sutez:1_days_5.6:1,0.26845030810000003,0.22839226680000002
sutez:1_days_5.6:2,2.2301836542,0.3765156149
sutez:1_days_control:1,-1.953550981,0.5857897941
sutez:1_days_control:2,-1.7264968089,0.3986244228
sutez:1_days_control:3,-1.1726887899,0.7611136014000001
sutez:1_days_control:4,-2.1192895468,0.4851208866
thrB:0_days_starve:1,0.2494728158,0.0731731323
thrB:0_days_starve:2,-0.2494728158,-0.0731731323
tss:expression_library:1,2.8862331671,-0.0860287069
tss:expression_library:2,3.4708162521,0.0605542274
tss:mapping_triphosphate:1,2.1810024562,1.337568367
tss:mapping_triphosphate:2,2.2074325092000002,1.4007948073
tss:mapping_wo_triphosphate:1,1.4233746495,0.8288286611
tss:mapping_wo_triphosphate:2,1.3932815557,0.9584637496
tss:wt_experiment_2:1,-0.0451288166,0.0888081342
tss:wt_experiment_2:2,-0.4077950886,-0.1409642642
tss:wt_experiment_2:3,0.45292390520000003,0.05215613
vera:0_days_176:1,-0.9278518614000001,0.28883844070000003
vera:0_days_176:2,-1.6341590204,-0.20971443180000002
vera:0_days_176:3,-1.1024320696,-0.2295399348
vera:0_days_176:4,-1.8650145078,-0.043461724
vera:0_days_control:1,0.08868974260000001,0.0818819455
vera:0_days_control:2,0.015655249700000002,-0.0756293584
vera:0_days_control:3,0.14110939720000001,-0.1232437705
vera:0_days_control:4,-0.2454543895,0.11699118330000001
vera:1_days_176:1,-1.1765866468,-0.5186214180000001
vera:1_days_176:2,-1.2460752471,-0.5088760493
vera:1_days_176:3,-1.2177876635,-0.4587567092
vera:1_days_control:1,-3.8887975712,-0.296154274
vera:1_days_control:2,-5.0075922663,-0.4250103958
vera:1_days_control:3,-4.2466060303,-0.4710758103
vera:1_days_control:4,-3.8317723312,-0.40930650550000003
