,A,prpR
mrsI:wt_iron_atc:1,-0.0077984824,-0.2724969319
mrsI:wt_iron_atc:2,0.0992124031,-0.1015139847
mrsI:wt_iron_no_atc:1,-2.0187947707,-0.0259847264
mrsI:wt_iron_no_atc:2,-1.8366393821,0.0399310311
mrsI:wt_ox_atc:1,-2.2552851513,-0.1283374427
mrsI:wt_ox_atc:2,-2.3322221048,-0.38860628220000004
mrsI:wt_ox_noatc:1,2.7693348968000002,1.06296835
mrsI:wt_ox_noatc:2,3.2314715699,1.4769758394
mrsI:wt_sds_atc:1,3.299151105,1.3137233356
mrsI:wt_sds_atc:2,2.8354173732,1.2464866891
mrsI:wt_sds_no_atc:1,0.030599582700000003,-0.0047059530000000006
mrsI:wt_sds_no_atc:2,-0.030599582700000003,0.0047059530000000006
nitrate:control:1,-0.06572607750000001,-0.030989106800000003
nitrate:control:2,0.06572607750000001,0.030989106800000003
p218:0_days_.1:1,1.4609407761,1.3692976389
p218:0_days_.1:2,0.3388311057,0.4027542917
p218:0_days_.1:3,1.4341211838,1.1517480179
p218:0_days_.1:4,1.3727796111,1.1839306408999999
p218:0_days_control:1,-0.0821754463,0.1997651701
p218:0_days_control:2,-0.2031568885,-0.2072014356
p218:0_days_control:3,0.039755499,0.0013114391
p218:0_days_control:4,0.2455768358,0.0061248263
p218:1_days_.1:1,-0.5301868248,0.126708567
p218:1_days_.1:2,-0.3570922348,0.3068065381
p218:1_days_.1:3,-0.7565468039000001,0.3080497599
p218:1_days_.1:4,-0.3829909071,0.392325519
p218:1_days_control:1,-0.3759093251,0.9938057873
p218:1_days_control:2,-1.0581671834,0.71012964
p218:1_days_control:3,-0.8448715737,0.6706543212
p218:1_days_control:4,-0.48998314330000003,0.7366287960000001
patH-Cap:post_path_ctrl:1,0.6592206378000001,0.1529656905
patH-Cap:post_path_ctrl:2,0.0693093598,0.2483728586
patH-Cap:post_path_inh:1,7.2288374612,3.0883952686
patH-Cap:post_path_inh:2,7.2520303642,3.3755373993
patH-Cap:pre_path_ctrl:1,0.061098025300000004,-0.0116053852
patH-Cap:pre_path_ctrl:2,-0.061098025300000004,0.0116053852
patH-Cap:pre_path_inh:1,6.5192235111,2.9289835255
patH-Cap:pre_path_inh:2,6.394476905,2.7942504398
ppxx:double_mutant:1,0.0018362611,0.0069357102
ppxx:double_mutant:2,-0.0018362611,-0.0069357102
reactivation:day_1_reactivation:1,-2.9154048438,-0.9588861991000001
reactivation:day_1_reactivation:2,-3.264022026,-0.9249146535
reactivation:day_1_reactivation:3,-3.1214094073,-0.9382219264
reactivation:day_2_reactivation:1,-1.0996656023,-0.3259761847
reactivation:day_2_reactivation:2,-0.9704661356000001,-0.2808593759
reactivation:day_2_reactivation:3,-1.0848622762,-0.3715748868
reactivation:day_3_reactivation:1,-1.1200558032,-0.6113773534
reactivation:day_3_reactivation:2,-1.188941747,-0.642250726
reactivation:day_3_reactivation:3,-1.2030964046000001,-0.6045398329
reactivation:day_4_reactivation:1,-2.6243767503,-0.855696541
reactivation:day_4_reactivation:2,-2.590835844,-0.8893062185
reactivation:day_4_reactivation:3,-2.4412137175,-0.8996256394000001
reactivation:days_0_persistence:1,0.0366915699,0.0277244986
reactivation:days_0_persistence:2,0.1478703827,-0.0055669498
reactivation:days_0_persistence:3,-0.1845619526,-0.0221575487
redox:intra_basal:1,11.8257267158,5.9246155981
redox:intra_basal:2,11.5223360789,6.0317895966
redox:whib3_comp_4.5:1,4.3688556618,2.8406331796
redox:whib3_comp_4.5:2,0.2727590815,1.2866872444
redox:whib3_comp_6.6:1,11.664000636,4.6864308061
redox:whib3_comp_6.6:2,6.3158191664,2.9646784677999998
redox:whib3_ko_4.5:1,0.5078308493,0.8947102412
redox:whib3_ko_4.5:2,-1.3205359689,0.8826666746
redox:wt_4.5:1,0.6850875541,0.282901142
redox:wt_4.5:2,0.5392536741,0.4011241159
redox:wt_6.6:1,1.1564881223,-0.27195030540000004
redox:wt_6.6:2,-1.1564881223,0.27195030540000004
resus:day_1_run_1:1,0.294275887,0.0207243462
resus:day_1_run_1:2,-0.294275887,-0.0207243462
resus:day_4_run_1:1,2.6399001362,0.8847365334
resus:day_4_run_1:2,2.1795196226,1.0025967288
rho:00h_DUC:1,-0.1042458882,0.014113959
rho:00h_DUC:2,0.1042458882,-0.014113959
rho:00h_DUC_1:1,0.8681431957,0.2280454163
rho:00h_DUC_1:2,-0.035762738700000005,-0.2984367227
rho:01.5_DUC:1,-1.4396033805,-0.5940202043
rho:01.5_DUC:2,-1.2186422819,-0.014292701500000001
rho:01.5h_DUC_ATC:1,-0.19794921540000002,0.3555409165
rho:01.5h_DUC_ATC:2,1.4217042955,0.3116685971
rho:03_DUC:1,-1.4161654365,-0.0069856895
rho:03_DUC:2,-1.1366490981,-0.0096806401
rho:03h_DUC_ATC:1,2.1725084183,1.0426372638
rho:03h_DUC_ATC:2,0.2519548512,-0.0563561013
rho:06h_DUC_ATC:1,0.2386201909,1.2647976161
rho:06h_DUC_ATC:2,0.0198773137,1.1400580686
rho:06h_WT_ATC:1,0.2022418326,0.0400916715
rho:06h_WT_ATC:2,0.8716902345,1.0929706497
rho:09_DUC:1,1.0204464531,2.3387817013
rho:09_DUC:2,0.8646982922,1.9940988726
rho:09h_DUC_ATC:1,0.725293743,2.313177084
smx:0_days_12.5:1,0.059579501300000004,-0.0075170339
smx:0_days_12.5:2,0.2779234977,0.2105437199
smx:0_days_12.5:3,0.4742944047,0.20827508250000001
smx:0_days_control:1,0.114609869,0.1089790654
smx:0_days_control:2,-0.0704337383,-0.0202807779
smx:0_days_control:3,-0.0441761307,-0.0886982875
smx:1_days_12.5:1,-3.3679993706999998,-1.7922803364000002
smx:1_days_12.5:2,-3.0548767178,-1.5138647564999999
smx:1_days_12.5:3,-2.7456720812,-1.3633003381
smx:1_days_control:1,0.7218150670000001,-0.0017580135
smx:1_days_control:2,0.0312588722,-0.3759588989
smx:1_days_control:3,-0.0036377654,-0.3210801877
sq109:0_days_3:1,1.947190806,1.0873419187
sq109:0_days_3:2,-5.0901273121,-1.7621601423
sq109:0_days_3:3,-5.311324785,-1.9019344099
sq109:0_days_3:4,1.848937556,1.0874476135
sq109:0_days_control:1,2.0379480251,1.1767284101
sq109:0_days_control:2,-2.1043526536,-1.0019143015
sq109:0_days_control:3,-2.1489067165,-1.3865806256
sq109:0_days_control:4,2.215311345,1.211766517
sq109:1_days_3:1,1.8422702502,1.0127299729
sq109:1_days_3:2,-4.937340581,-1.6385469496
sq109:1_days_3:3,-4.7884672661,-1.7714163481
sq109:1_days_3:4,2.0795229444,1.0821664989
sq109:1_days_control:1,2.0619225403,1.1188421688
sq109:1_days_control:2,-2.2825155443,-1.1869471969
sq109:1_days_control:3,2.1240298911,1.1918139451
sq109:1_days_control:4,-2.2101838132,-1.0734984204
stress:.1_butyrate:1,0.6002687433,0.3385040975
stress:.1_butyrate:2,-0.0092987737,-0.0040634972
stress:.1_butyrate:3,1.1663433587,0.9278247743
stress:.4_gluc:1,0.1049994082,-0.2135349416
stress:.4_gluc:2,0.1463988247,0.0559755544
stress:.4_gluc:3,-0.2513982329,0.1575593872
stress:1_days_low_iron:1,1.2635097217,1.7732415959
stress:1_days_low_iron:2,1.5399900851,1.7555606012
stress:1_days_low_iron:3,0.8065226932,1.6118645498
stress:7_days_low_iron:1,1.3154237141,0.8012364497000001
stress:7_days_low_iron:2,1.8218335307,1.4003375182
stress:7_days_low_iron:3,1.1747762124,1.1285934632
stress:gluc_butyrate:1,-2.5392093969,-0.440280494
stress:gluc_butyrate:2,-1.6260283678,0.1855132288
stress:gluc_butyrate:3,-2.0604810146,-0.278510209
stress:high_iron:1,6.6520382625,2.6284605281999998
stress:high_iron:2,6.701060841,2.9038939731
stress:high_iron:3,7.2754987333,3.0467804838
stress:tolox_ph_7:1,0.1687967537,1.1548897128
stress:tolox_ph_7:2,0.40741576500000004,1.3812380692000001
sutez:0_days_5.6:1,0.06657623,-0.1712240316
sutez:0_days_5.6:2,0.4396647124,0.24157042780000001
sutez:0_days_5.6:3,0.0958320441,0.22228494910000002
sutez:0_days_5.6:4,0.0854105809,0.2125594549
sutez:0_days_control:1,-0.0429796883,-0.0443677073
sutez:0_days_control:2,-0.032236739,0.015883621900000002
sutez:0_days_control:3,0.0345625964,0.0495846455
sutez:0_days_control:4,0.040653831,-0.021100560100000002
sutez:1_days_5.6:1,3.2222257996,1.0177259282
sutez:1_days_5.6:2,3.3509807626,0.9404574594
sutez:1_days_control:1,-0.615176531,-1.1612380262
sutez:1_days_control:2,-0.5022661859,-0.9407666678000001
sutez:1_days_control:3,-0.47289307540000003,-0.9530315891000001
sutez:1_days_control:4,-0.2836453194,-0.6615273994
thrB:0_days_starve:1,-0.2675509982,-0.45061063960000003
thrB:0_days_starve:2,0.2675509982,0.45061063960000003
tss:expression_library:1,-1.3337419216,-2.1679560697
tss:expression_library:2,-1.457157476,-1.9023262477
tss:mapping_triphosphate:1,0.033434858000000005,-2.3878436909
tss:mapping_triphosphate:2,-0.5985661475,-2.3502353723000002
tss:mapping_wo_triphosphate:1,0.2361578439,-2.387712302
tss:mapping_wo_triphosphate:2,0.7746760658,-2.3618087546
tss:wt_experiment_2:1,0.4581354557,0.2361147089
tss:wt_experiment_2:2,-0.39697434740000004,-0.1423908845
tss:wt_experiment_2:3,-0.061161108400000004,-0.0937238244
vera:0_days_176:1,-0.4524638635,0.1557021473
vera:0_days_176:2,-0.3519452644,-0.2156991664
vera:0_days_176:3,0.005974464400000001,0.1958939231
vera:0_days_176:4,-0.2237026537,-0.4305769629
vera:0_days_control:1,0.5761628824,-0.1156194319
vera:0_days_control:2,-0.5726108436,-0.2633949763
vera:0_days_control:3,0.177836352,0.4792553376
vera:0_days_control:4,-0.1813883908,-0.1002409294
vera:1_days_176:1,0.3816236803,1.3748102282
vera:1_days_176:2,-0.039727838,1.5618299033
vera:1_days_176:3,0.3658744681,1.5397724766
vera:1_days_control:1,2.7094433792,1.3688550881000001
vera:1_days_control:2,2.653064719,1.2738119551
vera:1_days_control:3,2.2461153442,1.34200254
vera:1_days_control:4,2.4470804078,1.1836308828
