,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,SRS_Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,GEO Series,GEO Sample,PMID,Biosample ID,biosample_strain,biosample_genotype,reference_sequence,project,condition,reference_condition,strain_description,base_media,carbon_source,nitrogen_source,aerobicity,supplement,temperature,pH,growth_phase,OD,additional_notes,ScientificName_curated,Host,Knockout,Other_available_omics,Biological_replicate,Technical_replicate,SampleID,R1,R2,passed_fastqc,passed_reads_mapped_to_CDS,passed_global_correlation,full_condition_name,passed_similar_replicates,passed_number_replicates,replicate,sample,n_replicates
SRX2804038,6/22/17 0:01,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5534436,SRP106960,PRJNA344670,344670,SRS2184276,SAMN05830551,SRA561439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNITED STATES DEPARTMENT OF AGRICULTURE,0,0,4038766,,,29515658.0,5830551,1306,isolates,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,Chlortetracycline_florfenicol_MDR,1306_Chlortetracycline_16,5317_Florfenicol_0,1306,LB,,,Aerobic,Chlortetracycline,37C,,Early-log,0.15,30 min incubation at 37C with antibiotics,Salmonella enterica subsp. enterica serovar Typhimurium str. 1306,Cattle,,,1,1,1306_Chlortetracycline_16_1,,,True,True,True,Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16,True,True,2.0,Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:2.0,3.0
SRX2804039,6/22/17 0:01,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5534435,SRP106960,PRJNA344670,344670,SRS2184277,SAMN05830550,SRA561439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNITED STATES DEPARTMENT OF AGRICULTURE,0,0,4038767,,,29515658.0,5830550,1306,isolates,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,Chlortetracycline_florfenicol_MDR,1306_Chlortetracycline_0,5317_Florfenicol_0,1306,LB,,,Aerobic,,37C,,Early-log,0.15,30 min incubation at 37C with antibiotics,Salmonella enterica subsp. enterica serovar Typhimurium str. 1306,Cattle,,,3,1,1306_Chlortetracycline_0_3,,,True,True,True,Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0,True,True,2.0,Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:2.0,3.0
SRX2804040,6/22/17 0:01,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5534434,SRP106960,PRJNA344670,344670,SRS2184279,SAMN05830549,SRA561439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNITED STATES DEPARTMENT OF AGRICULTURE,0,0,4038768,,,29515658.0,5830549,1306,isolates,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,Chlortetracycline_florfenicol_MDR,1306_Chlortetracycline_0,5317_Florfenicol_0,1306,LB,,,Aerobic,,37C,,Early-log,0.15,30 min incubation at 37C with antibiotics,Salmonella enterica subsp. enterica serovar Typhimurium str. 1306,Cattle,,,2,1,1306_Chlortetracycline_0_2,,,True,True,True,Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0,True,True,3.0,Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:3.0,3.0
SRX2804041,6/22/17 0:01,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5534433,SRP106960,PRJNA344670,344670,SRS2184278,SAMN05830556,SRA561439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNITED STATES DEPARTMENT OF AGRICULTURE,0,0,4038769,,,29515658.0,5830556,1306,isolates,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,Chlortetracycline_florfenicol_MDR,1306_Chlortetracycline_32,5317_Florfenicol_0,1306,LB,,,Aerobic,Chlortetracycline,37C,,Early-log,0.15,30 min incubation at 37C with antibiotics,Salmonella enterica subsp. enterica serovar Typhimurium str. 1306,Cattle,,,3,1,1306_Chlortetracycline_32_3,,,True,True,True,Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32,True,True,1.0,Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:1.0,3.0
SRX2804042,6/22/17 0:01,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5534432,SRP106960,PRJNA344670,344670,SRS2184280,SAMN05830555,SRA561439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNITED STATES DEPARTMENT OF AGRICULTURE,0,0,4038770,,,29515658.0,5830555,1306,isolates,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,Chlortetracycline_florfenicol_MDR,1306_Chlortetracycline_32,5317_Florfenicol_0,1306,LB,,,Aerobic,Chlortetracycline,37C,,Early-log,0.15,30 min incubation at 37C with antibiotics,Salmonella enterica subsp. enterica serovar Typhimurium str. 1306,Cattle,,,2,1,1306_Chlortetracycline_32_2,,,True,True,True,Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32,True,True,2.0,Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:2.0,3.0
SRX2804043,6/22/17 0:01,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5534431,SRP106960,PRJNA344670,344670,SRS2184281,SAMN05830554,SRA561439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNITED STATES DEPARTMENT OF AGRICULTURE,0,0,4038771,,,29515658.0,5830554,1306,isolates,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,Chlortetracycline_florfenicol_MDR,1306_Chlortetracycline_32,5317_Florfenicol_0,1306,LB,,,Aerobic,Chlortetracycline,37C,,Early-log,0.15,30 min incubation at 37C with antibiotics,Salmonella enterica subsp. enterica serovar Typhimurium str. 1306,Cattle,,,1,1,1306_Chlortetracycline_32_1,,,True,True,True,Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32,True,True,3.0,Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:3.0,3.0
SRX2804044,6/22/17 0:01,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5534430,SRP106960,PRJNA344670,344670,SRS2184282,SAMN05830553,SRA561439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNITED STATES DEPARTMENT OF AGRICULTURE,0,0,4038772,,,29515658.0,5830553,1306,isolates,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,Chlortetracycline_florfenicol_MDR,1306_Chlortetracycline_16,5317_Florfenicol_0,1306,LB,,,Aerobic,Chlortetracycline,37C,,Early-log,0.15,30 min incubation at 37C with antibiotics,Salmonella enterica subsp. enterica serovar Typhimurium str. 1306,Cattle,,,3,1,1306_Chlortetracycline_16_3,,,True,True,True,Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16,True,True,3.0,Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:3.0,3.0
SRX2804045,6/22/17 0:01,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5534429,SRP106960,PRJNA344670,344670,SRS2184283,SAMN05830558,SRA561439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNITED STATES DEPARTMENT OF AGRICULTURE,0,0,4038773,,,29515658.0,5830558,1434,isolates,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,Chlortetracycline_florfenicol_MDR,1434_Chlortetracycline_0,5317_Florfenicol_0,1434,LB,,,Aerobic,,37C,,Early-log,0.15,30 min incubation at 37C with antibiotics,Salmonella enterica subsp. enterica serovar Typhimurium str. 1434,Cattle,,,2,1,1434_Chlortetracycline_0_2,,,True,True,True,Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0,True,True,2.0,Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:2.0,3.0
SRX2804046,6/22/17 0:01,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5534428,SRP106960,PRJNA344670,344670,SRS2184284,SAMN05830557,SRA561439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNITED STATES DEPARTMENT OF AGRICULTURE,0,0,4038774,,,29515658.0,5830557,1434,isolates,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,Chlortetracycline_florfenicol_MDR,1434_Chlortetracycline_0,5317_Florfenicol_0,1434,LB,,,Aerobic,,37C,,Early-log,0.15,30 min incubation at 37C with antibiotics,Salmonella enterica subsp. enterica serovar Typhimurium str. 1434,Cattle,,,1,1,1434_Chlortetracycline_0_1,,,True,True,True,Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0,True,True,3.0,Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:3.0,3.0
SRX2804047,6/22/17 0:01,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5534427,SRP106960,PRJNA344670,344670,SRS2184285,SAMN05830578,SRA561439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNITED STATES DEPARTMENT OF AGRICULTURE,0,0,4038775,,,29515658.0,5830578,530,isolates,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,Chlortetracycline_florfenicol_MDR,530_Florfenicol_16,5317_Florfenicol_0,530,LB,,,Aerobic,Florfenicol,37C,,Early-log,0.15,30 min incubation at 37C with antibiotics,Salmonella enterica subsp. enterica serovar Typhimurium str. 530,Cattle,,,1,1,530_Florfenicol_16_1,,,True,True,True,Chlortetracycline_florfenicol_MDR:530_Florfenicol_16,True,True,1.0,Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:1.0,3.0
SRX2804048,6/22/17 0:01,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5534426,SRP106960,PRJNA344670,344670,SRS2184286,SAMN05830577,SRA561439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNITED STATES DEPARTMENT OF AGRICULTURE,0,0,4038776,,,29515658.0,5830577,530,isolates,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,Chlortetracycline_florfenicol_MDR,530_Florfenicol_0,5317_Florfenicol_0,530,LB,,,Aerobic,,37C,,Early-log,0.15,30 min incubation at 37C with antibiotics,Salmonella enterica subsp. enterica serovar Typhimurium str. 530,Cattle,,,3,1,530_Florfenicol_0_3,,,True,True,True,Chlortetracycline_florfenicol_MDR:530_Florfenicol_0,True,True,3.0,Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:3.0,3.0
SRX2804049,6/22/17 0:01,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5534425,SRP106960,PRJNA344670,344670,SRS2184287,SAMN05830574,SRA561439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNITED STATES DEPARTMENT OF AGRICULTURE,0,0,4038777,,,29515658.0,5830574,5317,isolates,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,Chlortetracycline_florfenicol_MDR,5317_Chlortetracycline_32,5317_Florfenicol_0,5317,LB,,,Aerobic,Chlortetracycline,37C,,Early-log,0.15,30 min incubation at 37C with antibiotics,Salmonella enterica subsp. enterica serovar Typhimurium str. 5317,Cattle,,,3,1,5317_Chlortetracycline_32_3,,,True,True,True,Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32,True,True,3.0,Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:3.0,3.0
SRX2804050,6/22/17 0:01,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5534424,SRP106960,PRJNA344670,344670,SRS2184289,SAMN05830579,SRA561439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNITED STATES DEPARTMENT OF AGRICULTURE,0,0,4038778,,,29515658.0,5830579,530,isolates,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,Chlortetracycline_florfenicol_MDR,530_Florfenicol_16,5317_Florfenicol_0,530,LB,,,Aerobic,Florfenicol,37C,,Early-log,0.15,30 min incubation at 37C with antibiotics,Salmonella enterica subsp. enterica serovar Typhimurium str. 530,Cattle,,,2,1,530_Florfenicol_16_2,,,True,True,True,Chlortetracycline_florfenicol_MDR:530_Florfenicol_16,True,True,2.0,Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:2.0,3.0
SRX2804051,6/22/17 0:01,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5534423,SRP106960,PRJNA344670,344670,SRS2184288,SAMN05830580,SRA561439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNITED STATES DEPARTMENT OF AGRICULTURE,0,0,4038779,,,29515658.0,5830580,530,isolates,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,Chlortetracycline_florfenicol_MDR,530_Florfenicol_16,5317_Florfenicol_0,530,LB,,,Aerobic,Florfenicol,37C,,Early-log,0.15,30 min incubation at 37C with antibiotics,Salmonella enterica subsp. enterica serovar Typhimurium str. 530,Cattle,,,3,1,530_Florfenicol_16_3,,,True,True,True,Chlortetracycline_florfenicol_MDR:530_Florfenicol_16,True,True,3.0,Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:3.0,3.0
SRX2804052,6/22/17 0:01,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5534422,SRP106960,PRJNA344670,344670,SRS2184290,SAMN05830581,SRA561439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNITED STATES DEPARTMENT OF AGRICULTURE,0,0,4038780,,,29515658.0,5830581,1306,isolates,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,Chlortetracycline_florfenicol_MDR,1306_Florfenicol_0,5317_Florfenicol_0,1306,LB,,,Aerobic,,37C,,Early-log,0.15,30 min incubation at 37C with antibiotics,Salmonella enterica subsp. enterica serovar Typhimurium str. 1306,Cattle,,,1,1,1306_Florfenicol_0_1,,,True,True,True,Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0,True,True,1.0,Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:1.0,3.0
SRX2804053,6/22/17 0:01,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5534421,SRP106960,PRJNA344670,344670,SRS2184291,SAMN05830582,SRA561439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNITED STATES DEPARTMENT OF AGRICULTURE,0,0,4038781,,,29515658.0,5830582,1306,isolates,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,Chlortetracycline_florfenicol_MDR,1306_Florfenicol_0,5317_Florfenicol_0,1306,LB,,,Aerobic,,37C,,Early-log,0.15,30 min incubation at 37C with antibiotics,Salmonella enterica subsp. enterica serovar Typhimurium str. 1306,Cattle,,,2,1,1306_Florfenicol_0_2,,,True,True,True,Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0,True,True,2.0,Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:2.0,3.0
SRX2804054,6/22/17 0:01,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5534420,SRP106960,PRJNA344670,344670,SRS2184292,SAMN05830583,SRA561439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNITED STATES DEPARTMENT OF AGRICULTURE,0,0,4038782,,,29515658.0,5830583,1306,isolates,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,Chlortetracycline_florfenicol_MDR,1306_Florfenicol_0,5317_Florfenicol_0,1306,LB,,,Aerobic,,37C,,Early-log,0.15,30 min incubation at 37C with antibiotics,Salmonella enterica subsp. enterica serovar Typhimurium str. 1306,Cattle,,,3,1,1306_Florfenicol_0_3,,,True,True,True,Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0,True,True,3.0,Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:3.0,3.0
SRX2804055,6/22/17 0:01,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5534419,SRP106960,PRJNA344670,344670,SRS2184294,SAMN05830584,SRA561439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNITED STATES DEPARTMENT OF AGRICULTURE,0,0,4038783,,,29515658.0,5830584,1306,isolates,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,Chlortetracycline_florfenicol_MDR,1306_Florfenicol_16,5317_Florfenicol_0,1306,LB,,,Aerobic,Florfenicol,37C,,Early-log,0.15,30 min incubation at 37C with antibiotics,Salmonella enterica subsp. enterica serovar Typhimurium str. 1306,Cattle,,,1,1,1306_Florfenicol_16_1,,,True,True,True,Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16,True,True,1.0,Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:1.0,3.0
SRX2804056,6/22/17 0:01,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5534418,SRP106960,PRJNA344670,344670,SRS2184293,SAMN05830585,SRA561439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNITED STATES DEPARTMENT OF AGRICULTURE,0,0,4038784,,,29515658.0,5830585,1306,isolates,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,Chlortetracycline_florfenicol_MDR,1306_Florfenicol_16,5317_Florfenicol_0,1306,LB,,,Aerobic,Florfenicol,37C,,Early-log,0.15,30 min incubation at 37C with antibiotics,Salmonella enterica subsp. enterica serovar Typhimurium str. 1306,Cattle,,,2,1,1306_Florfenicol_16_2,,,True,True,True,Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16,True,True,2.0,Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:2.0,3.0
SRX2804057,6/22/17 0:01,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5534417,SRP106960,PRJNA344670,344670,SRS2184295,SAMN05830586,SRA561439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNITED STATES DEPARTMENT OF AGRICULTURE,0,0,4038785,,,29515658.0,5830586,1306,isolates,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,Chlortetracycline_florfenicol_MDR,1306_Florfenicol_16,5317_Florfenicol_0,1306,LB,,,Aerobic,Florfenicol,37C,,Early-log,0.15,30 min incubation at 37C with antibiotics,Salmonella enterica subsp. enterica serovar Typhimurium str. 1306,Cattle,,,3,1,1306_Florfenicol_16_3,,,True,True,True,Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16,True,True,3.0,Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:3.0,3.0
SRX2804058,6/22/17 0:01,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5534416,SRP106960,PRJNA344670,344670,SRS2184296,SAMN05830587,SRA561439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNITED STATES DEPARTMENT OF AGRICULTURE,0,0,4038786,,,29515658.0,5830587,1434,isolates,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,Chlortetracycline_florfenicol_MDR,1434_Florfenicol_0,5317_Florfenicol_0,1434,LB,,,Aerobic,,37C,,Early-log,0.15,30 min incubation at 37C with antibiotics,Salmonella enterica subsp. enterica serovar Typhimurium str. 1434,Cattle,,,1,1,1434_Florfenicol_0_1,,,True,True,True,Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0,True,True,2.0,Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:2.0,3.0
SRX2804059,6/22/17 0:01,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5534415,SRP106960,PRJNA344670,344670,SRS2184297,SAMN05830588,SRA561439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNITED STATES DEPARTMENT OF AGRICULTURE,0,0,4038787,,,29515658.0,5830588,1434,isolates,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,Chlortetracycline_florfenicol_MDR,1434_Florfenicol_0,5317_Florfenicol_0,1434,LB,,,Aerobic,,37C,,Early-log,0.15,30 min incubation at 37C with antibiotics,Salmonella enterica subsp. enterica serovar Typhimurium str. 1434,Cattle,,,2,1,1434_Florfenicol_0_2,,,True,True,True,Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0,True,True,3.0,Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:3.0,3.0
SRX2070419,9/1/19 10:02,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR4105770,SRP083904,PRJNA341384,341384,SRS1661020,SAMN05720790,SRA458985,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,3064672,GSE86311,GSM2299960,,5720790,opgGH mutant,opgGH mutant,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,OPG,del_opgGH,WT,del_opgGH,LB,,,Aerobic,"ampicillin(100lgml-1), kanamycin(50lgml-1) and nalidixic acid (10lgml-1)",37C,,,,https://link.springer.com/article/10.1007%2Fs00284-017-1267-1,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,opgGH,,1,1,del_opgGH_1,,,True,True,True,OPG:del_opgGH,True,True,1.0,OPG:del_opgGH:1.0,3.0
SRX2070420,9/1/19 10:02,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR4105771,SRP083904,PRJNA341384,341384,SRS1661021,SAMN05720789,SRA458985,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,3064673,GSE86311,GSM2299961,,5720789,opgGH mutant,opgGH mutant,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,OPG,del_opgGH,WT,del_opgGH,LB,,,Aerobic,"ampicillin(100lgml-1), kanamycin(50lgml-1) and nalidixic acid (10lgml-1)",37C,,,,https://link.springer.com/article/10.1007%2Fs00284-017-1267-1,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,opgGH,,2,1,del_opgGH_2,,,True,True,True,OPG:del_opgGH,True,True,2.0,OPG:del_opgGH:2.0,3.0
SRX2070421,9/1/19 10:02,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR4105772,SRP083904,PRJNA341384,341384,SRS1661022,SAMN05720788,SRA458985,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,3064674,GSE86311,GSM2299962,,5720788,opgGH mutant,opgGH mutant,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,OPG,del_opgGH,WT,del_opgGH,LB,,,Aerobic,"ampicillin(100lgml-1), kanamycin(50lgml-1) and nalidixic acid (10lgml-1)",37C,,,,https://link.springer.com/article/10.1007%2Fs00284-017-1267-1,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,opgGH,,3,1,del_opgGH_3,,,True,True,True,OPG:del_opgGH,True,True,3.0,OPG:del_opgGH:3.0,3.0
SRX2070422,9/1/19 10:02,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR4105773,SRP083904,PRJNA341384,341384,SRS1661023,SAMN05720787,SRA458985,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,3064675,GSE86311,GSM2299963,,5720787,opgGH mutant with pBK16 plasmid,opgGH mutant with pBK16 plasmid,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,OPG,del_opgGH_pBK16,WT,del_opgGH_pBK16,LB,,,Aerobic,"ampicillin(100lgml-1), kanamycin(50lgml-1) and nalidixic acid (10lgml-1)",37C,,,,https://link.springer.com/article/10.1007%2Fs00284-017-1267-1,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,opgGH,,1,1,del_opgGH_pBK16_1,,,True,True,True,OPG:del_opgGH_pBK16,True,True,1.0,OPG:del_opgGH_pBK16:1.0,3.0
SRX2070423,9/1/19 10:02,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR4105774,SRP083904,PRJNA341384,341384,SRS1661024,SAMN05720786,SRA458985,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,3064676,GSE86311,GSM2299964,,5720786,opgGH mutant with pBK16 plasmid,opgGH mutant with pBK16 plasmid,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,OPG,del_opgGH_pBK16,WT,del_opgGH_pBK16,LB,,,Aerobic,"ampicillin(100lgml-1), kanamycin(50lgml-1) and nalidixic acid (10lgml-1)",37C,,,,https://link.springer.com/article/10.1007%2Fs00284-017-1267-1,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,opgGH,,2,1,del_opgGH_pBK16_2,,,True,True,True,OPG:del_opgGH_pBK16,True,True,2.0,OPG:del_opgGH_pBK16:2.0,3.0
