,A,XisF4
mexZ_knockout:del_mexZ:3,0.1223431031,0.306949046
mexZ_knockout:wt_LB:1,0.9086278444,0.224124237
mexZ_knockout:wt_LB:2,-0.2844178647,-0.18025711300000002
mexZ_knockout:wt_LB:3,-0.6242099797,-0.043867124
n-alkanes_treatment:PA_alkane:1,-3.0127341569,0.432494472
n-alkanes_treatment:PA_alkane:2,-1.5379998448999999,0.098470942
n-alkanes_treatment:PA_Glycerol:1,0.9891897856,0.15064581900000001
n-alkanes_treatment:PA_Glycerol:2,-0.7750424067,0.021108653
n-alkanes_treatment:PA_Glycerol:3,-0.21414737890000002,-0.17175447100000002
natural_RNA_aptamers:PA_Water_rep_wt:1,-0.3651202427,0.118204925
natural_RNA_aptamers:PA_Water_rep_wt:2,0.3651202427,-0.118204925
natural_RNA_aptamers:PA_FMN_rep:1,-0.246803391,-0.022068991000000003
natural_RNA_aptamers:PA_FMN_rep:2,-0.0745119378,-0.02824716
NC_002516.2:Planktonic_total_RNA_Rep:1,0.3766850514,-0.19043142100000002
NC_002516.2:Planktonic_total_RNA_Rep:2,-0.1750495404,0.152729737
NC_002516.2:Planktonic_total_RNA_Rep:3,-0.20163551100000002,0.037701684
NC_002516.2:Biofilm_total_RNA_Rep:1,-1.4647144424,-0.360221214
NC_002516.2:Biofilm_total_RNA_Rep:2,-0.706236266,-0.128158888
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:1,0.5313270113,0.6057702580000001
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:1,-1.0217095224,0.6402176970000001
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:2,-0.9801620489,0.662032849
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:1,-0.546375948,-0.15144126600000002
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:2,-0.5732350444000001,-0.13009904
p-anisaldehyde_epigallocatechin_gallate:Combination:1,1.7314694956,-0.5101328970000001
p-anisaldehyde_epigallocatechin_gallate:Combination:2,1.797939919,-0.507870414
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:2,0.1846702227,-0.42343725600000004
p-anisaldehyde_epigallocatechin_gallate:Combination:3,0.8033403648,0.082494733
p-anisaldehyde_epigallocatechin_gallate:Combination:4,0.6758109521,0.10320699500000001
p-anisaldehyde_epigallocatechin_gallate:Combination:5,0.7187988123,0.49746427
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:3,-0.4388889997,-0.08454270900000001
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:4,-0.27710823430000003,-0.097790293
p-anisaldehyde_epigallocatechin_gallate:pA_1:1,2.3377340992,-0.636688314
p-anisaldehyde_epigallocatechin_gallate:pA_1:2,2.5008689496,-0.608451313
p-anisaldehyde_epigallocatechin_gallate:pA_2:1,2.1016246212,0.032342162
p-anisaldehyde_epigallocatechin_gallate:pA_2:2,2.1586585294,0.070193167
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:1,0.56982633,0.603110605
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:1,2.335023043,-0.11078878700000001
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:2,1.9453286366,-0.11889732200000001
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:2,-0.0038503831000000002,-0.41201599600000005
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:1,-0.1676338868,-0.6792615470000001
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:2,0.1525723745,-1.4146778420000001
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:3,1.0252584459,-1.418598709
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:1,0.043711777,-0.214599441
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:2,-0.33276432440000003,0.05867528600000001
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:3,0.2890525474,0.155924155
relA-spoT_double-mutant:plank_WT_1:1,-0.2598832735,-0.116355042
relA-spoT_double-mutant:plank_WT_1:2,0.2882260453,0.031130348000000002
relA-spoT_double-mutant:plank_WT_1:3,-0.0283427718,0.085224694
relA-spoT_double-mutant:plank_rel-spot:1,-0.160712283,-0.8428463180000001
relA-spoT_double-mutant:plank_rel-spot:2,-1.5381628351,-0.581761964
sRNA_PA0805.1_overexpression:EmptyVector_1:1,0.3890529777,-0.038525712000000004
sRNA_PA0805.1_overexpression:EmptyVector_1:2,0.3024397558,0.03560267
sRNA_PA0805.1_overexpression:EmptyVector_1:3,0.1355492971,-0.089086837
sRNA_PA0805.1_overexpression:EmptyVector_1:4,-0.5067997307000001,-0.12963718500000002
sRNA_PA0805.1_overexpression:EmptyVector_1:5,-0.3202422998,0.221647063
sRNA_PA0805.1_overexpression:PA08051:1,0.6501737069,0.17680553400000001
sRNA_PA0805.1_overexpression:PA08051:2,1.5325001526,0.300007505
sRNA_PA0805.1_overexpression:PA08051:3,1.8662503029000002,0.32985522700000003
sRNA_PA0805.1_overexpression:PA08051:4,1.6486340432,0.358346525
sRNA_PA0805.1_overexpression:PA08051:5,0.4338585609,0.43304836100000005
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:1,-1.0662972354,-0.032010263000000004
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:2,0.8643411870000001,-0.011681026
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:1,0.4488408065,0.061014155
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:2,-0.4488408065,-0.061014155
sRNA_ReaL_represses_RpoS:sRNA_wt:1,0.1151425315,-0.033646664
sRNA_ReaL_represses_RpoS:sRNA_wt:2,-0.1151425315,0.033646664
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:1,-1.1892802561,-0.148675137
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:2,-2.041370918,0.113508065
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:3,-2.5192060229,0.065916846
yhjH_knockout:PA_delyhjH_wt:1,-0.2922465475,0.142485139
yhjH_knockout:PA_delyhjH_wt:2,0.2922465475,-0.142485139
yhjH_knockout:PA_delyhjH:1,-2.7657298417,0.642322876
yhjH_knockout:PA_delyhjH:2,-2.3586492217,0.899342069
yhjH_knockout:PA_delwspF:1,-0.2400468994,-0.441028595
yhjH_knockout:PA_delwspF:2,1.3878432967,-1.3114132600000001
